Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C11_547264
Composite Element REF	Signal
AACS	6.86107346095785
FSTL1	7.35217385196319
ELMO2	5.41327437410592
CREB3L1	4.14535986836646
RPS11	9.8518242293783
PNMA1	6.90320132620254
MMP2	8.07235229579491
SAMD4A	3.7878995710925
SMARCD3	8.31362763182033
A4GNT	3.67290924022239
C9orf39	3.3479747621686
PKNOX2	3.80186157161772
RALYL	3.23753485995290
ZHX3	4.41186988757434
ERCC5	5.67038471128445
RXFP3	3.22612962432489
APBB2	4.14366097739790
BBOX1	7.70962067001957
PRO0478	3.19129616803889
GCSH	8.5113650385616
XDH	3.80026876602721
EDN1	3.62283315287932
MTERF	6.56121649695373
PDCL3	7.91650456230493
CLK4	5.89970946913059
KCNG1	3.56082923970662
CXCR4	9.00983767053313
DECR1	8.92982591383678
SALL1	3.99808223726153
PTPRR	3.34700924552560
CADM4	3.38266518433476
IRAK1	9.21090390944207
CFHR5	3.36898542314563
HNRPD	7.73417023348939
TMSB10	11.8213906723728
CXCL3	3.5635619485109
LMAN1	3.7269716810512
SUHW1	2.9940705104721
CHD8	5.19114884869282
SUMO1	8.3187815110319
GP1BA	3.48727541401338
OR7A10	3.6043949813393
DDB1	7.64340990144702
CHRNA10	3.69537061723398
STYK1	3.21604701970669
MYO9B	4.12737567787996
CCNI	10.0975184438090
MMP7	9.39648954718313
EP300	6.41914932875758
CRNKL1	6.46036140113748
C9orf45	3.10428552806658
XAB2	4.26523859930269
RTN1	5.46327764817828
HIC2	3.93947402855307
TBX10	3.45190947144476
CENPQ	4.7167137703898
UTY	3.17896583287348
OR2W1	2.80586133978264
ATP5G2	9.85825490783379
ZEB1	3.69214391740794
ZG16	3.56361070610549
ERG	3.87334769926678
PARN	7.54031442662844
SOD2	6.86863805102605
JOSD3	6.99579078153846
ADAM5P	3.38640879170051
CHD9	5.98498892229902
hCG_40738	3.55877919553059
STK16	5.9318125444924
PDE1C	3.38594426720193
SEMA4D	6.16217955064568
AGPAT1	6.10592241194373
TOB2	6.91407512658845
BANK1	3.48844292595514
MAP3K3	5.13521108207789
MAX	5.36063332542876
