Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E05_586160
Composite Element REF	Signal
AACS	6.80335949543252
FSTL1	7.94441127522605
ELMO2	6.2572658265209
CREB3L1	3.63299907866054
RPS11	10.1119007347795
PNMA1	7.70271550170095
MMP2	7.63215798705292
SAMD4A	3.76205634502809
SMARCD3	7.57307506247703
A4GNT	3.54065237094495
C9orf39	3.75158655374025
PKNOX2	3.92787098651198
RALYL	4.93067382099817
ZHX3	4.24265573107917
ERCC5	5.0379123657421
RXFP3	2.93369056491632
APBB2	4.79154904701169
BBOX1	6.46493406289058
PRO0478	2.97922770109573
GCSH	8.88181076310138
XDH	3.45616425366116
EDN1	3.49115484598206
MTERF	6.74798836292483
PDCL3	7.83306138318936
CLK4	7.25331444032019
KCNG1	6.50085391188302
CXCR4	8.95162355395763
DECR1	6.92039083947542
SALL1	3.47578364129714
PTPRR	3.38500383816790
CADM4	3.191725537689
IRAK1	8.51094823301414
CFHR5	3.22595523344213
HNRPD	8.23212664814458
TMSB10	11.4264596658716
CXCL3	4.07271799261386
LMAN1	4.13044801881169
SUHW1	3.4745768730718
CHD8	5.69310778147603
SUMO1	7.80618673616926
GP1BA	3.20202216069046
OR7A10	3.75230203288611
DDB1	7.2011489082365
CHRNA10	3.59017024117274
STYK1	3.22122010451501
MYO9B	4.36699421177719
CCNI	10.3485781015886
MMP7	9.31942295443631
EP300	6.75665944003391
CRNKL1	7.97077997368745
C9orf45	3.14158829602816
XAB2	5.08129813254576
RTN1	4.01230211711491
HIC2	3.94320356892052
TBX10	3.59129211799869
CENPQ	5.0279677350437
UTY	3.10486249492014
OR2W1	2.91614907939303
ATP5G2	10.8599958409544
ZEB1	3.12746967205108
ZG16	3.35564010335634
ERG	3.47937878043004
PARN	8.00285500889739
SOD2	5.89642969552802
JOSD3	8.66453777828129
ADAM5P	3.26259211332015
CHD9	5.92973536274101
hCG_40738	3.81755313567518
STK16	5.21863639804985
PDE1C	3.53363807051346
SEMA4D	5.21364031411744
AGPAT1	6.6132877946326
TOB2	5.85242635407553
BANK1	3.23538218865937
MAP3K3	5.67808837235748
MAX	5.23391482136251
GRM2	3.88046568082428
OSBPL8	7.87830766272008
PROSC	6.66522410887998
NR4A2	4.15531839164237
RICS	4.75872674924068
PIR	5.94618041780175
PPCS	9.0397579474054
IPO9	6.99273654708015
LONP1	7.43298019791787
EVC	4.49046617328702
CXCL13	4.1379245383811
SCYL3	7.18119685256643
KIAA1199	6.87519354581778
SORL1	7.53412094186657
NAT10	7.13458628337145
CHD1	6.75872705417503
SYN3	3.37490349648645
DMC1	4.30562079004733
SLC22A2	3.70134157780624
SERPINF1	5.69156175429328
C20orf27	6.13756187159302
OR7A17	3.19206716499463
RPS6KA5	5.08934443929885
LHB	3.60099644356271
TAOK3	4.65280603133141
STK25	5.52733859300355
SLC12A4	3.58425375813863
BRCA1	5.35415089677199
GBL	6.96758292153895
C14orf108	7.67592592266881
CDC25B	8.23392725179719
BMP3	3.05543553073021
MAP1LC3C	3.35421345985356
TMEM180	3.45726263236237
