Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A04
Composite Element REF	Signal
AACS	7.66453832079255
FSTL1	6.92260554304545
ELMO2	6.70996661844475
CREB3L1	3.68064775315351
RPS11	9.79806118136162
PNMA1	8.11494789002122
MMP2	6.618178120914
SAMD4A	3.88663349289566
SMARCD3	7.78073098308139
A4GNT	3.44295741253864
C9orf39	3.18402676858198
PKNOX2	3.78920516696622
RALYL	3.18340716211335
ZHX3	4.21996522879583
ERCC5	5.49213753523633
RXFP3	2.91878291203382
APBB2	4.52428177060751
BBOX1	3.57379324528102
PRO0478	2.93327066635472
GCSH	8.29810159400246
XDH	3.45340980714051
EDN1	3.4910963576822
MTERF	6.0790125292856
PDCL3	7.87889846325621
CLK4	6.4728277798293
KCNG1	4.48788271171659
CXCR4	8.36601639042655
DECR1	8.15071292202135
SALL1	3.10524626521829
PTPRR	3.17247374828665
CADM4	3.16588808536760
IRAK1	9.37822380142293
CFHR5	3.11368844189072
HNRPD	7.85342273748756
TMSB10	11.8671133676242
CXCL3	3.56782752545935
LMAN1	4.51817312441197
SUHW1	3.37168200690422
CHD8	6.72483939133786
SUMO1	8.02681214661362
GP1BA	3.09851887492215
OR7A10	3.44223052871456
DDB1	7.39356053455205
CHRNA10	3.63830432248785
STYK1	4.02504254627706
MYO9B	4.52300564196344
CCNI	10.3086988445859
MMP7	5.03424349564302
EP300	7.12635110644387
CRNKL1	7.00828738500818
C9orf45	3.17294933540654
XAB2	4.44593388892732
RTN1	6.24202939425007
HIC2	4.26565023948955
TBX10	3.51755550062218
CENPQ	4.50388007401456
UTY	3.12361798430975
OR2W1	2.87979467857293
ATP5G2	10.2892441477957
ZEB1	3.78772783311479
ZG16	3.43361307351123
ERG	3.59109233611968
PARN	7.34563575538054
SOD2	6.69125588612711
JOSD3	7.48957850376411
ADAM5P	3.20727116198715
CHD9	6.65234390160319
hCG_40738	3.83881854359247
STK16	5.61414197903118
PDE1C	3.67922869097981
SEMA4D	6.46054201151913
AGPAT1	7.25898288768554
TOB2	6.96979042039412
BANK1	3.32305159832773
MAP3K3	6.08742771589546
MAX	5.16652307510065
GRM2	3.75848003623831
OSBPL8	7.75698655776563
PROSC	6.86483667992977
NR4A2	5.25315542648141
RICS	5.41606030441764
PIR	5.70189591416472
PPCS	9.51260689731919
IPO9	6.11345444825975
LONP1	7.96845472471738
EVC	4.89199298114885
CXCL13	3.82552346424544
SCYL3	6.19526015338392
KIAA1199	5.4921415702946
SORL1	7.40656198354572
NAT10	6.11774961957876
CHD1	6.55313099049327
SYN3	3.58014940033073
DMC1	3.8884719058748
SLC22A2	3.72984454591399
SERPINF1	7.6685640991019
C20orf27	5.13964049764446
OR7A17	2.95778585690246
RPS6KA5	4.26762767924039
LHB	3.53167046653968
TAOK3	6.1759618622402
STK25	7.20620103383627
SLC12A4	3.5911499903018
BRCA1	4.20595682431264
GBL	6.55490754789623
C14orf108	8.34693433454417
CDC25B	7.61237291940342
BMP3	3.17748645224327
MAP1LC3C	3.18829560066614
TMEM180	3.13281488937703
CRYGC	3.48384209517377
SLK	7.01272443917905
POU3F1	3.09853509849241
C20orf32	3.67416834109779
USP52	7.54661378633113
HIGD1B	3.89554181642567
BAZ1B	6.52071997934712
USP6NL	5.29431210232263
SLCO2B1	5.8628039054762
ABCD4	4.52779840722983
DIMT1L	6.03189080216007
SLC25A46	7.72363949025383
LARP7	6.89188769719806
TEK	3.50160445771202
CD160	3.62452697151629
TERF2IP	7.71927370752505
PHF20	6.29969908667842
COL1A1	7.16555921545378
KIAA0090	5.75178470938386
GTPBP1	4.55643846230799
GRK5	3.84249690265681
AP1S2	6.81710837888094
RAB33B	4.22497495858906
CA11	5.0112856163554
ALDOC	4.90403184415042
NUDT1	4.93987500255663
ZNF212	5.6362623986258
ACBD3	7.91043431068098
ZNF83	6.76483161113466
PRDM2	5.08448402310293
GDPD5	5.65493293818282
PDCD4	6.64975755495757
CEP350	6.70348540941387
FOXP3	3.34889345068693
SMYD3	6.34929337895495
CST7	4.66078501614128
SELL	4.9040521552368
CIAO1	6.99374210124386
LGI2	3.75527330320581
WDR45	7.5814177145615
ANKRD6	7.20288562085412
LTBP4	3.51433349509782
PSCD3	3.16824731014682
PYY	3.08273411556562
KCNC1	3.01882245925593
SIRT6	4.47749580621224
CCL19	3.93869929154896
ARHGEF9	5.48270851439707
ABR	5.33757562808215
C10orf22	7.12041983062008
STK17A	4.64849495242489
FOXE1	3.27021832075166
GML	3.11166406339491
CNGA3	2.82202148805151
CD38	4.85865529417554
ZDHHC6	7.46993166209037
NEFH	3.65469720696486
PGBD5	6.06128713198012
CTDSP2	7.94408378882368
RMND5B	7.02788811553488
ZNF257	3.31652972223294
DUSP4	3.70266393447397
FLJ22167	6.10780516070454
EXOSC7	6.82619050076763
ROR2	3.38477413446885
FOXM1	5.62407488581864
ZBTB48	4.90857852329406
BUD31	7.63596859353384
MAOA	3.68676979682897
CCDC41	4.92402921648795
TNNT3	3.74792794319058
FBXO11	5.92361238949838
GYPC	6.72084699934622
PLIN	3.41119131640185
RFXAP	3.28885692372494
C6orf15	4.49380329915118
RNF4	8.89669123239377
F8A1	8.99427107707486
PPP1R3D	5.87089972454528
GRB2	8.01738104221261
TPM3	3.15153068295575
SYT13	4.10002480100845
EPB42	3.62607684422343
RP5-1077B9.4	5.58559021547316
EIF1	10.4587999600832
CETN3	7.28723581699672
FPGT	6.2183277628382
PRY	3.27651548741248
NTHL1	5.7932947113024
POLR2B	8.8738020149855
RPS28	11.7671390995660
GDF10	3.11225622595289
COQ9	7.95628610511953
P2RX3	3.02463869355422
GCC2	7.48773615447841
RARRES3	6.86359316244048
PLXNA1	6.41669677924316
WBP4	4.597293094789
KIAA0100	7.81876558960405
PMF1	7.05185016497797
HS2ST1	6.04056698855775
CRELD2	6.30618354254872
C8G	2.94473073521943
CD82	6.01402540956837
PMM1	6.55948118904342
CBLL1	4.8703860746728
LIM2	3.47880022555487
VAX2	3.85794730985649
SETDB1	5.47132109014555
LRAP	4.51225954506186
GCLM	6.92715511343457
CPEB3	4.23948024358098
PPM1A	6.3736897268349
INTS1	3.75041943691495
MMP16	3.20467486646376
CAMTA1	3.56677003434628
SAMSN1	7.82078840106774
DRD3	2.78895087104759
GMPPA	5.07505292914581
C11orf73	7.8083119091595
AIPL1	3.78525050098278
PTP4A2	9.59414928043204
IL24	3.16513594384584
BDKRB1	3.31071040166781
HPCA	3.46094414773769
MLF1	5.89206962229119
SEC14L1	6.73404460950533
CHFR	6.93386504396422
EMILIN1	3.37602719354637
THADA	6.86206162138037
TAF12	6.23699662836094
NDUFS4	8.75009236041033
ID1	5.04583130331323
PIK3CB	4.66930670014515
COL18A1	6.79360519440181
PDZD3	3.26057243849226
TBC1D17	4.41927022638405
COX8A	9.8215030775911
CDCA4	6.4063837001681
C2orf44	4.22556593929859
C9orf16	7.67963590569567
ERBB2IP	8.19694545185215
EMX2	9.3339569069836
FUS	6.19956661492005
NIPSNAP3B	3.64312712935884
TF	3.16584608005371
CXorf56	5.47482971731726
CLCN4	3.63565502477557
PWP2	6.55075523864973
MMP15	4.47522912835114
MTMR14	7.04915258003858
NPR1	6.87933411251067
DNAL4	5.95377585695253
ELAC2	4.18873718114941
ASS1	10.6162720886058
IPP	6.32925873923367
TMEM59	10.9510490815781
POLR2J	8.39014271002486
SEC23IP	6.9296142880393
RGS4	3.87812128024533
UQCRC1	9.9476002887236
SNX6	8.41961421473388
DDX18	7.34661111802682
POLG	4.8470875579542
ADAM23	4.2319021651241
ZNHIT2	5.05747188915659
TFR2	3.39060444178431
NCDN	4.35449233710445
RAG1	3.34756946715103
POMT1	5.06268783359897
CYP1A1	3.30271421836001
SNAPC1	6.33949733165081
GNA11	5.9355110224536
CCDC52	2.88545741329048
CAPN1	6.4850168114105
DDHD2	7.90115231410437
UPF3A	6.04541773041986
LAGE3	6.90203591979542
GNRHR	3.11303564480851
UNC13B	5.29730659240615
TTLL4	5.61411366417995
PPBP	2.84354300672648
HTR3A	3.37335598678457
SDC2	5.61686401301884
ANKRD49	7.49961758247956
BTF3	9.944212504137
COX7A2	11.0320206642251
SARS	9.15293605557092
C13orf18	5.28117191725268
CACNB1	3.82516240822012
QKI	6.5633617807355
SETMAR	6.20139124054701
LAMB4	3.18964723151349
MAN2B1	7.48554374606608
EML3	5.51347099666407
ACADL	3.09773816103401
OFD1	7.6679734232386
CGA	3.42911706920663
EIF3EIP	10.5650160549551
PEX16	5.28530188334067
GNG12	7.49609136600043
HABP4	4.88265452259950
CNTN2	3.42406131099444
ASNSD1	7.39797264491328
FUT4	4.38475187339359
DBH	3.54866942044428
CD53	9.47874481326591
HIST1H2BJ	3.28384743433479
TFAP2B	3.15857548267158
ACF	3.85885757934672
TMEM11	6.95471247667
CDH8	3.29414506067259
C3orf32	3.81080440309862
AGPS	5.62443069761446
C4orf18	3.24101705580327
PCCB	8.08934912728775
IPO13	5.82134599981515
PECI	7.82884888631772
UNG	8.2720210298404
C6orf105	3.46311260071403
GSTP1	8.67493079361844
SUV420H1	7.00576913050722
ARHGAP15	6.17853872686147
LTBR	7.27998103088301
TDRKH	3.37282920011691
PSG4	3.35006618742539
SLC9A3R1	7.79891957172595
NBPF3	8.86616923352898
SLC9A3	3.52982871327408
OSBP	6.7859629478457
PRR5	4.85523329989132
CHMP7	5.08895107893524
ADRA1A	3.03039452686967
ASAH1	7.38939199853078
FKBP4	8.31580630116429
ZNF350	4.91946239704709
DOM3Z	5.89574075179908
GIPR	3.69411586148767
AHI1	4.49574769809829
BST1	5.72292413435812
NCR2	3.66213244892040
NADSYN1	5.70184918132002
UBE2W	7.52281628589305
RGS14	4.04123134419082
KRT15	6.79904184658723
SCN11A	3.82316040260460
GFI1	3.71711629634956
FHL1	6.39466456614118
SMC6	6.1236667622048
GATA1	3.53298840408165
OSGEP	6.20783846538385
ARMC6	5.10459971329285
HK3	3.73424436201712
PSMD5	7.83938632749561
RSU1	7.69619805883636
RPL4	11.3286443884493
MAD2L1	7.23112740848732
RBPMS	3.84220194660290
EIF4A3	9.36705608703765
E4F1	5.89549965931115
DLEC1	3.28559327452627
PRPF3	6.96510046269529
EMR1	3.63372795343043
CHMP2B	7.45373897101248
CAMSAP1	4.39625290974261
RPS21	10.0276466998687
XCR1	3.18204011919822
ARID5A	4.63998460945128
RBM6	6.3980704024025
UBE2N	8.25644021962644
KLF4	4.18465291850837
MGC4172	7.04592409931608
LMO4	6.72684896179192
KLKB1	3.09917827226728
HDAC3	6.93990216648713
HP	5.04183441578784
SCHIP1	4.597188619703
BTK	6.00048215877363
KRCC1	9.01040295377683
PRND	2.95259222997343
C6orf27	3.32508979658807
PIGL	4.08513754341644
