Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C05
Composite Element REF	Signal
AACS	6.01164596841115
FSTL1	7.56965886124606
ELMO2	5.55960231665133
CREB3L1	3.71143004016273
RPS11	10.2351137920081
PNMA1	7.13929981133327
MMP2	7.20123657141334
SAMD4A	4.19560740241137
SMARCD3	6.82157528480827
A4GNT	3.55576482142192
C9orf39	3.25129964314006
PKNOX2	4.44907054000988
RALYL	3.21971270481599
ZHX3	4.34238398101309
ERCC5	6.9695837864521
RXFP3	3.01670373969560
APBB2	4.72148338754156
BBOX1	6.64543206572871
PRO0478	2.77905222598257
GCSH	9.03498731604214
XDH	3.79534807673165
EDN1	5.01608156497026
MTERF	6.57535920154676
PDCL3	7.46537334319104
CLK4	6.09994216033628
KCNG1	3.90593423860522
CXCR4	7.30637937622951
DECR1	7.92975486375629
SALL1	3.39937220332363
PTPRR	3.20789638956581
CADM4	3.29164638557122
IRAK1	7.27660692342691
CFHR5	3.34075527328044
HNRPD	8.17401742347892
TMSB10	12.023235572256
CXCL3	3.92740996409787
LMAN1	3.83189306350879
SUHW1	3.32023534326088
CHD8	5.44869015683312
SUMO1	8.45603700573585
GP1BA	3.28449711222704
OR7A10	3.88483185245675
DDB1	7.32868903251106
CHRNA10	3.85928206786348
STYK1	3.2489807489237
MYO9B	4.09882901871509
CCNI	10.3864431316254
MMP7	9.95415059556443
EP300	7.19490726155158
CRNKL1	7.25506330145181
C9orf45	3.36108263749825
XAB2	4.5942223059963
RTN1	3.60907737536176
HIC2	4.62313891282947
TBX10	3.35166555450991
CENPQ	4.41486959144535
UTY	3.22105367708730
OR2W1	2.8803627287387
ATP5G2	11.0328994491266
ZEB1	3.30257338642393
ZG16	3.40703859524572
ERG	3.69753128709159
PARN	7.11108375977419
SOD2	5.4441081112502
JOSD3	8.97152285558748
ADAM5P	3.26392119108598
CHD9	6.16517091446725
hCG_40738	3.75949985563138
STK16	5.51616962966529
PDE1C	3.65592437899488
SEMA4D	5.77877819081119
AGPAT1	5.90764996283604
TOB2	6.68574662545238
BANK1	3.92579572240789
MAP3K3	4.93931107860386
MAX	5.58676409750754
GRM2	3.89021296474946
OSBPL8	7.64954630256532
PROSC	5.72945810726755
NR4A2	4.76275661720394
RICS	5.53362131856968
PIR	4.01443888434045
PPCS	8.87719902511007
IPO9	6.32231933675972
LONP1	7.66572376302075
EVC	4.26015144842588
CXCL13	4.46109819944406
SCYL3	5.78747716257375
KIAA1199	3.76779701204096
SORL1	8.47122445060506
NAT10	7.05635177636064
CHD1	6.51321350821922
SYN3	3.39812782694454
DMC1	3.97629097374606
SLC22A2	3.84540878909654
SERPINF1	6.36776239708755
C20orf27	7.4047603601291
OR7A17	3.25599872335406
RPS6KA5	4.84300868814697
LHB	3.33177010408700
TAOK3	4.44907860269494
STK25	6.45730697601445
SLC12A4	3.66462945978835
BRCA1	3.57143405939768
GBL	6.67712291526323
C14orf108	8.45697311248091
CDC25B	6.21109587789058
BMP3	3.34026725313533
MAP1LC3C	3.32593179386372
TMEM180	3.7630860037073
CRYGC	4.41667513417545
SLK	6.17396025718387
POU3F1	3.32117296225258
C20orf32	3.69192834854462
USP52	6.47971169286846
HIGD1B	3.77473509006285
BAZ1B	5.99037148114989
USP6NL	5.50675211678701
SLCO2B1	4.08354506283419
ABCD4	4.39285456381546
