Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A02_458814
Composite Element REF	Signal
AACS	6.44318777751025
FSTL1	9.43270130829852
ELMO2	5.7943340560669
CREB3L1	4.26718101942663
RPS11	10.0212256926012
PNMA1	8.02415946837623
MMP2	8.59348983233587
SAMD4A	4.04061129959974
SMARCD3	6.19436731572191
A4GNT	3.69864998891051
C9orf39	3.2457974119969
PKNOX2	4.00088097006964
RALYL	3.22106769432205
ZHX3	4.32675451378999
ERCC5	6.41443891848972
RXFP3	2.89820409296163
APBB2	4.89337162140162
BBOX1	3.6933663552328
PRO0478	2.91011375388610
GCSH	7.55310379683116
XDH	3.58224961971095
EDN1	5.45504496475559
MTERF	5.63667395711498
PDCL3	7.12786573431533
CLK4	6.32688313281347
KCNG1	4.47612789364110
CXCR4	8.5838927160637
DECR1	7.89348059293053
SALL1	3.22446985118912
PTPRR	3.76388078233242
CADM4	3.56816685863061
IRAK1	8.63614222795535
CFHR5	2.93819621183272
HNRPD	8.38254395026102
TMSB10	11.7877658881885
CXCL3	3.84673578000769
LMAN1	3.89875387291124
SUHW1	3.36111905845549
CHD8	5.95841102380721
SUMO1	8.27371565034981
GP1BA	3.00240025586992
OR7A10	3.86730702266066
DDB1	7.9107654992379
CHRNA10	3.59093774304033
STYK1	3.97845569638845
MYO9B	4.13943331624291
CCNI	10.5212294823177
MMP7	6.42555514778195
EP300	6.45599199614719
CRNKL1	5.57764168903539
C9orf45	3.3899140856442
XAB2	3.72029008588983
RTN1	4.84261841660298
HIC2	4.14467224446103
TBX10	3.52443028185359
CENPQ	3.9494097910092
UTY	3.04879249847434
OR2W1	2.81446169675408
ATP5G2	10.6372832242406
ZEB1	4.47639332238616
ZG16	3.26403176103299
ERG	3.97188196515118
PARN	7.00274841487781
SOD2	5.5818341867152
JOSD3	8.32117365054319
ADAM5P	3.11605533370425
CHD9	6.36159391965243
hCG_40738	4.27720281932732
STK16	5.26876984767728
PDE1C	3.53196964397739
SEMA4D	5.17069359733891
AGPAT1	5.77486073854273
TOB2	6.46160134539073
BANK1	4.04117919648459
