Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A08_491174
Composite Element REF	Signal
AACS	6.84295269498258
FSTL1	7.26824628755095
ELMO2	6.35357559289095
CREB3L1	3.97891552830265
RPS11	10.3378435878744
PNMA1	7.96325938544975
MMP2	7.42602360687347
SAMD4A	3.69727154957891
SMARCD3	7.73886804960707
A4GNT	3.57255810558174
C9orf39	3.53269740316672
PKNOX2	3.98070537337687
RALYL	3.28285483965869
ZHX3	4.32338906984057
ERCC5	6.25995340276848
RXFP3	3.00365995993674
APBB2	4.3677394721045
BBOX1	3.25962877313095
PRO0478	2.97326486372105
GCSH	8.32926448855135
XDH	3.59905484402231
EDN1	3.44812853348416
MTERF	6.39076632125641
PDCL3	7.54857864891586
CLK4	7.1210675562285
KCNG1	3.56985155315538
CXCR4	10.3166986109880
DECR1	9.11661650971021
SALL1	3.08966044031596
PTPRR	3.14822907564108
CADM4	3.35687062465132
IRAK1	9.40634464096937
CFHR5	3.17679039225193
HNRPD	8.1893371578263
TMSB10	11.7005048054915
CXCL3	3.71665432891474
LMAN1	3.96783917169196
SUHW1	3.64539963048804
CHD8	5.85806525230515
SUMO1	8.58460576460172
GP1BA	3.41509313459364
OR7A10	3.76193292319983
DDB1	7.829686351414
CHRNA10	3.84079107898880
STYK1	3.27835119046765
MYO9B	4.08074500024091
CCNI	10.2724550878534
MMP7	6.7053031185607
EP300	6.93964009839108
CRNKL1	6.40194065712963
C9orf45	3.15659402960616
XAB2	4.63885712497019
RTN1	6.28097461323525
HIC2	4.05502553003088
TBX10	3.36826079212572
CENPQ	5.87453978542008
UTY	3.07136890326194
OR2W1	2.79912734387028
ATP5G2	10.7733115831823
ZEB1	5.78310145259967
ZG16	3.25735316697650
ERG	3.71550028140962
PARN	6.77921998920247
SOD2	5.67757104769824
JOSD3	6.72623219402288
ADAM5P	3.36574453708687
CHD9	6.63923415526525
hCG_40738	3.83873123156233
STK16	5.18669113085059
PDE1C	3.61365324514831
SEMA4D	5.69417804588795
AGPAT1	6.79345844513766
TOB2	7.09942277972192
BANK1	3.62202667659594
MAP3K3	6.96332395325623
MAX	5.29962838538118
GRM2	3.84179332085048
OSBPL8	8.22902971382624
PROSC	5.86579952302
NR4A2	4.89616912773268
RICS	3.77117912747259
PIR	5.89570950818916
PPCS	8.37081589238963
IPO9	7.5685899561872
LONP1	7.14515443986626
EVC	4.36590749509155
CXCL13	4.37038157573112
SCYL3	6.62307906134415
KIAA1199	6.81771170023292
SORL1	5.35879819783414
NAT10	6.23526194962708
CHD1	7.34931578894013
SYN3	3.39015347101449
DMC1	3.8530638369038
SLC22A2	3.44731860936876
SERPINF1	7.78481813232154
C20orf27	6.4072463663035
OR7A17	3.04321940623274
RPS6KA5	5.86498295565417
LHB	3.17923455160507
TAOK3	4.92037530066252
STK25	6.11602676929106
SLC12A4	3.60239655796701
BRCA1	5.47457637798331
GBL	5.33398173952926
C14orf108	8.31671808094707
CDC25B	8.45783260750158
BMP3	3.20473545469561
MAP1LC3C	3.58781825340314
TMEM180	3.88798399174047
CRYGC	3.48950010691688
SLK	6.45921221463139
POU3F1	3.24249044992886
C20orf32	3.74704849845085
