Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E07_491254
Composite Element REF	Signal
TRPS1	6.64387347048799
POPDC3	3.63183171298235
ACOX2	6.6977007435273
TFPI2	6.96641787819174
CYP4F11	3.18240208283473
PDHB	8.11242741605535
ERN1	3.26339328898476
LHX2	3.03336636955855
B3GALT1	3.18004511357651
ADAMTS5	5.24399240233129
NOTCH3	5.60258209524314
C1orf116	3.89384068667787
UGCGL1	5.44239367919051
NF2	3.81619217923893
POM121	4.05075373785254
CLPP	6.48186026846403
MTMR3	3.97860450981238
ATP1B3	10.204552936127
TMEM16A	7.33415500968191
HIST1H3F	2.79007043256784
TRIM25	4.01772322675326
CRKL	4.84963617343226
HOXB2	4.42081733576447
ANP32B	9.76692353565253
NUP62	5.87475232990717
GATM	5.46308839715524
AP4E1	3.36893934531835
RASA3	3.14897751718033
EDG5	3.63338074718566
CDKN3	5.1728428492502
CDH4	3.03871457310356
PGD	7.06627925213676
TMEM168	7.2436446964098
RND1	4.03125141430733
GAD1	3.57953185789192
MPG	7.27563178061864
ZNF133	5.36814340494539
LOC440350	3.72290777505105
FJX1	6.18234464156965
CLCF1	5.21940828821369
AMELY	3.24828693051301
PHTF2	4.66819725486272
IGSF2	3.54539792417745
TFF3	5.27908569691854
NDFIP1	8.57594622795505
IQCC	4.14454949221912
CUTA	10.4673284234664
HEYL	3.56659191051520
FTSJ2	6.7006003674511
APPL1	6.10474350539608
TNR	3.50032512407563
WAC	7.40122783716714
ADCY9	4.97818499989246
PYCRL	5.95058962367646
PCGF1	6.95690687200004
PTPN13	3.28319675709711
AGPAT7	4.82615839305685
SSTR5	3.74594887393814
CDKAL1	2.93155585551811
PDYN	7.53032988965747
SFRP1	3.25572390794662
VAV3	3.93247321609838
MTMR11	4.84644608924584
SUOX	8.76173666379245
IDH3B	8.27119228288501
STXBP3	8.2925811403328
EIF3G	8.02254746814852
GOLT1B	5.22307650438583
ARHGAP22	3.94684596391591
NPFFR1	4.27921566037304
NPC1	5.96247719747354
ALDH9A1	9.42296095560352
ICAM5	3.31804556082870
ADD2	4.00727831765773
RASSF1	4.69195240869119
PITPNB	8.20550974520477
PAPOLB	3.14443933302659
URM1	5.82778063564107
TMEM106B	8.0347902325869
LRIG2	4.688648156668
SLC27A5	4.92361547217564
CDKL1	3.88319198349663
PRODH2	3.79390995653849
SFRS11	8.52693103262698
IL7	2.80685244867291
SCN9A	3.32890292139596
BTG3	9.63951040489758
PAK2	6.03700779840159
ATP2B1	6.53536793832991
GATA4	3.21835614584425
PRKAG1	7.7663291279338
FAM64A	4.66764183317571
ATF7IP2	5.49217690714093
EEF1G	12.5919563365192
INCENP	3.7468533806267
SMAD5	5.06758879771911
GARS	8.35137912035376
CDK10	4.50527827982098
HLX	3.93033823750523
ELAVL3	3.93812781677776
MDM4	2.93236724059136
GNL2	7.52424637436693
CDX1	4.81912824988172
PFDN2	7.75876750822624
ZNF200	5.31909489307525
NDN	3.84732406820643
PRR3	5.06695732351767
HBA2	9.52083769279365
FBLN5	7.31407895676523
PUM1	8.79484308856085
CCDC88A	3.82849050176
TNNT1	7.96063488827363
KLHL24	6.16050821030211
HNRPH2	8.45638174013857
RAB7A	8.48659728384073
SGPP1	3.37535634191401
PMS2	6.07309275202411
ARNT2	6.31338959859132
CBR1	6.53661788900333
ITPR3	5.09431355420595
BIRC3	3.15247827203937
NRSN2	6.75281825239526
SPOCK1	9.6846903081388
H2AFY	7.89236456466328
RXRB	4.2924945025871
ZNF638	7.53770043065757
APBA1	3.55682806892169
RAB2A	7.19302536744886
ACTN4	7.02639173374382
FXC1	5.39956100322817
C6orf162	3.93890016930723
HPSE2	6.05457285457616
PLCE1	3.96864482318829
INSL3	3.1838838526761
PTPLA	5.32637572037905
EIF2B5	6.33309364214907
DLG1	5.41454563105017
PINK1	6.2937869288852
TFIP11	5.34407033371223
VPS33A	4.79981015188205
SKIP	4.67199611734139
GRAP2	2.91195724032453
GAPDHS	3.46468770340457
POLR2G	10.0405853819857
CNTNAP1	4.64863406504193
PSTPIP1	3.11755417169819
CYP26A1	3.76084966433106
APOL2	4.24061564786787
TACC2	7.06927274488479
CNBP	10.6686533612438
WASF1	5.19278192664613
HSPB1	11.1310486990456
INPP5E	5.43231530951466
COX7A2L	10.3912957790071
HSD17B1	4.68710727459002
ARRB2	4.58905492275777
CUBN	3.95757616791367
SLC7A6	4.38942009653745
IGF1	4.03264979143648
ITPK1	5.94798305335714
NAALAD2	3.13985280039144
G3BP1	6.10325642842897
HSD17B10	8.83504286090634
NUP155	5.25173246837049
CYP39A1	3.48841607888963
GLULD1	3.09461510042419
RBM15	7.13653481119402
AMZ2	7.51017210361591
GDF15	3.86377377614251
CYCS	10.9415524688540
TECTA	3.32913457575912
CCDC46	3.86853255589131
GNAL	3.20183526122796
LPO	3.60249725850932
GZMM	3.61218031120375
PAIP1	8.14530124413908
DDX11	5.01108441476085
TAF9B	3.46275424673869
CACNA2D1	4.38022099087949
IMP4	7.80511672439289
SH3BP4	8.31436044451315
PADI1	4.67676480396285
DEC1	3.37202782876681
PON3	3.58681368035664
PROP1	3.58688192555600
UBB	12.5778844758827
RPA4	2.83146411063609
TCF25	8.12577415969452
NDUFS1	6.81163584615181
UPK1A	4.39783937603692
AES	5.9405424774824
PPP1R13B	6.98310224732205
TCL6	3.49137115867275
ARL2	8.6911860129906
CD2BP2	7.83466479681031
TOP3A	3.83586758575995
CHRM5	3.26251856631871
FGFR1	7.19235633317412
UGT2B17	3.78884197290455
CEACAM6	3.81789951569954
CERK	7.20137269309265
FXYD6	10.7485121676333
AP3S2	5.87752922519347
ZNF208	3.07704876120382
CARKL	4.59727615646956
HIST1H4E	3.38033105737785
GOT1	7.32714157027458
BBC3	4.66270629141155
CASP6	5.82876416414848
HOXA1	3.45169835172298
RCL1	5.92775228664515
RAB40B	6.55440019999025
PI4KB	5.65001908356391
LRRN2	5.88696228493295
B3GAT1	4.40444906430361
OAZ2	6.51097188820221
BET1L	3.94621790643432
NOC4L	5.12315174859553
FRY	3.35172889932633
C10orf12	3.32719489722983
AK3L1	8.23667292157158
FADS1	6.7650386833566
CSF3R	3.91690322590233
DKK2	2.93361484272648
POLR3K	7.53943738870758
LBX1	3.44947513041033
ATG2B	5.86107753235569
RHOT1	7.31288281683291
DARS	9.4454527809593
EPS8	7.79514243556296
OXT	3.19153052241762
C10orf56	5.21524340339133
ARL4A	7.25467933352727
CCDC64	4.10682983657367
DAD1	10.1104981249838
HERC2	6.27733479727145
HSD11B2	4.26385802491659
USE1	7.35129365086506
FAM96B	9.40300408948796
HNMT	4.80997405015979
PCGF3	5.29950807343080
BSN	4.7459661020761
CAND1	8.21622113187349
ACTR10	9.57273977269524
NASP	6.48138656035156
C20orf4	7.18241269178916
ACSBG2	3.15567538755136
COL9A2	8.67185438149233
RWDD2A	4.47015316662543
PALLD	7.52216531950633
GPC5	3.09120550460556
CENTD2	5.6574704525127
TBL3	6.29239971465263
TLR1	3.80496336481989
LMO6	4.2295514164859
CCDC106	4.50446248095922
KPNA2	7.24715740497289
PARP16	4.99369468600537
PDIA3	10.3496940061710
MACROD1	5.86592550699738
SFRS1	6.50873947179494
DCP1A	6.85624646260924
TMCO3	3.33559125903721
NTN2L	2.98739361644314
CLN5	6.93994376306599
BIRC5	4.49289421693598
PRR16	2.66152695576489
FAM63B	3.98487074607119
GLE1L	3.77380112869571
CES2	6.34365729926197
GNAS	11.0150309618432
KATNB1	5.88966697453479
CPLX3	3.57685877752996
WNT8B	4.12103640246003
TSPAN13	9.29550103145045
MRPL52	4.65424070958955
GHR	2.85043848351904
DUX4	3.94879104598499
BCLAF1	6.84742395680815
GOLGA3	5.68999498649713
CLEC4E	3.69338188307419
SCUBE3	3.77776749933315
UCRC	9.1990248147254
CDKL3	4.60572207312834
MGAT4B	7.44980997792429
BBS7	3.54152713472036
ZNF345	3.98090022560446
RTF1	5.34961909949747
SERPINB9	4.71374750099612
DHRS7	5.23973035098684
RIPK4	7.31362693992019
PLEC1	5.01022673212875
PIP3-E	3.82449246819473
KNTC1	4.31891732287104
EXOSC2	5.13478820956307
MS4A2	3.16873133034954
FGF17	5.06644202490527
WDR59	4.73138149700883
LAIR1	3.95070797209966
EVI2A	3.9518873663804
IL17RC	4.17999076641509
GTF3C3	5.66199158845679
HS3ST1	4.04528773540194
ITGB1BP2	3.19739084271987
RBPJ	9.53409481274391
LRRC8D	8.1770009493204
ALDH18A1	7.78099984341577
INE1	3.66507216149386
TPI1	9.99023833473047
FLJ20035	5.91378614177963
GATA6	8.74575094068937
CABP1	3.34524740216212
RASGRF1	3.92383849546423
C4orf15	5.95622600814955
ALDH2	9.6335656681918
DAPK3	3.43747346874482
C3	9.21040485027058
EMP2	7.52706029484174
GJB1	6.2329803310239
PIN1	6.70848708154633
SLC6A15	3.10318245862538
POLE3	7.47496645504155
RIN2	9.17494396372407
CTSL2	6.56804296776945
APOC4	4.39793126892072
CYorf15B	2.78094149116709
TRIM2	5.26532846335156
CP110	5.86239369575685
KIAA1622	3.4423288768658
DNM1	4.67407058097301
HYOU1	8.44976615875073
OTUD4	5.30829055734416
USP7	7.19816623575987
ZSCAN16	5.07660457546731
ASCC1	7.33646365528686
OTUD3	4.31696619635094
YME1L1	9.033945188138
HNRNPR	8.35177930363997
SERPING1	9.15921831881426
TPCN1	5.54817775141281
STARD13	4.80199286974938
PCBP4	5.7096200390348
ADI1	9.78230119576283
ASIP	3.15051646644931
CDH10	3.42987152613966
WBSCR22	8.95101269685101
SCP2	9.05847305448534
KL	3.02272473077306
SLC35D2	6.76316200529873
MAFK	3.37009603940392
SON	7.7913180202119
SBNO2	4.1025151179985
RACGAP1	6.39798426130352
SC4MOL	7.41484017868927
SLC6A6	3.30743375067585
OBP2A	5.38803423914123
PSMD3	5.92671856125338
ERLIN2	6.00795321709783
PPP1R9A	7.43170150025091
RAB35	4.12965107183092
PDZRN3	5.58136702638294
AVEN	5.7786877698352
FLJ21075	4.04500070491968
BCAM	8.69709779948968
C14orf132	5.51475100912792
PCK2	6.47417926229564
FKRP	3.66509938522160
HLA-DRA	7.78899815058892
GUCY2C	3.15499436300234
RP11-125A7.3	5.26268844991884
BARX2	3.57613912020896
DAO	3.22572890558015
EDNRA	3.65082058274692
NIPBL	6.16738767078233
ZNF331	6.31840420415229
PPP2R5A	6.67041367199193
HMGN4	7.6652447143596
DDX39	8.47466128317559
EFHC1	4.46639303912075
EIF3M	9.12625845750775
SLC17A3	3.00561975240909
ZNF24	5.958981864982
ASCIZ	7.70435792542269
FNDC8	3.39817885456277
ESRRA	5.11558886952808
PTMS	4.85744222115337
PHF7	3.88678250496477
PIP4K2B	5.20439054533252
IRF3	6.9579193760685
GPR19	4.50818950368144
HHLA2	3.85086440716845
GMFG	4.37657944104870
BDH2	7.26722074717522
APOBEC2	3.60602165033138
PRSS21	9.62449283573466
PENK	3.26428423550308
PHF16	5.74520663809416
ZMAT5	4.77600845796296
SMAD9	3.01083658593738
SLAMF1	3.12280651393753
RGL1	8.23300037888849
DLGAP4	5.9220317408034
MBD5	5.07867497035207
PHLDA1	4.12208703595478
BACE2	8.40968200663148
APPBP2	5.76009281814449
LIF	3.52673908730728
OXTR	5.35872215292883
ACTC1	3.62666442612658
USP19	4.47928033513718
SUV39H2	2.96389505845105
ERO1L	5.79075346361614
ZNF395	6.70945092516803
CNTFR	3.73359330687885
HIST1H2BL	2.97884092139395
WNT3	3.41907768570261
ZNF549	3.67883855052196
ZNF467	4.53384181085538
SLC25A21	3.31801051935393
IL5	3.25713387053225
CLSTN2	3.42060238732749
LSM12	5.90549369559465
KRT37	3.22618490742167
NACAD	4.50537920755679
NAG18	2.78777505313481
PTGES	5.63181450941039
GDAP1L1	3.02237086108699
MFAP5	4.03916153898744
OPRK1	3.39215650356057
C12orf4	4.04463808478356
NTAN1	4.39835815469296
CST3	12.6427705020447
WDR6	5.91409438409987
NUP88	5.56404886867448
CD300A	3.77936709167178
FCGBP	7.03572320322374
CNIH	9.56258365568006
VASH1	5.13030472340202
DHX16	5.45848083547014
SLC35A5	6.68910392435297
CLEC3B	3.62903004539353
ARL2BP	5.45381958650143
C10orf79	3.28765898193818
ZNF79	3.7311976134484
CRP	3.28754696733492
OCRL	5.0963432646776
GLA	7.07021153601358
NEBL	4.04596208231379
HSPA8	8.69875552803538
DIDO1	5.452390316767
PLA2R1	2.91941865989138
NGDN	7.7186681140292
CBFA2T2	4.8787697724144
SAC3D1	6.99347339428537
PNOC	8.1098198166852
PIGP	9.5976120437268
AGGF1	5.39865315539171
PRRG1	5.94990915434737
DPF2	7.39567820657458
MYH13	3.09498308826683
TMED9	8.0652900661262
TRPV5	3.53695112909471
UGT2B4	3.29559673681083
PJA2	7.4839067810794
COLEC11	3.74699674970851
SCYE1	6.6552912676093
MED12	5.6097485598054
CARS	6.83496457573577
MYH1	3.10362910169404
CYP7A1	2.73979585198204
PHF1	6.23054896285773
LOC644096	5.95668296590809
FRYL	6.18036978762338
RHOBTB2	4.26352195158642
MMP27	2.96649770690712
ZNF432	6.01402575020592
SRD5A2	3.7259113372737
UTP14C	7.11281251953115
RABEP2	5.47944564044502
VWA1	6.67307557310379
FUBP1	4.8205930737268
IGLL1	3.53243844858879
KIAA0586	4.38303555134554
IL27RA	3.99647452315420
STON1	5.78363993900384
IL5RA	3.46555295361138
PERP	8.65590003789197
SMPD2	4.08978407404909
TNFSF12	4.12865942051311
FN1	6.91360090913497
MTR	6.85557388786259
CSRP3	3.14869224290953
MMP20	3.19811286680619
PHLPPL	5.6991371422416
CBX6	8.12131960817268
DHFR	4.94711261378935
PRG3	3.17572542173255
ALPP	3.44325405913330
ASH1L	4.20515621901145
CHRNA2	4.21098860455344
PPP1R12A	5.4588924304561
RBM38	6.49408295790785
ZNF7	6.22399755121014
RDH8	3.35193535716643
GPR132	3.58584461664142
DGKD	5.2142942161082
TPMT	5.58796116735876
ATP1A1	9.4952642536835
SERTAD2	8.03457330893925
C5orf4	5.09426941234517
ZNF672	6.3272251926426
PLXNB3	3.1789664405472
FAIM3	4.59721317600728
UBQLN2	8.09199702182411
NR1I3	3.12668226198969
ACVR2A	6.85559783911186
YWHAZ	9.7002705831342
LILRP2	3.75074705253563
GNAO1	6.23257228912962
OPA1	6.24819440582923
RPS6KA6	3.63582659395869
RPL10	12.5336994926432
MMP23B	4.39479747455321
PFKL	6.18493903772962
TMEM140	3.82095527496553
AURKB	4.01677326920335
IFI16	7.84690006209146
CSTA	5.69591737859794
PRPF39	4.96553647628065
DISC1	4.11864092559127
USP4	8.57786534940294
OSBPL10	7.05438803473828
CAPN6	3.22680522669833
CLTCL1	4.25618334455885
NUAK1	6.15004411992566
ALG6	6.68958460749727
NPPA	3.84717274052787
LAMB3	3.66253158754924
PPL	8.2999894007387
LRTM1	3.21434535920821
RRAD	3.27735991428684
TIPIN	4.63132961728547
CARD14	3.47609685989137
RBM9	5.81343793110517
LCN1	3.34906709960282
RALGPS1	4.28518192313674
NCOA3	5.63081435183857
CCDC6	8.14993251942273
RASSF4	4.36006582714047
MTHFD1	8.31387005320488
FCMD	4.67716206653024
IGHD	3.72871927125678
PLA2G6	4.57409201681075
TPT1	12.0029518121007
S100A3	3.44913667789213
SEC63	6.1135766955908
C10orf59	3.03525704506865
TOR1AIP1	5.52811532408613
PAFAH1B3	7.76181953213215
CEBPD	6.87715117868198
ZNF107	5.72310813773498
ALDH6A1	8.28080517067463
G6PC2	3.52460376476168
SNTG2	2.79672724552923
GRWD1	5.1936688283151
FLJ22222	5.55750542053922
BCKDK	6.51600102270899
CTSB	10.4849632348804
PFKFB1	3.38302974860706
ZFP36	6.14184723234881
SVEP1	3.59759044926727
PXN	4.44494030661262
TNF	3.36506594810189
SIRT2	5.24626060014469
C5orf21	6.55805933839375
VIL2	6.864775011155
DIXDC1	5.49190764055176
GANAB	8.25856632141682
PDSS1	4.48883736085701
GRM6	3.38286607539266
NGFR	4.25437716078976
ATP8B4	2.73796594552117
MEIS1	9.8896478523156
BMP8A	3.72980233932064
NGFRAP1	11.0230223204701
EDAR	6.13512275894913
NEDD4L	5.49263461837544
CRYBB3	3.43186775807976
C6orf60	3.67451373589519
IL1A	3.82728735978023
GNRH1	3.00375996831456
PDGFD	7.36892669363427
CACNA1H	3.7039187771258
TXNDC3	3.11797895571073
ERCC1	6.3911596625261
CAV3	3.48475173561561
HARS	6.60581338804815
AQP8	3.63568225582746
CREBBP	5.51145287335459
ITGB1	5.16381042330731
SPACA1	3.50479668582031
ZNF254	3.8236267168906
PARK7	10.8220218771786
PAX1	3.07421808010574
PSMC4	7.76006316565125
KCNH4	3.58894241733139
TUBA1A	9.8522534594914
PRMT8	3.46237907754197
SELP	3.67109202911560
PSMD8	7.95121996187205
SOX10	4.08528231567596
HTR1E	3.59548582609893
RABGEF1	6.71899340659478
EPS8L3	3.69408769160372
MAP1LC3B	7.94309882598705
AGXT2L1	3.30690888419147
CYB5R4	4.39940258508681
MEMO1	7.60141319725423
LRBA	7.19329042746564
TRAPPC2	6.51627773459968
FLJ14107	3.39148209876270
FNTB	4.42973708597945
MYST3	6.01861806166853
KRT8	8.4265791847129
AURKAIP1	8.78168768155506
LMAN2L	7.77127243862029
C1GALT1C1	7.17639947181996
DSE	4.81862810583087
FHIT	5.38360687491616
OSBPL3	6.46034552634128
PPOX	5.90076603845918
SLC39A9	3.66470822528224
EPB49	6.51169330581015
LOC137886	7.08395888424920
C7orf49	7.8778224753654
RHCE	3.52709729297441
CST8	3.71513124792071
ATG7	5.09203542454116
SPP1	9.67822186619006
GLI1	3.18651810279074
HYPK	7.27597086874694
SFTPD	6.17896507328097
MCFD2	7.39166537930822
ZNF157	3.08757517189799
EPS15	7.08178589014086
SFRS2B	8.77849838869584
BTNL3	4.0246534026065
GPR23	3.36478483360055
TRPA1	3.09962118079090
ASPSCR1	4.04013300283713
GNS	8.58181453799973
FDFT1	8.31511348270688
ENO2	6.85526438674977
CBX1	6.65251470116483
PTGS2	3.28767560726386
BMP7	5.16658559337057
CCDC90B	7.93740965247718
LRP5	6.52036594203136
UBE2D3	8.68923362965805
ARFGEF2	5.29534603975829
ARR3	3.84413489726931
MAP1A	3.52446746705904
NEFL	3.06184085337590
CD2	3.69850735047575
FLJ23861	4.044546873558
NAV2	7.61064381291278
ENTPD2	3.1325220079895
COX7B	9.53981422308922
ATP6V1A	7.50960407789065
TRGV3	3.36681337145124
ANKRD17	8.17782933909204
ADH1C	3.18880176190686
ATXN7	3.93449580143025
IL21R	3.49729319385729
CHN2	3.40470423829919
HAS2	3.14570472341881
C6orf48	10.0491635506422
TGIF2	6.59291309524678
KIAA0241	3.96694324075568
IGF2AS	3.98453945345401
CYP2C9	3.39302915708636
DNMT3A	4.48096087866547
CNOT7	8.73740972258818
FCAR	3.22043530775231
SFRS10	7.04738222838552
MARCH3	3.47383095336153
RUNX1T1	3.18030012319252
CTSK	4.49755317374649
LRRC61	5.28203851809682
HNF4G	3.29115875244883
LRCH4	5.35010275262958
PSIP1	6.51423656351627
AP2B1	5.83160965388533
C7orf28A	4.33964574947395
SMCHD1	5.60853481120789
EIF2C3	6.14300976836382
S100B	3.39399067860915
BMP2	3.57120986269991
POP7	8.42283036012577
UGT2A3	2.68095255290213
ESR1	4.65670187750226
ZFPL1	4.71643213425004
ARHGAP12	6.39107087828658
PGGT1B	3.57243008070539
LRRC19	2.94190443360372
ZNF767	4.30811651408779
DEPDC6	9.07023217632753
SLCO1B1	3.44106591620457
SST	5.42874186478442
NACA	12.7778993034023
KCNN3	4.90489146068027
GLOD4	6.54505955747055
SCCPDH	6.55327140478137
PRF1	4.10131755123409
LST1	3.83967013567324
CDK4	10.6218889976979
TCF15	4.16630040837302
PARC	4.14434814970524
PRMT1	8.46876174286701
ITIH3	3.30945900639299
PPM2C	7.195112937826
TEX10	6.4474826989165
EDA2R	3.36907837335889
LOC283345	5.53431428266752
NARFL	5.50959501762039
DENND2A	3.92166772135302
C1orf103	5.69245992039784
DMXL1	5.9384603370965
KCNAB1	3.81594347559818
FLJ20254	7.07100548384153
RBM3	8.13023935585654
GPR1	4.57304280867522
DMTF1	6.73484965413824
HTR5A	3.41873292610174
MXRA5	9.61837441130426
GRM1	3.30812665445447
SCFD1	7.28679152230747
RAPSN	3.54101446763297
ACOT9	6.33623903268666
PDE4D	3.10809592204314
TRPC4	3.06596712381606
EPHB3	4.89364778387867
GEMIN4	4.82595185840408
RAMP3	4.29774500280047
CNTN5	3.12288438057009
DLEU2	3.60955188122434
TSPYL5	9.9162027582798
GRTP1	3.52511297382256
ITGB8	4.41816260550193
GAP43	3.15062321889204
FRS3	3.6523072443532
PDE3A	3.65890660195683
TNFRSF10C	3.16377818316612
JMJD5	4.00015787143539
OTOF	3.00260868067546
TEX14	3.19498764254883
XYLT2	5.20572853004394
HIPK3	3.33141080463847
XPOT	8.66681062863422
RRH	3.0695613788104
CDR2L	4.8890492729911
GAL3ST1	3.69970778601336
DHCR7	5.82045703004031
PDZD7	4.04288722325414
FGFR4	3.48505723825493
CRAT	5.01997564244086
C1orf217	3.40197488966302
SLC19A1	3.88822169743334
PPP1R14D	3.46965696909832
LIMS1	8.42308102117187
TMPRSS11D	3.3837003378975
TRIM14	5.00231577859274
PIK3CD	4.01046322620263
MFAP3L	3.68826525174236
DERL2	6.9728798115688
SLC7A11	4.81574563474192
FHL5	3.12906600765710
OR10H2	3.03809930819466
ACAN	3.37719596480691
BRWD2	7.96443808653304
PPM1E	3.12746038311758
DCUN1D2	4.32827211822298
TINAGL1	4.19746823579922
C3orf36	2.82300408847450
DOCK4	4.43311369931173
ENOPH1	9.05525860083648
FAM127A	9.62409910031652
SLC5A3	7.60731428311356
ARPC1A	8.55316814652189
CHST2	6.71752038347034
SPATA2	6.81530012482044
PGLYRP4	4.01264891790741
RUFY1	6.5301077880511
NTS	3.54008143780773
FRMD4A	3.50170710037491
RPS4Y1	5.39392013120958
BCL11B	3.31754579443274
TNFRSF8	4.42490181653406
FOXE3	3.1955411732126
PTGIR	3.80592449681644
ART4	3.06400409663089
EVX1	3.74877819496715
PRM1	3.45260020421312
GLCE	4.77614504238402
GPR18	3.6505377257456
ACAA2	7.6120645314015
PIGK	7.70083062143171
HIST1H2AG	3.89650942726146
C16orf67	4.33530134267317
UQCC	6.88634779688282
PLS3	7.58723191773029
DAG1	7.1422108495124
WWOX	5.41351869522739
GTSE1	4.22351125048267
GP2	3.48784040174132
CHIT1	3.31650472556995
PLOD2	6.49412520731192
RPS24	12.5482198573542
KLF9	4.3455774210848
TTC27	6.48155187086638
PYROXD1	6.71713293069606
MIA	5.03301173897065
TSPAN2	3.69534841959152
MRPL9	6.25005360680236
PCSK2	3.24682408537381
PI3	7.64637259039085
RPL24	12.3285908411420
HIST1H2BE	4.239248888404
CD86	3.59265184035947
CALM2	11.5647615583903
LFNG	3.18567911362529
GYG2	4.41998730113999
INTS12	5.99733998735457
RAB4B	6.15391812137106
CTSF	7.8889451670722
HUNK	3.34782179323175
GNA13	3.28251524491175
B4GALT4	5.82248398877859
TSPAN31	8.95064434990592
CHD1L	5.79038926703757
CNKSR2	3.77384246987753
C1orf156	5.5367488943792
IBSP	3.54855019345267
FUT8	7.53497830835808
TRMT11	5.77686149702405
AGA	5.94240658009173
GFRA2	3.5840128440003
WWP1	7.31874579797865
B9D2	4.14944323533726
CPZ	7.06922487950376
STAT1	5.24667913978539
PTTG1	8.12051443725642
TMEM62	4.19002658900941
COL8A1	3.03810718068755
RBPJL	3.25431299860383
CASP8AP2	5.14883496465843
SSBP2	6.2250039468586
MMP12	3.70801792041642
NME4	8.32936728795972
LOC55565	4.40462771682363
GABRA1	3.86151338951409
PEX11B	9.1320253699248
HABP2	3.63872015928277
REEP1	5.52565652945886
C9orf156	4.48715173976783
SMARCA1	5.82282345068104
WEE1	5.96910673805669
APOF	2.99837884093759
GCDH	6.61322449742686
SSR4	11.9221432884780
SPAST	5.60969017893316
RGS1	5.61353432370486
ACCN4	3.76093968788156
PLXND1	6.48709701543846
FLJ20489	6.35442601951788
MLCK	4.173770601305
INTS5	6.78607525507224
BSG	8.64335231645446
PARP8	3.9312963251183
ZNF215	3.1228573725387
TEAD4	4.98750169793159
PDE7B	3.13298052065816
MS4A3	2.90457012915489
DTX4	8.57228735484956
EFEMP1	5.23200613746694
TNRC6B	5.40986661432871
TULP2	3.48946666446551
RERE	5.30349927873293
BNC1	2.89291185054767
FGFBP1	3.88314386918206
TIMM8A	5.90288633245481
PIGB	5.00614815940321
AJAP1	3.39812860999068
COMMD8	7.32643840233248
TRIP11	4.8879421708159
SLC25A42	3.04466309599517
SYP	3.64294783547770
PCDHB6	3.51911946630366
FLJ12716	5.28993894806429
FKBP8	5.05549097202232
KIAA1109	4.23941395857871
PTPRC	4.31247958984967
POT1	6.55164044409368
CCT7	8.52189452581958
MMP11	3.651782451164
MYO1E	4.77183520056835
EEF1A2	4.54320072038518
MIPEP	4.84205602897297
ZFX	4.32009386948917
UCHL3	7.28147348265617
LRFN4	4.81717563311113
XCL1	3.15606177620826
CARHSP1	6.59342087314596
GREM2	3.10754243568927
CCDC102B	3.18004997132366
HDDC2	5.82151777234464
SHC2	3.61243816635028
SDS	4.05403820334762
CASQ1	3.71661749071509
LYPLA3	6.37655188668329
INPPL1	6.27299192580743
SLC25A40	3.80018442278316
IHH	4.50951057316511
CHGB	3.22752237722807
COL9A3	8.36029226375149
C2orf18	5.91555875330632
DDEF2	9.34538074539334
BUB3	7.62940531640593
C6orf211	6.1944214246092
FOXD2	3.27284047544961
GGH	9.19224961413398
GGT1	3.94044910155802
ADARB1	4.26169868636788
VPS35	10.4734025406466
CNN2	4.7394224745150
DBP	5.82088274463353
WNT1	3.72555390243339
COL5A3	3.64518960840139
RHOD	6.64131367063517
ASNA1	8.3164922961288
WDTC1	6.26850387946199
COL4A2	6.59503115009193
HEBP1	8.84170494114875
SLC1A6	3.50989313104721
LUM	4.65624143073456
C1S	7.00998678336033
TCF7L1	8.08091216546127
ZCCHC6	5.56620423518961
ME2	6.4975701061442
PAGE1	3.57791950203151
DTX2	3.59641465459181
KPNA4	3.9105625866512
H3F3A	10.9961245879480
GLO1	9.85738232386176
WDR61	7.28824751451374
CD302	6.09761922535901
SIRT7	4.93781506106877
D4S234E	8.26943790685849
RABIF	5.50039478927832
DYRK3	5.76000771791556
PKIG	9.3060628022888
PFAS	6.4005928379088
ALOXE3	3.43609044835054
RPLP0	12.4750086493154
RBM34	5.7491254204079
MKNK2	9.77394456042184
ZNF528	4.06030655680308
U2AF2	5.20176856963857
SEC16A	7.41642735231845
EFNA5	3.25094242118685
ZNF44	4.92609941847603
FCGRT	8.95438235033242
NOL4	3.39026160138158
CCS	6.77888855285916
IGF2BP2	9.02420225677109
MFSD7	4.48225195167617
OR1D5	3.18166623729199
SIX6	3.11075059665439
CCR6	2.81495116487173
TSSC4	5.18626026003717
COL11A2	3.66259015046727
CHRNA6	4.06429658272176
PLD2	4.61301221227806
PALM	4.46976166161023
ORC1L	3.51621087644138
SASH1	6.23288096559743
PUM2	8.32534690834512
ZNF365	5.7283140529303
CDC14B	4.89672938269666
PHC1	6.24037777770716
KIAA0913	4.28495580631583
LDLRAP1	5.62433609081286
NAT8B	3.29353535583507
PPP3CB	7.20329273407823
ANGPTL4	3.83032022497509
HHEX	4.10799555057504
LSM14B	4.7637567061639
PLCH1	4.20152809544006
INSM1	3.07817426718662
TLN2	4.44509190782964
ZNF493	3.34824633666213
HDAC4	4.91444480765353
GLRA1	3.49048808565646
RPS6	11.8210585635470
SFXN1	5.14775302991907
FAM102A	6.0221852564472
KLHL1	3.25500118744385
SAPS2	4.23635775578277
CTNNBIP1	6.79654695084511
SCGB1A1	7.41611959516362
