Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C07
Composite Element REF	Signal
AACS	7.76179316083906
FSTL1	8.39354115803368
ELMO2	5.8755054570268
CREB3L1	3.6633297508667
RPS11	9.97894423566417
PNMA1	9.07034864113628
MMP2	7.28375899902719
SAMD4A	4.28098508772787
SMARCD3	5.93659292236786
A4GNT	3.42437545262342
C9orf39	3.14493716078925
PKNOX2	3.80718401031725
RALYL	3.27175722738275
ZHX3	4.22549356930729
ERCC5	5.15035856990798
RXFP3	2.82481689394551
APBB2	3.85863717911736
BBOX1	2.85904134691052
PRO0478	2.95760087525263
GCSH	9.42845602051877
XDH	3.4837792511457
EDN1	5.24584832066076
MTERF	6.97126146934618
PDCL3	8.43932135490577
CLK4	5.45218882122886
KCNG1	3.89750325576044
CXCR4	8.70162427154848
DECR1	8.21936057420925
SALL1	3.82186874756990
PTPRR	3.51580400901972
CADM4	3.35127154121401
IRAK1	8.25320001561461
CFHR5	3.40996887630765
HNRPD	7.91382685508204
TMSB10	12.5578902997451
CXCL3	4.75345712064377
LMAN1	3.83759213326973
SUHW1	3.49889082977385
CHD8	6.30851068573915
SUMO1	8.47207822729517
GP1BA	3.08087362811580
OR7A10	3.73219310170660
DDB1	7.67001206046769
CHRNA10	3.79569467680172
STYK1	3.21324694050605
MYO9B	4.58442994415219
CCNI	9.87153821634325
MMP7	9.76880582770207
EP300	5.90310651342197
CRNKL1	7.29773269050619
C9orf45	2.93191892133808
XAB2	5.15619728874711
RTN1	3.39592068943473
HIC2	3.84608181309099
TBX10	3.38620220862073
CENPQ	5.07986641403062
UTY	3.2297872650964
OR2W1	3.02642516864878
ATP5G2	10.6704378775104
ZEB1	3.44002612617714
ZG16	3.2846268715153
ERG	3.85758915358001
PARN	6.8015695359351
SOD2	6.3426111752994
JOSD3	8.39638763189552
ADAM5P	3.18722006000388
CHD9	5.55642524751381
hCG_40738	3.57171677303614
STK16	5.71145136156115
PDE1C	3.47988496442384
SEMA4D	6.29723521391619
AGPAT1	7.16860356968789
TOB2	5.74034703797886
BANK1	2.95841261691969
MAP3K3	5.0144977965529
MAX	5.64014109806785
GRM2	3.89603688543448
OSBPL8	7.99021859546376
PROSC	6.18298152061314
NR4A2	3.60524709713164
RICS	4.20759795836651
PIR	7.97047184796593
PPCS	9.16526263163141
IPO9	5.69368092095017
LONP1	6.80223077401193
EVC	4.06010663356969
CXCL13	4.22162414228801
SCYL3	6.0445602137682
KIAA1199	5.68427542043418
SORL1	7.05313954962676
NAT10	7.50556250722397
CHD1	5.70935657878108
SYN3	3.42674066018343
DMC1	3.99019305522227
SLC22A2	3.53124722971488
SERPINF1	5.22364528673167
C20orf27	6.90936419846806
OR7A17	3.32399659448303
RPS6KA5	4.9373669948941
LHB	3.37066705555652
TAOK3	4.79201128763382
STK25	7.04793948141294
SLC12A4	3.68999743839806
BRCA1	4.1994996686013
GBL	6.3763611112572
C14orf108	7.92895049896618
CDC25B	8.04659964756016
BMP3	3.26445219319122
MAP1LC3C	3.68727379435529
TMEM180	3.35354503817606
CRYGC	3.62806957423442
SLK	5.59878550059265
POU3F1	3.15125923152765
C20orf32	3.71247546785968
USP52	6.4832177147998
HIGD1B	3.84442668074597
BAZ1B	6.49333386349521
USP6NL	6.43764998318277
SLCO2B1	3.96549235241388
ABCD4	4.68727101740326
DIMT1L	6.50821235770753
SLC25A46	7.41530103861926
LARP7	7.0654194218447
TEK	3.40325522769684
CD160	3.64459313292389
TERF2IP	8.13422481347856
PHF20	5.61084113101803
COL1A1	6.41643418202991
KIAA0090	7.20070692092823
GTPBP1	4.2324976348316
GRK5	3.51027993439950
AP1S2	7.67079842681705
RAB33B	4.37026529236114
CA11	4.05423085300293
ALDOC	5.5280075062172
NUDT1	5.39535631461619
ZNF212	5.79506205410716
ACBD3	7.23632651281072
ZNF83	6.09446691250936
PRDM2	5.1306860274286
GDPD5	4.75138765573391
PDCD4	5.85399888606041
CEP350	5.66292844331635
FOXP3	3.21974785407635
SMYD3	7.54459059215288
CST7	4.03922380189666
SELL	3.54870598611724
CIAO1	6.64656046795993
LGI2	3.74022277437449
WDR45	7.87021146167202
ANKRD6	6.43645866329005
LTBP4	3.88016605301688
PSCD3	3.42029963216429
PYY	3.2818443032825
KCNC1	3.06485934468625
SIRT6	4.38218995178803
CCL19	3.68900770449593
ARHGEF9	4.1496440231222
ABR	5.11763596819364
C10orf22	6.85881528483944
STK17A	6.1831639104969
FOXE1	3.24950483609069
GML	3.08761255955394
CNGA3	2.83657107722575
CD38	4.27960831414503
ZDHHC6	7.09532329285794
NEFH	3.36651458850879
PGBD5	3.74979844974919
CTDSP2	8.02532664614545
RMND5B	5.64363878732446
ZNF257	5.39540691733803
DUSP4	3.91737981956463
FLJ22167	6.78267373780362
EXOSC7	7.11171818132504
ROR2	3.9779924872825
FOXM1	6.15890625633171
ZBTB48	5.50182989756384
BUD31	8.7545667379726
MAOA	6.4070261435953
CCDC41	4.72977993925111
TNNT3	3.86622489893116
