Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B09
Composite Element REF	Signal
AACS	5.66253973652066
FSTL1	8.90454293486638
ELMO2	5.37272838890966
CREB3L1	5.75823744989485
RPS11	10.1000719762794
PNMA1	7.2156433421404
MMP2	7.33235840207149
SAMD4A	3.67766362502717
SMARCD3	7.56431895996015
A4GNT	3.66585081759496
C9orf39	4.40007147371603
PKNOX2	4.04965730764376
RALYL	3.27346837831233
ZHX3	4.18226961589259
ERCC5	5.7182224287846
RXFP3	2.84883017023556
APBB2	4.6936589099624
BBOX1	7.00212036300888
PRO0478	2.89072071816696
GCSH	7.06708308229802
XDH	3.26407988209387
EDN1	3.78056439666348
MTERF	6.35189910789554
PDCL3	7.5249311853008
CLK4	7.46879790556624
KCNG1	3.34450451572633
CXCR4	7.77410970047023
DECR1	9.00623361126749
SALL1	3.31532732034844
PTPRR	3.36535248161675
CADM4	3.12404303849054
IRAK1	9.46941799829736
CFHR5	3.05069745003480
HNRPD	8.08654314915079
TMSB10	12.2741989746631
CXCL3	4.51433782977418
LMAN1	3.79341845610382
SUHW1	3.35800791311281
CHD8	6.15825418832797
SUMO1	8.02329497249744
GP1BA	3.34569625272701
OR7A10	3.58915461535658
DDB1	7.76333051188085
CHRNA10	3.69908682410254
STYK1	3.99198920637244
MYO9B	4.56265957743732
CCNI	9.88109239027834
MMP7	6.44514218538213
EP300	5.66679795379651
CRNKL1	7.21618367584289
C9orf45	3.30702162982798
XAB2	4.88430450575264
RTN1	5.00720439313654
HIC2	3.69842945503528
TBX10	3.49645019084830
CENPQ	5.04179949831803
UTY	3.14766780007037
OR2W1	2.85911103591740
ATP5G2	10.3280643009008
ZEB1	3.81230903935828
ZG16	3.41316692169728
ERG	3.62713207009202
PARN	7.108328552746
SOD2	6.13188489939507
JOSD3	7.31702141934958
ADAM5P	3.08351633435348
CHD9	5.99925323007387
hCG_40738	3.72263339036318
STK16	5.22995415456112
PDE1C	3.51165977072229
SEMA4D	5.96050444829681
AGPAT1	6.48700535367159
TOB2	5.65439904684538
BANK1	3.20600856201573
MAP3K3	5.29124771914023
MAX	5.00182289586337
GRM2	3.80485488113131
OSBPL8	7.48515430720702
PROSC	6.74466941752713
NR4A2	6.33429033693323
RICS	4.48542692544604
PIR	7.33510666937566
PPCS	8.97916174735229
IPO9	6.71186638335747
LONP1	7.72705875239953
EVC	3.79309016675182
CXCL13	5.76921173979749
SCYL3	7.10955953060638
KIAA1199	4.24985662878678
SORL1	7.34445778478014
NAT10	7.68333508755625
CHD1	6.60738054944828
SYN3	3.34162346761247
DMC1	3.87765914995554
SLC22A2	3.73270807905104
SERPINF1	8.07947632009386
C20orf27	6.31620141663082
OR7A17	3.22190199088075
RPS6KA5	5.86549201929922
LHB	3.42209467379622
TAOK3	5.05941262559349
STK25	6.36236137289702
SLC12A4	3.57033878779688
BRCA1	4.51672209426655
GBL	5.63640258509132
C14orf108	8.06100194847638
CDC25B	7.83389959124033
BMP3	3.26612311586829
MAP1LC3C	3.33255208077502
TMEM180	4.52417593804798
CRYGC	3.78918615852786
SLK	6.58658166833898
POU3F1	3.16310773202648
C20orf32	3.73025586591422
USP52	4.79995596016749
HIGD1B	3.76306188503207
BAZ1B	6.80006214595226
USP6NL	4.88359464485639
SLCO2B1	4.83710662969285
ABCD4	4.24278291344372
DIMT1L	7.32173463583125
SLC25A46	6.60222459185982
LARP7	7.04215030529957
TEK	3.81646125056172
CD160	3.82985529549098
TERF2IP	7.61935299985909
PHF20	5.90556282907899
COL1A1	6.97939562525652
KIAA0090	6.68666027853267
GTPBP1	4.40222399473960
GRK5	3.87706840342322
AP1S2	7.49204607088827
RAB33B	4.53532355691817
CA11	3.85709400368925
ALDOC	4.293672582937
NUDT1	6.36592604524537
ZNF212	5.77200632290969
ACBD3	8.52758283536165
ZNF83	6.46478615255539
PRDM2	4.99675335876171
GDPD5	4.41728558087347
PDCD4	6.23339864440975
CEP350	7.26723789550565
FOXP3	3.21702139260188
SMYD3	8.49462722113169
CST7	5.49038439681325
SELL	5.57680769830985
CIAO1	6.81365947434286
LGI2	3.57836842969416
WDR45	6.83273272293057
