Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B07
Composite Element REF	Signal
AACS	6.21381501354871
FSTL1	10.3239570259100
ELMO2	5.02872137241751
CREB3L1	4.12156418612131
RPS11	9.85655632301624
PNMA1	7.66018363679841
MMP2	6.75811085364863
SAMD4A	3.7623085308389
SMARCD3	5.25678759056079
A4GNT	3.74130444560355
C9orf39	3.35631131697696
PKNOX2	4.23758051796366
RALYL	3.44696816966349
ZHX3	4.19333374706083
ERCC5	5.80230848879382
RXFP3	2.76809283341697
APBB2	6.18123962673938
BBOX1	4.67756642405219
PRO0478	2.79270154154317
GCSH	8.23546823450024
XDH	3.6520488663914
EDN1	4.00469178857505
MTERF	6.71654925383767
PDCL3	7.64562809100057
CLK4	6.78711433049138
KCNG1	4.03495223245644
CXCR4	8.79741910656952
DECR1	7.37695786290535
SALL1	3.22387253072945
PTPRR	3.48923818155803
CADM4	3.80915725499245
IRAK1	7.28507564417617
CFHR5	3.16058899218977
HNRPD	8.08489887254578
TMSB10	12.2530590284348
CXCL3	4.2911565036146
LMAN1	3.63430710967905
SUHW1	3.60795638523806
CHD8	5.47223208652534
SUMO1	8.9358608679861
GP1BA	3.21278030068456
OR7A10	3.63334349404265
DDB1	7.49532623340578
CHRNA10	3.96880036363673
STYK1	3.64118774474061
MYO9B	4.16328251546263
CCNI	9.85816364100165
MMP7	7.40697439027166
EP300	5.52711674645067
CRNKL1	7.5631324846807
C9orf45	3.2007756069214
XAB2	4.56762075411915
RTN1	3.30250770663229
HIC2	4.07190240735448
TBX10	3.41701433174257
CENPQ	5.85801012513628
UTY	3.13934993567763
OR2W1	2.79774720390683
ATP5G2	10.9225355882319
ZEB1	3.51320194004148
ZG16	3.51317856239916
ERG	3.57463948848964
PARN	7.23346096403955
SOD2	5.07283376638329
JOSD3	8.31753282193404
ADAM5P	3.17806543507223
CHD9	5.99120012358431
hCG_40738	3.58019012329655
STK16	5.90953267181469
PDE1C	3.60917535573914
SEMA4D	4.62266751515348
AGPAT1	7.35686176123507
TOB2	5.0514110966523
BANK1	3.05999428830793
MAP3K3	5.17727627021876
MAX	4.68696413127121
GRM2	3.77410980103697
OSBPL8	8.61674827203081
PROSC	6.07858963180503
NR4A2	3.86534154700415
RICS	4.13799424749815
PIR	6.89729320596944
PPCS	9.23097413638654
IPO9	7.16214881103579
LONP1	6.99001746464486
EVC	4.0734589150025
CXCL13	4.08414319942084
SCYL3	6.3362677765231
KIAA1199	3.65234105659623
SORL1	6.293970003832
NAT10	6.61554657430069
CHD1	7.30706138759348
SYN3	3.37102828083222
DMC1	3.77190006628127
SLC22A2	4.11077162069341
SERPINF1	6.35616742539974
C20orf27	5.1586127697551
OR7A17	3.31485744404560
RPS6KA5	4.28319619177757
LHB	3.43349617354834
TAOK3	4.88922459229653
STK25	6.59487686465618
SLC12A4	3.71243694841533
BRCA1	4.47088833278424
GBL	7.11083628362037
C14orf108	7.21319917064535
CDC25B	5.55566045439308
BMP3	3.43187336767236
MAP1LC3C	3.20296436327166
TMEM180	3.40940673417518
CRYGC	3.53683887217586
SLK	5.87325634951444
POU3F1	3.16716467796877
C20orf32	3.67325774061801
USP52	5.58448488317613
HIGD1B	4.33934101432144
BAZ1B	6.51267259668844
USP6NL	5.88338172101439
SLCO2B1	3.85906732660732
ABCD4	4.35211766775598
DIMT1L	6.61931124029803
SLC25A46	7.57699009932226
LARP7	7.2759511251216
TEK	4.05267318246188
CD160	3.5800365433932
TERF2IP	7.49730525581634
PHF20	5.56868782621738
COL1A1	6.72377987379985
KIAA0090	5.80789887433064
GTPBP1	4.03086983397845
GRK5	3.41050841474975
AP1S2	5.39010386480908
RAB33B	4.22872843117732
CA11	4.19505720230175
ALDOC	5.31795823147638
NUDT1	7.07415436873237
ZNF212	5.77591997247653
ACBD3	7.21125825850056
ZNF83	6.58192530269904
PRDM2	4.54955473119363
GDPD5	7.23652009154986
PDCD4	6.0678879415324
CEP350	6.15667364239862
FOXP3	3.26847746555640
SMYD3	7.36966696338403
CST7	3.53513035133548
SELL	3.62711191519039
CIAO1	6.48456331416603
LGI2	4.45066670270974
WDR45	6.78183453263727
ANKRD6	6.31398709826359
LTBP4	4.44941140109523
PSCD3	3.27429212186266
PYY	3.15556051615436
KCNC1	3.11249359563185
SIRT6	4.24723420248596
CCL19	3.83317674411065
ARHGEF9	4.23472783864775
ABR	4.8678554137414
C10orf22	7.0494761777802
STK17A	5.06089198116476
FOXE1	3.30331267045024
