Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H07_491202
Composite Element REF	Signal
AACS	7.13718566479789
FSTL1	8.75540259378509
ELMO2	5.30115440016791
CREB3L1	4.29443635417952
RPS11	9.9627827115397
PNMA1	8.94172814858726
MMP2	8.77366713891374
SAMD4A	4.23872455971293
SMARCD3	7.53521580171307
A4GNT	3.59890462199584
C9orf39	3.21400733642009
PKNOX2	4.77200481220679
RALYL	3.33412990726381
ZHX3	4.05991427203095
ERCC5	5.87411882490733
RXFP3	3.13545269024301
APBB2	3.99079983837252
BBOX1	5.52123643265493
PRO0478	3.08435133692376
GCSH	8.83650337278323
XDH	3.84122024392277
EDN1	5.18220777361323
MTERF	6.38028666181752
PDCL3	7.19154332345616
CLK4	5.45156869708229
KCNG1	3.44544987614574
CXCR4	7.83988249877053
DECR1	8.08356892164604
SALL1	3.12161951474776
PTPRR	3.43746889686094
CADM4	3.27585254499289
IRAK1	9.53465007353085
CFHR5	3.09334679615991
HNRPD	8.22572390508354
TMSB10	12.2420446633533
CXCL3	3.84200095826023
LMAN1	4.28450925559340
SUHW1	3.90835376970983
CHD8	5.49641447086586
SUMO1	8.50354589934852
GP1BA	3.36505913789919
OR7A10	4.09167765879573
DDB1	8.25533636960113
CHRNA10	3.59266370105649
STYK1	3.55837902078712
MYO9B	4.36158789617284
CCNI	10.2375261074535
MMP7	5.43295815880892
EP300	6.89197231421882
CRNKL1	6.79203155011394
C9orf45	3.39017748610436
XAB2	4.8972652277992
RTN1	5.54018374463921
HIC2	3.95139375688014
TBX10	3.36710355849878
CENPQ	4.3763929089135
UTY	3.17848189141404
OR2W1	2.87308724801893
ATP5G2	10.0622985018761
ZEB1	3.81103262473631
ZG16	3.46889855985305
ERG	3.83813788906688
PARN	6.60625292974368
SOD2	6.24831096568839
JOSD3	7.2727811150985
ADAM5P	3.29806368676693
CHD9	5.80694613509403
hCG_40738	3.64754790612456
STK16	4.81239110982777
PDE1C	3.72306437914939
SEMA4D	6.0821241842524
AGPAT1	6.72198291207515
TOB2	6.1932723772504
BANK1	4.29778669592572
MAP3K3	5.71229493187806
MAX	5.30348659738105
GRM2	3.68812691995917
OSBPL8	7.04396578770936
PROSC	5.92747778404965
NR4A2	3.89848495991100
RICS	4.2904094155627
PIR	4.61887353184968
PPCS	9.75452749119055
IPO9	6.54503610103758
LONP1	7.90822465571044
EVC	4.25372574599542
CXCL13	5.90439776749277
SCYL3	5.44890297713713
KIAA1199	6.76696173920067
SORL1	7.7131926652773
NAT10	6.84240204369462
CHD1	5.62491345269907
SYN3	3.37387448525842
DMC1	3.88340577440636
SLC22A2	3.66301175503937
SERPINF1	8.49396829216232
C20orf27	5.76612517348605
OR7A17	3.03911032070905
RPS6KA5	4.71586419445604
LHB	3.12966411946912
TAOK3	5.10076514650808
STK25	5.56848245384626
SLC12A4	3.66151738758582
BRCA1	4.13726432295813
GBL	5.34740320785427
C14orf108	8.70375300611888
CDC25B	8.86961793936239
BMP3	3.09446079137683
MAP1LC3C	3.60274529848046
TMEM180	3.60188830377149
CRYGC	4.09104081962036
SLK	5.91388856184329
POU3F1	3.21588162329897
C20orf32	3.6707364148629
USP52	5.58247624220402
HIGD1B	3.73462125234907
BAZ1B	6.434690704698
USP6NL	5.14810802249984
SLCO2B1	4.72974820522391
ABCD4	5.230795347205
DIMT1L	5.51920239019503
SLC25A46	6.83533427192873
LARP7	6.69484925418302
TEK	3.7960242560561
CD160	3.51583408000393
TERF2IP	7.55581793806435
PHF20	6.03281505789268
COL1A1	8.99807517657612
KIAA0090	5.84831375934671
GTPBP1	4.58410944392914
GRK5	4.02224757891605
AP1S2	6.0702415135154
RAB33B	4.1241156308427
CA11	4.36939539773398
ALDOC	4.72482617558374
NUDT1	5.50665854807993
ZNF212	4.98701500715006
ACBD3	8.10463586260064
ZNF83	6.4471852807516
PRDM2	4.80541571883828
GDPD5	6.21673239087922
PDCD4	5.56106776143236
CEP350	6.38744389317335
FOXP3	3.26523072877704
SMYD3	6.58087844356246
CST7	4.67985042038699
SELL	5.01549008870911
CIAO1	6.32048795033253
LGI2	3.83895632815058
WDR45	7.42855505657111
ANKRD6	7.64682762947765
LTBP4	3.38954771237214
PSCD3	3.696839893714
PYY	3.15512549680004
KCNC1	3.13397422267744
SIRT6	4.94975049521679
CCL19	4.72484667556003
ARHGEF9	4.60344297949077
ABR	4.56247919851174
C10orf22	7.0066895543941
STK17A	4.60057378498278
FOXE1	3.50780008315584
GML	3.36031329777459
CNGA3	3.09233099443534
CD38	4.48361001369325
ZDHHC6	6.9491335887977
NEFH	3.12702751546659
PGBD5	3.82295693816401
CTDSP2	7.58476998196264
RMND5B	5.47320408262567
ZNF257	4.11644692651998
DUSP4	4.30812345955211
FLJ22167	5.82131047489852
EXOSC7	5.99898726875446
ROR2	4.063706614635
FOXM1	6.24832805069006
ZBTB48	4.5666875938467
BUD31	7.8075649221586
MAOA	3.90594892411514
CCDC41	4.07848262576865
TNNT3	3.62748256445882
FBXO11	5.60761036957318
GYPC	5.82238595684373
PLIN	4.65739249031242
RFXAP	3.43530604188858
C6orf15	4.44022172221873
RNF4	9.21596306526062
F8A1	8.03399642213597
PPP1R3D	4.61064471397003
GRB2	7.8165492372273
TPM3	3.13544000799495
SYT13	4.37657798385987
EPB42	3.52057504196209
RP5-1077B9.4	5.81519006981465
EIF1	10.8248404874653
CETN3	6.23727415858362
FPGT	4.65283709724329
PRY	3.8313608877993
NTHL1	5.10064325225061
POLR2B	9.4939351973717
RPS28	12.1852559570867
GDF10	3.10090819873724
COQ9	7.98517615966366
P2RX3	2.80526957557569
GCC2	6.66768589801569
RARRES3	6.86955845133251
PLXNA1	6.14232460717109
WBP4	4.87896168216839
KIAA0100	6.55021988476297
PMF1	6.77553151624563
HS2ST1	5.47894374459517
CRELD2	7.19073196490472
C8G	3.1832658509426
CD82	5.16639741744189
PMM1	5.11209456311888
CBLL1	4.49902968693385
LIM2	3.23935349817362
VAX2	3.84485859586755
SETDB1	5.44095050544064
LRAP	2.9651140295486
GCLM	6.20467814963513
CPEB3	3.76200036535939
PPM1A	5.85783647501904
INTS1	4.26314151838513
MMP16	3.46218171885732
CAMTA1	4.97332942327061
SAMSN1	5.67962828221434
DRD3	2.98240613095985
GMPPA	4.88903079264937
C11orf73	5.27824071987954
