Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C03_443104
Composite Element REF	Signal
ABHD3	4.80145507339424
TNFRSF1B	4.60335072198778
CLEC1A	3.12539470839363
IQSEC1	4.4420001374283
PIGN	4.76460659134561
PATZ1	4.35958081165211
RBM22	7.92629780475155
AEBP1	7.93339017384033
BAG2	6.20787330951495
PAQR5	3.11872012614988
C9orf127	4.85445781302911
THNSL1	3.76183647036231
ANKRD2	3.59857607744649
JAM2	5.23097325714969
SNRPN	2.99301515551334
ALX4	3.65142642436186
FAM130A1	5.26764296553258
CACNA1S	3.44775420657663
TRIM38	6.39595375806291
CORIN	3.36599877556197
TMCC1	5.20724047447786
PCLKC	3.62996420584619
PLEKHG6	3.645639304204
LRRC40	7.13724649623602
SMG5	5.12403183369339
NCAPD2	7.37826164465896
WNT2B	3.25283619153062
DCP2	7.23867485663939
ASNS	7.38719353773434
MRPL49	8.1482703555437
TMEM24	4.47531857235894
RPL18	11.0356181713713
SMU1	4.96447765964742
ISG20	3.84334814811727
CASZ1	4.49099283492057
POLR1D	9.61811884761834
GIN1	4.4569062052044
TMEM177	6.10011032510784
CDKN2AIP	5.67165422200794
KRR1	6.95409582463675
CXCL1	4.78622734461695
C1D	7.77957098616216
EPM2A	3.62616242280188
LDHC	3.57283516478828
PC	3.93551470926618
PDZRN4	2.86868561550558
FAH	4.09638863007360
UBE4B	4.66272877973749
NIT1	5.77216362878045
CDC2L6	5.77577874603058
BTN3A3	4.14613078075954
PAX8	6.62675297716318
PRO2012	2.79251140959737
BEX1	6.19364657218879
COMMD3	8.51208589786444
MRPL40	7.00304998176538
SLC2A4	3.60886075760818
SHFM1	8.31747113196631
PKMYT1	4.1059987981981
FEZF2	3.56228365578995
DUT	7.60320717343016
LRRC59	8.11530929966322
LY6H	3.08627166315551
MAP2	3.88992361474366
LYL1	4.31653787022286
EDEM1	5.87312555814534
NOS3	3.45854328933226
ZNF34	5.54317215864967
ADH1A	3.26266250274772
CYP11B1	3.31914906969447
CDC73	5.71972209665436
GPR172A	5.77116401170786
GSTM3	4.57833180187799
C19orf54	5.89046728128007
KCNA5	3.44949679269848
FLRT2	4.13244748395371
WRN	4.67176337390739
ANAPC5	7.12489198273885
SDF2	6.88249622117593
KRT8P12	4.42024539681314
DZIP3	4.537723414305
C15orf24	7.03245491073231
NFATC2IP	5.77538030445751
RIT1	4.47848685277065
RHBDF2	5.79986547383365
SCML1	4.15124761666484
MED9	3.79245987604902
RAB13	9.39739444817184
FBXW11	5.04407088084473
ETAA1	6.25510538181233
C14orf131	4.33877772368914
SLC12A5	3.52991090479615
PHF14	3.07600020457501
NRIP3	6.87820231092638
TMEM121	3.927906242017
NOS1AP	4.09322540202606
FAM3A	5.22119915460078
RPL13	11.3107783435136
PRDX2	10.3575097214345
SAP30BP	6.57950228010055
WDR76	3.84409973749566
PRMT3	6.38993534845219
TRIM10	3.55352828770455
FAM82B	5.39512982280398
GCNT4	3.26665459493210
MAP9	4.67385445046112
GPRASP1	4.71214544778284
CXorf36	3.42494742228176
CDKN1C	6.54555570722205
DSCR3	4.64006462161924
ZFAND3	6.50198838886942
C7orf43	4.78418102077549
HSPH1	7.82213345503668
SPSB3	6.56755391260035
AQP1	5.43179865630897
COL17A1	3.2778190387049
GFAP	3.42461367273931
CDC16	8.07864191040708
KIAA1614	3.28696491500413
PRSS16	6.08438702389291
KIF13B	5.45599212152403
PCDH9	4.23499367673549
MKRN3	3.58199653691277
ADAMTS13	4.04328099356569
ITFG1	6.85825509757171
TUBG2	4.18044536744961
TTYH1	3.57792941059037
SFRS7	8.80842720383501
C3orf18	5.04170844161036
FLJ13236	3.99242010916327
C18orf25	3.72181086156451
EXTL1	3.72709293529906
RANBP10	4.43580287792741
RARG	4.34646625566223
MYO7A	3.54908757767423
SFRS18	7.14944726687271
CD96	3.51641949731463
ACVR1B	4.33729523088217
DENND1C	5.04282778948929
RBMS3	3.80183256801490
SLC41A3	6.49282382194241
PSMD1	7.4811920313966
DGCR6L	3.04246562467761
ILVBL	6.42531272865906
CSNK1G3	5.36247147262845
RNF186	3.62213931319513
IFNGR1	7.29582035152816
MAGEL2	3.86157434600518
TSPAN6	8.65109747035186
SLC29A2	4.19318678607216
MSL2L1	6.41795472729294
MATN2	6.39973622081195
ST6GALNAC2	6.57067011991914
RBMX	8.11151443266955
MPP3	4.02903508923255
FGL1	3.82014204502976
PSORS1C2	3.52219849153186
RAD51L3	3.70586595178895
ARHGEF6	5.40289443853814
TGFBR2	4.97157153135121
ORAI2	3.84373141850339
CDC123	7.44817315877436
IL33	3.0452118995652
DEAF1	6.15551311359754
AMN	4.15581170826864
MSLN	8.52176276349473
DEFA6	3.44185694716217
WWTR1	4.93137063602095
COBL	3.97043823186521
PPP1R16B	4.90411639520672
CIB1	5.79959170823772
TSSK1B	3.03288717740130
GAS7	4.15104163089742
MDN1	5.34827268072121
HAAO	4.05245262931034
HLA-DRB1	9.85816231275149
CTNNAL1	7.03352197612719
TLE6	3.39164230664368
CIT	5.8954820010309
TNFAIP2	6.61376451437039
FOXN1	3.19034842186092
HERC4	4.05191968017269
DRAP1	6.1295776570161
PEMT	5.92705607308489
SLC38A1	9.37918122119966
ARHGAP6	3.39344793763194
PHF20L1	4.9896809428997
MCM3AP	4.58794240284291
MYO1F	4.94720324032942
RAB11A	7.24356276853074
PTBP2	6.1571398136263
SNX1	5.19704012204461
CTB-1048E9.5	4.51041975223893
C19orf60	5.50863744914489
C7orf25	4.58409315318316
ELF5	3.21816351479142
HOXB9	3.25380060803729
RBM8A	7.16183584452952
PARP3	4.28468405226293
ITGA9	3.05368861850787
ZFR	6.04872516022961
VANGL1	5.65169914526303
FLJ20699	4.66879259915827
ACSL6	2.82698772623559
CHAF1B	4.94037902083869
NDUFA3	8.35186541816548
FABP4	3.76254252633007
KCNB1	3.22803199708964
CANX	6.87297447137407
SLC25A28	4.99705704294226
SHARPIN	5.9460165274844
ADIPOR2	7.1131024325499
TTC23	4.54681735073905
UGP2	9.00670598825633
ECHDC2	7.49235480095388
CIRBP	8.72861642051824
SEC14L4	3.89983280308342
SMA4	4.97575711185218
FRZB	4.83374125210769
PABPC1	11.5103662656675
APOBEC3G	5.56119574950194
CUEDC1	5.54626734292068
CLDN8	3.08834684445202
VPS52	8.15943468974121
LOC23117	8.0265870974514
FAT	7.98341081903857
M6PRBP1	7.08158193293362
PPM1F	4.86053972431972
TSR1	5.92993252753254
E2F6	6.1492476923432
TMEM126B	8.53826910913096
ZFHX3	4.68107687897553
PCSK5	4.34950167039811
HEMK1	5.12318933091402
GIMAP5	5.18948571798158
DPY19L4	6.14434550436928
FAM77C	3.6383075267896
CTPS2	4.08211053703417
NDUFA9	7.71167758004514
SCRIB	8.10690489720512
AURKC	3.7196607947414
LOC51035	5.84456795324744
RSRC2	8.2150225008002
ORM2	3.17105658557114
FAM115A	5.30757661028909
EGLN3	3.74530656881114
FZD6	6.44679039430495
PITX3	3.59086101122467
GPX3	10.0908430113331
UNC119	5.07110862568353
NOV	5.38941523851
GRM4	3.48669339007419
CABC1	6.50143535470183
KLK1	3.93961158451908
GPM6B	5.76961037519471
RRAGD	5.93052358958514
EIF2S2	7.53051850031214
RNF130	6.60849296292763
CKAP5	7.50503483681702
UCHL5	4.39373438788458
C10orf18	7.36070819816911
TMEM93	6.31097868400185
KCNMB2	4.15178846033009
AIM2	3.72847463845882
PNO1	6.27255831405675
ANK3	5.75607341463574
OR2F2	2.96679242759697
GNAT2	3.29331152698250
KRT5	3.58666183465665
ST13	7.75330143469724
SIX1	4.52275942634253
TIMP2	5.93580665692384
CDH12	3.41006893069655
ZMAT4	3.20238617133519
QRSL1	4.73760055195026
CCL15	3.80342975869115
GTF2IRD1	7.1506701626761
CCDC22	4.13927951125909
SNX24	4.96732046857767
RARS	7.35717664770142
MORC2	4.93096584775589
FAM48A	6.62418189520634
FOXD1	3.62718050751628
COX4I1	7.93523556392936
DSN1	5.65457222539448
AMT	5.7025484298782
GPRC5B	5.84711738676772
CTAGE1	2.95635559466005
DTWD1	4.40789853670816
STRN4	4.85556077153377
KITLG	3.12218026919058
HSD11B1	4.13627210288915
HDGF	8.90840031755847
KRT6B	3.51622254076766
SUMO4	7.13202442826847
ARID4B	5.13992444551774
SATL1	5.82075763341087
SETX	6.00271785990619
DDR2	4.09703662036832
KCTD12	9.09920588779166
WWP2	4.70725706458455
CTSH	8.07077789083437
FASTKD1	7.56645359972662
PAF1	5.03208222687107
IFT57	8.7610318369494
TMEM2	4.94830840814117
ZNF592	4.03232172430629
TNFSF9	3.45155976796335
PPFIA4	3.51955035455862
CFP	3.75267464411684
DCTD	6.5720706945365
CNIH3	3.8811741879976
MAP4K4	5.83396992645059
ROD1	3.96993538897441
MFNG	3.65195255103406
JMJD2B	5.7809335839055
DOCK3	3.81663936672702
STX16	5.87822177258304
ALDH3B1	4.52787689745338
THSD4	3.12252549574303
DLAT	5.67031381993532
KIF21B	3.69642784901006
FEZ2	6.11669502838334
CDC5L	6.46266951146083
KCNJ5	3.71254169370995
LMNA	6.18597697284607
TBCD	5.80144194909156
ZNF250	6.62771432495196
CASQ2	3.30176856798417
PEG10	6.33876684456315
TPSD1	3.41983946658622
PRAME	4.54114282877155
NP	5.42837870377831
ZNF12	6.42766809032223
XTP3TPA	8.21993052782765
SIGLEC7	4.05311136961284
FAM70A	6.53931905305365
PANK4	4.97880776152939
SNED1	3.6974179161986
HIP1	3.92921252893356
WNK1	6.58857614225067
AHNAK2	6.19622869748774
FLJ10490	3.77673501884407
TOE1	5.71447433799631
RECQL4	5.3047384476167
PPA1	10.9193740120717
DPAGT1	6.07909751720714
HAS1	3.8408679924301
ST7	5.273207971262
MAGED2	7.75347895206113
ANKRD55	3.48040440771639
TRPS1	7.37253445030819
POPDC3	3.49418772439131
ACOX2	4.04434575494173
TFPI2	5.28246886606983
CYP4F11	2.90102108040291
PDHB	8.09899891904982
ERN1	3.47328225505505
LHX2	3.07214667328597
B3GALT1	3.17124675127876
ADAMTS5	4.57701154318547
NOTCH3	4.86887689364753
C1orf116	3.57250976509351
UGCGL1	4.36042422372767
NF2	3.65450492314089
POM121	3.77220209662017
CLPP	7.29436146777272
MTMR3	4.00301428447841
ATP1B3	8.68549652055216
TMEM16A	3.09188229165206
HIST1H3F	2.95753224271071
TRIM25	4.23941905753316
CRKL	4.7515630592561
HOXB2	5.00235149316715
ANP32B	10.2647946345628
NUP62	6.47337764198067
GATM	5.15809590336874
AP4E1	3.33215390486948
RASA3	3.13899356217407
EDG5	3.54300514379346
CDKN3	7.85195648969352
CDH4	3.28765362797896
PGD	6.2756168628884
TMEM168	6.98380133253287
RND1	4.42204692399062
GAD1	3.09394652350590
MPG	5.51536502157843
ZNF133	5.64071084689749
LOC440350	3.67422643355774
FJX1	6.58393884086704
CLCF1	6.12381545357247
AMELY	3.15161583973549
PHTF2	4.41869780230935
IGSF2	3.28232774078881
TFF3	3.62697739349776
NDFIP1	7.32154280230503
IQCC	3.65927559811812
CUTA	10.2049815122739
HEYL	3.7236754205778
FTSJ2	5.75780921493588
APPL1	6.57893915060567
TNR	3.48428696736163
WAC	7.21023627848215
ADCY9	4.15912513841897
PYCRL	4.56812127081492
PCGF1	6.42762551143007
PTPN13	4.4678510388022
AGPAT7	5.16583381549782
SSTR5	3.4506776507919
CDKAL1	3.2570016146343
PDYN	3.32762212714642
SFRP1	5.77173829945909
VAV3	4.74163331457516
MTMR11	4.69558673432295
SUOX	5.75369796206494
IDH3B	7.81212823280696
STXBP3	8.20936664658123
EIF3G	8.88684258912277
GOLT1B	4.63965027612509
ARHGAP22	3.67339276054541
NPFFR1	4.55729482689102
NPC1	6.09763995944585
ALDH9A1	7.1627430453281
ICAM5	3.40258404084453
ADD2	4.08025135953438
RASSF1	5.8802343553206
PITPNB	8.37393460628073
PAPOLB	3.30735036304033
URM1	6.15332611669628
TMEM106B	6.42759929857421
LRIG2	4.24440855161813
SLC27A5	4.44222635161763
CDKL1	3.90683711947853
PRODH2	3.80241292376681
SFRS11	9.2433983176823
IL7	3.21924652691346
SCN9A	3.30481488574856
BTG3	9.49885188408636
PAK2	5.67412695283482
ATP2B1	7.52152400346108
GATA4	3.54618313353496
PRKAG1	6.29791568514585
FAM64A	6.33653039510526
ATF7IP2	3.85698832566020
EEF1G	11.8703466568822
INCENP	4.46038977533806
SMAD5	4.70503950170372
GARS	7.715621561049
CDK10	4.37856038612587
HLX	4.81602348352869
ELAVL3	3.9104170172562
MDM4	2.92847247201397
GNL2	7.89428674503313
CDX1	4.33766735785933
PFDN2	6.86241166911233
ZNF200	4.25886459969331
NDN	4.94877794845564
PRR3	4.71711661020693
HBA2	6.29856269563486
FBLN5	6.31700250571056
PUM1	8.60520730146713
CCDC88A	4.0913227101146
TNNT1	4.32007582266469
KLHL24	7.18523901614257
HNRPH2	8.79618569963066
RAB7A	7.34338675723451
SGPP1	3.23819537455087
PMS2	5.15295508161708
ARNT2	6.066933845142
CBR1	5.58887392650022
ITPR3	5.4781439037217
BIRC3	4.81690981907422
NRSN2	4.05149573473041
SPOCK1	4.27342170771899
H2AFY	7.67185869962179
RXRB	5.32426969795319
ZNF638	8.01500355936326
APBA1	3.80029898617705
RAB2A	6.70135003932847
ACTN4	6.07211395419371
FXC1	4.98460872527849
C6orf162	3.92972994574555
HPSE2	3.55656288593898
PLCE1	5.35634920200827
INSL3	3.46200206278019
PTPLA	4.79265011406868
EIF2B5	7.00390628025977
DLG1	6.12441259021213
PINK1	5.54281957528594
TFIP11	5.19517783469892
VPS33A	4.59802443587063
SKIP	4.86225737475562
GRAP2	2.83411975120691
GAPDHS	3.45519350078152
POLR2G	9.59116357580334
CNTNAP1	4.40347719695481
PSTPIP1	3.580066455368
CYP26A1	4.18179587885358
APOL2	4.58571146270627
TACC2	6.03900787869693
CNBP	10.5291200043030
WASF1	6.32316597633556
HSPB1	9.22344997262102
INPP5E	5.89594594449315
COX7A2L	9.27596902223229
HSD17B1	4.34805461848234
ARRB2	4.90208975824345
CUBN	3.8204908230483
SLC7A6	3.99059376846353
IGF1	6.75485091398298
ITPK1	5.11706155094393
NAALAD2	3.28781578777305
G3BP1	6.59936659280819
HSD17B10	7.5968984598692
NUP155	5.17841927865004
CYP39A1	3.74829625945118
GLULD1	2.81499075700996
RBM15	7.25239315765894
AMZ2	8.26844833831066
GDF15	3.73661570463278
CYCS	9.55858653698306
TECTA	3.42896607936424
CCDC46	4.54730571754803
GNAL	3.25950780836524
LPO	3.58229752008264
GZMM	3.82961880695167
PAIP1	7.46431066826472
DDX11	4.91534967473926
TAF9B	4.76523034542623
CACNA2D1	4.16655724596134
IMP4	6.7450408240158
SH3BP4	7.36025635783152
PADI1	4.09733566887456
DEC1	3.44936580645851
PON3	3.41907241201579
PROP1	3.31918808111453
UBB	10.3539269928927
RPA4	2.83462776607835
TCF25	7.0705589419521
NDUFS1	6.76169568429887
UPK1A	3.26690889781189
AES	6.70232299491416
PPP1R13B	5.40929549677299
TCL6	3.42657086734106
ARL2	7.50373258577355
CD2BP2	5.78767144600292
TOP3A	3.78305327979848
CHRM5	3.5283068479075
FGFR1	5.09206269307675
UGT2B17	2.79296976865229
CEACAM6	3.43399070517610
CERK	7.43661852853886
FXYD6	6.88640855039675
AP3S2	4.26012746609834
ZNF208	3.42146995062805
CARKL	4.80095073802163
HIST1H4E	3.72774859147425
GOT1	7.27854077174851
BBC3	5.26434681026054
CASP6	6.43466182052734
HOXA1	3.34979697962783
RCL1	5.88903162844883
RAB40B	7.06339129573645
PI4KB	5.02900946849368
LRRN2	4.46537745380436
B3GAT1	3.50540634658369
OAZ2	7.00012141464235
BET1L	4.33699027109537
NOC4L	4.62009629690349
FRY	4.51467770009822
C10orf12	3.07564039804049
AK3L1	5.67363386693925
FADS1	5.82539516382488
CSF3R	3.54949327535928
DKK2	3.30888961676702
POLR3K	5.04452953110033
LBX1	3.20192049038601
ATG2B	4.29864211834329
RHOT1	6.72141475458283
DARS	8.61880588738532
EPS8	7.23387577447695
OXT	3.75004828785391
C10orf56	4.86925476060349
ARL4A	5.57948973525103
CCDC64	3.98301915569723
DAD1	8.9479136051218
HERC2	5.41143004227081
HSD11B2	3.60766206276981
USE1	5.85697189882038
FAM96B	7.54933216169134
HNMT	4.28860983988035
PCGF3	5.9492882186728
BSN	3.80190320162034
CAND1	6.6217366639313
ACTR10	8.60750065647732
NASP	6.71993626738739
C20orf4	6.60931831171693
ACSBG2	3.03562219829260
COL9A2	4.82821814355941
RWDD2A	4.65574241112378
PALLD	7.768070717085
GPC5	3.28037970711157
CENTD2	5.46024727371648
TBL3	4.83338166800317
TLR1	4.64671668436058
LMO6	3.34170340482329
CCDC106	5.01353054861408
KPNA2	9.99286557436169
PARP16	5.16771964567456
PDIA3	9.20076094221267
MACROD1	4.84176904336102
SFRS1	7.3348945164604
DCP1A	6.6746546720124
TMCO3	3.79745611524995
NTN2L	3.04821045921402
CLN5	6.78339525187502
BIRC5	6.86865472231915
PRR16	3.34615957557190
FAM63B	3.62633479028366
GLE1L	4.02590160393866
CES2	5.58703580892362
GNAS	9.6664775792545
KATNB1	4.69875828296937
CPLX3	3.47557722361528
WNT8B	3.62866168451709
TSPAN13	7.0660752264257
MRPL52	3.87843985617446
GHR	5.51531604977601
DUX4	3.96748195668051
BCLAF1	7.00209735099603
GOLGA3	5.48349561957771
CLEC4E	3.57172498860903
SCUBE3	4.06900569478578
UCRC	8.15838548847519
CDKL3	4.69328871351882
MGAT4B	5.2302988712294
BBS7	3.50966858537014
ZNF345	5.11341804230637
RTF1	5.84506148429584
SERPINB9	3.59458020312253
DHRS7	5.23679669180585
RIPK4	7.3504381377967
PLEC1	5.49186092342998
PIP3-E	3.51198495582517
KNTC1	5.45450702095801
EXOSC2	5.84525371845295
MS4A2	3.19264634631389
FGF17	3.57967847192016
WDR59	4.57338426932268
LAIR1	4.45445229931636
EVI2A	5.94016239432936
IL17RC	4.23293423451212
GTF3C3	5.32988528004189
HS3ST1	3.87510559473193
ITGB1BP2	3.13134753225429
RBPJ	9.26903548142112
LRRC8D	7.65778967195565
ALDH18A1	5.75161341870324
INE1	3.60499202407018
TPI1	8.89675755600156
FLJ20035	5.43632470849566
GATA6	7.75630842352702
CABP1	3.41964057307458
RASGRF1	3.26446751316662
C4orf15	8.26018261049545
ALDH2	8.26675366259792
DAPK3	4.2774578239009
C3	9.90564536259242
EMP2	6.34769259481722
GJB1	4.32178169582720
PIN1	6.56460062921657
SLC6A15	4.90882476831057
POLE3	7.91741132584636
RIN2	8.32188159002904
CTSL2	6.17027458070566
APOC4	4.02607946835789
CYorf15B	3.23967602149771
TRIM2	4.26734864023084
CP110	5.83050659969643
KIAA1622	3.20836535577889
DNM1	5.06841141701124
HYOU1	7.21920043270204
OTUD4	6.14642402038278
USP7	6.27494654245029
ZSCAN16	5.78873724774145
ASCC1	5.82075568606874
OTUD3	3.55936833750637
YME1L1	8.75599245600095
HNRNPR	8.9106276352277
SERPING1	8.68198566780899
TPCN1	6.31672940378117
STARD13	4.93016369240409
PCBP4	6.86092858746374
ADI1	8.60709310988981
ASIP	3.07534742803545
CDH10	3.47753508565211
WBSCR22	6.32059702324674
SCP2	8.33050170139958
KL	3.28028907636618
SLC35D2	4.94440609179543
MAFK	3.55610337727384
SON	8.47163131018667
SBNO2	4.31023152889878
RACGAP1	8.78130277676285
SC4MOL	7.76137815520817
SLC6A6	3.24773908056675
OBP2A	4.35469745841446
PSMD3	5.86290878013082
ERLIN2	5.40656548671016
PPP1R9A	5.10002801025945
RAB35	4.6321222558718
PDZRN3	6.02582170138744
AVEN	4.85374367320651
FLJ21075	4.16304721331823
BCAM	7.04909440120112
C14orf132	4.4506767699148
PCK2	5.44172678488147
FKRP	3.13699439654800
HLA-DRA	9.369741768078
GUCY2C	3.1182492941302
RP11-125A7.3	4.80031103455703
BARX2	3.35025291660969
DAO	3.32064880245071
EDNRA	4.61818137023031
NIPBL	6.063510618143
ZNF331	5.50682074612036
PPP2R5A	5.20087541276508
HMGN4	8.60122354163569
DDX39	8.25317865917908
EFHC1	7.35138464738613
EIF3M	10.2649503669590
SLC17A3	2.85661122083233
ZNF24	5.60779839751296
ASCIZ	6.61232893229644
FNDC8	3.67121774781102
ESRRA	5.11128709161263
PTMS	4.32357268716257
PHF7	3.99516331657553
PIP4K2B	4.92110244678886
IRF3	5.47539922803701
GPR19	4.22966655883956
HHLA2	3.42740441343507
GMFG	5.18124781739378
BDH2	7.54028202332937
APOBEC2	3.82105817416005
PRSS21	3.02005196842217
PENK	3.19834551700197
PHF16	5.13389898992691
ZMAT5	3.75441341461178
SMAD9	3.04128633123678
SLAMF1	3.16212283555487
RGL1	6.55956649287842
DLGAP4	4.82865145174493
MBD5	4.28177710707339
PHLDA1	3.70140873977261
BACE2	8.0106687823366
APPBP2	6.70465533024048
LIF	4.35629479234319
OXTR	9.58319848588433
ACTC1	4.71606899262443
USP19	3.77618149618667
SUV39H2	3.17498951343136
ERO1L	4.14072587915267
ZNF395	7.71523726436581
CNTFR	3.6034297355248
HIST1H2BL	3.16425326851433
WNT3	3.51479879642409
ZNF549	3.4730322370553
ZNF467	3.56184530621775
SLC25A21	3.12597874137582
IL5	3.05630182635693
CLSTN2	3.92743320409374
LSM12	5.80377826511306
KRT37	3.08469340886154
NACAD	4.46188594236338
NAG18	2.96957315976715
PTGES	4.02831416369817
GDAP1L1	3.21020104538172
MFAP5	5.82373972536104
OPRK1	2.95116036510920
C12orf4	4.0216306711434
NTAN1	5.98369219074066
CST3	8.539536191543
WDR6	5.9933047682843
NUP88	7.12867074673552
CD300A	3.85564108341595
FCGBP	8.39687806583849
CNIH	8.84930344023882
VASH1	4.03427372606951
DHX16	6.905922398304
SLC35A5	6.95906290240245
CLEC3B	4.11660667474697
ARL2BP	5.25425690842282
C10orf79	3.21033364818777
ZNF79	4.04169724708629
CRP	3.25288483179656
OCRL	4.73329177377911
GLA	7.09710929807268
NEBL	3.61007479551438
HSPA8	10.1300435497645
DIDO1	6.1572405250798
PLA2R1	2.9009812935121
NGDN	6.80012377951135
CBFA2T2	5.28356600475675
SAC3D1	6.8544387891067
PNOC	8.32532453471612
PIGP	7.79953598054762
AGGF1	5.25042854275294
PRRG1	4.02744624862096
DPF2	7.70373579440693
MYH13	3.03185783013778
TMED9	7.17426892827014
TRPV5	3.8787712688855
UGT2B4	2.78626364427588
PJA2	6.31663094738467
COLEC11	3.45312629679103
SCYE1	7.01168452348052
MED12	5.48548306440098
CARS	7.87386461298205
MYH1	3.16076100407195
CYP7A1	2.85770427815828
PHF1	6.24805930044505
LOC644096	5.84071195276771
FRYL	6.24931501756138
RHOBTB2	3.66100300456671
MMP27	2.97709445422363
ZNF432	6.30566754373312
SRD5A2	3.70344168526632
UTP14C	8.1254172544046
RABEP2	4.74030009292068
VWA1	5.17252670077479
FUBP1	5.01509206239332
IGLL1	3.88419185717481
KIAA0586	4.26448054217657
IL27RA	4.09744900170659
STON1	8.20753883068737
IL5RA	3.32176711014466
PERP	7.54837897848764
SMPD2	3.94007069693551
TNFSF12	4.16729210665412
FN1	8.78268853351514
MTR	5.9301636021478
CSRP3	3.41257695321683
MMP20	3.08833099121144
PHLPPL	4.50560054534729
CBX6	6.39969672049142
DHFR	5.94306805462803
PRG3	3.38987326542465
ALPP	3.25703802579174
ASH1L	4.44794951420775
CHRNA2	4.05508512558117
PPP1R12A	5.74425931228908
RBM38	6.58068549399857
ZNF7	7.36900020502699
RDH8	2.94052437628791
GPR132	3.40681133570771
DGKD	4.99412836078237
TPMT	5.69146591121764
ATP1A1	8.0840825207936
SERTAD2	7.13636004274054
C5orf4	4.79779399820078
ZNF672	4.51828336082521
PLXNB3	3.34738941963759
FAIM3	3.78129427107827
UBQLN2	7.36371676694742
NR1I3	3.35537596673974
ACVR2A	5.91109112434987
YWHAZ	9.45498662505596
LILRP2	4.10663338281891
GNAO1	3.29436876025283
OPA1	6.49137274908713
RPS6KA6	3.49918909453869
RPL10	12.3100205414536
MMP23B	4.40927011427802
PFKL	5.54502808568663
TMEM140	4.23584508111708
AURKB	6.54204481685741
IFI16	7.60572919318752
CSTA	5.40747757693978
PRPF39	5.18088723288659
DISC1	3.96834380039927
USP4	8.45388764155398
OSBPL10	6.38932083197218
CAPN6	3.18886166250181
CLTCL1	3.94280208759603
NUAK1	6.87457937021722
ALG6	7.13713828017821
NPPA	3.75849325226052
LAMB3	4.67684968728325
PPL	7.41888717761506
LRTM1	3.07885882193859
RRAD	3.28726583578288
TIPIN	5.14815489299801
CARD14	3.49756474627002
RBM9	6.08405883272245
LCN1	3.28743804416678
RALGPS1	5.22923542452321
NCOA3	5.66340782723883
CCDC6	7.77441448608098
RASSF4	4.44751145365635
MTHFD1	7.74074034872296
FCMD	5.52809385656885
IGHD	3.9381554624135
PLA2G6	4.5436024131574
TPT1	11.6299138613156
S100A3	3.74981481378173
SEC63	6.13482752627118
C10orf59	2.98825448725683
TOR1AIP1	4.55193046488381
PAFAH1B3	6.82078178023496
CEBPD	6.26099933364851
ZNF107	4.84580385673669
ALDH6A1	7.02268765471886
G6PC2	3.21152905027982
SNTG2	2.70056152963302
GRWD1	4.64469071087696
FLJ22222	5.84073759244327
BCKDK	5.473471907798
CTSB	9.30963219396077
PFKFB1	3.21609321477847
ZFP36	6.45919445070332
SVEP1	3.80260382595161
PXN	4.52379224487824
TNF	4.25429483081483
SIRT2	5.21442644324799
C5orf21	6.17054201966698
VIL2	6.63267332755012
DIXDC1	4.59375811491598
GANAB	7.99613027863029
PDSS1	5.00528290971126
GRM6	3.28139240158021
NGFR	3.17516453889255
ATP8B4	2.90110350577109
MEIS1	9.94036441279197
BMP8A	3.52585148566558
NGFRAP1	9.9938020374028
EDAR	3.35471951562519
NEDD4L	4.48128554162218
CRYBB3	3.57788274759671
C6orf60	3.98356103573668
IL1A	3.2182539939765
GNRH1	3.40426532147244
PDGFD	6.62340977675065
CACNA1H	3.51699277879431
TXNDC3	3.23368403454610
ERCC1	5.06621058969998
CAV3	3.48166875934335
HARS	6.15247455843268
AQP8	3.47018954276254
CREBBP	5.20537789155621
ITGB1	5.24467275717883
SPACA1	3.30858192514862
ZNF254	4.46396508043389
PARK7	10.1393413475180
PAX1	3.51894868327415
PSMC4	6.48279786511959
KCNH4	3.56028769796946
TUBA1A	9.82497505053522
PRMT8	3.5640649220247
SELP	3.44714592311844
PSMD8	8.32408548242415
SOX10	3.91270435381895
HTR1E	3.47843377383714
RABGEF1	6.05065411190003
EPS8L3	3.94693955123445
MAP1LC3B	6.76536441278394
AGXT2L1	2.91879246396718
CYB5R4	5.01975122066548
MEMO1	6.83456614251901
LRBA	6.70532611286512
TRAPPC2	5.27843045747425
FLJ14107	3.29097616380883
FNTB	3.90759596477113
MYST3	6.07717511064787
KRT8	6.78213179029767
AURKAIP1	8.0115255198315
LMAN2L	7.30791244142222
C1GALT1C1	6.7503776235152
DSE	6.32443685902637
FHIT	4.470810402816
OSBPL3	4.8724762142481
PPOX	5.552433991128
SLC39A9	3.60999287728317
EPB49	4.2753261494679
LOC137886	7.8334779905156
C7orf49	6.51345726189425
RHCE	3.31173459746279
CST8	3.58778781513557
ATG7	4.45619609522868
SPP1	8.98700849947652
GLI1	3.51478916686959
HYPK	7.59474180865849
SFTPD	3.77943953512764
MCFD2	7.03840881555734
ZNF157	2.96297100023136
EPS15	6.70343524270745
SFRS2B	6.90512676444428
BTNL3	3.69686705502984
GPR23	3.09595406105477
TRPA1	3.21064934841567
ASPSCR1	4.45868983878172
GNS	6.68519973874098
FDFT1	8.71225661755739
ENO2	5.15814830732302
CBX1	8.35108871916382
PTGS2	3.05078362429681
BMP7	3.67323714141908
CCDC90B	8.3719959347554
