Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B05_543674
Composite Element REF	Signal
AACS	7.5858894186877
FSTL1	5.3110676844839
ELMO2	5.02548937417003
CREB3L1	4.07985665076349
RPS11	9.98876025965716
PNMA1	6.22103331496683
MMP2	3.89437982612611
SAMD4A	3.9197200647227
SMARCD3	3.8441865336397
A4GNT	3.84732951685395
C9orf39	3.17856516825835
PKNOX2	3.98861838390543
RALYL	5.12279150872821
ZHX3	4.64067146600097
ERCC5	6.15728925887922
RXFP3	3.31118343234875
APBB2	3.79098269228218
BBOX1	3.64525019906271
PRO0478	2.98849088316283
GCSH	8.981787272277
XDH	3.87666429084841
EDN1	5.0693510964304
MTERF	6.85373187256422
PDCL3	7.31714952856632
CLK4	5.2638298069359
KCNG1	3.76623640655606
CXCR4	4.96324536009337
DECR1	8.8326727565638
SALL1	3.19723229393233
PTPRR	6.61511782754608
CADM4	3.37858274294158
IRAK1	8.58415613540017
CFHR5	3.22546562057472
HNRPD	7.80651854915882
TMSB10	11.4954625062269
CXCL3	3.98728396531088
LMAN1	4.01728231351317
SUHW1	3.96153359603205
CHD8	5.47190413953313
SUMO1	7.27638059451255
GP1BA	3.46439019660311
OR7A10	3.68807408140239
DDB1	7.53077006187811
CHRNA10	3.76515617299924
STYK1	3.37922234506388
MYO9B	3.99663614232083
CCNI	10.0205037355383
MMP7	7.46560924853013
EP300	5.57694282946585
CRNKL1	6.52830923285085
C9orf45	3.50305717357895
XAB2	4.12368223187237
RTN1	3.36368803018965
HIC2	3.72561048224982
TBX10	3.61188369829208
CENPQ	4.05274099992365
UTY	3.22855362024344
OR2W1	2.89226375545448
ATP5G2	11.2371880744787
ZEB1	3.23083535687242
ZG16	3.41747874716688
ERG	3.46729595586846
PARN	6.59817554483946
SOD2	5.03298265875685
JOSD3	8.06523154816641
ADAM5P	3.50864881221413
CHD9	5.53112952948948
hCG_40738	3.81339810059894
STK16	6.02128737868045
PDE1C	3.680544422045
SEMA4D	4.27350636819893
AGPAT1	6.24267433674233
TOB2	6.05397607952989
BANK1	4.39138087806659
MAP3K3	4.59196774653663
MAX	6.12116480858883
GRM2	3.83809007633279
OSBPL8	6.33224311128818
PROSC	6.61416613610382
NR4A2	4.22106902226354
RICS	5.36056072596647
PIR	3.71218418496566
PPCS	9.04083383749647
IPO9	6.1846984653442
LONP1	7.91385122774245
EVC	3.68462974646569
CXCL13	4.02438844761809
SCYL3	5.976171820587
KIAA1199	2.79397473003777
SORL1	6.75778866947936
NAT10	7.49493466716909
CHD1	6.40215879427495
SYN3	4.05920614081381
DMC1	3.76196821663296
SLC22A2	3.69434874689065
SERPINF1	3.37648790023749
C20orf27	6.26747680770643
OR7A17	3.19294818701866
RPS6KA5	4.53120974281869
LHB	4.00636391989721
TAOK3	5.22079603081126
STK25	6.08363010876818
SLC12A4	3.62821500977672
BRCA1	4.20788477513476
GBL	6.77319495711101
C14orf108	8.40688294189069
CDC25B	5.85247197954887
BMP3	3.36223253350243
MAP1LC3C	3.65528318679275
TMEM180	3.98463697193103
CRYGC	3.82523152055950
SLK	5.143036557507
POU3F1	3.48866381298026
C20orf32	4.0541013184069
USP52	6.61166063581761
HIGD1B	3.89208797107791
BAZ1B	6.57239064166593
USP6NL	4.77772958086372
SLCO2B1	4.27517579667252
ABCD4	4.99687366808645
DIMT1L	7.02562099639226
SLC25A46	7.78175820795262
LARP7	7.12202192713925
TEK	3.63379933541841
CD160	3.55367241274391
TERF2IP	7.46959549130713
PHF20	5.9011040583275
COL1A1	4.78560212915009
KIAA0090	5.83126278059885
GTPBP1	4.38734252023351
GRK5	3.63283748779687
AP1S2	4.48174499656633
RAB33B	4.61302683037128
CA11	3.76370332480679
ALDOC	5.74832431193751
NUDT1	5.38190647928248
ZNF212	4.94152175404307
ACBD3	7.26784324385561
ZNF83	6.54927187164467
PRDM2	4.57067614132987
GDPD5	4.45294789663596
PDCD4	6.11995192699841
CEP350	5.43150474556777
FOXP3	3.36208106895029
SMYD3	6.11712831114682
CST7	4.07190158924771
SELL	3.80110797929419
CIAO1	6.31049546251282
LGI2	3.96769372849456
WDR45	6.75969225489956
ANKRD6	4.56613767649124
LTBP4	5.05508628435914
PSCD3	3.44382542211102
PYY	3.32542418391632
KCNC1	3.21948022554062
SIRT6	4.63201072894712
CCL19	3.92716063055093
ARHGEF9	4.39504795269554
ABR	5.68464547562519
C10orf22	6.7875139289836
STK17A	4.05395272028239
FOXE1	3.27260415836056
GML	3.13820616753604
CNGA3	3.41752703469932
CD38	3.64440554909863
ZDHHC6	7.41370694406233
NEFH	3.33293662939407
PGBD5	3.06251541411000
CTDSP2	5.71352307519512
RMND5B	5.47897545753879
ZNF257	3.23790504205684
DUSP4	3.31201086302112
FLJ22167	5.44347577685894
EXOSC7	7.29362936762992
ROR2	3.98634855574175
FOXM1	4.78324196407159
ZBTB48	4.65200191345796
BUD31	7.76364143237366
MAOA	6.70909264959598
CCDC41	4.67474538966057
TNNT3	3.75100459511021
FBXO11	4.62187491616088
GYPC	4.64133087156787
PLIN	3.70145273709807
RFXAP	3.74998672718036
C6orf15	4.3459600023439
RNF4	8.184730997918
F8A1	7.49441066363692
PPP1R3D	4.37411681208939
GRB2	6.7878376123001
TPM3	3.09604384946301
SYT13	3.54229036147600
EPB42	3.6716699853048
RP5-1077B9.4	4.89182986189924
EIF1	10.8597963688278
CETN3	6.81847919905064
FPGT	6.56359185491586
PRY	3.72864714158752
NTHL1	6.3220433874496
POLR2B	8.94986321444094
RPS28	12.1963109562351
GDF10	3.15591235810825
COQ9	9.47867755050094
P2RX3	3.03449287771946
GCC2	6.757444031772
RARRES3	8.64430377054124
PLXNA1	5.43451535488471
WBP4	4.17290982355219
KIAA0100	6.9889812356337
PMF1	8.17806741124384
HS2ST1	5.56986557242823
CRELD2	7.20450905659327
C8G	3.38086898071176
CD82	5.74939450613538
PMM1	7.22755043303233
CBLL1	3.87205427522858
LIM2	3.32847127693738
VAX2	3.65613306253873
SETDB1	5.57569111372215
LRAP	4.71024079461725
GCLM	6.144029273973
CPEB3	3.4266201310751
PPM1A	5.58372495620964
INTS1	4.43701531936698
MMP16	3.14082665101348
CAMTA1	3.06147848652925
SAMSN1	3.69223716092144
DRD3	3.04006793553563
GMPPA	5.54926117665593
C11orf73	5.87742877821889
AIPL1	3.69572318470523
PTP4A2	8.8722867280657
IL24	3.39918650859952
BDKRB1	3.25112783504513
HPCA	3.61841989487791
MLF1	5.06954859556566
SEC14L1	4.86449468248895
CHFR	6.42654732252081
EMILIN1	3.13491900004317
THADA	6.25926570470844
TAF12	6.07268545000875
NDUFS4	9.01574579543393
ID1	8.17809750952305
PIK3CB	3.63763999441241
COL18A1	5.43495623383263
PDZD3	3.22420088882718
TBC1D17	4.98330173469079
COX8A	9.72080056331764
CDCA4	6.17068779122949
C2orf44	4.421821888176
C9orf16	8.39590840287381
ERBB2IP	7.55719501206052
EMX2	2.76626209006439
FUS	5.9607493228501
NIPSNAP3B	3.78405458343109
TF	3.13306630893152
CXorf56	4.92427591987691
CLCN4	3.59643353673052
PWP2	5.71828713694502
MMP15	4.33458113843811
MTMR14	5.97513469391655
NPR1	4.36615516668602
DNAL4	5.75037005812515
ELAC2	5.13226641373111
ASS1	10.1340234353125
IPP	5.25971295402535
TMEM59	10.0189424699270
POLR2J	8.56929426362662
SEC23IP	5.7447320265922
RGS4	3.78115266908051
UQCRC1	9.88329613243725
SNX6	7.8289948872497
DDX18	7.16741293908497
POLG	5.05051910775675
ADAM23	4.1735783282169
ZNHIT2	4.78196746599207
TFR2	3.81553330422422
NCDN	4.29419653568605
RAG1	3.36132364145
POMT1	4.86982895148276
CYP1A1	3.46631810249833
SNAPC1	5.81778448772584
GNA11	6.2022480524417
CCDC52	3.09715881972079
CAPN1	6.92660112371952
DDHD2	6.06567481191301
UPF3A	5.94756738387881
LAGE3	5.99267803592992
GNRHR	3.1894457515252
UNC13B	6.1519087406775
TTLL4	4.60689460091274
PPBP	2.87022134066549
HTR3A	3.34384160745882
SDC2	3.63707290188303
ANKRD49	7.17427243378468
BTF3	11.5972021484594
COX7A2	11.0978670505191
SARS	9.53443516688276
C13orf18	3.42618604049505
CACNB1	3.98109374463456
QKI	4.87041608415408
SETMAR	6.55331500309867
LAMB4	3.34082412339648
MAN2B1	6.60063582499907
EML3	4.1863249517642
ACADL	4.88786596068037
OFD1	7.84495731484898
CGA	3.70185785132866
EIF3EIP	11.336757559755
PEX16	5.7849337227839
GNG12	8.52312831515198
HABP4	4.69696031206207
CNTN2	3.59453031699624
ASNSD1	7.05593260580901
FUT4	5.55377493195533
DBH	3.53980132834285
CD53	5.26198211894325
HIST1H2BJ	3.46770927229756
TFAP2B	3.48582071194239
ACF	5.19314857677149
TMEM11	7.04110147284724
CDH8	3.39496699349895
C3orf32	3.73828351420571
AGPS	5.49069005551289
C4orf18	3.29122930784230
PCCB	8.68529022355706
IPO13	4.76074380081604
PECI	5.45927388628941
UNG	7.20469605771105
C6orf105	4.06303442170341
GSTP1	9.51798541492787
SUV420H1	6.79382018141327
ARHGAP15	3.77045591260633
LTBR	6.41549588920017
TDRKH	3.5891603314665
PSG4	3.47621443842036
SLC9A3R1	7.31154821995041
NBPF3	9.30608088615083
SLC9A3	3.73049200827181
OSBP	6.73412515486542
PRR5	5.3223471213526
CHMP7	5.59623776472478
ADRA1A	3.18694738581371
ASAH1	7.23003964493721
FKBP4	7.50814718045488
ZNF350	4.61297690334962
DOM3Z	5.70866251724447
GIPR	3.74962712764008
AHI1	5.07280155342836
BST1	3.52552331812608
NCR2	3.66717771728133
NADSYN1	5.08656015582116
UBE2W	5.49695700232387
RGS14	3.95216686422106
KRT15	5.24539878292226
SCN11A	3.598219397562
GFI1	3.72529541677679
FHL1	3.82961096849266
SMC6	5.48910033924864
GATA1	3.70491078769852
OSGEP	5.65726730582649
ARMC6	5.28370715024781
HK3	3.41130189044504
PSMD5	7.24618172074741
RSU1	7.84815135781673
RPL4	12.4152880132542
MAD2L1	7.90578563119186
