Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A11_547368
Composite Element REF	Signal
AACS	6.43546616207689
FSTL1	9.70602083213063
ELMO2	5.7364460098185
CREB3L1	4.59635322905747
RPS11	9.78790993050232
PNMA1	9.06875154964823
MMP2	8.82939079684517
SAMD4A	4.17560650171935
SMARCD3	6.82153402398385
A4GNT	3.80018669438713
C9orf39	3.50700495192782
PKNOX2	4.26780667585147
RALYL	3.11858326484966
ZHX3	4.32817773423742
ERCC5	6.20361699786029
RXFP3	2.84663699137805
APBB2	4.71358925297431
BBOX1	3.87728984468909
PRO0478	2.99452202665893
GCSH	8.56772135869176
XDH	3.4604812689592
EDN1	7.58350312065143
MTERF	6.66578870101425
PDCL3	7.56265573486769
CLK4	7.01163846199463
KCNG1	3.60302703827487
CXCR4	7.50609955140142
DECR1	8.3572989581957
SALL1	3.11603867119862
PTPRR	3.74469589841409
CADM4	3.32950799218581
IRAK1	8.07635877958029
CFHR5	3.24809622761038
HNRPD	7.86068028023068
TMSB10	11.6913811380355
CXCL3	4.6528483639404
LMAN1	4.39027091806067
SUHW1	3.37524801671846
CHD8	6.35452542749847
SUMO1	7.84138649902253
GP1BA	3.28072844076356
OR7A10	3.78560851434041
DDB1	7.12690293763121
CHRNA10	3.64771576160125
STYK1	3.24296807092228
MYO9B	4.22963077035338
CCNI	10.1367341183968
MMP7	10.4252728978495
EP300	6.2797447472933
CRNKL1	7.45096365573183
C9orf45	3.11497965196632
XAB2	4.18295379654389
RTN1	4.47599176056132
HIC2	3.81563053261503
TBX10	3.53499551933541
CENPQ	4.48388808887231
UTY	3.05535476467722
OR2W1	2.89014782430005
ATP5G2	10.6909577300560
ZEB1	4.51564871248086
ZG16	3.58966554611167
ERG	3.55547954925882
PARN	7.15590232431359
SOD2	6.95987532517969
JOSD3	8.7643818401958
ADAM5P	3.26313965537687
CHD9	6.78856809855764
hCG_40738	3.81146318692368
STK16	5.1493799697669
PDE1C	3.63065973631191
SEMA4D	5.14087906207806
AGPAT1	6.14120596431239
TOB2	5.33203176646218
BANK1	3.83107553681413
MAP3K3	5.41526312287318
MAX	5.78660216442423
GRM2	3.76562583359263
OSBPL8	7.77750626299286
PROSC	6.3457746112907
NR4A2	6.65696280483606
RICS	5.4318312951962
PIR	3.88779374321515
PPCS	8.23239325871931
IPO9	6.48596783227766
LONP1	7.31934025692396
EVC	4.9315632493764
CXCL13	4.04373939442467
SCYL3	5.94252461732438
KIAA1199	5.78488940421947
SORL1	8.34026046070777
NAT10	7.11639139916035
CHD1	7.01541709424303
SYN3	3.47545377939795
DMC1	3.85925343754271
SLC22A2	3.74537653671269
SERPINF1	9.21931389272728
C20orf27	6.17943852568064
OR7A17	3.13193402639812
RPS6KA5	5.52589687609933
LHB	3.35830725537208
TAOK3	5.28135518483104
STK25	5.86286509116508
SLC12A4	3.72665285947942
BRCA1	4.30780073796379
GBL	5.35348567672595
C14orf108	8.75299358413114
CDC25B	7.02342865640238
BMP3	3.03089727342623
MAP1LC3C	3.24313271612813
TMEM180	3.51260279854379
CRYGC	3.41849682116211
SLK	6.61116892124638
POU3F1	3.19818977144078
C20orf32	3.67862066186672
USP52	6.00095075071324
HIGD1B	3.96181697084644
BAZ1B	6.46129845456482
USP6NL	5.70984517791492
SLCO2B1	4.89642230418239
ABCD4	5.04932577286044
DIMT1L	6.52100933103416
SLC25A46	7.48446128836928
LARP7	6.83049586470171
TEK	3.88364572698856
CD160	3.57205704373153
TERF2IP	8.03377333098246
PHF20	6.35018370550405
COL1A1	9.68442664300337
KIAA0090	4.85838781313327
GTPBP1	4.20603107553772
GRK5	4.05899814065514
AP1S2	6.56411598910303
RAB33B	4.69395491368795
CA11	4.92489285619214
ALDOC	6.73146674887083
NUDT1	5.59589529890889
ZNF212	5.56943902431463
ACBD3	7.89873376382741
ZNF83	7.22972053323793
PRDM2	4.66827203805729
GDPD5	4.71904470688562
PDCD4	6.8972691059938
CEP350	6.65235484388536
FOXP3	3.21573249855521
SMYD3	7.53127709952852
CST7	5.07550363170399
SELL	4.19502895814128
CIAO1	6.27021717989527
LGI2	3.75361748204765
WDR45	6.47732718892081
ANKRD6	8.0595040570544
LTBP4	4.92096865543225
PSCD3	3.29072803674217
PYY	3.04858465426496
KCNC1	2.93342826645930
SIRT6	4.37303903484646
CCL19	3.8175664069772
ARHGEF9	4.56438455589644
ABR	4.93040312246613
C10orf22	7.15427129129614
STK17A	5.06879008420981
FOXE1	3.26459693898928
GML	3.12389989460702
CNGA3	2.82195338919749
CD38	3.36535301564287
ZDHHC6	7.83515594269815
NEFH	3.36016565121026
PGBD5	5.73853257111722
CTDSP2	6.94039488339676
RMND5B	5.54825314134883
ZNF257	3.80882752104143
DUSP4	5.39005018844858
FLJ22167	7.49245663681699
EXOSC7	6.88812097001384
ROR2	3.79111150559078
FOXM1	4.9231338599905
ZBTB48	4.32554482435695
BUD31	7.3940972130415
MAOA	4.52510448847749
CCDC41	6.40636994522206
TNNT3	3.59476299028327
FBXO11	5.74169790686588
GYPC	8.09131270120056
PLIN	3.4401463010925
RFXAP	3.53285242076373
C6orf15	3.94506879429017
RNF4	8.03938681087261
F8A1	8.0430367985237
PPP1R3D	5.2036640406738
GRB2	7.09533987437253
TPM3	3.09812126011321
SYT13	3.60039502222985
EPB42	3.51921535037255
RP5-1077B9.4	4.96901940996499
EIF1	10.8997217292555
CETN3	7.85802274479458
FPGT	5.41689401784351
PRY	3.52528721114192
NTHL1	5.66650250103007
POLR2B	8.08272063651484
RPS28	12.0208495877121
GDF10	3.00197129360733
COQ9	8.21589391392592
P2RX3	2.87959138206884
GCC2	7.4115655527063
RARRES3	6.51769509567433
PLXNA1	5.95775318355356
WBP4	4.91567098490556
KIAA0100	5.69218585644625
PMF1	6.95570018585817
HS2ST1	5.29516776470878
CRELD2	6.60064172263140
C8G	2.99304850887212
CD82	5.85798431616804
PMM1	5.11172820883622
CBLL1	4.36405661922769
LIM2	3.36187378293976
VAX2	3.64635610873504
SETDB1	5.66015914978804
LRAP	6.75345303996836
GCLM	5.97828408367106
CPEB3	3.79739228952607
PPM1A	6.22053199156014
INTS1	3.99700249825184
MMP16	3.0984027345321
CAMTA1	3.33884598833228
SAMSN1	5.61719985605221
DRD3	2.78331091562044
GMPPA	5.31402486609652
C11orf73	6.37485999462588
AIPL1	3.64694416758571
PTP4A2	8.5245959937476
IL24	3.55861946590313
BDKRB1	3.25189886060314
HPCA	3.28841749347702
MLF1	6.44413402586372
SEC14L1	5.95754570380212
CHFR	5.23619452568665
EMILIN1	4.12144498524188
THADA	6.84441403737989
TAF12	4.97214034596394
NDUFS4	9.08983174697196
ID1	6.19614102971824
PIK3CB	3.95635116302907
COL18A1	8.54233878044553
PDZD3	3.21981637790332
TBC1D17	4.88359296694545
COX8A	9.63674276000945
CDCA4	7.14630219409364
C2orf44	4.51208722441531
C9orf16	7.7175473673956
ERBB2IP	8.15085869707513
EMX2	8.3786675369457
