Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B08_433716
Composite Element REF	Signal
AACS	5.49707520834984
FSTL1	7.91867938321305
ELMO2	5.61374799311933
CREB3L1	3.91185916209022
RPS11	9.7921859925104
PNMA1	8.88725371711793
MMP2	6.16560628907831
SAMD4A	3.72537062683755
SMARCD3	8.15060230285277
A4GNT	4.02045405486225
C9orf39	3.23812246882071
PKNOX2	3.93222520678578
RALYL	3.23878621246581
ZHX3	4.01783602452418
ERCC5	6.50858353378813
RXFP3	3.00026809604101
APBB2	3.63944173387019
BBOX1	4.09591624526785
PRO0478	3.20783489157923
GCSH	8.23543083659892
XDH	4.55505598338044
EDN1	6.17541355941126
MTERF	6.97949270703637
PDCL3	7.56130461201993
CLK4	5.85935942376948
KCNG1	3.90985674455818
CXCR4	6.09656637789803
DECR1	8.7668437900661
SALL1	3.09998035214787
PTPRR	3.3329979346684
CADM4	3.31282798901471
IRAK1	8.90098156981373
CFHR5	3.06700050302921
HNRPD	7.83199199736539
TMSB10	12.2357964471442
CXCL3	4.08490195346753
LMAN1	4.27368534828785
SUHW1	3.62021098640257
CHD8	6.75441270096761
SUMO1	8.24564482028273
GP1BA	3.29994274207244
OR7A10	3.89237438577214
DDB1	7.49647883934185
CHRNA10	3.68708153120476
STYK1	3.61358164617185
MYO9B	4.53412652393597
CCNI	10.3593458173596
MMP7	8.6047254833342
EP300	6.16456985403943
CRNKL1	6.95225975148297
C9orf45	3.07507937773368
XAB2	4.49742124041673
RTN1	3.51031784834782
HIC2	3.71152572141093
TBX10	3.72958869486818
CENPQ	4.43609349918832
UTY	3.37598955670409
OR2W1	2.88803175904673
ATP5G2	10.5675365054466
ZEB1	3.22954760269657
ZG16	3.33773608332153
ERG	3.5760205268291
PARN	7.4331735671078
SOD2	5.68034567931551
JOSD3	7.62225272310784
ADAM5P	3.28455754564354
CHD9	6.62538556654376
hCG_40738	3.78128726635921
STK16	5.61575725231585
PDE1C	3.59812430590248
SEMA4D	6.41438665613391
AGPAT1	6.30278211953974
TOB2	5.89337171398925
BANK1	3.01196512557825
MAP3K3	5.55307074177581
MAX	6.04713589688172
GRM2	3.83992544804901
OSBPL8	7.41015953023675
PROSC	6.35140014992492
NR4A2	6.56725714992248
RICS	4.73186321259889
PIR	6.06246024210905
PPCS	9.40454963215282
IPO9	6.00229070918067
LONP1	7.03975811471323
EVC	5.281042837619
CXCL13	4.70777427960743
SCYL3	5.43742089120547
KIAA1199	4.22127218291326
SORL1	9.05179159707094
NAT10	7.60510611152369
CHD1	7.22313499869578
SYN3	3.77789067732463
DMC1	4.37026955004113
SLC22A2	3.82279992138108
SERPINF1	6.18562119781364
C20orf27	6.51618610446657
OR7A17	3.20280164412858
RPS6KA5	5.61455236960992
LHB	3.34254268168485
TAOK3	5.01635978284446
STK25	5.85158407158619
SLC12A4	3.82845980107754
BRCA1	3.50296506396128
GBL	5.36044083509267
C14orf108	8.6162301275727
CDC25B	6.48100228187735
BMP3	3.20590046239774
MAP1LC3C	3.22780144210217
TMEM180	3.2728989793051
CRYGC	3.79537909379518
SLK	6.71121649370247
POU3F1	3.2703505113767
C20orf32	3.7803033659194
USP52	5.38023882935757
HIGD1B	3.6424766973885
BAZ1B	6.89181345627217
USP6NL	5.97789460594174
SLCO2B1	4.07766410097435
ABCD4	5.02897879043145
DIMT1L	5.77930326226531
SLC25A46	7.2023021655317
LARP7	7.18080120719698
TEK	3.39834849863068
CD160	3.99524683329300
TERF2IP	6.66402902993659
PHF20	6.07562358855717
COL1A1	7.06935060469757
KIAA0090	6.49855878406104
GTPBP1	4.36524647351914
GRK5	3.72677975225473
AP1S2	4.75950473195931
RAB33B	4.37263341538627
CA11	4.50299115621544
ALDOC	5.41844856607841
NUDT1	5.55657785347226
ZNF212	5.45516928944889
ACBD3	7.39356302205921
ZNF83	6.27926653709723
PRDM2	4.74645804267249
GDPD5	5.80086317691524
PDCD4	6.61502418011516
CEP350	6.33714861317351
FOXP3	3.40405855031817
SMYD3	5.9054656923774
CST7	4.23927802837777
SELL	4.32538863492252
CIAO1	6.15805459538085
LGI2	3.71635593338087
WDR45	6.46715413480539
ANKRD6	6.56625243896138
LTBP4	3.69497440699837
PSCD3	3.18418359644027
PYY	3.35308825553856
KCNC1	3.1465080807396
SIRT6	4.04721163165283
CCL19	3.94060753237582
ARHGEF9	4.2328715994311
ABR	4.70544498124579
C10orf22	7.01698948625875
STK17A	4.69635451118062
FOXE1	3.22314811170432
GML	3.26888589895613
CNGA3	3.02853624580763
CD38	4.09340386238245
ZDHHC6	8.41650325050259
NEFH	3.53753064835259
PGBD5	3.64065878004909
CTDSP2	7.21012715714053
RMND5B	6.19692549680332
ZNF257	4.27489935107122
DUSP4	3.68764724570416
FLJ22167	5.7955823232932
EXOSC7	7.2456484466989
ROR2	3.28316594685925
FOXM1	5.6992910518865
ZBTB48	4.4084369061498
BUD31	8.86332678448899
MAOA	3.59540751455824
CCDC41	4.97385192518849
TNNT3	3.66961574317549
FBXO11	5.51789845740773
GYPC	7.78072267423869
PLIN	3.50270933489452
RFXAP	3.23876537034060
C6orf15	5.46463772854344
RNF4	8.95444421040014
F8A1	9.25172755719706
PPP1R3D	4.28301146175545
GRB2	7.35048777789063
TPM3	3.26200650072358
SYT13	3.81585017625374
EPB42	3.74093166422789
RP5-1077B9.4	5.41326055555468
EIF1	10.1523331247967
CETN3	6.7323636080291
FPGT	5.93071333873502
PRY	3.51540171925969
NTHL1	5.65133138144081
POLR2B	8.44670370667828
RPS28	12.2680443513119
GDF10	3.210145592388
COQ9	7.35404325501341
P2RX3	3.00378586986875
GCC2	6.86243550711206
RARRES3	7.60949078706115
PLXNA1	5.75906752397617
WBP4	4.45550833655548
KIAA0100	6.18923775726183
PMF1	6.80762810291732
HS2ST1	4.8547806107488
CRELD2	6.23526867042063
C8G	3.07845721677662
CD82	6.74484553708307
PMM1	5.92187978973707
CBLL1	4.28095380557161
LIM2	3.39198429487452
VAX2	4.05643397508546
SETDB1	4.92978880933927
LRAP	7.27715797246039
GCLM	7.06629387122886
CPEB3	3.74821220110753
PPM1A	6.05237169608886
INTS1	3.77234145842393
MMP16	3.19287837504196
CAMTA1	3.62410122046058
SAMSN1	5.78065089585828
DRD3	2.84365159088178
GMPPA	5.43778051378264
C11orf73	6.26807819973963
AIPL1	3.72555577459516
PTP4A2	8.91905525378551
IL24	3.40460835845565
BDKRB1	3.68209082516925
HPCA	3.32194666889409
MLF1	5.93166937411833
SEC14L1	5.81049936497848
CHFR	4.3351286191496
EMILIN1	3.61166367474096
THADA	6.52481261002988
TAF12	5.26617717353068
NDUFS4	8.15114400795122
ID1	5.2564246701942
PIK3CB	3.89941584027494
COL18A1	6.4006743939687
PDZD3	3.52004575898362
TBC1D17	3.80453253209971
COX8A	10.5539293414289
CDCA4	7.88305201860294
C2orf44	4.52869387261556
C9orf16	8.21684145772653
ERBB2IP	7.69935100123451
EMX2	9.53664456527065
FUS	7.604138286728
NIPSNAP3B	3.95825736869279
TF	3.27390911330018
CXorf56	5.08825981124959
CLCN4	3.63547745685877
PWP2	5.01222111672047
MMP15	3.67108468438576
MTMR14	6.39060286750253
NPR1	6.92265589752366
DNAL4	5.80849820270096
ELAC2	4.56366376739088
ASS1	11.2102903900916
IPP	5.99939612854000
TMEM59	9.69157176420284
POLR2J	8.78709778612293
SEC23IP	6.50720123472855
RGS4	3.87547020984610
UQCRC1	9.52152975429257
SNX6	7.39944365812716
DDX18	7.46611530597274
POLG	4.87995224870673
ADAM23	4.29355037007008
ZNHIT2	5.00502499884319
TFR2	3.53360171498422
NCDN	4.30751157478738
RAG1	3.1949605989749
POMT1	5.19783684584977
CYP1A1	3.38723982520675
SNAPC1	6.21196298354681
GNA11	5.32496348892585
CCDC52	2.65147832303744
CAPN1	6.95298362274871
DDHD2	6.67672843923796
UPF3A	5.846310548701
LAGE3	6.52287254471637
GNRHR	3.10361581645837
UNC13B	5.33726732429561
TTLL4	4.56884748854389
PPBP	2.91615946901086
HTR3A	6.03374073797105
SDC2	7.96720417891236
ANKRD49	7.20565873725744
BTF3	10.3070216298280
COX7A2	11.2045792035086
SARS	8.64533849632317
C13orf18	4.13080493847638
CACNB1	3.98178274391387
QKI	5.82628730458565
SETMAR	6.31069071180021
LAMB4	3.57362557800481
MAN2B1	6.65711680835521
EML3	4.79221449550557
ACADL	3.23134278248694
OFD1	7.19191239631758
CGA	3.45877518352325
EIF3EIP	10.1534699270588
PEX16	5.45338468662989
GNG12	8.18453215947203
HABP4	4.6032586850052
CNTN2	3.63389986275668
ASNSD1	8.22663268124114
FUT4	4.61176418071029
DBH	3.6640781979639
CD53	7.3635782906063
HIST1H2BJ	3.32278610191846
TFAP2B	3.2922695290725
ACF	3.77609181616939
TMEM11	6.20497927421947
CDH8	3.36127035626515
C3orf32	4.28988436671604
AGPS	5.31679968621484
C4orf18	3.01782379386688
PCCB	7.02607490800567
IPO13	4.80873425126468
PECI	8.26581503433483
UNG	7.33112865973817
C6orf105	3.74457652530160
GSTP1	9.8625653794537
SUV420H1	7.49182619034851
ARHGAP15	4.35785157568064
LTBR	6.89885736568905
TDRKH	3.12210426085378
PSG4	3.70794780156553
SLC9A3R1	6.83401469220605
NBPF3	8.55832272818613
SLC9A3	3.86319679158543
OSBP	6.61531936224936
PRR5	4.41200677854532
CHMP7	6.65933854022454
ADRA1A	3.10820203054872
ASAH1	6.98795119882297
FKBP4	7.6408479546295
ZNF350	4.61381194167266
DOM3Z	4.87395038753502
GIPR	3.74481084856783
AHI1	4.25734021732519
BST1	4.88164527499279
NCR2	3.64273338042429
NADSYN1	5.32884952061132
UBE2W	6.95699954318222
RGS14	4.45610044305031
KRT15	4.46983083149811
SCN11A	3.68522177220945
GFI1	3.73655903869378
FHL1	4.95519031608612
SMC6	6.79433584106805
GATA1	3.55996727169314
OSGEP	5.47032684510398
ARMC6	5.15806893000319
HK3	3.71542780200859
PSMD5	7.28280649258078
RSU1	7.4799968091016
RPL4	12.0830468591415
MAD2L1	7.19841581435144
RBPMS	5.89315791331612
EIF4A3	9.4610793343039
E4F1	4.77563147812776
DLEC1	3.39420151493163
PRPF3	6.31363247511207
EMR1	3.0210619744481
CHMP2B	7.46920072905394
CAMSAP1	4.22265975588132
RPS21	8.66777597232163
XCR1	3.26713214422072
ARID5A	4.19766185029815
RBM6	5.11153449045473
UBE2N	7.7782607498766
KLF4	5.42711561788646
MGC4172	4.55993682341181
LMO4	6.46712950130497
KLKB1	3.06217825553243
HDAC3	6.95605217376446
HP	6.36091618737713
SCHIP1	5.65659408939557
BTK	4.19186015061312
KRCC1	8.08593417825573
PRND	3.05982072160156
C6orf27	3.6238178746479
PIGL	3.78700479526903
CLCA1	3.47571055129524
C1orf112	4.11778021040279
OLFML2A	6.15481285663204
HUS1	5.01049822744715
SFRS6	7.44181161960723
CXCR7	4.46177093648068
UIMC1	6.5416978651279
FXYD2	3.23772156729129
GOT2	7.33245101050651
ZNF667	3.58854103076344
TFEC	4.2773108150803
ATP7B	3.90128500916876
RAB38	4.01758340643192
POLD2	7.8512213766098
PPM1H	3.84792243614512
DCX	3.31478098308614
NFYC	5.89934023384625
ZNF228	3.87017091004723
KIN	5.95575462990419
PLSCR4	5.90174331641578
HIST1H4I	3.97684866851585
PPARGC1A	2.9067585986185
HIG2	6.23180741197048
KCNK10	4.01736065129646
EXOC1	7.81305151899806
OR6A2	3.89778167463127
ETFA	8.65766081523105
PDAP1	5.82504203612896
C19orf6	3.58474773573321
POLRMT	4.11630239227695
ZNF146	8.56555954370014
MIA2	3.2124148957297
LY6G6E	3.08828229802611
EIF4E2	7.42066226261453
NENF	5.17929242059844
HOXB5	5.74475491414599
ZNF324	4.098710012331
CUGBP1	4.44664250485308
ENTPD7	4.01775992097187
TTC13	5.39891783488176
GJB5	3.23925238523193
PRSS22	4.62673749504696
CYP3A5	3.5860711334379
MBOAT5	4.67464044972607
CUL4B	5.4631088579222
CENPJ	3.31230757481967
KIAA0664	6.09949453471429
PITX1	4.73901169918195
PDGFRB	4.73566643718817
RDX	5.80153865167859
CELSR3	3.86050221517161
JUND	6.59530700093013
ITSN1	4.38242626827143
CHRNB1	3.5734969544058
EHBP1L1	3.7082486779158
C19orf2	7.81001495625755
FETUB	3.20365104805006
CAMK2B	3.22240180664487
DCTN1	6.50359612146381
TNKS2	6.37411986413932
MRTO4	8.4808261867831
C1QBP	6.36927024733624
TTC3	6.59856517389048
NDUFB8	9.3323567629306
