Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B11_458680
Composite Element REF	Signal
AACS	6.13072247148616
FSTL1	8.31129251794371
ELMO2	5.84102737552248
CREB3L1	3.77533639480957
RPS11	9.83721059741769
PNMA1	7.95489969217867
MMP2	7.32282061508972
SAMD4A	3.74561134552564
SMARCD3	5.58759761863513
A4GNT	3.4979861665123
C9orf39	3.23257243550681
PKNOX2	3.77518988567509
RALYL	3.51507971038831
ZHX3	4.06476940302719
ERCC5	6.35152349027661
RXFP3	3.12712153232311
APBB2	4.38225658877429
BBOX1	6.58375651307535
PRO0478	2.90945503002083
GCSH	7.93629753886368
XDH	3.69254984460258
EDN1	5.52383638435534
MTERF	6.85087213099987
PDCL3	6.39961628250181
CLK4	7.52396700058781
KCNG1	4.22663797254994
CXCR4	9.43983785737195
DECR1	7.53291554048862
SALL1	3.37857996489457
PTPRR	3.21063983680048
CADM4	3.35341110128390
IRAK1	7.87902966746323
CFHR5	3.2891896808983
HNRPD	7.97864011802142
TMSB10	12.1180903615593
CXCL3	4.65125210121932
LMAN1	3.9510567320397
SUHW1	3.53019139277593
CHD8	6.38036408890242
SUMO1	8.52664370199416
GP1BA	3.40609780390204
OR7A10	3.70282032120232
DDB1	7.68076084019382
CHRNA10	3.52998618335721
STYK1	3.59811658013991
MYO9B	4.28201687709942
CCNI	10.7908516805310
MMP7	9.90360028086735
EP300	5.76828641259095
CRNKL1	6.72678983252903
C9orf45	3.12096428760282
XAB2	4.05767763082627
RTN1	4.50618746516675
HIC2	3.77537749106476
TBX10	3.54068027323578
CENPQ	4.69207898400451
UTY	3.20510937402023
OR2W1	2.78445542958805
ATP5G2	10.5666135094917
ZEB1	3.17786293913942
ZG16	3.37986972613614
ERG	3.37626531658167
PARN	7.13482094745443
SOD2	7.5245384869424
JOSD3	8.68317079027806
ADAM5P	3.28536044852246
CHD9	7.16780262746307
hCG_40738	3.86648678054295
STK16	5.94591011378052
PDE1C	3.42558984892992
SEMA4D	5.07766736035378
AGPAT1	7.12263939448058
TOB2	6.16988831134359
BANK1	4.89252123117164
MAP3K3	5.56182118904889
MAX	5.13992226031594
GRM2	3.55197023260687
OSBPL8	7.14590541039156
PROSC	5.9641278098003
NR4A2	4.54514371459878
RICS	5.13185554795916
PIR	5.56342323054172
PPCS	9.94447615590288
IPO9	6.25436115655656
LONP1	6.88856991480583
EVC	4.72997146935918
CXCL13	5.77112984949616
SCYL3	5.34348896193906
KIAA1199	5.55059520521198
SORL1	8.79970068719785
NAT10	7.49382748139436
CHD1	5.19009804662518
SYN3	3.85549642375837
DMC1	3.7264556910673
SLC22A2	3.67127390726204
SERPINF1	7.30893501516401
C20orf27	5.20008605471147
OR7A17	3.22168933237811
RPS6KA5	4.31736306465837
LHB	3.25247776179778
TAOK3	5.46189767969034
STK25	6.80072032343261
SLC12A4	3.56871577129893
BRCA1	3.92850590562352
GBL	4.73791098254577
C14orf108	7.40551934932221
CDC25B	7.69535033136364
BMP3	3.34545384203631
MAP1LC3C	3.54364477082907
TMEM180	4.28615105743672
CRYGC	3.4549474796769
SLK	6.26021176149957
POU3F1	3.20273365227343
C20orf32	3.98784583929175
USP52	5.50449424405402
HIGD1B	3.61381767330264
BAZ1B	6.87887704675392
USP6NL	5.72058923442197
SLCO2B1	4.12736213717647
ABCD4	4.48329288600407
DIMT1L	6.2990075742441
SLC25A46	6.67169265823798
LARP7	7.16621963913242
TEK	3.42816628505681
CD160	3.71962424210564
TERF2IP	7.49575440638152
PHF20	6.28298361592869
COL1A1	7.34212907391011
KIAA0090	6.57584308000716
GTPBP1	4.42864233045016
GRK5	3.58227029632547
AP1S2	5.73184923258085
RAB33B	4.98936825199108
CA11	3.97565418126864
ALDOC	5.52806487491379
NUDT1	6.99686910065204
ZNF212	4.98160603956952
ACBD3	7.45945513316447
ZNF83	6.19574796043296
PRDM2	5.11658668735703
GDPD5	4.1313836455806
PDCD4	6.14356460702724
CEP350	5.83767720470164
FOXP3	3.35100134469269
SMYD3	6.66903166322109
CST7	4.91744237616181
SELL	4.24171656019303
CIAO1	5.6118561268472
LGI2	3.6883207515072
WDR45	6.04074890597103
ANKRD6	6.464968203476
LTBP4	3.49832284884231
PSCD3	3.3587983319486
PYY	3.31539532154025
KCNC1	3.11034646145224
SIRT6	4.15990089343805
CCL19	3.7448004829029
ARHGEF9	4.32685241886496
ABR	4.38651575590056
C10orf22	6.94607178452471
STK17A	5.41726407342602
FOXE1	3.19733084522794
GML	3.05879258722964
CNGA3	3.00411517359188
CD38	3.69768049039486
ZDHHC6	7.28823948684294
NEFH	3.27944480405096
PGBD5	3.31873752455834
CTDSP2	7.18991487285999
RMND5B	7.07850428820973
ZNF257	3.84271987818192
DUSP4	3.97297312715649
FLJ22167	5.94386521464177
EXOSC7	6.99343132601657
ROR2	3.56299477313866
FOXM1	5.18142921330166
ZBTB48	5.70292534439514
BUD31	8.01658728301373
MAOA	3.98619567720986
CCDC41	5.27945259741363
TNNT3	3.72650308878104
FBXO11	5.71858335663604
GYPC	6.72585133766805
PLIN	3.61942722365558
RFXAP	3.47588652991451
C6orf15	3.67037250006564
RNF4	8.1826089433756
F8A1	7.93389520203224
PPP1R3D	5.47830316665858
GRB2	7.5751200297257
TPM3	3.36417046453544
SYT13	3.7330651945801
EPB42	3.51842864867719
RP5-1077B9.4	5.24287215243212
EIF1	10.2106318113264
CETN3	7.99191086230384
FPGT	5.06391854393363
PRY	3.42702710032449
NTHL1	5.43147337455093
POLR2B	8.69705218397152
RPS28	12.0591262458873
GDF10	3.05175808122168
COQ9	7.96990430668978
P2RX3	2.96489430130324
GCC2	7.2579518894665
RARRES3	8.16895805854123
PLXNA1	5.859054716083
WBP4	4.94549822233697
KIAA0100	5.78231519532461
PMF1	7.38824410800956
HS2ST1	4.89077804142047
CRELD2	6.67830010804101
C8G	3.01681270743470
CD82	5.53831730797756
PMM1	4.5544676537062
CBLL1	4.53217564183353
LIM2	3.35976497323617
VAX2	3.33704432447211
SETDB1	5.57529791177461
LRAP	3.11234993754949
GCLM	5.92092160297702
CPEB3	3.53257458982506
PPM1A	5.25150552580625
INTS1	4.93817520897184
MMP16	3.21042655208558
CAMTA1	5.38736553028057
SAMSN1	5.3856961524785
DRD3	2.76452985592548
GMPPA	5.58583155389026
C11orf73	6.15630717111867
AIPL1	3.63465963172872
PTP4A2	9.4006926327123
IL24	3.35803931275140
BDKRB1	3.44820517719988
HPCA	3.38909654243479
MLF1	7.83427882047643
SEC14L1	7.22200432714297
CHFR	5.57719011437687
EMILIN1	3.17456732374833
THADA	6.13139071112566
TAF12	6.04868758246003
NDUFS4	8.60034533676966
ID1	6.46394138992448
PIK3CB	4.65744243022082
COL18A1	7.42619231219096
PDZD3	3.32948595672983
TBC1D17	4.69145824349652
COX8A	9.61486640300973
CDCA4	6.07385178298017
C2orf44	4.27212314775435
C9orf16	6.48070639533112
ERBB2IP	8.5746838315299
EMX2	8.94289710062121
FUS	7.14750043063397
NIPSNAP3B	3.87787965828771
TF	3.52667844255677
CXorf56	5.36043909358757
CLCN4	3.91906707774716
PWP2	5.67414441365305
MMP15	5.82846231913919
MTMR14	5.96687865875431
