Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F12_491286
Composite Element REF	Signal
AACS	7.31989809760224
FSTL1	6.93670577578881
ELMO2	5.79664932851548
CREB3L1	3.88917045730584
RPS11	10.5516945341087
PNMA1	8.45347009458147
MMP2	6.49877618039834
SAMD4A	3.8875554092243
SMARCD3	8.02120552542628
A4GNT	3.5609715880618
C9orf39	2.99496278769203
PKNOX2	3.90198778560148
RALYL	3.4527143098436
ZHX3	4.32356718997732
ERCC5	6.10294995740627
RXFP3	2.9327446977605
APBB2	4.75687033463339
BBOX1	8.4222923309107
PRO0478	2.92797195959451
GCSH	8.05680273667398
XDH	3.77503170341829
EDN1	3.67673672359023
MTERF	6.9066064064186
PDCL3	7.4033420949536
CLK4	6.35769844251045
KCNG1	3.71924435317859
CXCR4	8.88679720070208
DECR1	8.64519147784278
SALL1	4.10890087519784
PTPRR	3.58966840315746
CADM4	3.21557150945958
IRAK1	9.40475555348378
CFHR5	3.01421070451488
HNRPD	7.99127530528232
TMSB10	12.2516232630375
CXCL3	4.07324053612524
LMAN1	3.6813243192674
SUHW1	3.58392966191923
CHD8	6.05411904313692
SUMO1	7.89265268449974
GP1BA	3.38129447441983
OR7A10	3.63023556928318
DDB1	7.78567066870092
CHRNA10	3.65273558361616
STYK1	3.61633222314581
MYO9B	4.67594368467152
CCNI	9.8313142997931
MMP7	7.45302466166017
EP300	6.82922518626947
CRNKL1	7.33042907422227
C9orf45	3.3440781921453
XAB2	4.70690235285301
RTN1	4.66626811096917
HIC2	4.19088505223943
TBX10	3.44843457977841
CENPQ	4.57976397071156
UTY	3.11385231021322
OR2W1	2.84658199961664
ATP5G2	10.5658138995488
ZEB1	3.47778247213561
ZG16	3.6190846204228
ERG	3.79023254373918
PARN	7.15335750878342
SOD2	7.06028198027537
JOSD3	6.66017503918434
ADAM5P	3.37416670566074
CHD9	5.87444935541072
hCG_40738	3.73978750998232
STK16	5.30726335680269
PDE1C	3.68962043634752
SEMA4D	6.53340055492625
AGPAT1	6.32621317352338
TOB2	6.94325598225615
BANK1	4.94970775576753
MAP3K3	5.57460472905986
MAX	5.27568264181555
GRM2	3.64313296594731
OSBPL8	7.54193271934517
PROSC	6.37114942266505
NR4A2	4.89184728688074
RICS	4.29890188955054
PIR	5.06130592243946
PPCS	8.83545108972343
IPO9	5.8752020781005
LONP1	6.68108460207099
EVC	4.02064123865973
CXCL13	8.12792082180347
SCYL3	6.03226673086969
KIAA1199	5.07786959044419
SORL1	7.48672910608476
NAT10	6.71923871206138
CHD1	6.3992537996176
SYN3	3.78117498607767
DMC1	3.80018886722236
SLC22A2	3.79369885211893
SERPINF1	7.41062098188191
C20orf27	6.1251689135223
OR7A17	3.21025263110560
RPS6KA5	4.95067193469808
LHB	3.24019330670907
TAOK3	5.49234404236365
STK25	5.8898502936281
SLC12A4	3.49684073664046
BRCA1	4.17313970940514
GBL	5.25088330918762
C14orf108	8.89794116892754
CDC25B	6.49296265322015
BMP3	3.08245785106467
MAP1LC3C	3.29474988126989
TMEM180	3.78277820427687
CRYGC	3.55778596953397
SLK	6.4952280162738
POU3F1	3.15557549318565
C20orf32	3.94005653396406
USP52	5.71362113468774
HIGD1B	3.99322416293123
BAZ1B	6.32259482073056
USP6NL	5.73185751705234
SLCO2B1	4.79563057494598
ABCD4	4.71579382763885
DIMT1L	6.79995596016749
SLC25A46	8.41474626026082
LARP7	6.90292763044293
TEK	3.98994169781043
CD160	3.89128170172171
TERF2IP	8.32761691945873
PHF20	5.76308711842624
COL1A1	6.67155888278133
KIAA0090	6.70878279466091
GTPBP1	4.73730387877322
GRK5	3.96406151475568
AP1S2	5.45804533549842
RAB33B	5.0842458929939
CA11	4.66415037315849
ALDOC	6.30449908235143
NUDT1	5.46276310684117
ZNF212	5.51831314002335
ACBD3	8.55312384048523
ZNF83	7.4950124031691
PRDM2	5.10572263797515
GDPD5	5.27303960660494
PDCD4	5.99569384162089
CEP350	6.30928205050642
FOXP3	3.25143820179541
SMYD3	7.38949230853008
CST7	6.20286948335745
SELL	4.98325388807638
CIAO1	6.93278406872167
LGI2	3.70188819594858
WDR45	7.36391563635497
ANKRD6	6.97901700495749
LTBP4	4.61444958632206
PSCD3	3.18296940086699
PYY	3.06865660265533
KCNC1	3.08237842131999
SIRT6	4.42045821388751
CCL19	4.05271712323471
ARHGEF9	4.12131407425525
ABR	4.42532989014801
C10orf22	6.78792546947758
STK17A	5.12291660001634
FOXE1	3.59380848356750
GML	3.4316660532359
CNGA3	3.08428012256056
CD38	6.95831030012486
ZDHHC6	7.79772029402717
NEFH	3.36891031286796
PGBD5	4.04580131410080
CTDSP2	6.97098503257407
RMND5B	6.34632868381694
