Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C09_433688
Composite Element REF	Signal
AACS	6.10605760327043
FSTL1	6.29214509044992
ELMO2	4.16388349829341
CREB3L1	3.98144351168637
RPS11	10.1291602062776
PNMA1	7.04025995089735
MMP2	5.84019704620248
SAMD4A	3.60880076193234
SMARCD3	7.69796040378792
A4GNT	3.87627055854977
C9orf39	3.43762382485221
PKNOX2	4.14441272551977
RALYL	3.50300766083954
ZHX3	4.07525944381089
ERCC5	7.18352771247134
RXFP3	2.92296052731815
APBB2	3.32520016944763
BBOX1	7.09019804870495
PRO0478	3.1600519000459
GCSH	7.49019230180377
XDH	3.77694681334314
EDN1	5.82056074381951
MTERF	6.86867600854896
PDCL3	6.33503659146482
CLK4	7.51022233710015
KCNG1	3.48800117304656
CXCR4	8.5092422268592
DECR1	8.12119105769588
SALL1	3.22347810773163
PTPRR	3.81394427964352
CADM4	3.31522614191133
IRAK1	8.35748367974612
CFHR5	3.74672270661572
HNRPD	6.99407301448879
TMSB10	12.2258825888619
CXCL3	3.42786255631227
LMAN1	3.56694639475085
SUHW1	3.33152834873021
CHD8	6.04000821823165
SUMO1	7.820270131647
GP1BA	3.25845116231493
OR7A10	4.15808927567423
DDB1	7.49393226643113
CHRNA10	3.89033766988317
STYK1	4.20812478771024
MYO9B	4.25339913473024
CCNI	9.35009708575825
MMP7	10.5740244346988
EP300	5.90597453161547
CRNKL1	6.02189545547423
C9orf45	3.17444038367478
XAB2	5.95578717121124
RTN1	3.97805604984198
HIC2	3.79500813358024
TBX10	3.76926814668674
CENPQ	3.94373494834838
UTY	3.25352248822164
OR2W1	3.0110963613558
ATP5G2	10.3286283655504
ZEB1	3.29564914086283
ZG16	3.73918222584008
ERG	3.76245270412619
PARN	6.3051924223604
SOD2	6.18192111215329
JOSD3	7.6654606203975
ADAM5P	3.38772010157418
CHD9	6.58104641975619
hCG_40738	3.41513440824774
STK16	5.06684748083615
PDE1C	3.6407835387821
SEMA4D	3.92466012034523
AGPAT1	5.25091886339431
TOB2	6.22984020839697
BANK1	3.17256546015373
MAP3K3	5.45964711243878
MAX	4.98497423769153
GRM2	4.19325568060024
OSBPL8	6.69798542370456
PROSC	5.41189457802967
NR4A2	4.85739248094684
RICS	4.17660734694195
PIR	4.14280307028388
PPCS	8.19615874384085
IPO9	5.6659458843903
LONP1	6.23926928644744
EVC	3.78441029751816
CXCL13	4.29248088159301
SCYL3	5.17306740685472
KIAA1199	3.65438812005677
SORL1	6.47770948333117
NAT10	8.46069323188627
CHD1	5.90345078923234
SYN3	3.96877136584183
DMC1	4.16293215933158
SLC22A2	3.89291833373324
SERPINF1	5.57368404999141
C20orf27	5.27778102035258
OR7A17	3.21190195564622
RPS6KA5	4.11463976286006
LHB	3.36013724560088
TAOK3	4.92177457648572
STK25	5.21405137282256
SLC12A4	3.93277280711480
BRCA1	3.6475406601247
GBL	5.26441668458535
C14orf108	7.94011345392355
CDC25B	6.05422290236531
BMP3	3.30409308710633
MAP1LC3C	3.30272174760113
TMEM180	3.43177124417303
CRYGC	3.8300807169695
SLK	5.4686759926376
POU3F1	3.56340181651244
C20orf32	4.10070131369457
USP52	5.9438895320979
HIGD1B	3.69499246720434
BAZ1B	5.79141689427405
USP6NL	4.35978119012426
SLCO2B1	3.98672195920295
ABCD4	4.49559474077677
DIMT1L	5.81759773066916
