Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D05_297990
Composite Element REF	Signal
AACS	7.178172600472
FSTL1	9.96393720333541
ELMO2	5.8590847725645
CREB3L1	3.73128992074556
RPS11	9.74555144162228
PNMA1	7.44762646688489
MMP2	6.52673490910899
SAMD4A	3.74006853672138
SMARCD3	7.60263714017486
A4GNT	3.32501277768795
C9orf39	3.5052202401463
PKNOX2	3.95388790698486
RALYL	3.47304524698912
ZHX3	4.22368785168240
ERCC5	6.10644377159135
RXFP3	2.88242625331454
APBB2	4.07360421017788
BBOX1	5.48017374520982
PRO0478	3.10914326219212
GCSH	6.9102793944661
XDH	3.42514878772891
EDN1	3.87299381587127
MTERF	6.17209707335657
PDCL3	7.60616119071045
CLK4	6.08464637675195
KCNG1	3.41712278599462
CXCR4	7.84915986211483
DECR1	7.18909037841851
SALL1	3.43794353347120
PTPRR	4.58297484715599
CADM4	3.31348772286048
IRAK1	9.76868883680572
CFHR5	3.10343381241821
HNRPD	8.19053485610761
TMSB10	12.4885058123309
CXCL3	4.53461956111145
LMAN1	4.41861738747679
SUHW1	3.29707634911033
CHD8	5.71727436720194
SUMO1	7.19455127765942
GP1BA	3.40539352810984
OR7A10	3.52666029638788
DDB1	7.19699511321905
CHRNA10	3.70461691802
STYK1	3.64306898243338
MYO9B	4.16487854626294
CCNI	10.2321723312136
MMP7	6.13003207715488
EP300	6.03570978104894
CRNKL1	6.25821937855139
C9orf45	3.25765860115731
XAB2	4.56560416669964
RTN1	4.78358509033255
HIC2	3.77799318388912
TBX10	3.51882145297919
CENPQ	4.29368773604983
UTY	3.17908280534702
OR2W1	2.92611009872396
ATP5G2	10.5742953216838
ZEB1	3.74065337874222
ZG16	3.41961434331232
ERG	3.68267564321805
PARN	7.94743013850627
SOD2	6.99926019896072
JOSD3	6.25797001126094
ADAM5P	3.00978403397196
CHD9	4.64579792871535
hCG_40738	3.68925016197992
STK16	4.44030880019474
PDE1C	3.62787604545028
SEMA4D	6.59089720814027
AGPAT1	6.51976784965263
TOB2	5.77445249178035
BANK1	5.20214266062561
MAP3K3	5.37122840538515
MAX	5.22579067499118
GRM2	3.70587438681701
OSBPL8	7.14026826139642
PROSC	5.34415216771019
NR4A2	4.34250199086914
RICS	3.88597028624618
PIR	5.27059903118276
PPCS	8.83355423323504
IPO9	6.84871939671502
LONP1	8.13148664210202
EVC	3.97293667784247
CXCL13	7.24913240940161
SCYL3	5.4953993123741
KIAA1199	6.37240904051117
SORL1	7.30468706889148
NAT10	6.24021456502734
CHD1	5.98726834975652
SYN3	3.30276664337134
DMC1	3.70260454534278
SLC22A2	3.58569977390835
SERPINF1	6.8357529216134
C20orf27	5.31186193003726
OR7A17	3.01710285127755
RPS6KA5	4.87184058101222
LHB	3.29558230434456
TAOK3	4.68818178461459
STK25	5.80836857558158
SLC12A4	3.51004313079543
BRCA1	4.32473377284553
GBL	5.8140877861227
C14orf108	7.92622350359823
CDC25B	7.89103939916804
BMP3	3.08386752918205
MAP1LC3C	3.43322897445008
TMEM180	3.37447239880533
CRYGC	3.75961607029587
SLK	5.29655316133277
POU3F1	3.35320727797408
C20orf32	3.74702574972741
USP52	6.82900960270433
HIGD1B	3.84304617550654
BAZ1B	6.64267015030206
USP6NL	5.11847775873544
SLCO2B1	4.4117724143202
ABCD4	4.40800262330817
DIMT1L	5.70857317083541
SLC25A46	7.02240659062625
LARP7	7.1807772343978
TEK	4.14945439956168
CD160	3.57895446345202
TERF2IP	8.26186766249073
PHF20	6.14760818275724
COL1A1	5.66150934156795
KIAA0090	6.96810610182729
GTPBP1	4.50933127842037
GRK5	3.85022261257487
AP1S2	6.19232863815916
RAB33B	4.32478416796875
CA11	4.44287909778119
ALDOC	4.97215700279298
NUDT1	6.5643850211052
ZNF212	5.48055664202731
ACBD3	7.70871765879215
