Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B06_433720
Composite Element REF	Signal
NUBP1	6.39157898601498
DSCAM	3.97678767432261
INA	3.54702241666283
DGKI	3.38654062098073
MCOLN1	4.1305498253228
FAM136A	7.77622799102255
RIN3	3.72069975546872
NFIX	3.46139113966456
SLC16A6	4.56522343238813
AKAP1	5.32417491437716
PSG2	2.91179480890845
HIBCH	7.3633275023197
PLA2G5	3.02433501110515
TIMM10	7.25082405022926
MED17	6.41004149085613
PSORS1C1	3.40654732206151
KIAA0495	4.74585503850348
LPA	3.06634626878013
PIGA	6.53293990800515
COL4A4	3.11674055139434
LY75	7.75508286122721
TPP1	6.75526107654665
UTS2	2.98774610919024
GJA3	3.31653110325142
GALNACT-2	6.43184480951927
RREB1	3.22352730603052
TMPRSS5	3.78097962557966
MGC3196	8.58309746241506
FLJ31568	3.3538837958981
DNMBP	5.37740688655768
LPHN1	5.99651770956813
NQO1	7.31332537824906
ZSCAN2	3.1158982224325
SP1	3.52786866691607
TOX4	5.60322064586586
SEC24C	6.83580293171892
HSPA9	8.24717899563023
APOBEC1	3.04883090480637
SURF1	9.16763007510368
LSM5	8.03034164916666
ZBTB1	4.98754220471805
GTF2F1	5.68319039126224
DUSP21	3.12458833864250
RPS15A	12.2110059887244
TAF1	4.72499432922059
GINS4	5.48451857121091
MYO15A	3.29770862526397
AP1G2	5.51510654720621
RBM42	6.48383016608736
HCN2	3.44741547617024
UTP3	7.98327859452632
HNRPA3	7.90745715571626
CKLF	6.69599445432902
U1SNRNPBP	6.88330349810272
FLJ20674	4.20395985254868
RUSC1	7.20344105907618
MBNL1	7.16672073390203
NUP160	5.7453881293071
GRIK5	4.09665323312292
USP21	6.60383911029946
FLJ22639	3.47886859324123
HAND1	3.21407020279314
ORMDL2	8.14544818896432
SERPINB1	6.93078181553791
FGA	3.12400879256945
PRSS7	3.06541712082778
IGFBP1	3.05915364836478
SLC1A1	5.10399271751144
DHX57	4.4696534916366
PSAT1	7.35286728400852
FLJ13195	5.04370652523917
GDPD3	4.04710110748944
PTPN21	3.46635669161061
TBR1	2.99482790684814
TBC1D1	5.18509939703617
IFNG	3.12479198441634
FOS	5.55484959772237
IQGAP1	9.36780824596083
ZNF226	5.81627256405947
EMD	5.41749162400022
RETN	3.71272975435213
APH1A	8.2848664507616
C14orf1	5.50936655920112
PUS7	6.80437950432558
PAFAH2	4.37321259025982
NPEPL1	5.27179255577918
RP11-114G1.1	3.32354190265536
TUBB6	7.98309511294103
FOXL2	3.3100115242086
LATS1	3.46372092484583
BAZ2A	5.6998253182214
KCNQ2	2.99182801703824
SPOCK2	5.64863812412035
MARCH6	8.00793029793607
MGC10334	5.49881269392708
HTATIP2	8.00303316296137
CENTA2	5.76198637010281
FGF2	4.37245168637937
FXYD7	3.21607455925446
CCDC33	3.32681114596696
PRODH	3.94711528985143
DDX6	3.35393183733475
SLC43A1	3.74944350912216
NTN1	3.36609885715934
ING4	7.01907808524728
DPH2	6.38049303673527
ZNF313	8.36817711642996
VPS28	9.50760448667279
FCGR2C	3.55089576694898
DIAPH1	5.29192104578205
CEP76	5.68713440612542
CORO1A	6.53929585812778
TRAF4	4.20516651277065
ZNF460	3.07545254500896
RRM2	7.39900822439219
EDG4	5.18855670183603
OS9	7.6203047452877
SLC4A1AP	6.60295060707301
COG5	6.874999915067
COPS8	6.88869123227947
NGLY1	8.13940802152445
AKAP9	5.58022635886746
NCBP2	7.71729434712903
C17orf42	6.34150063525281
GPSM3	4.42773687879022
SLC20A1	8.2345528761367
SIL1	5.12164464905143
LDB2	3.84091513709430
ASB6	6.11048569936967
KLK5	8.20890678490579
SMAD5OS	3.19019377016316
UNC93A	3.08240960898045
SPTB	4.05377693395464
EFEMP2	7.02493504357572
EFNB2	6.59594991684636
C21orf62	3.03156054323865
PCM1	6.13460649292868
FMO5	3.4690285301853
TSG101	9.84079002272073
CEBPG	7.43596167168934
GTF3C4	6.4128430954285
ABHD3	7.1171633550525
TNFRSF1B	4.65614364871318
CLEC1A	3.46463374045002
IQSEC1	4.06196294012197
PIGN	6.14315897133112
PATZ1	4.36552789856239
RBM22	7.15399046255828
AEBP1	4.87361504947624
BAG2	7.80835374628233
PAQR5	3.37737855360194
C9orf127	4.41792717957366
THNSL1	5.87702860593516
ANKRD2	3.55925757803514
JAM2	4.43986296129888
SNRPN	3.27889831351137
ALX4	3.52022252799905
FAM130A1	6.16799505947826
CACNA1S	3.28170806855054
TRIM38	6.81938585877611
CORIN	2.75819301536929
TMCC1	5.6752539277564
PCLKC	3.54201611410904
PLEKHG6	4.16012624305864
LRRC40	6.39595179749345
SMG5	5.65265408313204
NCAPD2	8.26709684443112
WNT2B	5.39131859496396
DCP2	6.48278346599702
ASNS	9.68950047018116
MRPL49	8.41096406337076
TMEM24	4.17807911620481
RPL18	11.1061665780730
SMU1	4.56711379528205
ISG20	6.78013322494832
CASZ1	4.36248832798179
POLR1D	9.12924260536982
GIN1	4.75644851460114
TMEM177	5.5461542774399
CDKN2AIP	5.77024911234407
KRR1	7.85600133887167
CXCL1	3.64123670497582
C1D	6.6725146892502
EPM2A	3.78344990792844
LDHC	3.72978999858462
PC	3.43449053951043
PDZRN4	2.82176921433756
FAH	6.41421424145637
UBE4B	5.32100638626931
NIT1	7.09367610489657
CDC2L6	5.58220527886067
BTN3A3	7.64511735813413
PAX8	3.80383914902962
PRO2012	3.05502404011058
BEX1	8.09263908417423
COMMD3	7.8078291231294
MRPL40	7.43409483569894
SLC2A4	3.26546081660578
SHFM1	9.37811899958835
PKMYT1	3.65676176842514
FEZF2	3.39471754783210
DUT	8.54205485677861
LRRC59	7.76481076057384
LY6H	8.74007852457206
MAP2	3.64975645876138
LYL1	4.47292071852404
EDEM1	4.94583753013252
NOS3	2.95337393239671
ZNF34	5.71564187805717
ADH1A	3.20936411781723
CYP11B1	3.23814404930071
CDC73	6.34094226090985
GPR172A	7.081752251376
GSTM3	4.84101671852767
C19orf54	5.89893401197182
KCNA5	3.37562983678297
FLRT2	3.45279925487130
WRN	5.43459437946338
ANAPC5	7.98186103034441
SDF2	6.96810249736852
KRT8P12	4.35382942774884
DZIP3	4.48945220924657
C15orf24	8.30451356514834
NFATC2IP	6.69166749376585
RIT1	5.24633237084891
RHBDF2	5.38239684627407
SCML1	6.3530897366473
MED9	4.59848873310578
RAB13	9.24501034727452
FBXW11	5.69246907270328
ETAA1	6.09903103406683
C14orf131	6.30365688051916
SLC12A5	3.52382059477884
PHF14	4.22759552682056
NRIP3	4.07004247089861
TMEM121	4.00493776141053
NOS1AP	4.2877781728328
FAM3A	5.98808603045539
RPL13	11.2415485529616
PRDX2	10.4232137743506
SAP30BP	6.12433228151373
WDR76	3.80163248646184
PRMT3	7.98270327684218
TRIM10	3.5858360227395
FAM82B	5.83247062933883
GCNT4	3.047296682887
MAP9	5.16317270233172
GPRASP1	4.04778775154056
CXorf36	3.59365725837091
CDKN1C	4.70245659025622
DSCR3	5.73332384375888
ZFAND3	6.96279974147151
C7orf43	4.51100193938688
HSPH1	8.8812795097372
SPSB3	6.23007967556741
AQP1	5.11517322590378
COL17A1	3.49753879932485
GFAP	3.38558386160503
CDC16	6.99921021150856
KIAA1614	3.15245150291057
PRSS16	6.79372246401592
KIF13B	4.76687956999987
PCDH9	3.04989756042860
MKRN3	3.26815103543529
ADAMTS13	3.91979870147757
ITFG1	8.19684837469666
TUBG2	3.98724926384944
TTYH1	5.81121082426378
SFRS7	9.0641503470885
C3orf18	4.9433563314868
FLJ13236	5.24171554202631
C18orf25	3.87206667867024
EXTL1	3.61677821753731
RANBP10	4.12265929819132
RARG	4.45223432673624
MYO7A	3.67943789686248
SFRS18	8.1057870481243
CD96	3.41562960001756
ACVR1B	4.26829312586494
DENND1C	4.06181366666161
RBMS3	3.80198655666415
SLC41A3	7.49950639709803
PSMD1	8.23737716094882
DGCR6L	3.08154910206745
ILVBL	5.7244144494154
CSNK1G3	6.14953828354026
RNF186	3.57261708340961
IFNGR1	7.671729366041
MAGEL2	3.40392116302691
TSPAN6	9.36399702056631
SLC29A2	5.43908808829895
MSL2L1	7.15121385559935
MATN2	9.31431424832564
ST6GALNAC2	6.04058722131557
RBMX	8.96843916770043
MPP3	4.24376554606434
FGL1	3.79729817854014
PSORS1C2	3.72468526938764
RAD51L3	3.36469868541338
ARHGEF6	5.23376009004699
TGFBR2	4.58627275731791
ORAI2	3.93878587248497
CDC123	7.69233848722189
IL33	2.87522758088648
DEAF1	4.58817499695083
AMN	3.45979792644554
MSLN	8.42912549964574
DEFA6	3.38974489077592
WWTR1	5.44494055929457
COBL	3.92484901159267
PPP1R16B	3.86039972308194
CIB1	9.94865694660869
TSSK1B	3.03525788422153
GAS7	4.45975228373734
MDN1	6.53794730800117
HAAO	3.92962250446646
HLA-DRB1	11.7252633758919
CTNNAL1	8.08349555859855
TLE6	3.32459905680296
CIT	5.77990266643732
TNFAIP2	6.06540298592903
FOXN1	3.10122488387147
HERC4	4.37140164694819
DRAP1	6.64334152589422
PEMT	6.17690586774429
SLC38A1	8.51017343192767
ARHGAP6	3.18816639093364
PHF20L1	5.362018043237
MCM3AP	4.63088687769436
MYO1F	4.46852983267357
RAB11A	9.52160163775203
PTBP2	6.27484931515198
SNX1	6.21746610243138
CTB-1048E9.5	5.00135166619547
C19orf60	5.65271173562886
C7orf25	5.89192421380481
ELF5	3.25250865695306
HOXB9	3.27466024331256
RBM8A	7.87299606958223
PARP3	4.84933875979484
ITGA9	3.2888239816572
ZFR	6.91357571054523
VANGL1	6.41702502296338
FLJ20699	4.55981479051762
ACSL6	2.92080823477436
CHAF1B	6.82306649950532
NDUFA3	9.7870044962534
FABP4	3.34979981365574
KCNB1	4.88060103949177
CANX	9.18275350082795
SLC25A28	4.9136711159277
SHARPIN	7.61448980185755
ADIPOR2	8.55047836841762
TTC23	6.39660530376406
UGP2	8.96902881072774
ECHDC2	7.66830309737647
CIRBP	6.92981174021193
SEC14L4	3.57713558852634
SMA4	4.37863261458973
FRZB	5.61882246281234
PABPC1	11.2845219636580
APOBEC3G	6.98581501654868
CUEDC1	3.70819972924956
CLDN8	3.06464130458632
VPS52	8.38184378580229
LOC23117	7.72382496442909
FAT	8.18428395126918
M6PRBP1	6.05922495839651
PPM1F	4.35463316779096
TSR1	6.19141470550643
E2F6	6.23354200478972
TMEM126B	9.04515839540075
ZFHX3	4.74327797421215
PCSK5	5.80421336120269
HEMK1	5.60629292252095
GIMAP5	5.48868281111712
DPY19L4	5.69222364311434
FAM77C	3.86563926682807
CTPS2	6.81192222676424
NDUFA9	9.31056896143963
SCRIB	8.8002731114472
AURKC	3.71735878312386
LOC51035	5.57885279692575
RSRC2	8.57531741859474
ORM2	3.2850071867824
FAM115A	6.59493721442972
EGLN3	3.12373968918539
FZD6	6.2885291588965
PITX3	3.41643250682066
GPX3	6.74823534067727
UNC119	4.64339646882448
NOV	4.22872079923618
GRM4	3.57959020607581
CABC1	7.36432384752799
KLK1	3.50229888419698
GPM6B	7.26969143432368
RRAGD	7.95476997482344
EIF2S2	8.08473346603547
RNF130	7.69976147083145
CKAP5	7.0417435283618
UCHL5	5.88779067598408
C10orf18	8.76875626671178
TMEM93	6.75774015256186
KCNMB2	3.46852013786658
AIM2	5.71198208930504
PNO1	7.0016358311263
ANK3	5.77580596785069
OR2F2	3.15205207327257
GNAT2	3.48000198802767
KRT5	3.95969414837264
ST13	8.35975036447843
SIX1	5.17962516023383
TIMP2	6.29616859464966
CDH12	3.26112892745751
ZMAT4	3.53308503478549
QRSL1	6.21876305536645
CCL15	3.36734742517294
GTF2IRD1	6.43425649044565
CCDC22	4.87418206595127
SNX24	4.81494422391581
RARS	8.77674074071549
MORC2	5.69136143501214
FAM48A	6.4284551259686
FOXD1	3.18290819459354
COX4I1	8.05505748017368
DSN1	6.23149835921077
AMT	7.70053094543827
GPRC5B	7.35467150041133
CTAGE1	2.91922396344932
DTWD1	6.05130520908452
STRN4	4.72644061909956
KITLG	2.98488482345327
HSD11B1	4.748171757163
HDGF	8.81476550724192
KRT6B	3.27217270865534
SUMO4	6.96962321867331
ARID4B	5.30402873019985
SATL1	6.18720329316128
SETX	6.73109929087527
DDR2	6.21534443542283
KCTD12	6.64613106035708
WWP2	5.04753616421972
CTSH	8.88638017426532
FASTKD1	7.59186071702634
PAF1	6.66149531529435
IFT57	8.8356088558394
TMEM2	4.88868891006525
ZNF592	4.85878512790886
TNFSF9	3.52514141729130
PPFIA4	3.33716345259797
CFP	3.57276440180328
DCTD	7.1849402480553
CNIH3	3.71471171514497
MAP4K4	6.0762292591279
ROD1	4.40792627658586
MFNG	3.53473127853791
JMJD2B	5.06006126759344
DOCK3	3.29590510870002
STX16	6.09559420770521
ALDH3B1	6.2205160502486
THSD4	7.2373161774337
DLAT	6.71404675099534
KIF21B	3.86328840234846
FEZ2	5.8395447210639
CDC5L	7.00472881573888
KCNJ5	3.84281529158741
LMNA	5.48560958401414
TBCD	6.00447354899305
ZNF250	7.24702872374977
CASQ2	3.43366884597281
PEG10	7.33260848583288
TPSD1	3.35867561200599
PRAME	4.82874470155315
NP	6.98394576965283
ZNF12	7.78706768684558
XTP3TPA	9.3079962133406
SIGLEC7	3.90002395909203
FAM70A	5.87782322409261
PANK4	5.06831415122911
SNED1	3.71145682314945
HIP1	5.33089800903753
WNK1	8.14332793518257
AHNAK2	4.15685676600331
FLJ10490	3.69579740404659
TOE1	7.09913026495218
RECQL4	5.60300914807504
PPA1	11.7234639916094
DPAGT1	6.38795104534823
HAS1	3.7188246565167
ST7	5.97469264562026
MAGED2	9.182495893598
ANKRD55	3.4241428328975
TRPS1	5.93730538613734
POPDC3	3.1107947149286
ACOX2	6.63391604401109
TFPI2	6.6436605840857
CYP4F11	2.86686414229397
PDHB	8.66859850625437
ERN1	3.6250758219849
LHX2	3.13032012205622
B3GALT1	3.22772933103588
ADAMTS5	3.44918177589035
NOTCH3	5.32285938985901
C1orf116	3.32522899678886
UGCGL1	6.3682217529544
NF2	3.69870954105260
POM121	3.62817840190466
CLPP	7.20690391182114
MTMR3	3.98214009256588
ATP1B3	9.30889419832144
TMEM16A	3.77010228733853
HIST1H3F	2.91826200848632
TRIM25	4.27519441398394
CRKL	5.06169436859838
HOXB2	7.1576471551098
ANP32B	9.6854827255615
NUP62	6.32271019753758
GATM	4.97923764623989
AP4E1	3.20684639480908
RASA3	3.17830483616348
EDG5	3.37844476014145
CDKN3	6.57013446120529
CDH4	3.61052588218838
PGD	7.09396569906309
TMEM168	7.00101004442047
RND1	4.13022867049534
GAD1	4.97268886819012
MPG	5.65237793182844
ZNF133	4.69099544237355
LOC440350	4.4036672805606
FJX1	7.84454506325245
CLCF1	4.30788159879432
AMELY	2.89184228185441
PHTF2	5.50529560645292
IGSF2	3.59511164524159
TFF3	3.8491402908517
NDFIP1	8.02101332996745
IQCC	3.75094930909166
CUTA	10.1687293413481
HEYL	3.70885087375856
FTSJ2	7.15041698899376
APPL1	7.40190590311843
TNR	3.51652217339848
WAC	7.24482864479554
ADCY9	4.74037576018886
PYCRL	5.800224817294
PCGF1	5.84728860369954
PTPN13	6.40541313564591
AGPAT7	4.98481200193257
SSTR5	3.46694175035386
CDKAL1	3.81051221102175
PDYN	3.06215881751122
SFRP1	4.92739712316137
VAV3	3.5519257724548
MTMR11	5.4537865623209
SUOX	6.63896149734854
IDH3B	7.42487798823855
STXBP3	7.43387981954734
EIF3G	9.34879054776555
GOLT1B	6.77185635275172
ARHGAP22	3.57947063004129
NPFFR1	4.44682799517834
NPC1	6.39751887990817
ALDH9A1	8.49769703189071
ICAM5	4.07839401811212
ADD2	3.49276589015251
RASSF1	5.06730108199057
PITPNB	8.87533708772578
PAPOLB	3.16300681489955
URM1	6.37891448266376
TMEM106B	8.09699529535059
LRIG2	5.76183657178824
SLC27A5	5.67266056808279
CDKL1	3.63125589230558
PRODH2	3.74057422635664
SFRS11	8.68211697932649
IL7	2.85193762332948
SCN9A	3.40388502682637
BTG3	8.09964975086569
PAK2	6.05014757357456
ATP2B1	7.60191833268086
GATA4	3.37121391224698
PRKAG1	7.78377700161223
FAM64A	4.98677246801031
ATF7IP2	5.05336430697527
EEF1G	11.9502477824746
INCENP	3.84220309776813
SMAD5	5.3839136059212
GARS	9.80058347884332
CDK10	4.69374493167289
HLX	4.23619321159484
ELAVL3	3.86231792141213
MDM4	3.15728401544819
GNL2	9.22653478852762
CDX1	4.67009809861078
PFDN2	8.65822826543643
ZNF200	5.34609192672323
NDN	3.76309411073448
PRR3	4.93924973219228
HBA2	6.31774478346447
FBLN5	6.01691452788333
PUM1	8.86070594630723
CCDC88A	3.22247536372779
TNNT1	9.73071971738683
KLHL24	6.2878028269306
HNRPH2	8.75346558800841
RAB7A	7.85478812344791
SGPP1	5.761639994953
PMS2	7.1275134394414
ARNT2	7.02147038779035
CBR1	7.35848876258323
ITPR3	5.83345781929937
BIRC3	4.23382429531988
NRSN2	5.69333338460443
SPOCK1	3.57860775460927
H2AFY	8.03109051316195
RXRB	4.99655555049291
ZNF638	7.650413917278
APBA1	3.40719306459728
RAB2A	6.38514909634297
ACTN4	7.28519448414328
FXC1	4.91841061027879
C6orf162	4.79620154587903
HPSE2	4.96722889784808
PLCE1	5.26087862728279
INSL3	3.16863891538623
PTPLA	4.13236401246309
EIF2B5	6.29042755608025
DLG1	6.51603337464416
PINK1	5.54785980012102
TFIP11	5.51284315998309
VPS33A	5.30398122683206
SKIP	4.7613023639729
GRAP2	3.00451023886679
GAPDHS	3.44118220443070
POLR2G	9.46499000817165
CNTNAP1	4.74781027105559
PSTPIP1	3.79319467566952
CYP26A1	3.68634289563759
APOL2	4.72005101473308
TACC2	7.03347055723872
CNBP	11.2029231248945
WASF1	5.55182288711297
HSPB1	12.2277895462275
INPP5E	5.47876468295058
COX7A2L	8.96640282729956
HSD17B1	5.29451488256553
ARRB2	4.87244944155761
CUBN	3.850329455082
SLC7A6	3.67773136077263
IGF1	8.13325809863062
ITPK1	5.17456976186371
NAALAD2	3.3814521208581
G3BP1	6.97408535214532
HSD17B10	8.48179007193062
NUP155	7.17410614108321
CYP39A1	3.32703861214437
GLULD1	5.42634461643519
RBM15	7.32379008404476
AMZ2	8.55113675813799
GDF15	4.40533028874398
CYCS	10.9180007124925
TECTA	3.41832412485478
CCDC46	4.23977098752462
GNAL	3.4830570247538
LPO	3.3250100318402
GZMM	3.61524380406898
PAIP1	8.27846845871647
DDX11	5.50957025259137
TAF9B	3.95385807517972
CACNA2D1	4.66749512112152
IMP4	8.23941410426337
SH3BP4	5.64585508642678
PADI1	4.52792950021324
DEC1	3.20951762063493
PON3	7.12812903350778
PROP1	3.18592133680948
UBB	10.9512943209478
RPA4	3.14106264177404
TCF25	6.57796063362725
NDUFS1	8.3815630175785
UPK1A	3.40740872335598
AES	6.14852018237926
PPP1R13B	5.08525491868088
TCL6	3.5504251722499
ARL2	7.04055712289524
CD2BP2	6.91992505676538
TOP3A	4.26979243341887
CHRM5	3.36429418762876
FGFR1	5.65446679108763
UGT2B17	2.70676959006798
CEACAM6	7.36351599865147
CERK	4.86579508742855
FXYD6	5.52619319275795
AP3S2	7.20714200189698
ZNF208	3.81007842217580
CARKL	4.62907608389069
HIST1H4E	3.08654995184299
GOT1	6.75380934145068
BBC3	4.50760884161411
CASP6	6.77832051420903
HOXA1	3.06446467781383
RCL1	6.88246478270335
RAB40B	8.05273569402692
PI4KB	6.19141229569302
LRRN2	4.99427366707678
B3GAT1	3.42704155515290
OAZ2	7.97888359178245
BET1L	3.92957519165144
NOC4L	5.17395385441776
FRY	4.62706113695236
C10orf12	3.18536712709680
AK3L1	7.15464337858086
FADS1	5.42737205790783
CSF3R	3.46425369934621
DKK2	2.70744097046073
POLR3K	6.51089911105301
LBX1	2.99613777994988
ATG2B	5.57654766205367
RHOT1	7.01143065523112
DARS	9.39646589825146
EPS8	7.63880675845486
OXT	3.42370043152142
C10orf56	4.40735464959384
ARL4A	8.69391589655703
CCDC64	4.21261170941063
DAD1	9.03149929486364
HERC2	7.06102387498899
HSD11B2	3.58215737542624
USE1	7.24696162527112
FAM96B	8.09794129334978
HNMT	5.07272845842131
PCGF3	4.96238240612955
BSN	3.55059555746941
CAND1	8.09460189298877
ACTR10	8.15066133178387
NASP	8.42178491373214
C20orf4	6.36202741029003
ACSBG2	3.1463713442064
COL9A2	5.87097410913738
RWDD2A	5.23905421828004
PALLD	7.26010262170987
GPC5	3.41987147726585
CENTD2	5.63556480440688
TBL3	5.35600269155864
TLR1	5.41832644133548
LMO6	3.99061843608912
CCDC106	3.98869396026357
KPNA2	8.79533489675516
PARP16	5.41716297124825
PDIA3	10.3441983666425
MACROD1	5.97449896619795
SFRS1	7.75359769286395
DCP1A	7.33475706398535
TMCO3	4.02871698900188
NTN2L	3.0942023914636
CLN5	5.15215577156336
BIRC5	5.65392288990032
PRR16	2.77861709317521
FAM63B	3.98799264680124
GLE1L	5.1365953571885
CES2	5.31021266474228
GNAS	10.3696970454532
KATNB1	5.062250075102
CPLX3	3.41752046768986
WNT8B	3.51000943655799
TSPAN13	8.44851952510491
MRPL52	4.12106249576365
GHR	5.28769195061761
DUX4	3.92667061025642
BCLAF1	8.16447394961825
GOLGA3	6.64784682679237
CLEC4E	3.54324651240092
SCUBE3	4.12922986841308
UCRC	9.2510973438342
CDKL3	4.49466261920941
MGAT4B	8.3166794169413
BBS7	3.61340516256379
ZNF345	5.02663707389107
RTF1	6.17945690167566
SERPINB9	4.29501890498462
DHRS7	4.73608085055695
RIPK4	5.15897203227178
PLEC1	6.9074332249324
PIP3-E	4.60160736154668
KNTC1	7.76381717563782
EXOSC2	7.03885604357678
MS4A2	3.01980448795020
FGF17	3.23479930845655
WDR59	4.23772112972421
LAIR1	4.33697828921623
EVI2A	4.96480345759582
IL17RC	4.22575273123772
GTF3C3	7.6875625681854
HS3ST1	3.71395333378093
ITGB1BP2	3.49508232538044
RBPJ	8.58624068267632
LRRC8D	8.29218385577682
ALDH18A1	7.1104332875889
INE1	3.68731715683585
TPI1	9.78429446539049
FLJ20035	8.71017982436023
GATA6	6.61330870571019
CABP1	3.30584132614507
RASGRF1	3.55926177981408
C4orf15	6.7072220924295
ALDH2	9.9279439373347
DAPK3	3.92616621398183
C3	9.3726340795585
EMP2	8.90968812596093
GJB1	5.43193264953364
PIN1	6.66255190556562
SLC6A15	5.88913266374977
POLE3	8.90890784819904
RIN2	6.48070393038199
CTSL2	8.86752713934536
APOC4	4.86544047911338
CYorf15B	2.90498303349032
TRIM2	4.60722204704955
CP110	6.14677281555238
KIAA1622	3.23746235848124
DNM1	4.27735934667550
HYOU1	7.22872975208611
OTUD4	5.72313939305497
USP7	7.09930205633508
ZSCAN16	6.36243990175425
ASCC1	5.87892324614807
OTUD3	3.22042866511542
YME1L1	8.85215619122718
HNRNPR	8.97843422409353
SERPING1	10.1301164694244
TPCN1	5.35927771146032
STARD13	5.79784821041098
PCBP4	5.86237619516926
ADI1	9.01384417899048
ASIP	3.02829156572828
CDH10	3.45091244827965
WBSCR22	8.93416371607749
SCP2	9.21775510511678
KL	6.26376678001134
SLC35D2	5.59873087633597
MAFK	3.42065146982793
SON	8.43078303953904
SBNO2	3.95846660469127
RACGAP1	8.13353562320668
SC4MOL	7.89541802262426
SLC6A6	3.17863704385936
OBP2A	3.53663365770096
PSMD3	6.64549902295293
ERLIN2	6.95902760391096
PPP1R9A	6.66979813184047
RAB35	4.75846915834459
PDZRN3	4.61013428754512
AVEN	5.08016334850829
FLJ21075	3.63878002814259
BCAM	6.89172540028367
C14orf132	7.51584165779308
PCK2	7.31783391944156
FKRP	3.11107245387404
HLA-DRA	12.0161904096476
GUCY2C	3.01938830615225
RP11-125A7.3	5.30290578349845
BARX2	3.45960096470458
DAO	3.19229627646268
EDNRA	4.95424246757286
NIPBL	6.78918237671444
ZNF331	6.60723277247626
PPP2R5A	5.85670391551718
HMGN4	8.606889970969
DDX39	8.66445064832548
EFHC1	7.19714708738597
EIF3M	10.0415104360895
SLC17A3	3.10310960586938
ZNF24	6.35661584686826
ASCIZ	7.82509067154593
FNDC8	3.15552670146037
ESRRA	5.66291464808177
PTMS	4.68201289583235
PHF7	3.68941846090126
PIP4K2B	4.81871956812603
IRF3	6.06263464430219
GPR19	6.43506665513636
HHLA2	3.3012988598774
GMFG	5.77884164250252
BDH2	7.09599782957909
APOBEC2	3.7379227384051
PRSS21	7.00724135587063
PENK	3.15673905737417
PHF16	6.24744385337235
ZMAT5	4.63168386656039
SMAD9	3.13088661542012
SLAMF1	3.30797676424089
RGL1	6.36928515944271
DLGAP4	4.89436085879615
MBD5	6.1510927428914
PHLDA1	4.54916914946567
BACE2	7.39233105029207
APPBP2	5.54498105353892
LIF	3.26418929424664
OXTR	3.56073666493457
ACTC1	3.90405436094843
USP19	3.87613544885511
SUV39H2	3.76661382722302
ERO1L	4.81929911706607
ZNF395	6.96341250877204
CNTFR	3.77295392685613
HIST1H2BL	2.67504131363735
WNT3	3.66167025340018
ZNF549	3.57555309554142
ZNF467	4.17175556947681
SLC25A21	3.32504957154355
IL5	2.90067401334153
CLSTN2	3.57559002477655
LSM12	6.06582598678983
KRT37	3.08147271052682
NACAD	4.87166595599360
NAG18	2.88380576641119
PTGES	4.06031958714123
GDAP1L1	2.95040478495083
MFAP5	2.96578454882741
OPRK1	3.03662471966757
C12orf4	6.55415061724118
NTAN1	6.94703375693174
CST3	9.8580036729375
WDR6	5.05057772734373
NUP88	6.88151412175093
CD300A	3.96023787573324
FCGBP	3.91974697442990
CNIH	9.2527348644047
VASH1	4.4701221282406
DHX16	6.56339762677388
SLC35A5	6.91079824800856
CLEC3B	3.85344710521865
ARL2BP	5.29856255580229
C10orf79	3.22844851800030
ZNF79	4.20099122078703
CRP	3.24213118521939
OCRL	5.93686704381945
GLA	6.42580034280273
NEBL	4.2870365215172
HSPA8	11.1598813430070
DIDO1	4.80993569350848
PLA2R1	2.92170213011440
NGDN	7.09995900978955
CBFA2T2	4.69419165168994
SAC3D1	6.95075272840937
PNOC	3.50172398408987
PIGP	9.27193314852664
AGGF1	5.57502340322316
PRRG1	4.10492390502847
DPF2	7.14440401184362
MYH13	2.78741458777608
TMED9	7.72555931089411
TRPV5	3.49342048177323
UGT2B4	2.78487612834846
PJA2	7.20359235577435
COLEC11	3.26915936050024
SCYE1	7.67275874745382
MED12	5.93125411770706
CARS	7.57612343137194
MYH1	3.15809282072392
CYP7A1	2.61042968322659
PHF1	5.81072096770656
LOC644096	5.96676787717185
FRYL	7.29277770587496
RHOBTB2	3.58090500372849
MMP27	3.00334016106838
ZNF432	5.56675540440427
SRD5A2	3.55351821013072
UTP14C	7.0234069970663
RABEP2	4.68306056994904
VWA1	4.54559871454377
FUBP1	5.10372417559319
IGLL1	3.64050091335161
KIAA0586	4.17204700542648
IL27RA	3.58983364505868
STON1	7.42821472745803
IL5RA	3.45140607784605
PERP	8.62565623195919
SMPD2	4.09215369203358
TNFSF12	3.58644159563851
FN1	7.91058051875976
MTR	7.15937124483202
CSRP3	3.23046804698137
MMP20	2.89932778606653
PHLPPL	5.38573340531583
CBX6	4.7018191530825
DHFR	7.35597353197807
PRG3	3.23076588882856
ALPP	3.2981101264901
ASH1L	4.97665720100814
CHRNA2	3.84994650252517
PPP1R12A	6.84898065580598
RBM38	6.8663655624354
ZNF7	8.56709313246703
RDH8	3.05183025547463
GPR132	3.51585500903901
DGKD	4.68431448510746
TPMT	5.18068482918542
ATP1A1	9.10943694239044
SERTAD2	6.55918474525558
C5orf4	5.31339305865791
ZNF672	7.06004196600005
PLXNB3	3.2830108963633
FAIM3	4.36980991417385
UBQLN2	8.22337219312517
NR1I3	3.41699926085096
ACVR2A	5.95603293634182
