Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B04
Composite Element REF	Signal
AACS	6.69368496157811
FSTL1	8.21477311135534
ELMO2	5.78134930697327
CREB3L1	3.88169026574267
RPS11	9.8156744053916
PNMA1	9.15197421726899
MMP2	7.40168876921778
SAMD4A	3.53985527256938
SMARCD3	6.11355348688114
A4GNT	3.65145500171167
C9orf39	3.84092771514558
PKNOX2	3.80161492373848
RALYL	3.29492512388252
ZHX3	4.02300387101672
ERCC5	5.89320069450528
RXFP3	3.01215699528856
APBB2	4.0577462048632
BBOX1	5.51405942078225
PRO0478	2.91192680296535
GCSH	8.2185301273819
XDH	3.58367400475861
EDN1	3.30015576711276
MTERF	7.06346667572885
PDCL3	7.72518680777845
CLK4	5.43851916045825
KCNG1	3.51494311167226
CXCR4	8.21664063219265
DECR1	8.44880898222365
SALL1	3.13254444289269
PTPRR	3.46461654167082
CADM4	3.34054164046826
IRAK1	9.19297015301952
CFHR5	3.13893670917908
HNRPD	8.38480719614198
TMSB10	11.6279507223700
CXCL3	4.03461226357585
LMAN1	4.67904007897602
SUHW1	3.26947728714771
CHD8	6.10664089007999
SUMO1	8.00326534809777
GP1BA	3.23098087718453
OR7A10	3.76098718395112
DDB1	7.55685542629692
CHRNA10	3.82356355266799
STYK1	3.70187698860231
MYO9B	4.86065177235579
CCNI	10.5961605179087
MMP7	7.50559569978223
EP300	5.67159872519501
CRNKL1	7.67136267793525
C9orf45	3.14913106725081
XAB2	4.69964425110319
RTN1	4.05713850884195
HIC2	3.7130342514654
TBX10	3.71029051500564
CENPQ	4.23374136906493
UTY	3.24730317186240
OR2W1	2.9008130159858
ATP5G2	10.8085292329199
ZEB1	3.52250466804449
ZG16	3.54737621045382
ERG	3.63151213701968
PARN	7.50618165285179
SOD2	6.3652677024647
JOSD3	8.18732156321462
ADAM5P	3.21668118433187
CHD9	6.47051564552003
hCG_40738	3.88170762694318
STK16	5.39323790780045
PDE1C	3.61515735077668
SEMA4D	5.43884907458159
AGPAT1	6.43137976754384
TOB2	6.25726553873471
BANK1	3.85489738600409
MAP3K3	5.17904361302926
MAX	5.19403390007935
GRM2	3.84175810396348
OSBPL8	7.33054724539126
PROSC	5.42718110715352
NR4A2	6.26612068465598
RICS	4.89151061382019
PIR	4.99862296587338
PPCS	8.44875190189485
IPO9	6.37923332004491
LONP1	6.77196694340375
EVC	4.46483824065429
CXCL13	4.78483320552351
SCYL3	5.67225256662292
KIAA1199	5.60877955985626
SORL1	7.64948567278775
NAT10	7.09662524701033
CHD1	5.71052259089622
SYN3	3.31815330113406
DMC1	3.78550185800211
SLC22A2	3.81379312752800
SERPINF1	7.2405482504518
C20orf27	6.59364335442978
OR7A17	3.11287677297063
RPS6KA5	4.50534867554128
LHB	3.83724438531511
TAOK3	5.04147300414362
STK25	6.0069384388808
SLC12A4	3.54192196981099
BRCA1	4.66936736776761
GBL	6.45473830992394
C14orf108	7.9229522728619
CDC25B	7.25398926046198
BMP3	3.2887000902242
MAP1LC3C	3.4910696823146
TMEM180	3.48567013753398
CRYGC	3.35252599761037
SLK	6.06854410123884
POU3F1	3.32385384025519
C20orf32	3.79152301487344
USP52	6.67504217535862
HIGD1B	4.03255058884552
BAZ1B	6.66462587943645
USP6NL	5.76798406627155
SLCO2B1	4.51207190870829
ABCD4	4.20024923010617
DIMT1L	5.83905391357896
SLC25A46	7.43569264011407
LARP7	8.06422700338595
TEK	3.32884500199269
CD160	3.5615275563988
TERF2IP	7.73024964566328
PHF20	6.64734577299154
COL1A1	7.56020057052997
KIAA0090	6.35366725315312
GTPBP1	4.54147148051175
GRK5	3.97194483301561
AP1S2	4.72912790336164
RAB33B	4.6761604711299
CA11	4.86551439056506
ALDOC	5.71903666195043
NUDT1	4.6372159951912
ZNF212	5.66611952501034
ACBD3	7.9521860643751
ZNF83	6.18260227580613
PRDM2	4.54913659182532
GDPD5	4.17966403306676
PDCD4	6.27412800810383
CEP350	6.20920449921407
FOXP3	3.30046386440638
SMYD3	6.64876296263102
CST7	4.93709045335973
SELL	4.52031689987349
CIAO1	6.26582375992602
LGI2	3.98954400821403
WDR45	7.43308338233127
ANKRD6	7.6321229216783
LTBP4	4.0303057787935
PSCD3	3.18265925222452
PYY	3.19462085845441
KCNC1	2.93986092731556
SIRT6	4.09430533812249
CCL19	4.2299946274804
ARHGEF9	4.91785033890383
ABR	4.28452139885755
C10orf22	7.13171396205719
STK17A	4.42121168864371
FOXE1	3.21742231805987
GML	3.13906337583660
CNGA3	2.90051408385727
CD38	5.22463073354858
ZDHHC6	7.5724556403282
NEFH	3.19832228364937
PGBD5	3.75595508111099
CTDSP2	7.12127675928645
RMND5B	5.57421192394592
ZNF257	4.15554584777713
DUSP4	3.63067128861943
FLJ22167	6.2345999441616
EXOSC7	6.79866332433679
ROR2	4.12354410396888
FOXM1	5.94934931784548
ZBTB48	4.59939644722354
BUD31	7.73340825681394
MAOA	4.23805072598576
CCDC41	4.23717990351706
TNNT3	3.73378153915965
FBXO11	5.19706952705229
GYPC	6.3355498265101
PLIN	3.54742846006779
RFXAP	3.78036795214619
C6orf15	3.72073064557881
RNF4	8.85766166510251
F8A1	8.56175792325523
PPP1R3D	5.56760450820154
GRB2	7.36358484046244
TPM3	3.04009285883334
SYT13	3.67776447486855
EPB42	3.48801809529968
RP5-1077B9.4	5.32711141019844
EIF1	10.7532292992743
CETN3	7.3496354308335
FPGT	5.40624523637795
PRY	3.52602575325748
NTHL1	7.40164046940474
POLR2B	9.28053121767372
RPS28	12.1039728746462
GDF10	3.28877470792969
COQ9	7.8792164001303
P2RX3	2.97907031442447
GCC2	6.95926706821029
RARRES3	7.49400065349283
PLXNA1	5.55557491928161
WBP4	4.40984590215911
KIAA0100	6.83243035502725
PMF1	6.97711323811344
HS2ST1	5.27674818351623
CRELD2	6.97040048961771
C8G	2.96799488693951
CD82	6.49276723458751
PMM1	5.90649777962301
CBLL1	4.76642184335277
LIM2	3.61838057295609
VAX2	3.71180012649961
SETDB1	5.23989085136085
LRAP	6.26350776774209
GCLM	6.34183843300548
CPEB3	3.65827545206850
PPM1A	5.19372732419916
INTS1	3.86141674358723
MMP16	3.13937523141452
CAMTA1	3.7145426730818
SAMSN1	5.46534955122938
DRD3	2.73222757728783
GMPPA	5.47402944899351
C11orf73	6.36350503712792
AIPL1	4.01013126974783
PTP4A2	9.13023904158234
IL24	3.34632936021012
BDKRB1	3.52931413557959
HPCA	3.48229885787620
MLF1	6.9473673526448
SEC14L1	5.85398965655389
CHFR	5.68647434550909
EMILIN1	3.33106317345379
THADA	6.27618533244785
TAF12	5.21752630377257
NDUFS4	7.02948961314662
ID1	4.65600231142296
PIK3CB	4.34853852614869
COL18A1	6.84357693416299
PDZD3	3.47652200128037
TBC1D17	5.07755523347104
COX8A	9.83648931143369
CDCA4	5.88094409674313
C2orf44	4.37280755087322
C9orf16	8.18944107613155
ERBB2IP	8.45489628796311
EMX2	8.3110371864947
FUS	5.93755243394703
NIPSNAP3B	3.64458015136847
TF	3.31935293751689
CXorf56	5.52533429223824
CLCN4	3.69937176049873
PWP2	4.73499070776949
MMP15	3.86655507326352
MTMR14	6.33455004238943
NPR1	7.34212948092915
DNAL4	6.04065393724207
ELAC2	3.78791680353125
ASS1	10.8401030926682
IPP	5.09130172360208
TMEM59	8.93184166367983
POLR2J	8.98363270281323
SEC23IP	5.48267319102872
RGS4	4.46299095500907
UQCRC1	9.37432367338264
SNX6	8.07157676420457
DDX18	7.28441535364631
POLG	4.8545143125998
ADAM23	3.91467755500538
ZNHIT2	4.54964720377776
TFR2	3.39240167543818
NCDN	4.21446883637963
RAG1	3.53911466452032
POMT1	5.33311371124344
CYP1A1	3.32464217829145
SNAPC1	5.21321192921016
GNA11	5.5137689126046
CCDC52	2.81983040127462
CAPN1	6.60951209140816
DDHD2	6.00875738070726
UPF3A	6.04471878606875
LAGE3	6.55669454813326
GNRHR	3.10698123145901
UNC13B	5.66551266724563
TTLL4	4.78119690243396
PPBP	2.98443923374832
HTR3A	5.40435420706536
SDC2	4.77589526386856
ANKRD49	7.27193642458739
BTF3	10.4875401492291
COX7A2	10.8499494604457
SARS	7.85843106874826
C13orf18	3.75251591329007
CACNB1	3.69832972153588
QKI	5.99575671531686
SETMAR	5.73404874544849
LAMB4	3.35224512326477
MAN2B1	7.34922236670274
EML3	4.92798352991721
ACADL	3.19016859624192
OFD1	7.51036324717888
CGA	3.47155490872293
EIF3EIP	10.7992578039479
PEX16	5.34885942061183
GNG12	7.59097690666482
HABP4	5.30764261554631
CNTN2	3.37166765124561
ASNSD1	7.04941369101034
FUT4	3.77421559336764
DBH	3.61493018971095
CD53	7.69204140645406
HIST1H2BJ	3.33694220682006
TFAP2B	3.0787848932933
ACF	3.45612651924016
TMEM11	5.45400490970278
CDH8	3.24328746258502
C3orf32	4.13415742936159
AGPS	6.0484047201369
C4orf18	3.15460135359533
PCCB	8.514288221033
IPO13	4.33245374222849
PECI	7.36020129141962
UNG	7.7202793337585
C6orf105	4.04357420667893
GSTP1	8.5095257952776
SUV420H1	6.84703401751119
ARHGAP15	4.34504973368234
LTBR	6.37898576764658
TDRKH	3.49789214931156
PSG4	3.461303451218
SLC9A3R1	6.4747820726222
NBPF3	9.21897392916933
SLC9A3	3.55972448419705
OSBP	6.62643684173672
PRR5	4.33818210684199
CHMP7	5.63734171538801
ADRA1A	3.06370776650881
ASAH1	7.08210078894212
FKBP4	6.91590435491577
ZNF350	4.70459074647081
DOM3Z	4.25148948968528
