Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G02_491274
Composite Element REF	Signal
AACS	7.15792280266248
FSTL1	7.24075305314862
ELMO2	5.40605808800073
CREB3L1	3.79111299641823
RPS11	10.2614539371295
PNMA1	6.96761370210254
MMP2	7.13125017878466
SAMD4A	4.22495318021659
SMARCD3	6.15877238455877
A4GNT	3.77371331247361
C9orf39	3.3098077194397
PKNOX2	3.67718787997124
RALYL	3.56501744997016
ZHX3	4.17956654531005
ERCC5	5.24488103899253
RXFP3	3.20863788165279
APBB2	3.97119883487112
BBOX1	3.74524890942696
PRO0478	3.17430703123214
GCSH	7.36614582639525
XDH	3.86195072368118
EDN1	3.26484788319249
MTERF	6.4318181632327
PDCL3	7.45316838093564
CLK4	6.13836039949505
KCNG1	3.73661993642598
CXCR4	9.31529235100798
DECR1	7.82669443029593
SALL1	3.03794486464630
PTPRR	3.82110470516080
CADM4	3.48749132775928
IRAK1	9.07449527350878
CFHR5	3.23606179636877
HNRPD	7.92912157804316
TMSB10	11.7179491380796
CXCL3	4.05837957571381
LMAN1	4.46724893253458
SUHW1	3.61099034054565
CHD8	5.28811906642036
SUMO1	7.90243915314999
GP1BA	3.55266429023621
OR7A10	3.40698554528033
DDB1	7.69199105313103
CHRNA10	3.90890500872283
STYK1	3.21376088568119
MYO9B	4.2582097440529
CCNI	10.2962921265150
MMP7	8.21416153207698
EP300	7.04155672335819
CRNKL1	5.40067022508065
C9orf45	3.33290645368095
XAB2	4.53766974573279
RTN1	4.28487802635871
HIC2	4.21370942525004
TBX10	3.660012872056
CENPQ	4.47408504268709
UTY	3.14008458058306
OR2W1	2.80279213961642
ATP5G2	9.70385384361849
ZEB1	3.47617178485655
ZG16	3.52563753415525
ERG	3.46003211960099
PARN	6.84905245557203
SOD2	7.46101111789723
JOSD3	7.99754294252725
ADAM5P	3.25121135743155
CHD9	5.96982238322269
hCG_40738	3.82562991969986
STK16	4.68701936063742
PDE1C	3.77700954271206
SEMA4D	5.98041409168299
AGPAT1	5.57377718427007
TOB2	5.81881648452913
BANK1	5.03959213580338
MAP3K3	5.5852747874138
MAX	5.08451419209612
GRM2	4.02194694978892
OSBPL8	6.44440869215225
PROSC	5.7782279586625
NR4A2	4.36209899932955
RICS	4.00970203792228
PIR	7.49184759287435
PPCS	9.45519914585248
IPO9	5.241110769493
LONP1	6.50054091722118
EVC	4.30314931612971
CXCL13	7.34699869872738
SCYL3	5.66605330124672
KIAA1199	4.20580995069444
SORL1	6.29311124439696
NAT10	8.13558185493811
CHD1	6.07294331775096
SYN3	3.57451407345053
DMC1	3.94733283709396
SLC22A2	3.67182750084580
SERPINF1	8.13927185961855
C20orf27	5.93823731911146
OR7A17	3.05303097066541
RPS6KA5	5.11516306352106
LHB	3.58249588190957
TAOK3	4.48267762188194
STK25	6.30132244661082
SLC12A4	3.63212480812837
BRCA1	4.14391004708128
GBL	5.21039236414689
C14orf108	8.33580494475622
CDC25B	5.95041831270935
BMP3	3.19671227563055
MAP1LC3C	3.75316807826421
TMEM180	3.62280757688604
CRYGC	3.78133880028274
SLK	5.42961667926632
POU3F1	3.38181342798024
C20orf32	3.87156566393297
USP52	5.38655075107572
HIGD1B	3.72678848156852
BAZ1B	6.52552965042303
USP6NL	4.61137314723368
SLCO2B1	5.45672263278975
ABCD4	4.41295922657019
DIMT1L	5.96842440156306
SLC25A46	7.80215453450458
LARP7	6.255467625658
TEK	3.77505220578182
CD160	3.99869165084526
TERF2IP	7.40061316221446
PHF20	5.87054138345672
COL1A1	6.86060337397589
KIAA0090	5.37070789078273
GTPBP1	4.73729830783101
GRK5	3.90390151553433
AP1S2	6.00785195954455
RAB33B	4.44027673278875
CA11	4.18149048235167
ALDOC	4.89177369270709
NUDT1	4.59562104008996
ZNF212	4.83103474015828
ACBD3	7.4283549328402
ZNF83	6.09475586484598
PRDM2	4.66737460035375
GDPD5	4.73256028124685
PDCD4	5.69877544820885
CEP350	5.5803153909763
FOXP3	3.44657385476798
SMYD3	6.97455786919837
CST7	5.82226311576049
SELL	5.53663911149611
CIAO1	6.1191605603296
LGI2	4.10368080090459
WDR45	7.51758757744475
ANKRD6	6.24259715074452
LTBP4	3.6189252710045
PSCD3	3.286291809232
PYY	3.28165883414319
KCNC1	3.17727429296316
SIRT6	4.06683680808201
CCL19	4.43095029624486
ARHGEF9	4.1214984213368
ABR	4.59699044867349
C10orf22	5.90355127947342
STK17A	5.53956695511629
FOXE1	3.58955023102104
GML	3.33963936184178
CNGA3	3.02297882000504
CD38	4.76260314808782
ZDHHC6	6.5519375034987
NEFH	3.27678537733986
PGBD5	3.21686824221761
CTDSP2	6.14747791656586
RMND5B	4.5068709753975
ZNF257	3.95724935361853
DUSP4	4.35714872025081
FLJ22167	5.68778498287872
EXOSC7	5.4467544328213
ROR2	3.27725788256105
FOXM1	5.14031429497862
ZBTB48	4.25579348094664
BUD31	7.36929607713722
MAOA	3.84311673730571
CCDC41	3.90341042567385
TNNT3	3.71322833221329
FBXO11	5.23915796790275
GYPC	5.21215466266998
PLIN	3.88457831040984
RFXAP	3.67146278137516
C6orf15	3.89468798716709
RNF4	8.86781847128626
F8A1	7.76480742040745
PPP1R3D	5.25169158956441
GRB2	7.31490320807008
TPM3	3.26975249111909
SYT13	3.76002741936976
EPB42	3.57692426697677
RP5-1077B9.4	5.09918565786628
EIF1	10.1934270001087
CETN3	7.58123506785113
FPGT	4.61472197410588
PRY	3.46271967933976
NTHL1	5.41607422507254
POLR2B	9.12730057260812
RPS28	11.7592313273821
GDF10	3.05699121516378
COQ9	7.13273504705244
P2RX3	2.96501068919747
GCC2	7.92096983626563
RARRES3	7.92625291681443
PLXNA1	6.78476612357451
WBP4	4.24902662500588
KIAA0100	6.02540927980375
PMF1	5.08589399236465
HS2ST1	4.865356840388
CRELD2	7.05695021492128
C8G	3.26300680235426
CD82	7.07220965544956
PMM1	4.78611125935724
CBLL1	4.59344139027419
LIM2	3.44650217251645
VAX2	3.55219087076721
SETDB1	4.7374938969209
LRAP	6.16766712890314
GCLM	7.70519679150701
CPEB3	3.46617020950371
PPM1A	6.47211777849492
INTS1	4.50826241764251
MMP16	3.22742395726567
CAMTA1	3.32526345156962
SAMSN1	7.19348926572324
DRD3	2.99811805679181
GMPPA	4.72987731480083
C11orf73	5.1667702209754
AIPL1	3.88534550643084
PTP4A2	10.0935216953772
IL24	3.35874267337752
BDKRB1	3.31494274923036
HPCA	3.35002368427057
MLF1	5.46041052440022
SEC14L1	7.64527571015884
CHFR	5.05772323705482
EMILIN1	3.26771410894828
THADA	5.68756534457629
TAF12	4.13638147922267
NDUFS4	7.66705727830701
ID1	3.91275542046939
PIK3CB	4.16911225007158
COL18A1	7.68113394309392
PDZD3	3.04182689774372
TBC1D17	4.38974003384204
COX8A	10.1603807965318
CDCA4	5.23685419464635
C2orf44	4.15248740128186
C9orf16	7.717795742228
ERBB2IP	8.19693329881016
EMX2	5.92623925105626
FUS	5.60428886984518
NIPSNAP3B	3.64818903302403
TF	3.49834318120858
CXorf56	5.41466304445681
CLCN4	3.62271062970318
PWP2	5.03311965001628
MMP15	4.71274717390768
MTMR14	6.0373974787317
NPR1	5.66686977640459
DNAL4	5.3310950283225
ELAC2	4.55308937929376
ASS1	11.1592925507890
IPP	5.76834447118158
TMEM59	10.3877672922942
POLR2J	9.14290650090732
SEC23IP	4.94935323665455
RGS4	3.95198818386761
UQCRC1	7.44033009357252
SNX6	7.482030326957
DDX18	6.58335907567948
POLG	5.08439740539091
ADAM23	3.76876969175101
ZNHIT2	4.19915904794439
TFR2	3.35519312630668
NCDN	4.53585414577086
RAG1	3.53599886109316
POMT1	4.70349333031332
CYP1A1	3.30502092829921
SNAPC1	5.40776319993647
GNA11	5.04283730573425
CCDC52	3.17762909090702
CAPN1	6.72962022497157
DDHD2	5.58143702387536
UPF3A	5.22430276771756
LAGE3	6.44962864856476
GNRHR	3.18131546435398
UNC13B	4.82732855331483
TTLL4	5.05669178738314
PPBP	2.87473760475413
HTR3A	3.50460140903064
SDC2	3.82068596948884
ANKRD49	7.367127426986
BTF3	10.4609976241599
COX7A2	11.0927374654664
SARS	8.21476184854483
C13orf18	3.97234994499106
CACNB1	4.01557975284691
QKI	5.70524489281148
SETMAR	4.84388703612567
LAMB4	3.24235131998229
MAN2B1	6.5864137627301
EML3	6.05551612677162
ACADL	3.26435654704972
OFD1	7.99082346399492
CGA	3.87291286775184
EIF3EIP	10.9130744775891
PEX16	5.49410908918813
GNG12	5.39365924601785
HABP4	4.56159630908392
CNTN2	3.62626080960789
ASNSD1	7.05972551502475
FUT4	3.98320273394076
DBH	3.41841021822093
CD53	9.4898026462459
HIST1H2BJ	3.39734979114378
TFAP2B	3.23524368644298
ACF	3.91813332316579
TMEM11	6.64862397214879
CDH8	3.44170259973989
C3orf32	3.80030086257071
AGPS	5.20569497624108
C4orf18	3.38358736424924
PCCB	6.86061549740155
IPO13	4.96886213578381
PECI	7.41426405799333
UNG	6.6676694415253
C6orf105	4.20185066265907
GSTP1	8.45668616613677
SUV420H1	8.05603087534388
ARHGAP15	5.11456796295448
LTBR	5.80969738854768
TDRKH	3.2495457769046
PSG4	3.52711722383329
SLC9A3R1	6.18653502872189
NBPF3	8.87373228118553
SLC9A3	3.59032148961599
OSBP	6.18608959901515
PRR5	4.87658935603042
CHMP7	5.06203872426781
ADRA1A	3.16861351553472
ASAH1	6.99379296941182
FKBP4	6.20832278291586
ZNF350	4.27587726168094
DOM3Z	5.09164989879082
GIPR	3.71400827348142
AHI1	4.62086202617072
BST1	5.52537766762451
NCR2	3.65787382597246
NADSYN1	4.412139391405
UBE2W	6.46762171830489
RGS14	4.57406567749232
KRT15	3.4708045703083
SCN11A	3.75373733341644
GFI1	3.99599378229083
FHL1	8.57973267160735
SMC6	6.02397138733952
GATA1	3.3588040988585
