Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A04_451972
Composite Element REF	Signal
AACS	6.28326134339613
FSTL1	8.12390999563345
ELMO2	4.87967653641304
CREB3L1	4.72622013459322
RPS11	9.8740385029086
PNMA1	7.65154795630206
MMP2	7.78629386005366
SAMD4A	3.6779602410553
SMARCD3	5.93982927993448
A4GNT	3.48303893677493
C9orf39	3.25082867540627
PKNOX2	4.09468918867402
RALYL	2.96780602178172
ZHX3	4.21189661001372
ERCC5	6.34311033450216
RXFP3	2.78140754267050
APBB2	4.33833025193195
BBOX1	2.93841528754981
PRO0478	3.40987205122396
GCSH	7.8918848240248
XDH	3.79231360606696
EDN1	5.33854666061936
MTERF	6.07620283161233
PDCL3	6.86657129702578
CLK4	6.61659617963869
KCNG1	4.00310558539524
CXCR4	8.45811093804013
DECR1	7.60399187454829
SALL1	2.98901381589497
PTPRR	3.21949558746187
CADM4	3.34446482838195
IRAK1	9.48033882490872
CFHR5	3.18520437734287
HNRPD	7.64349159552355
TMSB10	11.9485167749338
CXCL3	3.23697532257265
LMAN1	3.55582086293278
SUHW1	3.38971049808128
CHD8	6.2595866808417
SUMO1	8.21598083380493
GP1BA	3.12566728654116
OR7A10	3.84716528366842
DDB1	7.75257185386366
CHRNA10	3.51241629194341
STYK1	3.61089068155372
MYO9B	4.57501462917005
CCNI	9.54285912273896
MMP7	9.49757181155453
EP300	6.62758954402947
CRNKL1	6.06242944368641
C9orf45	3.18136430166752
XAB2	4.13952215652372
RTN1	3.67383547686027
HIC2	3.74401155018850
TBX10	3.57442456710118
CENPQ	3.82286642469297
UTY	3.16206196809900
OR2W1	2.69771389200557
ATP5G2	10.0387547554769
ZEB1	3.78742634566807
ZG16	3.23765009624273
ERG	4.0389097819788
PARN	7.3217211505202
SOD2	4.67262733662837
JOSD3	8.64337576912848
ADAM5P	3.07789289152610
CHD9	6.66341260507155
hCG_40738	3.80040267795715
STK16	4.61937639811961
PDE1C	3.42725311633398
SEMA4D	5.20998754709556
AGPAT1	5.94659050833234
TOB2	6.3665640787094
BANK1	4.06652972734052
MAP3K3	5.23321503454643
MAX	5.00993776400536
GRM2	3.50859078709243
OSBPL8	6.77051650521502
PROSC	6.01710404096815
NR4A2	5.22476142805835
RICS	5.87882822716298
PIR	4.73045386322144
PPCS	9.93634984421295
IPO9	5.95179489970442
LONP1	6.43722250168874
EVC	4.52009493028718
CXCL13	3.86135445512215
SCYL3	5.15447465321562
KIAA1199	6.33996903544728
SORL1	9.22409178799198
NAT10	7.04984107305331
CHD1	6.48534535423118
SYN3	3.17976485459583
DMC1	3.87307044006887
SLC22A2	3.41649809625313
SERPINF1	6.38696115744107
C20orf27	5.93642506352992
OR7A17	3.12561179765192
RPS6KA5	5.1103273430688
LHB	3.51331870207859
TAOK3	5.2684046463394
STK25	5.86192044296434
SLC12A4	3.60470105456664
BRCA1	3.27930309920606
GBL	6.0241560858403
C14orf108	8.03544584216727
CDC25B	6.88522241748098
BMP3	3.24749702190541
MAP1LC3C	3.17802332677221
TMEM180	3.55366960068575
CRYGC	3.77584604627463
SLK	6.53786130850087
POU3F1	3.2208490099489
C20orf32	3.80968630135616
USP52	5.65320710207509
HIGD1B	3.75367888799275
BAZ1B	6.17310111798839
USP6NL	5.70609431276699
SLCO2B1	4.23421297602783
ABCD4	4.4406362778714
DIMT1L	5.52014278075163
SLC25A46	7.03281505789268
LARP7	6.57354791984503
TEK	3.69069158516827
CD160	3.81759441292714
TERF2IP	7.47003596218434
PHF20	5.94994253998943
COL1A1	7.7782600479318
KIAA0090	5.42128630811831
GTPBP1	4.25192427994884
GRK5	3.68643790410237
AP1S2	4.90637281199318
RAB33B	4.07019482697172
CA11	4.99551081095742
ALDOC	5.01690806870274
NUDT1	4.62151657302634
ZNF212	5.45848308836187
ACBD3	7.37672700691473
ZNF83	7.52930543657868
PRDM2	4.98573017040994
GDPD5	6.17130005427646
PDCD4	6.16672073390203
CEP350	6.43023252471112
FOXP3	3.27061613940505
SMYD3	5.84959322595652
CST7	4.35841095741028
SELL	3.8418489752134
CIAO1	6.3138494379025
LGI2	3.74713026792713
WDR45	8.86489881823406
ANKRD6	7.1920609926318
LTBP4	4.63918899192137
PSCD3	3.13548149888608
PYY	3.25307345969007
KCNC1	3.26547312126441
SIRT6	3.85584189107772
CCL19	3.71962862847083
ARHGEF9	4.37812865967193
ABR	4.63430035087237
C10orf22	6.27336251357516
STK17A	4.85202013803078
FOXE1	3.15093506431084
GML	3.64609523398757
CNGA3	2.84001912492531
CD38	3.74960104398227
ZDHHC6	7.54644905356084
NEFH	5.96259457477099
PGBD5	3.49008393865076
CTDSP2	7.26681655917257
RMND5B	5.75071138130826
ZNF257	4.16342886878164
DUSP4	3.37028937469814
FLJ22167	5.17691408303979
EXOSC7	6.77798305391695
ROR2	3.35851304230403
FOXM1	5.63758847990584
ZBTB48	4.58844770096219
BUD31	7.47522714889129
MAOA	4.5546884957162
CCDC41	4.47532339698181
TNNT3	3.85687703728319
FBXO11	5.53137598680945
GYPC	7.69870763372672
PLIN	3.43412385851509
RFXAP	3.45304514001901
C6orf15	4.65391775262472
RNF4	8.5147275361987
F8A1	8.01401365752382
PPP1R3D	4.84297091217525
GRB2	6.95606937198043
TPM3	3.01744051407195
SYT13	3.84508944025694
EPB42	3.54641337271990
RP5-1077B9.4	4.6569803655578
EIF1	9.64633567122033
CETN3	6.88409970055644
FPGT	5.19945967904968
PRY	3.42782688699907
NTHL1	5.29680546876971
POLR2B	7.42176103390018
RPS28	11.4332227332696
GDF10	3.24434946166621
COQ9	7.48769580263332
P2RX3	2.75294021124283
GCC2	6.4622844585942
RARRES3	7.6933431695147
PLXNA1	6.51180669206015
WBP4	4.31624465171985
KIAA0100	5.87038823838669
PMF1	5.94677530102197
HS2ST1	5.61158263459409
CRELD2	6.75648078656172
C8G	3.13523692026878
CD82	6.69212433124653
PMM1	4.94581744176188
CBLL1	4.67306877777814
LIM2	3.25673836197191
VAX2	3.74162683461568
SETDB1	5.10084373076645
LRAP	3.55513862301745
GCLM	6.1965862187364
CPEB3	4.46861683443593
PPM1A	5.62305516472172
INTS1	4.04719665146408
MMP16	3.23402917732188
CAMTA1	4.10009524242663
SAMSN1	5.40869396694954
DRD3	2.79289869630282
GMPPA	5.39023470077329
C11orf73	6.15132690560195
AIPL1	3.7874105023844
PTP4A2	9.64279958181603
IL24	3.38883163101579
BDKRB1	3.40207224619240
HPCA	3.49541358613111
MLF1	5.24304363857474
SEC14L1	6.6833044572793
CHFR	4.68297508716146
EMILIN1	4.36980365870939
THADA	6.77629988937363
TAF12	5.84171156261695
NDUFS4	7.25304199936794
ID1	3.43401552914930
PIK3CB	4.56323014364875
COL18A1	8.6850382210036
PDZD3	3.35391905335516
TBC1D17	4.51725415991977
COX8A	9.46368987247588
CDCA4	6.44114863635175
C2orf44	4.32587128526589
C9orf16	8.02586258231536
ERBB2IP	8.21367309041066
EMX2	8.78510479564225
FUS	6.56690285814294
NIPSNAP3B	3.74629719101839
TF	3.21281576764319
CXorf56	5.52730577761602
CLCN4	3.40230142459757
PWP2	6.28399985243707
MMP15	4.71520898010785
MTMR14	6.57856929024091
NPR1	6.3557262565462
DNAL4	5.06826330141408
ELAC2	4.89843347788106
ASS1	5.79735953445356
IPP	5.36161921799208
TMEM59	9.56561869211786
POLR2J	8.55982517421538
SEC23IP	5.09573906108119
RGS4	3.96031380443433
UQCRC1	8.69214892035218
SNX6	7.29701335822079
DDX18	6.03058850745085
POLG	4.7196813682462
ADAM23	4.10504032118388
ZNHIT2	4.8828524449047
TFR2	3.31685809121198
NCDN	4.82117741901249
RAG1	3.42409399721634
POMT1	5.0466834028268
CYP1A1	3.41395519354808
SNAPC1	5.52480675273265
GNA11	5.48957152171772
CCDC52	2.81183356556154
CAPN1	6.86328726788542
DDHD2	7.12183037640138
UPF3A	5.79753745184782
LAGE3	6.19625316545193
GNRHR	3.04248699976821
UNC13B	5.56855887758494
TTLL4	4.47705180006918
PPBP	2.82284736850175
HTR3A	5.28697337265141
SDC2	6.45256061700143
ANKRD49	7.9126718310028
BTF3	9.80664608115098
COX7A2	10.2196100581664
SARS	8.57533588634707
C13orf18	3.86551939337451
CACNB1	3.84698774167032
QKI	5.94749229738482
SETMAR	5.28541872910226
LAMB4	3.31075269237638
MAN2B1	6.38804685579041
EML3	5.64029525255476
ACADL	3.14540605076197
OFD1	7.97492296163347
CGA	3.30757007907839
EIF3EIP	10.1760002249792
PEX16	5.21287883434895
GNG12	7.22686856657287
HABP4	4.66442417192910
CNTN2	3.54391634952442
ASNSD1	6.61814215385498
FUT4	4.34666589412256
DBH	3.5011577252426
CD53	6.74130979533896
HIST1H2BJ	3.26764896571515
TFAP2B	3.22416422833332
ACF	3.73299255755126
TMEM11	6.52269466357733
CDH8	3.21544634913076
C3orf32	3.96061915833268
AGPS	5.36466823180029
C4orf18	3.21395751583916
PCCB	7.40095068622265
IPO13	5.42177079129863
PECI	7.07004525604647
UNG	6.5956209262788
C6orf105	3.41966037365766
GSTP1	9.37030241358578
SUV420H1	8.2689157310484
ARHGAP15	4.19853496728006
LTBR	6.9399711946363
TDRKH	3.16678125191828
PSG4	3.35966217268877
SLC9A3R1	6.78988701612643
NBPF3	8.6797995324001
SLC9A3	3.61127148818664
OSBP	6.00680304693733
PRR5	4.7732979990948
CHMP7	5.84555829204627
ADRA1A	3.03676421569160
ASAH1	6.68388428728478
FKBP4	6.80809140943986
ZNF350	4.93823444702524
DOM3Z	5.39822988037623
GIPR	3.98686098433549
AHI1	4.41697208132366
BST1	6.07810747191046
NCR2	3.60298151973565
NADSYN1	6.01368302817137
UBE2W	6.0288547230427
RGS14	4.11417363517486
KRT15	3.86188117171307
SCN11A	3.70788483909279
GFI1	3.60077327893167
FHL1	4.89469779247209
SMC6	6.32900095461432
GATA1	3.55690312509501
OSGEP	4.98192215873031
ARMC6	4.94469374403321
HK3	3.42068693153786
PSMD5	6.6426566006296
RSU1	7.18614205410883
RPL4	12.0451205579247
MAD2L1	6.5639589433447
RBPMS	4.41987212004331
EIF4A3	9.316892470353
E4F1	5.24583338183737
DLEC1	3.42336216127126
PRPF3	6.09711621191136
EMR1	3.06444395481983
CHMP2B	6.66508354996836
CAMSAP1	4.30309481411431
RPS21	9.56427732127583
XCR1	3.08996102154657
ARID5A	4.38392270008662
RBM6	5.70218315046157
UBE2N	6.4868631252919
KLF4	5.0446330824892
MGC4172	4.17612596236115
LMO4	6.50103389864142
KLKB1	3.05087029148421
HDAC3	6.05194456546641
HP	4.30885851734643
SCHIP1	5.28644241818874
BTK	3.98520969474166
KRCC1	7.60927907915229
PRND	3.47397410080524
C6orf27	3.33886815324883
PIGL	3.99433634370543
CLCA1	3.45813973210688
C1orf112	3.77701646786721
OLFML2A	5.76127994036761
HUS1	4.75058381623568
SFRS6	6.69824630469597
CXCR7	5.29848508647606
UIMC1	5.6423562719687
FXYD2	3.51802949222157
GOT2	7.89899718905911
ZNF667	4.3038531967709
TFEC	3.76600867293084
ATP7B	3.71666343366571
RAB38	5.53569790809915
POLD2	7.18381859716803
PPM1H	3.61951297369475
DCX	3.32609739058634
NFYC	6.32746013184801
ZNF228	4.22307355750646
KIN	5.92690564537506
PLSCR4	7.8858135582128
HIST1H4I	3.66427051242959
PPARGC1A	2.94180693784904
HIG2	7.14660487615528
KCNK10	4.17180854833097
EXOC1	7.6869138140893
OR6A2	3.70433533788197
ETFA	8.97146874024307
PDAP1	4.76657773741849
C19orf6	3.55669548352327
POLRMT	4.14669451876552
ZNF146	7.81390495226772
MIA2	3.12002124390734
LY6G6E	3.12648156118487
EIF4E2	7.58709064880552
NENF	5.31100169711385
HOXB5	4.57081022700396
ZNF324	4.61770498717082
CUGBP1	3.92231272641818
ENTPD7	3.95381598997708
TTC13	5.78715469396771
GJB5	3.31260477952022
PRSS22	4.77218306423081
CYP3A5	3.23655935887932
MBOAT5	4.62160644660368
CUL4B	4.99941686097671
CENPJ	3.35928092913422
KIAA0664	7.16372383386857
PITX1	4.42153698074162
PDGFRB	5.51098106051772
RDX	5.38945528392356
CELSR3	4.02286625434749
JUND	6.35748274008879
ITSN1	5.32557364481232
CHRNB1	3.53973673457592
EHBP1L1	3.89899100981643
C19orf2	6.59040430398648
FETUB	3.1721802616545
CAMK2B	3.12592925355213
DCTN1	7.57361355975349
TNKS2	7.1154290085545
MRTO4	6.39614352857667
C1QBP	6.4477676986576
TTC3	8.01019394433087
NDUFB8	8.85340550849182
CADPS2	5.92358228771546
EDG2	4.15823800614469
MYF5	2.91653517657744
SEMA3G	5.13706931166353
IL23A	3.60919294414729
GJA9	3.59946523489358
R3HDM2	6.90216209186696
C5	4.08273038041959
SLC2A10	5.99987453320062
TRIM45	4.80569458012102
TSP50	3.73802028771775
PAQR3	4.71194618155576
ANKRD26	3.52701697001581
TCP1	7.84246697815714
TMED7	7.26566368699652
CMA1	2.79412360878741
PTCRA	4.37556673738137
HCRTR1	3.37430071974386
FST	4.9347912841207
PAWR	3.86165403989285
LDLR	4.6679347795446
ASTN2	3.55615882079933
SCRN1	7.24794358920602
GPATCH8	6.16196958606884
KIF4A	5.78992014023516
TANC2	3.3924069164986
ZMYM5	3.57003935375555
PGM1	8.99115582597401
ZNF586	5.48861049429213
POLR3G	3.61050549395113
CPD	6.18754991933132
SNCAIP	5.26556297070678
DCT	3.31436984954374
HLA-DOA	4.05047443570747
TANK	6.9589861115974
RCAN1	4.66799182463385
UPK1B	5.59102748668242
DNAJB4	4.62524486289590
UGT1A8	2.96157528008213
LIMD2	3.80595607429656
HIST1H4L	3.60135243761851
PECR	4.45473830992394
HSPA2	6.2193348700358
SERP1	9.29383995988055
TACR2	3.41364251872789
NUP85	6.2366457724351
CD177	3.42171340144193
GPR135	3.32838690493757
PIGG	7.23635264599717
LGR5	3.41929363305173
JAK2	3.7191759270273
DPYSL4	3.26720874322264
TM9SF4	5.59228103035876
PTHR1	3.33185988080866
SIRPG	3.11276862197170
ZNF264	4.94570779896943
BICD1	5.80434296826751
RAB5A	7.16733667340544
FLJ13224	3.13345535039893
METTL5	9.59625926568001
HERC6	6.55338367949604
CASP1	5.55971970037125
USP9Y	2.68384071443928
LRP1B	2.74861749944276
XAF1	7.90285055217301
PLA2G4C	4.0306502996062
APOA2	3.09348059193721
SPAG6	3.03635809719362
KALRN	3.21251642288173
SECTM1	7.53455437872303
THOC7	9.30883297089227
IFNAR1	4.64438838478581
TCTA	6.83669925431755
NY-REN-7	3.98811334208085
TALDO1	9.12614153488208
B2M	11.9092717128864
LPPR4	3.29145655146141
SQLE	6.57958663850311
SEPHS1	6.87127969458686
EIF5A	6.54235980085813
FAM49A	4.65583006857828
YTHDC2	4.30014375473424
EHD2	5.37078383856922
NCF1	3.77798887113739
SPG7	5.85565239325088
ZNF614	3.36569581961316
HOXA5	3.32557707578056
NUP133	7.61318019897383
FGF12	3.63436073580974
SLMO2	7.17910726202907
INPP5B	4.9650653116182
PPID	5.94940587235375
SNTA1	5.00359116798872
IL20RA	3.52870758230766
UBE2J1	5.54509315019025
CACNG2	3.11536058200918
GCM1	3.04108258453519
ELF1	6.20221008237676
TLR5	4.67078902796402
TCFL5	6.3653343246113
C1orf107	5.60038526677221
C19orf22	6.33142447304818
SAFB2	6.33452126430863
MAP3K7IP1	3.69395523262473
NCK2	7.30901969948723
OXA1L	8.17257339501628
KIAA0652	5.96847151204467
KLRG1	3.44995880207712
FRAG1	6.02893361495443
ZSCAN12	2.94506933026174
PSMD12	6.20759453289959
E2F4	4.92778808748124
CLEC4M	3.44734080858523
KIAA0999	5.14049888269126
CLDN10	5.69236967130028
MGC13053	4.19221062735371
TAC1	2.6599794568324
GYPA	3.31590163612909
HPCAL4	3.44826883376975
TRAIP	4.08432781548416
MEX3D	4.13363925005089
KIAA0232	6.63767536811565
ERCC8	4.07524605798549
NFAT5	4.69276202222553
GPX4	8.68897271386587
CSPG4LYP1	3.14037608690183
KIAA0368	5.91517914339957
FBXO3	5.19547253793243
DVL1	6.96575672314712
CMKLR1	3.55454318407224
GPR157	3.47629207703302
TYMS	8.65878361857257
OR52A1	3.17813338341944
PEF1	7.25070451316726
ZNF750	5.81330042802013
ALG9	5.01926256271984
MCM5	5.63743657878541
SDK2	3.52002896839857
BAIAP3	3.75832804328057
RABGGTB	6.87184819335516
KCNK7	3.41224743731566
PTP4A3	6.95829215495303
ANKRD40	4.06846636189856
CALCOCO2	6.88229470454808
TMSL8	4.52293945395005
SNCA	4.16989152176448
ZNF551	4.55012040142857
HBQ1	3.48796499799918
ARHGAP26	5.04793099693998
GEMIN6	5.91306963699763
HRAS	5.64132502768425
KLRC4	2.72944586731547
BSDC1	7.15151937995077
DSC1	3.61866118029898
RNF43	5.21307795865184
NDUFAF1	5.71354268762686
MAP2K4	5.19830069878006
FOLR2	4.07355648829199
LYZL6	3.67311882514064
EPB41L3	3.52326174780092
TEKT2	4.55164020942542
CDKN2B	3.36504965697522
WSB1	5.94193343933342
ZNF480	3.43023648140856
MAP3K6	3.54562110140934
PROS1	6.25288728541638
PSMB8	8.26083901157757
HN1	6.9725120105221
MAS1	3.30002627957485
APOL1	5.7760246278229
CSHL1	3.38808325946178
ZBTB7C	2.86964438815755
AHCTF1	6.6882684537099
SAE2	8.87154357430418
ITGA2	3.76346972015126
AP2S1	8.58901124791256
P15RS	6.32697650468603
MME	3.41532064092715
VAT1	7.88872439309065
MAST4	5.74879733394182
TUFM	9.31109416176078
KRT33B	3.47936101636263
THEG	3.82752500606238
KCTD2	5.36099439320474
WDR26	8.51087593745878
MFI2	3.35530417774446
KRT34	3.12689427505554
NR4A3	3.65543136430131
SGSM3	4.31977450378057
ARSA	4.79655645623458
TOMM22	4.43062558873587
SOCS3	3.6638184459184
UNKL	4.05113773153195
POP4	7.31975975999798
BHLHB3	6.83956009815414
MALL	3.91788046949230
SOX15	4.02107061841764
CCNA2	4.72922936896721
PARK2	3.16630178769459
GPR124	4.8283921991645
TMEM132A	5.63719012001819
CGRRF1	5.27305981709431
RUVBL2	8.04006893916667
MCAT	5.76917087117436
WNT10B	3.81353774719885
ISCA1	7.13542920451051
RPAP1	4.64736894123518
C12orf48	4.65521733737075
RAI16	5.05259259326461
RPL27	9.14182260344056
EPN1	3.81970237304744
MAGI1	3.0803226103694
GBX2	3.2131637131111
SLC35A1	7.96184240033
GAL	6.45978204544786
SLC14A2	3.55718647955907
RDH11	7.28623046118985
ZNF518	4.96521947664986
PCYT1B	3.26552806171553
AUH	6.88891971987988
EIF3H	10.6693374127720
KIF1B	6.23351465038843
MBD2	4.52143354465797
AMOTL2	8.95261400148643
C6orf120	6.13836102451504
PIGT	7.53181810021808
PSRC1	6.81891066465503
PLA2G10	3.5791088493113
ALAS1	6.97366382527906
FOXO1	6.17135778424152
C17orf62	7.80115456600982
KIF5C	6.38426665468971
DUSP10	4.64786296213594
CRLF3	6.82213189864813
CLCNKB	3.42929690789040
PSMA5	9.08600790349203
FARS2	5.35724485285643
CCDC28A	6.30206530113924
AMPD3	4.56282957179129
PIAS1	7.76229433578398
ADCYAP1R1	3.49939459484144
TMEM134	7.36232458192792
CDH20	2.90284788471286
FBXO7	7.47426084828643
FLJ14213	5.05190873050747
ZNF3	5.49628023872542
LRRFIP1	7.4249812413435
TMEM49	8.39944639628828
CNOT2	7.3508407398486
CBX2	2.85189836525590
ZC3H14	6.40320242857494
ALDH5A1	5.94471920908197
HNT	3.16934534169226
SERPINA4	3.05357212663898
FLJ20920	5.40722833991278
CRTAP	5.67606887367603
DDX50	7.58727186891208
STYXL1	7.20058854588905
TK2	4.86399622787803
BLVRB	7.10523970999938
STMN1	6.33748933688488
GUCA2A	3.34059909219817
DPP6	5.08162678974101
GALNT10	4.76300675511740
STK39	5.66613003815966
MMP24	4.32138067345461
CKS2	9.215591208262
RHO	3.81391698538459
BANF1	8.96927514159296
CR1	2.92066442238550
RPS6KA2	5.89417561351735
HMBS	6.23063793576559
C20orf112	3.69810776060834
SLC25A24	8.0833960580622
MRPL22	7.19334532881556
SLC25A15	4.91463157418501
GADD45B	6.24134706394417
TDP1	5.62509723195559
ZNF287	3.51195432207706
DAAM2	4.86841000230356
C11orf57	4.77936508765172
RFK	7.92573316484524
ZFYVE9	4.23306812982911
TCTN3	6.98595560525558
STCH	5.90150957765691
LOC283871	3.58630872588919
NDUFB3	7.95654853467442
DEFB4	3.79389527546363
FPR1	3.99199759395106
FMNL1	4.00426727967164
SEPT7	9.7525647082908
PTCD2	4.44265437788244
GNLY	4.08953016899823
GRAMD1C	7.11629556977588
ZNF165	5.12690608764583
TR2IT1	4.92508606455501
ARMCX3	6.79306515494794
NDE1	5.95981794172278
MAGEF1	6.95294284466565
ITGA10	3.67124345183106
ARHGDIB	7.90185359040155
FSHB	3.77890809839092
ANXA2	10.6597189657073
HLCS	4.00798451655895
MCF2L	4.03307947846732
AK1	6.3024601531548
FH	6.06848341899017
LGALS2	3.69795860148903
SYNPO2L	2.82177466305971
KIAA1045	3.40553129462548
C1orf183	4.84415903917902
MAGEA8	3.0107539668681
DGCR8	4.38738498991965
GSR	4.74898717472648
NEU2	3.39135255597854
HIST1H4B	3.5882662853251
CACNA1C	3.10431000625724
FAM20B	6.04401499894012
HES2	2.89599612907513
PDCD6	8.56363828425396
INTS7	5.33663771715512
AMPH	4.0278240118899
UCKL1	5.97818412687738
ASB4	2.99576740960976
C10orf97	5.0628505180995
ALDH1L1	4.77363504792217
CCL23	3.21145077395144
OBSL1	5.30623570255381
SLC12A7	7.45485952416564
THAP4	5.7905335448196
RBM4B	5.26034559007722
OGFRL1	5.06998594761848
KIAA0831	6.0708535408391
