Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C03
Composite Element REF	Signal
AACS	7.78754391931781
FSTL1	8.67326388796594
ELMO2	5.29621439511251
CREB3L1	4.39745033279763
RPS11	10.0040518913671
PNMA1	7.2913442691993
MMP2	9.04136872431574
SAMD4A	3.93415903573766
SMARCD3	7.92427510424822
A4GNT	3.48431143258183
C9orf39	3.92886368709284
PKNOX2	3.82104989966174
RALYL	3.00860950842743
ZHX3	4.26771268040015
ERCC5	6.71908315478752
RXFP3	2.89294111726855
APBB2	7.70253141515357
BBOX1	8.90211607853127
PRO0478	3.18809061068359
GCSH	8.98570602699382
XDH	3.77421700119806
EDN1	5.31582744120008
MTERF	5.77239975680326
PDCL3	7.38521335821271
CLK4	6.98438142823711
KCNG1	3.4181535959219
CXCR4	8.90101564660983
DECR1	6.53030821690432
SALL1	3.10419481115014
PTPRR	3.21264332177522
CADM4	3.2647418134158
IRAK1	8.95336336327156
CFHR5	3.11628017936428
HNRPD	7.89296612317364
TMSB10	12.3320252084028
CXCL3	3.96070355010874
LMAN1	4.55617917295127
SUHW1	3.25561399593586
CHD8	6.63989863281046
SUMO1	8.20175122333881
GP1BA	3.19326244953575
OR7A10	3.86480693192188
DDB1	7.37199181506084
CHRNA10	3.73819948903348
STYK1	4.14112190635645
MYO9B	4.51946157162717
CCNI	10.0295541483140
MMP7	8.67041896698379
EP300	7.3583049746484
CRNKL1	6.23533529224587
C9orf45	3.19297240978148
XAB2	4.63703463805254
RTN1	4.23396541987435
HIC2	3.79839882376290
TBX10	3.37621761561585
CENPQ	4.7281650775213
UTY	3.1468885440919
OR2W1	2.81687232979018
ATP5G2	10.6646358610014
ZEB1	4.17114823482449
ZG16	3.56792788358074
ERG	3.58107090746516
PARN	7.572309100057
SOD2	6.52142779344296
JOSD3	7.66936455613382
ADAM5P	3.08946874667857
CHD9	7.12117224061339
hCG_40738	3.70772742088817
STK16	5.0697922771533
PDE1C	3.80848799007786
SEMA4D	6.87738075217084
AGPAT1	6.11921471447301
TOB2	7.079391354485
BANK1	3.34306342278871
MAP3K3	6.10212020550289
MAX	5.23248255712213
GRM2	3.66839594668477
OSBPL8	7.73563256011228
PROSC	6.32873696171445
NR4A2	6.54913435860284
RICS	5.41261493962348
PIR	4.82508339089924
PPCS	9.07291241529704
IPO9	6.14472078239
LONP1	6.345075729988
EVC	4.54636909427773
CXCL13	4.27258137876436
SCYL3	5.41095617289571
KIAA1199	8.11276607714468
SORL1	7.94264112375722
NAT10	6.23225080900652
CHD1	6.69275159496714
SYN3	3.54310913199307
DMC1	3.79569051571669
SLC22A2	3.57667993468928
SERPINF1	8.99858612596974
C20orf27	5.63405368816573
OR7A17	3.15863310775811
RPS6KA5	5.41325848921789
LHB	3.53778928293625
TAOK3	5.98198459060474
STK25	6.60069797575893
SLC12A4	3.62235606920533
BRCA1	3.57288303189832
GBL	5.63091120025073
C14orf108	8.49214340440827
CDC25B	6.92921424493298
BMP3	3.14224373107238
MAP1LC3C	3.38722246757863
TMEM180	3.17640236340702
CRYGC	3.68740110118555
SLK	6.36444715669769
POU3F1	3.2080527285756
C20orf32	3.81777395035367
USP52	6.26696235432297
HIGD1B	3.84369404477666
BAZ1B	6.95689889810203
USP6NL	5.62489817387917
SLCO2B1	3.95804704000095
ABCD4	4.42716000253859
DIMT1L	5.68302618462462
SLC25A46	7.50661726939907
LARP7	6.85335401065361
TEK	3.57510548421437
CD160	3.69583881232013
TERF2IP	7.95804633177174
PHF20	5.95741232718241
COL1A1	9.20728084480364
KIAA0090	5.90219457639819
GTPBP1	4.73656564467377
GRK5	3.75803387363249
AP1S2	4.9664084604004
RAB33B	4.85452686775947
CA11	4.81527412679315
ALDOC	6.30506784063204
NUDT1	4.7830309918379
ZNF212	5.79660041784621
ACBD3	7.69491586912975
ZNF83	6.75265555651034
PRDM2	5.71365070854202
GDPD5	4.41540368985595
PDCD4	5.55163821474369
CEP350	6.29043289975511
FOXP3	3.13414034777145
SMYD3	7.48495745930991
CST7	6.07464960974509
SELL	3.96478204549131
CIAO1	6.7142018039278
LGI2	3.72229891019515
WDR45	6.5743333226552
ANKRD6	6.33311835303503
LTBP4	3.98348753849582
PSCD3	3.44634920481700
PYY	3.10239689589863
KCNC1	3.18880251633788
SIRT6	4.00120354837727
CCL19	4.01424936139755
ARHGEF9	4.20406361871964
ABR	4.69974050540058
C10orf22	6.65729086053153
STK17A	4.97523879880855
FOXE1	3.36597769082006
GML	3.09038108393124
CNGA3	2.99550330637717
CD38	3.41726330069739
ZDHHC6	7.31068599728499
NEFH	3.24208843388704
PGBD5	3.38653299047261
CTDSP2	7.48729725221334
RMND5B	6.07066653729042
ZNF257	4.58287977871569
DUSP4	4.50609567629125
FLJ22167	5.86290963120144
EXOSC7	6.26203303336928
ROR2	4.73195734119347
FOXM1	5.98588448766524
ZBTB48	5.78141324604024
BUD31	7.50843676743032
MAOA	4.3417745167176
CCDC41	4.82066678710141
TNNT3	3.43645929871958
FBXO11	6.33470715240525
GYPC	6.79846567035612
PLIN	3.46520766326911
RFXAP	3.46241115670007
C6orf15	3.73058643366394
RNF4	8.1276736986246
F8A1	7.60286465959605
PPP1R3D	4.8607841729342
GRB2	7.35963188064784
TPM3	3.1259492695324
SYT13	3.33835473725871
EPB42	3.54621010462849
RP5-1077B9.4	5.76506256660829
EIF1	11.4581886807015
CETN3	7.2401618554719
FPGT	5.69723294025631
PRY	3.29185628407012
NTHL1	5.53558270608581
POLR2B	8.14114108884448
RPS28	12.1261443713922
GDF10	3.06106970526994
COQ9	8.5037774645481
P2RX3	3.01413389856004
GCC2	7.07819658589446
RARRES3	8.19914077138791
PLXNA1	6.42245005212913
WBP4	5.36830968952924
KIAA0100	7.1100137654265
PMF1	6.7711675387338
HS2ST1	5.97400848127194
CRELD2	7.05491841739513
C8G	2.93570632062858
CD82	6.47401892433374
PMM1	5.43570026929979
CBLL1	4.9758283806382
LIM2	3.32547839787664
VAX2	3.33428501684754
SETDB1	4.79244100974249
LRAP	6.24970576767155
GCLM	8.58864853555145
CPEB3	4.58700993385052
PPM1A	5.89398247785373
INTS1	3.88200226879046
MMP16	3.28297216647343
CAMTA1	4.91522392122692
SAMSN1	5.06146546665406
DRD3	2.81975849640865
GMPPA	5.66340695854027
C11orf73	7.2362308817521
AIPL1	3.71144842069734
PTP4A2	9.71441113564191
IL24	3.18267243527737
BDKRB1	3.63815570136261
HPCA	3.61431736142216
MLF1	5.91203164005482
SEC14L1	6.27034780208957
CHFR	6.25419879727212
EMILIN1	3.9443130549857
THADA	6.43919147103016
TAF12	6.10243982862155
NDUFS4	9.26066819227508
ID1	7.40838883173304
PIK3CB	5.04427403920139
COL18A1	7.14180950941941
PDZD3	3.32086140821066
TBC1D17	4.77648202921501
COX8A	9.92808196430046
CDCA4	5.48170989592209
C2orf44	4.15287541804233
C9orf16	7.78981897503107
ERBB2IP	7.69641012515845
EMX2	7.95651636502674
FUS	6.08164954266089
NIPSNAP3B	4.15523391645087
TF	3.52672309071117
CXorf56	4.8421459221183
CLCN4	3.84822959942418
PWP2	5.46684021282090
MMP15	5.88882368519126
MTMR14	5.9757309645068
NPR1	6.14861125755162
DNAL4	5.74739859909898
ELAC2	4.59876119816419
ASS1	10.7750282863294
IPP	5.63840100087411
TMEM59	10.2797070629990
POLR2J	7.80118141190848
SEC23IP	5.52346061732905
RGS4	4.70671669228493
UQCRC1	9.50125371696267
SNX6	8.2433981723994
DDX18	7.18558309005843
POLG	4.88728189011461
ADAM23	3.70079115495369
ZNHIT2	4.13864834877843
TFR2	3.40230142459757
NCDN	4.50692326040182
RAG1	3.36626417675118
POMT1	5.29488166569948
CYP1A1	3.43904901657708
SNAPC1	5.79922963742974
GNA11	5.44057722585839
CCDC52	2.87090997498872
CAPN1	6.98627138058609
DDHD2	7.81677176778477
UPF3A	6.35221427090289
LAGE3	5.51478928723942
GNRHR	3.05442182077820
UNC13B	7.61157284193474
TTLL4	4.97639018768666
PPBP	3.31195447810925
HTR3A	9.43226292601986
SDC2	6.9585743086851
ANKRD49	6.66187473774409
BTF3	9.72358252063061
