Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A06_443080
Composite Element REF	Signal
AACS	6.46659953036907
FSTL1	9.6653952338834
ELMO2	6.34197046341922
CREB3L1	4.62560952684925
RPS11	10.3849847414905
PNMA1	7.67908283032706
MMP2	9.33508349223325
SAMD4A	4.0700131446036
SMARCD3	7.44277294223614
A4GNT	3.55949694320937
C9orf39	3.54094165366012
PKNOX2	3.93852055052893
RALYL	3.42727728912518
ZHX3	4.61566970738276
ERCC5	6.50833121698953
RXFP3	2.83252094650321
APBB2	4.64555751177829
BBOX1	6.53331832431032
PRO0478	2.90775886959224
GCSH	7.73723021679901
XDH	4.11471044732961
EDN1	3.97776397072034
MTERF	6.13546020559666
PDCL3	6.83360663570452
CLK4	6.92039901773078
KCNG1	3.58144978167310
CXCR4	5.14308810963283
DECR1	6.89416543451593
SALL1	3.23839949099729
PTPRR	3.92903369254023
CADM4	3.61318514607666
IRAK1	8.58058831951931
CFHR5	3.16588747216013
HNRPD	7.65182492328045
TMSB10	11.0997344947257
CXCL3	3.97470095933789
LMAN1	4.24381885032679
SUHW1	3.57786546462345
CHD8	5.07405438521281
SUMO1	7.42272220580591
GP1BA	3.21807997913341
OR7A10	4.18479817914406
DDB1	7.29820817653762
CHRNA10	3.72314220600055
STYK1	3.30663887053833
MYO9B	4.18728878691685
CCNI	10.1654242727736
MMP7	9.1571085037327
EP300	5.92966728768637
CRNKL1	5.76855992385715
C9orf45	3.45615873772766
XAB2	3.97934136826251
RTN1	4.56097671747008
HIC2	4.23091053687245
TBX10	3.57275006378213
CENPQ	3.77317412644072
UTY	3.14011610605541
OR2W1	2.90809296402255
ATP5G2	10.1939772207770
ZEB1	4.76401416497236
ZG16	3.36058872139484
ERG	3.96747324944974
PARN	6.39406109168303
SOD2	5.38636589853899
JOSD3	8.10070003059398
ADAM5P	3.19997122206274
CHD9	6.67342910161036
hCG_40738	3.70108326595886
STK16	4.93943690233552
PDE1C	3.78826738418092
SEMA4D	5.24703901287335
AGPAT1	5.56681868364208
TOB2	5.8973321713619
BANK1	5.12315664382692
MAP3K3	5.55146349339035
MAX	5.02898991551842
GRM2	3.74372297127125
OSBPL8	7.43710487760818
PROSC	5.91177762319812
NR4A2	5.53056969718166
RICS	4.77148362601416
PIR	3.52398111408814
PPCS	8.41500710102505
IPO9	6.15305624028306
LONP1	7.28993979208955
EVC	4.51303852962159
CXCL13	4.49584002572965
SCYL3	4.91235451236226
KIAA1199	6.72372717950047
SORL1	8.65877523048422
NAT10	6.6825921735255
CHD1	6.97481515871523
SYN3	3.26650047615123
DMC1	3.79039702320537
SLC22A2	3.48468340034748
SERPINF1	8.84973532949831
C20orf27	5.22843750824408
OR7A17	3.07437326270365
RPS6KA5	4.2009171585887
LHB	3.50176649616607
TAOK3	5.55627625110435
STK25	5.52936346864732
SLC12A4	3.71824166382363
BRCA1	3.79159912278119
GBL	4.8017697248751
C14orf108	7.65625419865664
CDC25B	7.56407574048605
BMP3	3.16025152468553
MAP1LC3C	3.25195273175345
TMEM180	3.46943526414651
CRYGC	3.61876153598193
SLK	6.25934502147914
POU3F1	3.17905667725348
C20orf32	3.69536615649115
USP52	6.07212278842175
HIGD1B	3.82901115169083
BAZ1B	6.50292719901362
USP6NL	5.10432328510194
SLCO2B1	4.4446838116125
ABCD4	4.54397273521607
DIMT1L	6.34859890189655
SLC25A46	7.08002766110237
LARP7	6.88759863574537
TEK	3.77195566314261
CD160	3.55181268029930
TERF2IP	7.40863981177891
PHF20	6.89789917416499
COL1A1	9.49683695845792
KIAA0090	5.46892825773922
GTPBP1	4.30187934434065
GRK5	4.35751777546981
AP1S2	5.93792745984583
RAB33B	4.48362711052923
CA11	5.23925923316208
ALDOC	5.14597504582232
NUDT1	5.63694948079888
ZNF212	5.47366364107261
ACBD3	7.20629748371941
ZNF83	7.2844310279301
PRDM2	4.98334079375047
GDPD5	5.08279858591017
PDCD4	5.66811640673024
CEP350	6.49547141170172
FOXP3	3.4406435008058
SMYD3	6.74976561884917
CST7	4.43952516276788
SELL	3.86060706784294
CIAO1	6.16463613944931
LGI2	3.9132339340318
WDR45	6.88601960924265
ANKRD6	5.95313819586596
LTBP4	3.90429568219336
PSCD3	3.55805945520697
PYY	3.142490708408
KCNC1	3.03359221203959
SIRT6	3.76309745486992
CCL19	4.16472374813076
ARHGEF9	4.43852525186413
ABR	4.70014842950267
C10orf22	6.83768509568882
STK17A	5.43303917954169
FOXE1	3.44537977995817
GML	3.00396648168685
CNGA3	2.85108027745115
CD38	3.41821022663316
ZDHHC6	7.00331493786271
NEFH	3.26655795094263
PGBD5	3.7924365413706
CTDSP2	7.0370020990696
RMND5B	5.11020450141165
ZNF257	3.32359714938296
DUSP4	4.65669925926312
FLJ22167	6.37294195687602
EXOSC7	6.73426297109124
ROR2	4.03457381266971
FOXM1	4.15180951398493
ZBTB48	4.25934631465123
BUD31	6.94636169308403
MAOA	3.84117656518463
CCDC41	6.17416619767055
TNNT3	3.85710036501272
FBXO11	5.65664078401752
GYPC	6.35490066788402
PLIN	3.19784674213627
RFXAP	3.85857903867686
C6orf15	3.62539994831478
RNF4	8.23919293800441
F8A1	7.6531645612693
PPP1R3D	4.79133163442977
GRB2	7.41870938167605
TPM3	3.10203447999268
SYT13	3.73447664808962
EPB42	3.34554344805313
RP5-1077B9.4	4.77845698019035
EIF1	10.6143314045738
CETN3	8.02569465904458
FPGT	4.52306715938331
PRY	3.45868721078434
NTHL1	4.47731705890288
POLR2B	8.44134610677598
RPS28	11.8499109115871
GDF10	3.13927482658603
COQ9	7.42942666392652
P2RX3	2.80513286655755
GCC2	7.44685171603057
RARRES3	6.29988560410537
PLXNA1	6.47047654687072
WBP4	5.20697364439768
KIAA0100	6.18711326245798
PMF1	5.76727521264791
HS2ST1	5.46537720467661
CRELD2	6.88011456720047
C8G	3.11736884426433
CD82	5.79457808490068
PMM1	4.83427467274365
CBLL1	4.26527494626412
LIM2	3.36145644419982
VAX2	3.95643500717956
SETDB1	4.7452421378890
LRAP	4.98537527362237
GCLM	5.82861000545096
CPEB3	3.44270727118857
PPM1A	5.76515293482551
INTS1	3.86002521456731
MMP16	3.21898501138284
CAMTA1	3.74088401782207
SAMSN1	5.28275969898294
DRD3	2.68506977721466
GMPPA	5.20122714712939
C11orf73	5.89513091695206
AIPL1	3.79568199536228
PTP4A2	8.61105745164879
IL24	3.25350762865218
BDKRB1	3.40249348476000
HPCA	3.47534949914888
MLF1	6.49418699178497
SEC14L1	6.64355049606445
CHFR	5.95349915731363
EMILIN1	4.42440890064008
THADA	6.16396040725361
TAF12	4.87670569066614
NDUFS4	8.8435538367576
ID1	8.2130331506612
PIK3CB	4.55445734848148
COL18A1	8.04650689500068
PDZD3	3.28713574986486
TBC1D17	4.35558418839274
COX8A	9.43961913043504
CDCA4	5.14055411398414
C2orf44	4.25700478085838
C9orf16	8.3121676762993
ERBB2IP	8.31277980527248
EMX2	8.26844790996443
FUS	6.30230785991676
NIPSNAP3B	3.62118888947164
TF	3.30431970643093
CXorf56	5.51444438647272
CLCN4	3.82281013042199
PWP2	5.44406399212999
MMP15	3.88196438030582
MTMR14	6.05317054700632
