Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A09_547360
Composite Element REF	Signal
AACS	7.04789007113429
FSTL1	9.83762321764376
ELMO2	6.14012515779641
CREB3L1	4.76469951875154
RPS11	9.85913910019931
PNMA1	8.4311839893867
MMP2	9.94921455777516
SAMD4A	4.41860271932797
SMARCD3	6.38954508664567
A4GNT	3.4755918185259
C9orf39	3.21238609871634
PKNOX2	4.99952946473432
RALYL	3.19613607572977
ZHX3	4.46571909202456
ERCC5	6.90196597282804
RXFP3	2.75292347440465
APBB2	5.70328029578094
BBOX1	6.44465563228806
PRO0478	3.03098985666874
GCSH	8.20331334813233
XDH	4.27551712324297
EDN1	5.27967093615354
MTERF	6.39580174067144
PDCL3	7.88093597190876
CLK4	6.50647357164124
KCNG1	3.57904553123322
CXCR4	7.98686480256459
DECR1	8.1046032322918
SALL1	3.27251431924012
PTPRR	3.25207173220495
CADM4	3.14005008905436
IRAK1	9.03580373365025
CFHR5	3.00488497077545
HNRPD	8.2892385182375
TMSB10	12.0184372373371
CXCL3	4.33508567362723
LMAN1	4.62888869580374
SUHW1	3.73069774611216
CHD8	6.35118930112315
SUMO1	7.96897846761099
GP1BA	3.16483467058018
OR7A10	3.81315283005455
DDB1	7.55946730189521
CHRNA10	3.66621316520958
STYK1	3.23219444012826
MYO9B	4.74835891607796
CCNI	10.2326788477880
MMP7	8.30388719062624
EP300	6.80901296271558
CRNKL1	6.55441167671318
C9orf45	3.17135152263743
XAB2	4.41774862155505
RTN1	5.90996630862045
HIC2	4.82481203926395
TBX10	3.50750298862246
CENPQ	4.31870070726261
UTY	3.07879140698251
OR2W1	2.73502821641389
ATP5G2	10.2925783320596
ZEB1	5.28399942868339
ZG16	3.33835324094511
ERG	4.2432418395335
PARN	7.16802659322394
SOD2	7.27799039257491
JOSD3	8.07928457068503
ADAM5P	3.12141194240588
CHD9	6.66183201693495
hCG_40738	3.95183571024684
STK16	5.17905136043232
PDE1C	3.44491352207507
SEMA4D	6.2499133241879
AGPAT1	6.10572311746579
TOB2	6.22339738353465
BANK1	4.03838587275554
MAP3K3	5.92791302182304
MAX	5.72567714789917
GRM2	3.61467244266861
OSBPL8	7.95313108941918
PROSC	6.13158539253245
NR4A2	4.92304987198173
RICS	5.4564177131278
PIR	6.98336836933172
PPCS	8.77258963812728
IPO9	6.35591413598646
LONP1	7.27612042858604
EVC	4.866742295703
CXCL13	6.48679427632019
SCYL3	5.5007058708325
KIAA1199	7.97218084802405
SORL1	8.7612919131957
NAT10	7.01003340998163
CHD1	7.14546529268052
SYN3	3.39058436956298
DMC1	3.87648837520681
SLC22A2	3.63935197083017
SERPINF1	9.55411208090882
C20orf27	6.53812355542022
OR7A17	3.0091971470598
RPS6KA5	4.89653705055384
LHB	3.38184998927862
TAOK3	5.72954253936233
STK25	6.44797309055157
SLC12A4	3.63514207728024
BRCA1	4.27100002307258
GBL	5.76455799946909
C14orf108	8.2174214305251
CDC25B	8.51788656640024
BMP3	3.15177994589714
MAP1LC3C	3.23049194109097
TMEM180	3.55002913382392
CRYGC	3.44129582341516
SLK	7.34627335378098
POU3F1	3.02516609687788
C20orf32	3.68578265665954
USP52	6.20100663123124
HIGD1B	4.02216120738337
BAZ1B	6.60968330381009
USP6NL	5.85998788154988
SLCO2B1	5.75411140964778
ABCD4	4.82479029009004
DIMT1L	6.37056356567012
SLC25A46	7.50310207336854
LARP7	7.14938772304969
TEK	3.77352549053828
CD160	3.56811674675464
TERF2IP	7.79201059234759
PHF20	6.29486946913543
COL1A1	10.6377033348358
KIAA0090	6.09836048474045
GTPBP1	4.58616553358062
GRK5	4.39938928499454
AP1S2	7.32451871556034
RAB33B	4.20420410174355
CA11	4.34713877555369
ALDOC	5.86910505690198
NUDT1	5.85120459797333
ZNF212	5.58673718693377
ACBD3	8.264207624267
ZNF83	7.03922915772033
PRDM2	5.0075897173389
GDPD5	6.14625681738713
PDCD4	6.6700348675607
CEP350	6.61402939050112
FOXP3	3.18522570526116
SMYD3	7.90650649575723
CST7	6.1386594406289
SELL	6.72940043336488
CIAO1	6.4446974588005
LGI2	4.14106077022126
WDR45	7.79078378432865
ANKRD6	6.73706255472643
LTBP4	4.31853025989768
PSCD3	3.47630802457473
PYY	3.05735272735068
KCNC1	3.08274808167816
SIRT6	4.91699039611025
CCL19	5.66907125100279
ARHGEF9	4.65421710503198
ABR	5.3451093078562
C10orf22	7.52544828426517
STK17A	5.70006945813239
FOXE1	3.09678479274528
GML	3.18315769992492
CNGA3	2.64709770672439
CD38	4.67185071107213
ZDHHC6	7.6925168553086
NEFH	6.1846169037132
PGBD5	3.66610814471080
CTDSP2	7.72860002184183
RMND5B	4.34554574904069
ZNF257	3.15210500676424
DUSP4	3.96937835261501
FLJ22167	5.62742222492736
EXOSC7	6.42413309152878
ROR2	5.48676973043775
FOXM1	5.51632222482262
ZBTB48	4.9050976520465
BUD31	7.88754090713354
MAOA	6.34436201547383
CCDC41	4.8393020296535
TNNT3	3.67270437201228
FBXO11	6.13012904140707
GYPC	7.62388171322033
PLIN	6.2163937427516
RFXAP	3.32192974591987
C6orf15	3.67610353285603
RNF4	8.27055825576832
F8A1	8.45277387241362
PPP1R3D	5.31117220451948
GRB2	7.66335874495011
TPM3	3.12800628194363
SYT13	3.4675021935525
EPB42	3.46848483827531
RP5-1077B9.4	5.59443053956841
EIF1	10.2200517560853
CETN3	7.09441681510858
FPGT	5.57222408368497
PRY	3.28150220662138
NTHL1	5.37799976501135
POLR2B	8.51021315995957
RPS28	11.8341188829821
GDF10	2.98938089953133
COQ9	7.40714624565898
P2RX3	2.8452830108514
GCC2	7.5800349327308
RARRES3	7.86981521122256
PLXNA1	6.86160132127
WBP4	5.70806224303716
KIAA0100	6.9227597764349
PMF1	6.78885640686041
HS2ST1	6.79084879774113
CRELD2	7.50175665776842
C8G	2.94546080430275
CD82	6.84971490715073
PMM1	5.32399315975408
CBLL1	5.05384453387071
LIM2	3.24172208737125
VAX2	4.18004314011205
SETDB1	5.04233452832754
LRAP	7.29060655841418
GCLM	7.44206887889942
CPEB3	3.6610072465297
PPM1A	6.21799791727308
INTS1	4.26218347141415
MMP16	3.08985954198305
CAMTA1	3.38231187534352
SAMSN1	7.09768464119363
DRD3	2.65560234463499
GMPPA	6.35059298766068
C11orf73	6.56458667497426
AIPL1	3.75816464570008
PTP4A2	9.74806966955647
IL24	3.24450494870363
BDKRB1	3.8457657711095
HPCA	3.49253634006477
MLF1	5.60871956080358
SEC14L1	7.20715213251804
CHFR	6.70256586712071
EMILIN1	6.54127484208091
THADA	6.85971060154925
TAF12	6.12402331167673
NDUFS4	8.14309013430108
ID1	8.15277393729287
PIK3CB	4.36042301805664
COL18A1	8.01434267859046
PDZD3	3.14925358538222
TBC1D17	4.80425718860277
COX8A	9.55431880632525
CDCA4	6.21785122931023
C2orf44	4.30775530385903
C9orf16	7.57357218846901
ERBB2IP	8.49001230430137
EMX2	8.4371779174477
FUS	6.3602018273559
NIPSNAP3B	3.81003516363803
TF	3.40712756953668
CXorf56	5.68940118396952
CLCN4	3.59988095589668
PWP2	6.88858347760264
MMP15	4.43279151696141
MTMR14	6.29960798475803
NPR1	6.60687540348814
DNAL4	5.11583251628139
ELAC2	4.8106352722809
ASS1	10.9006980565063
IPP	5.9542272003594
TMEM59	9.6884300371103
POLR2J	8.63854595106975
SEC23IP	6.64650817233372
RGS4	7.45387131867905
UQCRC1	8.46903250614856
SNX6	7.77367951236558
DDX18	7.16194314619604
POLG	5.30856831633246
ADAM23	4.0698048943797
ZNHIT2	4.52160139814645
TFR2	3.24147276147773
NCDN	4.58400894315472
RAG1	3.37843510217421
POMT1	4.80760118019516
CYP1A1	3.24491064595217
SNAPC1	6.38525496888022
GNA11	5.59523892543557
CCDC52	2.77644136602925
CAPN1	7.32786837449547
DDHD2	7.35759831334962
UPF3A	7.27728910304862
LAGE3	6.0663561239063
GNRHR	3.05974119071644
UNC13B	5.63517275075483
TTLL4	5.4328051497009
PPBP	3.01698863641238
HTR3A	5.75531130707645
SDC2	5.60281856970948
ANKRD49	7.16810343470826
BTF3	10.4174374117552
COX7A2	10.1983620049607
SARS	8.34871356834038
C13orf18	4.82391208752777
CACNB1	3.91678535101715
QKI	6.5052817936303
SETMAR	5.7402960778119
LAMB4	3.23019242987008
MAN2B1	7.47128126898811
EML3	5.65595756082342
ACADL	3.21392163209302
OFD1	8.4207564391
CGA	3.29748362381103
EIF3EIP	10.5123513043415
PEX16	5.5834799366948
GNG12	8.29959359236404
HABP4	5.22649715832979
CNTN2	3.45858696788169
ASNSD1	7.1992684028303
FUT4	4.81348304492044
DBH	3.25759832510981
CD53	8.57495170840999
HIST1H2BJ	3.42253333326943
TFAP2B	3.06066163265739
ACF	3.72407215683284
TMEM11	6.200808078246
CDH8	3.20222607776215
C3orf32	3.52668620236195
AGPS	5.90399866569743
C4orf18	3.62908987291311
PCCB	8.001236884804
IPO13	5.09477148659528
PECI	7.80711697672339
UNG	7.26448755774857
C6orf105	3.70701698263547
GSTP1	9.10586887523352
SUV420H1	7.70432921596422
ARHGAP15	5.91013077639153
LTBR	6.91978206538864
TDRKH	3.26368484089277
PSG4	3.40812575467001
SLC9A3R1	7.56001836736488
NBPF3	9.45496717796515
SLC9A3	3.52154353223309
OSBP	6.96216164348569
PRR5	5.6801132057244
CHMP7	5.87193465171547
ADRA1A	2.91456022802696
