Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B05
Composite Element REF	Signal
AACS	6.23362552758619
FSTL1	8.36700754718697
ELMO2	5.5779661638364
CREB3L1	4.38877252168193
RPS11	9.37182130254392
PNMA1	8.0139853840969
MMP2	8.16853272267215
SAMD4A	3.83111468891795
SMARCD3	7.26296237196856
A4GNT	3.86420286747126
C9orf39	3.25246087024155
PKNOX2	3.79009072232520
RALYL	3.47916288284196
ZHX3	4.09497777444952
ERCC5	5.29970244001356
RXFP3	2.93186582404556
APBB2	4.23887409587797
BBOX1	7.39662908105408
PRO0478	2.85322073599464
GCSH	8.49100384833342
XDH	3.95680223323284
EDN1	3.46748428264284
MTERF	6.03686882885881
PDCL3	6.51696645779454
CLK4	6.55739930949116
KCNG1	3.99291889305013
CXCR4	8.0439384288754
DECR1	8.05702543624824
SALL1	3.01967403050502
PTPRR	6.03197440641015
CADM4	3.66870572579680
IRAK1	9.00473635819278
CFHR5	3.1882018643841
HNRPD	7.50172143332546
TMSB10	11.4326644842146
CXCL3	4.05512286815643
LMAN1	4.07820147315667
SUHW1	3.52816863370581
CHD8	5.61036243025981
SUMO1	7.38020711635516
GP1BA	3.10168207060344
OR7A10	3.39910239041299
DDB1	7.89687550842249
CHRNA10	3.62006630829179
STYK1	3.33341512364742
MYO9B	4.46447794692356
CCNI	10.5962460693645
MMP7	10.29131180549
EP300	5.97726952806668
CRNKL1	5.99827828663966
C9orf45	3.22806811892741
XAB2	4.96097701623901
RTN1	4.34560990451035
HIC2	3.73766862550617
TBX10	3.73524663581151
CENPQ	3.99569901651416
UTY	3.26796022667448
OR2W1	2.82099557883565
ATP5G2	10.1754670132583
ZEB1	3.72968120887409
ZG16	3.27451323349705
ERG	3.45147864878783
PARN	6.30288417443909
SOD2	5.43282833780301
JOSD3	7.5859306674234
ADAM5P	3.23529642988836
CHD9	6.37681495640992
hCG_40738	3.7069356470004
STK16	4.73147306745959
PDE1C	3.53956577191406
SEMA4D	5.65102825343247
AGPAT1	6.16090592124207
TOB2	6.24508334110813
BANK1	6.0504259425492
MAP3K3	5.29710672373419
MAX	5.44290010021732
GRM2	3.45744500882788
OSBPL8	6.02463632656628
PROSC	5.35610682810688
NR4A2	3.88285850712919
RICS	5.60468239342386
PIR	3.48968531261245
PPCS	8.8324648345431
IPO9	6.02693149452643
LONP1	5.75932947857639
EVC	4.40184732704759
CXCL13	4.18810676338144
SCYL3	5.41784079990315
KIAA1199	5.52721102645362
SORL1	8.27235128467854
NAT10	7.00859138661999
CHD1	5.29280592487221
SYN3	3.34376111103957
DMC1	3.83242214549726
SLC22A2	3.60980660022259
SERPINF1	7.91349709907294
C20orf27	5.54631032903379
OR7A17	2.89232527955928
RPS6KA5	4.26207376361642
LHB	3.31582923739799
TAOK3	4.46976526299682
STK25	5.75028336001219
SLC12A4	3.57536081743773
BRCA1	3.91440283431911
GBL	5.11480225254915
C14orf108	8.07451062621252
CDC25B	5.97829482097584
BMP3	3.39860644987968
MAP1LC3C	3.34427924508202
TMEM180	3.03256488116481
CRYGC	3.78607724979299
SLK	5.29288440166905
POU3F1	3.14623630416096
C20orf32	3.87912364461067
USP52	5.29150320434968
HIGD1B	3.9099735393728
BAZ1B	6.25212386401948
USP6NL	4.8121999312904
SLCO2B1	4.8122646723513
ABCD4	4.3650500575789
DIMT1L	5.70854801813912
SLC25A46	7.12104494213862
LARP7	6.9603490714707
TEK	3.7229442445897
CD160	4.01038963545072
TERF2IP	7.74444205192617
PHF20	5.60110370452127
COL1A1	8.87301860649819
KIAA0090	5.8275681309831
GTPBP1	4.39379879208407
GRK5	3.7942257618664
AP1S2	5.11719316548773
RAB33B	4.49214878446157
CA11	4.09963707095851
ALDOC	4.13003600614105
NUDT1	5.59780865209471
ZNF212	5.26286849036317
ACBD3	6.60552201900699
ZNF83	5.81879825226236
PRDM2	5.09233551140934
GDPD5	4.3317523393856
PDCD4	5.34922965709496
CEP350	5.46425806247203
FOXP3	3.24788754050107
SMYD3	7.08310189889207
CST7	4.77007052034712
SELL	4.4217809337876
CIAO1	5.93352290830529
LGI2	3.61176541870209
WDR45	6.31986682123669
ANKRD6	5.76067853305237
LTBP4	3.67961088764133
PSCD3	3.54405377104304
PYY	3.23920867427362
KCNC1	3.15760444661028
SIRT6	3.99297030871965
CCL19	3.90992493703669
ARHGEF9	4.38291382082714
ABR	4.14057892057164
C10orf22	6.596718672479
STK17A	4.53201056044215
FOXE1	3.31827041303080
GML	3.34400963264903
CNGA3	3.0132473538748
CD38	4.05695649729210
ZDHHC6	5.9764530342213
NEFH	3.26750038242366
PGBD5	3.23061404407387
CTDSP2	6.91094341307697
RMND5B	5.30513827586951
ZNF257	3.92047343772411
DUSP4	3.69130509353082
FLJ22167	5.82652143045382
EXOSC7	7.18144771561575
ROR2	3.60234750780067
FOXM1	5.12238457112879
ZBTB48	4.82782036172125
BUD31	6.98278986759651
MAOA	4.11317907562408
CCDC41	4.65256262207286
TNNT3	3.69513725938922
FBXO11	5.63240330986817
GYPC	5.95064354904924
PLIN	3.34074345843319
RFXAP	3.63315133681055
C6orf15	3.95892559614786
RNF4	8.51491350354904
F8A1	8.25432323590797
PPP1R3D	4.93444180901582
GRB2	7.16694655275174
TPM3	4.30536918467527
SYT13	3.73582393448782
EPB42	3.48257177000099
RP5-1077B9.4	5.22782508669767
EIF1	9.81385554695544
CETN3	7.08279891069051
FPGT	4.87359571330716
PRY	3.25645360928103
NTHL1	4.97767830042644
POLR2B	8.86813801107328
RPS28	12.5554161217776
GDF10	3.18074248830456
COQ9	7.63629647835684
P2RX3	3.07913903247508
GCC2	6.19482507298550
RARRES3	7.82637614886647
PLXNA1	5.90287409919351
WBP4	4.3202414041447
KIAA0100	5.40990104765258
PMF1	7.45440334930017
HS2ST1	5.14401604432089
CRELD2	5.90389370279614
C8G	3.16102421332113
CD82	6.50036998739284
PMM1	4.77950095390811
CBLL1	4.18822058193833
LIM2	3.62444575826634
VAX2	3.69532367253485
SETDB1	5.29410803118924
LRAP	3.73348552767035
GCLM	5.98378333122818
CPEB3	3.09251585617372
PPM1A	5.86871980444988
INTS1	3.96793677045324
MMP16	3.24785857390862
CAMTA1	3.53526232256862
SAMSN1	5.87208049146841
DRD3	2.88307626399393
GMPPA	5.23025928651711
C11orf73	5.50455122189915
AIPL1	3.63224187417432
PTP4A2	8.91793408399843
IL24	3.35713072824149
BDKRB1	3.24983160689347
HPCA	3.36626230883901
MLF1	5.94481722298738
SEC14L1	6.22654257903187
CHFR	4.97296971007242
EMILIN1	3.65756759951257
THADA	5.99224971736433
TAF12	4.93468628852502
NDUFS4	8.73297475988667
ID1	4.62593553931406
PIK3CB	4.31522973580249
COL18A1	7.75898561529836
PDZD3	3.28079625209383
TBC1D17	4.44900754873162
COX8A	9.93203015788703
CDCA4	5.97005453152894
C2orf44	4.19269419965078
C9orf16	7.69201340894592
ERBB2IP	6.67017807921714
EMX2	7.34662112665392
FUS	5.89737242833978
NIPSNAP3B	3.55520440359405
TF	3.73297455293579
CXorf56	4.65253964649367
CLCN4	3.76297189246639
PWP2	5.51262449781059
MMP15	3.96243156778092
MTMR14	5.47764464246348
NPR1	6.72499110368545
DNAL4	5.61803032530805
ELAC2	4.40622719747374
ASS1	11.4263540869244
IPP	5.76428150078797
TMEM59	10.1156407768786
POLR2J	8.09699207934626
SEC23IP	4.59213466477504
RGS4	3.83117694340866
UQCRC1	9.36793445611765
SNX6	8.48710045110765
DDX18	6.33619652890269
POLG	4.68601421855019
ADAM23	4.08879114962694
ZNHIT2	4.84091024026605
TFR2	3.42187721968819
NCDN	4.54230913878147
RAG1	3.19949218000557
POMT1	5.21074966241384
CYP1A1	3.30757591548084
SNAPC1	5.17739794227208
GNA11	5.05485500694065
CCDC52	2.9458466367684
CAPN1	7.49311894463165
DDHD2	6.05037312965274
UPF3A	6.3017395470792
LAGE3	6.2311889471967
GNRHR	3.11950239406904
UNC13B	5.39248684031096
TTLL4	4.17030575900031
PPBP	2.84860078322318
HTR3A	5.28664771743399
SDC2	5.75436886214915
ANKRD49	6.45492476985157
BTF3	10.0582474399101
COX7A2	9.79043699663972
SARS	8.64305235286275
C13orf18	4.66236175250909
CACNB1	3.80646151501304
QKI	5.51216259462034
SETMAR	5.46534245093443
LAMB4	3.7191565999693
MAN2B1	6.33892879907134
EML3	5.06978097071382
ACADL	3.18387310313189
OFD1	7.55130025237566
CGA	3.21646642262864
EIF3EIP	9.99411860410162
PEX16	5.1187643181717
GNG12	7.74214801837454
HABP4	4.92983936510993
CNTN2	3.49930869951877
ASNSD1	6.99554100140307
FUT4	3.79668506987903
DBH	3.67251533667406
CD53	7.72984039790056
HIST1H2BJ	3.6968717233295
TFAP2B	3.29843446347771
ACF	3.79053543395744
TMEM11	5.75887453319783
CDH8	3.5770311421365
C3orf32	4.23959736392039
AGPS	4.66071136689917
C4orf18	3.4074609797663
PCCB	7.85974566724063
IPO13	4.5246288708288
PECI	6.74383532878648
UNG	7.44216420004977
C6orf105	3.95125136037033
GSTP1	8.5108295891536
SUV420H1	7.92937373365282
ARHGAP15	4.19529139720254
LTBR	7.00846247587379
TDRKH	3.28748665901602
PSG4	3.79564385129834
SLC9A3R1	6.487223148215
NBPF3	9.74262142485832
SLC9A3	3.5382914915966
OSBP	6.621908443404
PRR5	4.42580431167443
CHMP7	5.23679275117195
ADRA1A	3.17375703172129
ASAH1	7.39808658591384
FKBP4	8.04174152342756
ZNF350	4.10011626186464
DOM3Z	5.07106966185432
GIPR	3.68683293969735
AHI1	4.56503535254362
BST1	4.2580640683467
NCR2	3.44890171719219
NADSYN1	4.62967144947815
UBE2W	6.38922011610105
RGS14	3.79839259381906
KRT15	4.21254210040072
SCN11A	3.68091768818842
GFI1	3.79800302056253
FHL1	4.20641375166817
SMC6	6.19836050606316
GATA1	3.82632387107117
OSGEP	5.13072702692862
ARMC6	4.78353513526557
HK3	3.53321101343733
PSMD5	6.17496300641878
RSU1	7.2334283416583
RPL4	11.3560911073291
MAD2L1	7.77581872476307
RBPMS	4.74946294617153
EIF4A3	9.20283392045907
E4F1	4.38696562917512
DLEC1	3.6643807669494
PRPF3	6.18620493724059
EMR1	3.28451857485175
CHMP2B	7.1195728407021
CAMSAP1	4.48818841040369
RPS21	9.47370859809438
XCR1	3.10117550160012
ARID5A	4.35666460329374
RBM6	6.22662738991293
UBE2N	7.60114860208972
KLF4	3.93479506274005
MGC4172	5.05246539909657
LMO4	7.25124054577588
KLKB1	3.31253678515095
HDAC3	6.53705306550854
HP	7.96198587426023
SCHIP1	5.07535967031306
BTK	4.38409297445364
KRCC1	8.92832508381247
PRND	2.86858888371773
C6orf27	3.56979199869266
PIGL	4.09053631449842
CLCA1	3.86240769607408
C1orf112	3.98133027136344
OLFML2A	5.55194477669802
HUS1	4.82357035510176
SFRS6	8.2630285870757
CXCR7	5.20120425932637
UIMC1	6.5167287057282
FXYD2	3.4740867760863
GOT2	7.97398440356148
ZNF667	3.89856955990205
TFEC	4.00061006543937
ATP7B	3.95610288131749
RAB38	3.70282845707495
POLD2	7.0149853474893
PPM1H	4.56789412226365
DCX	3.20880559863908
NFYC	5.13575656114388
ZNF228	3.9424540109213
KIN	5.05819408664964
PLSCR4	5.99661269788977
HIST1H4I	4.21025411769855
PPARGC1A	3.04631987305371
HIG2	6.64775099889074
KCNK10	4.12524523361962
EXOC1	7.71677425585565
OR6A2	3.948351456442
ETFA	8.94807790408233
PDAP1	4.78052805344064
C19orf6	3.56426580645547
POLRMT	3.91603077829279
ZNF146	7.74342611635962
MIA2	3.25359130190214
LY6G6E	3.16791499740616
EIF4E2	6.91104018167508
NENF	4.95520371034329
HOXB5	4.09773028586676
ZNF324	3.92875853023154
CUGBP1	5.68744050848943
ENTPD7	4.15458976560828
TTC13	6.18895128242534
GJB5	3.25591418142172
PRSS22	4.77962949405117
CYP3A5	3.50323567231516
MBOAT5	4.61213913111428
CUL4B	5.41290858989139
CENPJ	3.59456767480553
KIAA0664	5.87322273735853
PITX1	3.45031002663953
PDGFRB	5.32699199752527
RDX	5.75896396867984
CELSR3	3.80238767861162
JUND	6.08056496700402
ITSN1	4.98939016854865
CHRNB1	3.49413802841817
EHBP1L1	3.81667735027927
C19orf2	6.56230275702132
FETUB	3.16215542010719
CAMK2B	3.24769692964486
DCTN1	6.14572011403558
TNKS2	6.13820882415311
MRTO4	7.24935003169912
C1QBP	5.71411615470614
TTC3	8.09221935615516
NDUFB8	7.65134572587731
CADPS2	5.14498755627443
EDG2	5.02627352332188
MYF5	3.20536804679582
SEMA3G	3.40206990346537
IL23A	3.78603775380899
GJA9	3.59863013969446
R3HDM2	6.27564286226124
C5	4.21568525522764
SLC2A10	7.64402139372928
TRIM45	4.79032701730876
TSP50	3.57145755347253
PAQR3	4.23157936380063
ANKRD26	3.55606933810447
TCP1	7.46232702540588
TMED7	6.83848378671795
CMA1	3.04038722225773
PTCRA	4.2404654186452
HCRTR1	3.64382823200411
FST	5.79384746173832
PAWR	3.97496959789975
LDLR	5.51419164766857
ASTN2	4.031251919199
SCRN1	6.92504802276
GPATCH8	5.81714508114264
KIF4A	4.89708063214638
TANC2	4.0099864417678
ZMYM5	4.02840303437033
PGM1	9.14923606127451
ZNF586	5.00069172035041
POLR3G	3.42548548686945
CPD	6.09850409685778
SNCAIP	3.70951003313864
DCT	3.45356052101948
HLA-DOA	3.70530143089089
TANK	6.19108105866397
RCAN1	4.06609592600139
UPK1B	6.0829096565221
DNAJB4	4.82197586217468
UGT1A8	2.74626417781716
LIMD2	3.64394578307453
HIST1H4L	3.50094384730377
PECR	4.61116655682917
HSPA2	5.38280012606136
SERP1	9.54016009052528
TACR2	3.39933347542753
NUP85	6.89170751035755
CD177	3.70900585483853
GPR135	3.25316177582725
PIGG	7.57777028934131
LGR5	3.51582481820759
JAK2	3.68480800023249
DPYSL4	3.23243585913863
TM9SF4	6.10366799631916
PTHR1	3.24140613151028
SIRPG	3.20577296899052
ZNF264	5.31426044311677
BICD1	5.56713132361784
RAB5A	7.51677210020624
FLJ13224	3.23530446542407
METTL5	8.08166221913203
HERC6	6.07773547969861
CASP1	6.11971546481319
USP9Y	2.799698217231
LRP1B	2.79509317643517
XAF1	7.11733967165273
PLA2G4C	3.82873656785343
APOA2	3.29645919984071
SPAG6	3.13338510802809
KALRN	3.29826538097656
SECTM1	5.82073046775068
THOC7	8.67929431272285
IFNAR1	4.22584200041857
TCTA	6.34188009241613
NY-REN-7	3.91899558677764
TALDO1	8.67751653074281
B2M	12.1972631950631
LPPR4	4.49142657746304
SQLE	6.76446222818757
SEPHS1	6.25755962627217
EIF5A	5.84755241580972
FAM49A	4.96739233125648
YTHDC2	4.49208507845175
EHD2	4.72060363707782
NCF1	3.68692930470382
SPG7	6.47461214768947
ZNF614	3.45633310623928
HOXA5	3.99269480303091
NUP133	7.57015299542288
FGF12	3.79454605908912
SLMO2	7.56617786762578
INPP5B	4.25495276260342
PPID	7.34271831720412
SNTA1	4.18158238104821
IL20RA	3.77134962233066
UBE2J1	5.26206343774708
CACNG2	2.99872822985294
GCM1	3.34041844429443
ELF1	6.72095082281226
TLR5	5.32281772756521
TCFL5	7.12645383266191
C1orf107	5.59297136083597
C19orf22	6.37277248637827
SAFB2	6.07558523609016
MAP3K7IP1	3.9631486784557
NCK2	7.58153563526959
OXA1L	7.81995871040422
KIAA0652	5.365303884413
KLRG1	3.74431855121259
FRAG1	6.17309105049251
ZSCAN12	3.07898794372332
PSMD12	7.04125557886147
E2F4	5.2518055562111
CLEC4M	3.47009493806679
KIAA0999	4.73013943910412
CLDN10	9.35541414519976
MGC13053	4.09445177071314
TAC1	2.58140392203621
GYPA	3.52713751244875
HPCAL4	3.23257960797052
TRAIP	3.83317867475888
MEX3D	4.15866638750825
KIAA0232	6.85492210919423
ERCC8	5.12212322380751
NFAT5	6.11950128589227
GPX4	9.14803476489652
CSPG4LYP1	3.36947021650978
KIAA0368	5.76183058764623
FBXO3	6.32075180449055
DVL1	6.64017276894536
CMKLR1	4.02261536213788
GPR157	3.62000062210234
TYMS	6.42786345122994
OR52A1	3.19921013118987
PEF1	7.61289110130115
ZNF750	2.89889204609998
ALG9	5.91185806518503
MCM5	5.10252953466502
SDK2	3.44861845363914
BAIAP3	3.81657081804274
RABGGTB	6.82172143983887
KCNK7	3.38972034340205
PTP4A3	6.34512731502003
ANKRD40	3.92350095535976
CALCOCO2	6.47083013389065
TMSL8	4.32329312874101
SNCA	4.93885737634555
ZNF551	2.95381812090293
HBQ1	3.20658545334761
ARHGAP26	4.33466473984214
GEMIN6	6.86427164628487
HRAS	5.07456893233296
KLRC4	2.81069665190167
BSDC1	5.8469995019937
DSC1	3.64050256822839
RNF43	5.36598689875158
NDUFAF1	6.57475461590261
MAP2K4	5.10139065484953
FOLR2	6.0079638213629
LYZL6	3.54632976069197
EPB41L3	4.25368434662788
TEKT2	4.07465205939350
CDKN2B	3.41808679456627
WSB1	6.28232915493825
ZNF480	3.71740961858238
MAP3K6	4.31410925218724
PROS1	6.26225976002364
PSMB8	8.22328041381923
HN1	6.95842252957999
MAS1	3.54871515678375
APOL1	4.87627627372948
CSHL1	3.44507068461825
ZBTB7C	3.10715272925662
AHCTF1	5.30151573164332
SAE2	8.54110855297375
ITGA2	4.52754716209027
AP2S1	7.93136116700465
P15RS	5.56371554680768
MME	4.2165174887839
VAT1	6.72036806254146
MAST4	6.07472424049988
TUFM	8.95964657353117
KRT33B	3.40763666672025
THEG	3.64267962398119
KCTD2	4.97446369326488
WDR26	8.10506430686194
MFI2	3.61037628665512
KRT34	2.99003798594833
NR4A3	3.41449104991651
SGSM3	4.59077274175227
ARSA	4.14288827647119
TOMM22	5.13755983915155
SOCS3	3.60283646227273
UNKL	3.9163067383533
POP4	7.88510136666806
BHLHB3	10.0911811259550
MALL	4.07032472648553
SOX15	3.88232418744219
CCNA2	5.7401808703151
PARK2	3.26477931806072
GPR124	4.12808150785918
TMEM132A	4.98473152900797
CGRRF1	5.34389310112902
RUVBL2	7.02240828394738
MCAT	5.66571552360059
WNT10B	3.75407571953663
ISCA1	6.8151241891779
RPAP1	4.5955426220714
C12orf48	4.63589610134270
RAI16	5.41231786958725
RPL27	8.77805576748658
EPN1	3.59837980082897
MAGI1	3.41835642655548
GBX2	3.27732287717894
SLC35A1	6.73015188052952
GAL	3.98501672706351
SLC14A2	3.72846488134787
RDH11	6.9049861562319
ZNF518	3.76154514567238
PCYT1B	3.4238045381684
AUH	7.42024783873297
EIF3H	10.9252528931530
KIF1B	7.73093588859609
MBD2	4.46950544334888
AMOTL2	8.44029574517081
C6orf120	5.36244926606867
PIGT	7.48741735640459
PSRC1	5.01476219081563
PLA2G10	3.91349700776793
ALAS1	6.75602758955139
FOXO1	5.66853131416486
C17orf62	6.11008180864201
KIF5C	5.4844818170311
DUSP10	4.55674119997086
CRLF3	6.66458790546032
CLCNKB	3.61681960187714
PSMA5	9.07159836693097
FARS2	5.70659455632925
CCDC28A	6.04665226575076
AMPD3	5.06445332954446
PIAS1	7.12695632944932
ADCYAP1R1	3.19190065249122
TMEM134	7.64468961082408
CDH20	2.88985196427729
FBXO7	7.6227240329276
FLJ14213	3.77280717556412
ZNF3	5.0167834688493
LRRFIP1	7.06692153115587
TMEM49	9.19539098235887
CNOT2	6.82480077633982
CBX2	2.8961705138561
ZC3H14	6.41952703591336
ALDH5A1	6.53986438137349
HNT	4.25745388251906
SERPINA4	3.05923585267431
FLJ20920	6.37520253627451
CRTAP	5.11358814084441
DDX50	7.69309161242886
STYXL1	7.59132807579902
TK2	4.5027472055606
BLVRB	7.39562094591333
STMN1	6.18927199768323
GUCA2A	3.35367748213101
DPP6	3.39582775338169
GALNT10	5.20346167101105
STK39	4.67438754975405
MMP24	4.82832430351053
CKS2	9.44936089424315
RHO	3.66274344584817
BANF1	9.60317547308518
CR1	3.07859972937734
RPS6KA2	5.34597962263062
HMBS	5.8141256412807
C20orf112	3.88122955756573
SLC25A24	7.46012526114333
MRPL22	7.96257886618243
SLC25A15	4.58537646089375
GADD45B	4.70606310767418
TDP1	5.34252545604629
ZNF287	3.80645826989902
DAAM2	5.47079824139029
C11orf57	5.37600413447077
RFK	7.23996832790979
ZFYVE9	4.02244502852642
TCTN3	6.4736589347469
STCH	5.22934178980543
LOC283871	3.39698464849795
NDUFB3	7.82974808699596
DEFB4	3.99316852273984
FPR1	4.31348024959664
FMNL1	3.83519305627332
SEPT7	9.57874156576944
PTCD2	4.51620041454274
GNLY	5.31663826625401
GRAMD1C	4.53942969718502
ZNF165	4.06702677130132
TR2IT1	4.54032637072664
ARMCX3	6.49372195590382
NDE1	5.7017335057321
MAGEF1	7.48862777711723
ITGA10	4.07693626012835
ARHGDIB	8.8733767084097
FSHB	4.08475633218266
ANXA2	12.3511520893120
HLCS	4.19626622487033
MCF2L	5.25391628316831
AK1	5.74220055822302
FH	6.5007518162325
LGALS2	3.96829607043356
SYNPO2L	2.74246394834808
KIAA1045	3.41213137810845
C1orf183	4.57574027085513
MAGEA8	3.12315743337881
DGCR8	4.78157953438216
GSR	4.85930188122963
NEU2	3.44080226951035
HIST1H4B	3.17832322660419
CACNA1C	3.0221459648114
FAM20B	6.08201110340463
HES2	3.31384777759688
PDCD6	9.04358104816303
INTS7	4.19489674408042
AMPH	3.98314653189798
UCKL1	6.89025861698666
ASB4	3.27535641708678
C10orf97	4.9277705487988
ALDH1L1	4.08647544441819
CCL23	3.37628519151863
OBSL1	5.18062140149265
SLC12A7	7.65070052318724
THAP4	5.05661390282864
RBM4B	6.08538525239823
OGFRL1	4.54252441080224
KIAA0831	5.96035702632215
C12orf11	6.96905516767986
PPP1R15A	4.12916460940158
KIAA0240	5.65350321256836
CD1B	3.4830807725722
FCGR2A	6.10363838528008
MDC1	5.06188039677306
MAN1A1	3.65842310465302
KRT9	3.63127254737443
HTR1A	3.43014726162668
OCEL1	6.36818617708992
ATP11B	5.20675802871416
NLGN4X	4.68801440886705
FBXO34	7.83369850431707
ALOX12	3.28076128506268
RB1CC1	6.81195573046318
PCDH12	4.61532160760279
RPE	5.06573774859617
EIF4E	5.99439383805283
CSDC2	4.09478646398990
ABHD5	4.43857157108833
TMBIM1	6.71577832972387
PET112L	4.77889366479304
P2RXL1	3.41099859986029
F2RL2	3.26445247954739
TRMT1	6.27738020624547
IMPG2	3.49700757619051
LRRC32	5.07984623653905
BGLAP	5.47639690725621
HTR4	3.37425083080706
MRAS	4.85184490776326
TRAF6	4.85797027285901
AXL	5.21692906040333
ATP2C2	3.63600334422392
LMNB1	5.15879225813877
TELO2	4.04279940733329
PNPLA3	3.72152156190793
CSNK1E	5.68654198943388
SRP14	10.3180546659545
KCNQ4	3.71029188150374
PIK3C2B	5.65225909610227
C15orf15	8.14768099627802
TUBB2B	3.15040614212750
USP15	5.03476001298152
C12orf41	7.19451806404487
CEND1	3.55090574546392
RNF31	4.09180822049187
TCEAL2	3.40617191136958
PTGER2	4.8918677702335
UBN1	6.26337996358299
SLC5A7	3.25474131724854
SLC31A1	6.03647699342804
ADAM29	3.37504102270359
ST7L	3.97489854917815
GFOD1	5.57310881837191
CTNNA1	9.03474540661201
HRBL	4.21709759180852
CBX4	3.53007408278174
