Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G09_491190
Composite Element REF	Signal
AACS	5.8832958527277
FSTL1	6.51792692336085
ELMO2	4.55834153156064
CREB3L1	3.68945909286969
RPS11	10.5388389840916
PNMA1	8.46763042419547
MMP2	5.65553181497317
SAMD4A	4.15160422774332
SMARCD3	8.3286745164953
A4GNT	4.06831775985755
C9orf39	3.24537295817181
PKNOX2	3.93131057435012
RALYL	3.92555471150885
ZHX3	4.06613486011288
ERCC5	5.21602969617342
RXFP3	3.33550007864727
APBB2	4.33799326441646
BBOX1	4.8849052427936
PRO0478	3.00625998216351
GCSH	9.35203776654191
XDH	3.65508137009915
EDN1	4.75562630330348
MTERF	8.12803303637978
PDCL3	7.20546455238167
CLK4	5.64575483909739
KCNG1	3.95406537571768
CXCR4	10.0300822845962
DECR1	7.72561963465868
SALL1	4.30467439797609
PTPRR	3.61540580583398
CADM4	3.48562825393021
IRAK1	7.55342036025969
CFHR5	3.30458249569858
HNRPD	6.27695529265022
TMSB10	12.5614253535557
CXCL3	5.72539590402744
LMAN1	3.60385450061577
SUHW1	3.57760596469371
CHD8	5.08358190586765
SUMO1	9.16847824614279
GP1BA	3.24815719156796
OR7A10	3.72778223879043
DDB1	7.09444258890824
CHRNA10	3.84972530922371
STYK1	3.63693609848772
MYO9B	4.41167790810038
CCNI	10.4130536488951
MMP7	10.2339200860303
EP300	5.17662484604289
CRNKL1	7.95137774798003
C9orf45	3.19407163493182
XAB2	4.51328616871455
RTN1	3.34727180890427
HIC2	3.60045185213089
TBX10	3.75341876183927
CENPQ	5.10852078781028
UTY	3.18025929432644
OR2W1	2.97155162272381
ATP5G2	11.1030546836674
ZEB1	3.22933342757762
ZG16	3.76278540351572
ERG	3.93118458100971
PARN	5.48580818514396
SOD2	3.94680197845552
JOSD3	8.59682215815367
ADAM5P	3.42851659305372
CHD9	7.04185513197337
hCG_40738	3.64622732558095
STK16	6.38418060783862
PDE1C	3.71272471733301
SEMA4D	4.51930426845090
AGPAT1	5.80076297363835
TOB2	4.96669343139315
BANK1	3.75467325957087
MAP3K3	4.52528936208844
MAX	5.39431392220234
GRM2	4.29191430283266
OSBPL8	7.34944308725086
PROSC	5.63680072003009
NR4A2	7.36829183617344
RICS	3.82488320725995
PIR	6.9254168952985
PPCS	10.0227570657320
IPO9	5.24878594022465
LONP1	5.45079077610963
EVC	4.13309673352884
CXCL13	4.55743168119985
SCYL3	6.62548144230931
KIAA1199	4.09200379884846
SORL1	7.06907455221129
NAT10	6.54533381620335
CHD1	4.83906150862116
SYN3	3.63404626325255
DMC1	3.88687086315481
SLC22A2	4.20397418616189
SERPINF1	5.65404279090289
C20orf27	6.1864937714168
OR7A17	3.48055257443679
RPS6KA5	5.11452046503546
LHB	3.56050730108713
TAOK3	4.00943483512498
STK25	5.35313605418971
SLC12A4	3.70194148251711
BRCA1	3.578688480383
GBL	6.26693019489458
C14orf108	7.97535759168461
CDC25B	4.79988157607453
BMP3	3.40543248321831
