Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B09_458676
Composite Element REF	Signal
AACS	6.29759682855509
FSTL1	9.10941956558455
ELMO2	4.95352064872428
CREB3L1	4.11904258593286
RPS11	10.1059192157780
PNMA1	7.96944967370499
MMP2	6.8434315389384
SAMD4A	3.80170539907755
SMARCD3	7.17067862364072
A4GNT	3.69777581548563
C9orf39	3.68656218582027
PKNOX2	5.62151892054173
RALYL	4.59223357439954
ZHX3	4.33227084202189
ERCC5	6.44187910396829
RXFP3	3.14559900565427
APBB2	3.94586038589406
BBOX1	5.21893299812293
PRO0478	2.92153134927224
GCSH	8.42573735150623
XDH	3.30129732463286
EDN1	4.6863532624446
MTERF	6.3199537595889
PDCL3	7.28232151851478
CLK4	6.78619483370753
KCNG1	3.46466153224682
CXCR4	5.60665043580627
DECR1	7.70008988947783
SALL1	3.36302171156405
PTPRR	3.33680985158799
CADM4	3.56744923441630
IRAK1	7.36391135988193
CFHR5	3.18462568051084
HNRPD	8.19892577975748
TMSB10	12.0325529428843
CXCL3	3.58350794103127
LMAN1	4.1143728779109
SUHW1	3.25187214092171
CHD8	6.71147551842983
SUMO1	7.8188236993732
GP1BA	3.16384020641657
OR7A10	3.84193254868082
DDB1	8.06633641358664
CHRNA10	3.48981366874827
STYK1	3.56428034535482
MYO9B	4.15744932857302
CCNI	11.0133981594369
MMP7	7.18028342751332
EP300	6.70493231116782
CRNKL1	6.90951225462524
C9orf45	3.18353649589769
XAB2	4.09946547999076
RTN1	3.47027507893841
HIC2	4.29084880193128
TBX10	3.63878886466426
CENPQ	4.40298483939052
UTY	3.07261611055258
OR2W1	3.01214369314522
ATP5G2	10.6689979154019
ZEB1	3.70294140360583
ZG16	3.78678201144823
ERG	3.54478029507722
PARN	6.75349262203278
SOD2	4.54246111967458
JOSD3	8.17742045047721
ADAM5P	3.33634692128397
CHD9	7.48177135227819
hCG_40738	3.85150334290636
STK16	5.08484909042434
PDE1C	3.52435794132861
SEMA4D	6.03902729636906
AGPAT1	6.44035835751115
TOB2	6.99567676434139
BANK1	5.05067669438557
MAP3K3	5.22308932324106
MAX	5.05849122103483
GRM2	3.693491105017
OSBPL8	7.47271166000696
PROSC	5.88592142689847
NR4A2	4.60303938011886
RICS	5.46406332955226
PIR	3.82228986352213
PPCS	7.28138292059836
IPO9	6.8958868852629
LONP1	7.71760352999369
EVC	4.69068860168069
CXCL13	4.07848360302863
SCYL3	5.47789373899419
KIAA1199	3.59049910632639
SORL1	8.92162931693782
NAT10	6.39026619411823
CHD1	7.57019828741522
SYN3	3.60848517969042
DMC1	3.85661150576364
SLC22A2	3.58489565524894
SERPINF1	7.15780764759018
C20orf27	5.37808168194558
OR7A17	3.35182350704317
RPS6KA5	4.46402168670737
LHB	3.52476850041090
TAOK3	5.1207710146616
STK25	5.89870562908834
SLC12A4	3.67411035408328
BRCA1	4.15474457343101
GBL	5.7535880021853
C14orf108	8.2273806209741
CDC25B	5.88909700503974
BMP3	3.42590442605229
MAP1LC3C	3.31573845751932
TMEM180	3.45998585915039
CRYGC	3.66602403609465
SLK	6.63772864811908
POU3F1	3.26217443696956
C20orf32	3.91114252249672
USP52	5.40900020339402
HIGD1B	3.69323297908213
BAZ1B	6.83353309799876
USP6NL	6.06695551750234
SLCO2B1	3.68043829339992
ABCD4	4.71745354901726
DIMT1L	5.95592894343627
SLC25A46	6.44666168591062
LARP7	7.41032505384598
TEK	3.56541950683629
CD160	3.5229350253489
TERF2IP	8.54917255798481
PHF20	6.08656598663342
COL1A1	7.24102898862993
KIAA0090	4.7232844088802
GTPBP1	4.47908922353031
GRK5	3.60875012454259
AP1S2	6.39079294960812
RAB33B	5.16039356919257
CA11	4.60904963747562
ALDOC	4.85764600520005
NUDT1	5.26836666466184
ZNF212	5.40972343537946
ACBD3	7.58668233361414
ZNF83	7.50985291107197
PRDM2	4.57979066646975
GDPD5	4.76914947775445
PDCD4	6.286509538464
CEP350	6.94407753153658
FOXP3	3.17674596443576
SMYD3	6.28780789857847
CST7	3.66880796102658
SELL	3.80366959374359
CIAO1	6.35278971376398
LGI2	3.45645067713523
WDR45	5.47565959634533
ANKRD6	6.9619006745393
LTBP4	4.20602421715102
PSCD3	3.37681257230755
PYY	3.25236254879608
KCNC1	3.27317751622008
SIRT6	4.38935129484028
CCL19	4.07961319860599
ARHGEF9	4.55094859359656
ABR	4.29222262006212
C10orf22	7.16758643614426
STK17A	4.24491601577682
FOXE1	3.19427818193551
GML	3.06635546689999
CNGA3	2.94471992388387
CD38	3.47950546642943
ZDHHC6	7.83694825704671
NEFH	3.75559645699877
PGBD5	4.23072719631577
CTDSP2	6.40403463521176
RMND5B	5.85388175258186
ZNF257	3.7660444735819
DUSP4	6.06721391889721
FLJ22167	6.26059052739989
EXOSC7	7.39344675924561
ROR2	3.59785615229436
FOXM1	4.6376775789433
ZBTB48	4.58906486946175
BUD31	7.25224775977619
MAOA	5.57970413359699
CCDC41	5.69485095412421
TNNT3	3.64076533857808
FBXO11	5.90140240788034
GYPC	9.89363426860823
PLIN	3.32751605106261
RFXAP	3.62023269246216
C6orf15	3.75252030286606
RNF4	7.76293976538223
F8A1	7.55654347468798
PPP1R3D	4.48254764453207
GRB2	7.39191731927821
TPM3	2.96000617568195
SYT13	3.54095040098744
EPB42	3.41589904704181
RP5-1077B9.4	4.67479731809856
EIF1	10.8256489391727
CETN3	7.1343500142135
FPGT	4.10177903584088
PRY	3.29097644494844
NTHL1	4.94244121370013
POLR2B	8.34757798235531
RPS28	12.0358483589926
GDF10	3.02583589159286
COQ9	8.12357378285106
P2RX3	2.92686430440541
GCC2	6.46081769560185
RARRES3	6.01231251894132
PLXNA1	6.17523262400099
WBP4	4.90195658495061
KIAA0100	6.29474160929248
PMF1	6.71611338266768
HS2ST1	5.95944502627249
CRELD2	7.10175339277558
C8G	3.06804068935279
CD82	5.3362211866991
PMM1	5.15651749843945
CBLL1	3.65436069345281
LIM2	3.39524150392658
VAX2	3.93409503956797
SETDB1	5.56023462900422
LRAP	3.30472424555044
GCLM	4.35320068083369
CPEB3	4.22759846447773
PPM1A	5.734600063925
INTS1	4.20355486912736
MMP16	3.18795307898703
CAMTA1	3.06964004243876
SAMSN1	4.06024734150531
DRD3	2.82879108213122
GMPPA	5.10826138408348
C11orf73	4.96157483852011
AIPL1	3.95620792538545
PTP4A2	8.43721119698308
IL24	3.46121500789890
BDKRB1	3.18062822996673
HPCA	3.63054731864341
MLF1	6.59914317590016
SEC14L1	5.76222538638757
CHFR	4.92217178666333
EMILIN1	3.83093902783569
THADA	6.5030673671673
TAF12	4.33363459088455
NDUFS4	8.22632487004656
ID1	5.77143244412147
PIK3CB	3.91350668606719
COL18A1	8.60841873846362
PDZD3	3.27413895908324
TBC1D17	5.49488170178091
COX8A	10.3704554121363
CDCA4	6.50018225733436
C2orf44	4.37578015070976
C9orf16	8.18005315921134
ERBB2IP	8.54170270908692
EMX2	10.0141613175631
FUS	6.79571122194965
NIPSNAP3B	3.73785498621675
TF	3.27880305331079
CXorf56	5.05613261200192
CLCN4	3.39478884111089
PWP2	5.35646204514278
MMP15	4.60609848395078
MTMR14	5.70416919248637
NPR1	7.90193293091015
DNAL4	6.46355966972068
ELAC2	4.90813796232566
ASS1	10.9024356568595
IPP	4.65424814057404
TMEM59	8.52214723623978
POLR2J	8.69342474330332
SEC23IP	6.16184875804649
RGS4	3.68450540516896
UQCRC1	8.91741387545756
SNX6	8.04620894742663
DDX18	6.95813069713055
POLG	4.42683712739509
ADAM23	3.87603874676953
ZNHIT2	4.60564702782794
TFR2	3.40235022279339
NCDN	4.12319012044803
RAG1	3.54384226622832
POMT1	4.92435294939735
CYP1A1	3.23945474970975
SNAPC1	6.22730349384544
GNA11	6.21484646566729
CCDC52	2.70938666090779
CAPN1	7.43849238334821
DDHD2	7.24725159003455
UPF3A	6.24094822183986
LAGE3	5.1955273563071
GNRHR	3.26473580113014
UNC13B	4.66832820407259
TTLL4	4.08151448257257
PPBP	3.18217533567152
HTR3A	3.37534971269873
SDC2	7.84996854365786
ANKRD49	6.72392399225043
BTF3	10.1725329572805
COX7A2	10.6134953180342
SARS	7.1830057598
C13orf18	5.9295605640931
CACNB1	3.89191262868703
QKI	6.3954380364768
SETMAR	6.33045519854324
LAMB4	3.37594675022878
MAN2B1	6.92892005668753
EML3	4.75738431197056
ACADL	3.38714119954193
OFD1	7.35128246126694
CGA	3.39347255259294
EIF3EIP	11.2692338540875
PEX16	5.41614318189160
GNG12	7.43997338803283
HABP4	5.22286357685642
CNTN2	3.5529434375729
ASNSD1	7.9981854743128
FUT4	3.87251331943628
DBH	3.44355975003270
CD53	4.86410167729448
HIST1H2BJ	3.56391403674786
TFAP2B	3.19492784552325
ACF	3.62421681938864
TMEM11	6.27871983724434
CDH8	3.24126398699385
C3orf32	3.2292801722527
AGPS	4.35375756175407
C4orf18	3.11136032863764
PCCB	6.22783595426996
IPO13	4.12289085610481
PECI	7.34282409507631
UNG	7.77153611579372
C6orf105	3.52129970315062
GSTP1	9.24642501502426
SUV420H1	8.7874035272987
ARHGAP15	3.2553398276526
LTBR	5.78931602794668
TDRKH	3.20800776423412
PSG4	3.02231379358944
SLC9A3R1	5.4217700209801
NBPF3	8.83212869655997
SLC9A3	3.57211754589318
OSBP	6.60073335966698
PRR5	4.76772994133432
CHMP7	6.46031440123388
ADRA1A	3.08364000882785
ASAH1	7.07924973401608
FKBP4	6.42073446941921
ZNF350	4.457283802242
DOM3Z	4.71790344517908
GIPR	3.83263973054381
AHI1	5.27607654226334
BST1	3.44205900463541
NCR2	3.36571744236618
NADSYN1	5.55500845759256
UBE2W	5.97599783755181
RGS14	3.58700088891462
KRT15	4.56053248974852
