Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F02_586112
Composite Element REF	Signal
AACS	5.75405542676542
FSTL1	7.18175509229665
ELMO2	5.92881634938565
CREB3L1	3.96296623596581
RPS11	9.989948278859
PNMA1	8.1006097295242
MMP2	6.05667640923736
SAMD4A	3.71024447377446
SMARCD3	7.45843139612703
A4GNT	3.63187311170503
C9orf39	3.30319085336757
PKNOX2	4.13569723228688
RALYL	3.40829021585399
ZHX3	4.1478138831235
ERCC5	7.20994859065729
RXFP3	3.0320063665134
APBB2	4.29681106887817
BBOX1	7.62026457963784
PRO0478	2.85823508008362
GCSH	7.72846228636045
XDH	6.0692043887011
EDN1	4.79743998591504
MTERF	6.9130851633656
PDCL3	7.66885556014323
CLK4	7.22091807175318
KCNG1	3.40287050412666
CXCR4	9.04677930745862
DECR1	8.85526058411191
SALL1	3.39227169104812
PTPRR	6.33988247963794
CADM4	3.20582426593823
IRAK1	9.35551657678026
CFHR5	3.2994279996382
HNRPD	7.77818584041334
TMSB10	12.4325337447538
CXCL3	5.99546690429609
LMAN1	3.81341493328119
SUHW1	3.47024876065521
CHD8	5.79171903923554
SUMO1	8.12735284755057
GP1BA	3.34548619288674
OR7A10	3.59749542980517
DDB1	7.26203891351119
CHRNA10	3.61570786864775
STYK1	3.60746092292789
MYO9B	4.32447710115785
CCNI	10.2935948505782
MMP7	9.16329004081172
EP300	6.56817787836986
CRNKL1	6.29838999208536
C9orf45	3.30991926761775
XAB2	4.63863465959249
RTN1	4.1053481071104
HIC2	4.07003984957807
TBX10	3.59239224914679
CENPQ	4.61268574042154
UTY	3.20608728326108
OR2W1	2.85365954393813
ATP5G2	10.9532953282261
ZEB1	3.39565245263144
ZG16	3.52985063147115
ERG	3.8596482393762
PARN	6.85557198695276
SOD2	7.20288621853571
JOSD3	7.92233995079829
ADAM5P	3.25695886992904
CHD9	5.5861575143911
hCG_40738	3.70447972316882
STK16	5.35718510638989
PDE1C	3.43381539757578
SEMA4D	6.21901323370214
AGPAT1	6.46418201753283
TOB2	6.21876290758143
BANK1	5.2128004828265
MAP3K3	5.4344218177847
MAX	5.76956719753506
GRM2	3.67139442670391
OSBPL8	7.10228058665582
PROSC	6.54330847093317
NR4A2	5.32508828645308
RICS	3.96913160011811
PIR	7.34818459511065
PPCS	9.1357949122729
IPO9	5.4476230620197
LONP1	6.67707020995671
EVC	3.69934581137178
CXCL13	7.14196164214353
SCYL3	5.7042516342388
KIAA1199	3.21179756373919
SORL1	7.88424310451665
NAT10	7.50958728614478
CHD1	5.7329663783523
SYN3	3.59830323662168
DMC1	3.84499101755193
SLC22A2	3.77921547969365
SERPINF1	6.85031400156597
C20orf27	6.00789369493759
OR7A17	3.37574688151644
RPS6KA5	5.29745675562061
LHB	3.38952184875805
TAOK3	5.08259866973984
STK25	4.9796450764949
SLC12A4	3.51026472024202
BRCA1	4.97056839115851
GBL	5.42947199916048
C14orf108	8.43469045021445
CDC25B	7.81081067771563
BMP3	3.17330535095529
MAP1LC3C	3.29136759764753
TMEM180	3.89086031207747
CRYGC	3.63427431255067
SLK	6.82377635647361
POU3F1	3.13300875136610
C20orf32	3.78598489133028
USP52	5.53922224727093
HIGD1B	3.73477286969822
BAZ1B	6.62193459411277
USP6NL	6.15819377391759
SLCO2B1	4.66137026884392
ABCD4	4.52990435346976
DIMT1L	6.24222395416159
SLC25A46	6.98115821616931
LARP7	7.19072322517695
TEK	3.67592387733325
CD160	3.83096580858998
TERF2IP	7.55846520727706
PHF20	5.82662005454279
COL1A1	6.39933412742092
KIAA0090	6.7685558856774
GTPBP1	4.72084814718418
GRK5	3.59267134203081
AP1S2	5.40179629884312
RAB33B	4.59247768216728
CA11	4.14473898369237
ALDOC	4.91986842551204
NUDT1	6.96239140892709
ZNF212	5.57212321422576
ACBD3	7.8814721128535
ZNF83	6.13331125577605
PRDM2	4.86936745182085
GDPD5	4.10715320827219
PDCD4	5.84753941750232
CEP350	6.22510532764695
FOXP3	3.22111122065664
SMYD3	7.57326175042503
CST7	5.34186245177019
SELL	6.80692234541438
CIAO1	6.60718399936642
LGI2	3.7376904908759
WDR45	6.82390062326533
ANKRD6	5.11974443113976
LTBP4	4.25125615118306
PSCD3	3.33905198654812
PYY	3.19741724082588
KCNC1	3.00986500049803
SIRT6	4.20179772889664
CCL19	3.91153462459573
ARHGEF9	4.01931143596322
ABR	4.43944716876039
C10orf22	7.15089091741603
STK17A	4.89215728661064
FOXE1	3.46451633601049
GML	3.27839018640872
CNGA3	3.00343229923524
CD38	6.86300702818821
ZDHHC6	7.8518971265129
NEFH	3.47495395738045
PGBD5	4.50192402285269
CTDSP2	7.3408151608455
RMND5B	6.0092337170034
ZNF257	4.72242670765905
DUSP4	4.33472119873490
FLJ22167	6.31429294778882
EXOSC7	6.93571036658196
ROR2	3.65983348744886
FOXM1	5.38292951580444
ZBTB48	5.18418995396685
BUD31	9.39545751828504
MAOA	4.57867811641371
CCDC41	4.70572318145758
TNNT3	3.77312954578305
FBXO11	5.28224317213199
GYPC	5.52239738793266
PLIN	3.59102337640859
RFXAP	3.56588372626928
C6orf15	4.06241149136134
RNF4	8.489925481151
F8A1	9.07065802166565
PPP1R3D	4.17366844512281
GRB2	7.78947782590096
TPM3	3.18433223413697
SYT13	3.35365123658154
EPB42	3.51726305205385
RP5-1077B9.4	5.49746193028344
EIF1	10.9914870734001
CETN3	7.1816292380312
FPGT	5.41501871005188
PRY	3.49966112977945
NTHL1	6.73490153041033
POLR2B	8.4097265424876
RPS28	12.4193540770853
GDF10	3.06923455106151
COQ9	8.56466795653908
P2RX3	2.85357131713898
GCC2	7.31601948354493
RARRES3	9.12055050638053
PLXNA1	5.81558147951224
WBP4	4.42780962733737
KIAA0100	6.46450823450251
PMF1	7.24990797293149
HS2ST1	5.93128396965779
CRELD2	6.58676673128141
C8G	2.97320030128236
CD82	8.02257692877572
PMM1	4.82080066900111
CBLL1	5.39989564510761
LIM2	3.30620718865137
