Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B10_491120
Composite Element REF	Signal
AACS	7.53065898969935
FSTL1	8.767802668464
ELMO2	6.35939059389599
CREB3L1	4.48786787270712
RPS11	10.2037275087056
PNMA1	7.82264172062811
MMP2	8.95586528508612
SAMD4A	4.01059912872143
SMARCD3	9.44696627720938
A4GNT	3.71598293067802
C9orf39	3.29032560059757
PKNOX2	4.83159912037146
RALYL	3.37170553392472
ZHX3	4.36650605094399
ERCC5	5.7620239947236
RXFP3	2.95838429465782
APBB2	3.94990310033486
BBOX1	7.74596917850766
PRO0478	3.00930856287633
GCSH	8.96516556480912
XDH	4.51221673814529
EDN1	4.4759969538845
MTERF	6.56961656522976
PDCL3	7.72922708658828
CLK4	4.92050160546246
KCNG1	3.73437358674436
CXCR4	8.47398413050024
DECR1	8.01829510878644
SALL1	3.21749760860631
PTPRR	3.41422534062649
CADM4	3.28099810996401
IRAK1	9.53875635256022
CFHR5	3.24487741064686
HNRPD	8.1851523419497
TMSB10	12.0528283786035
CXCL3	3.84392948309281
LMAN1	4.51351485066785
SUHW1	3.5506311350273
CHD8	5.94005241054118
SUMO1	7.73026042741452
GP1BA	3.18477850928915
OR7A10	3.59415987563394
DDB1	7.88336447318024
CHRNA10	3.49376348305960
STYK1	3.32814608887748
MYO9B	4.29711960126187
CCNI	10.4884463584206
MMP7	6.87230016295784
EP300	6.34972936616824
CRNKL1	6.77045329123804
C9orf45	3.14716330393371
XAB2	4.78091016214218
RTN1	5.04390956807968
HIC2	4.22903411593144
TBX10	3.59703990870845
CENPQ	4.77676784400858
UTY	3.04362509986906
OR2W1	2.91466469147113
ATP5G2	10.9234584285902
ZEB1	3.86940200116619
ZG16	3.44246632521109
ERG	3.9763512022295
PARN	7.54924096173539
SOD2	5.5105034191286
JOSD3	7.84765945624094
ADAM5P	3.2624732606466
CHD9	5.76442092106362
hCG_40738	3.89136329464684
STK16	5.38979083393615
PDE1C	3.53019365551454
SEMA4D	5.72521302449218
AGPAT1	6.79400240419902
TOB2	6.18946912826617
BANK1	4.51780284612894
MAP3K3	5.64858689113077
MAX	5.03998262434466
GRM2	3.76967392874469
OSBPL8	7.49414291261914
PROSC	5.57937003578807
NR4A2	6.06109624660147
RICS	4.4226997528252
PIR	4.94275439979277
PPCS	8.77434470581465
IPO9	5.80842749844334
LONP1	7.28279574856566
EVC	4.46415047640660
CXCL13	3.99129087752628
SCYL3	5.26735449874729
KIAA1199	7.19652693817494
SORL1	8.46427526552526
NAT10	6.99911487779676
CHD1	5.87298602176039
SYN3	3.57651191061084
DMC1	3.88058086260765
SLC22A2	3.68982376954481
SERPINF1	9.17472000277365
C20orf27	6.46053963685803
OR7A17	3.12193595371624
RPS6KA5	4.81485829016031
LHB	3.28637191033490
TAOK3	5.20410019638205
STK25	6.19038776043741
SLC12A4	3.54413291517899
BRCA1	3.43327979448614
GBL	5.47492277462526
C14orf108	7.81300531487876
CDC25B	7.8698979331402
BMP3	3.04331070142047
MAP1LC3C	3.36294789490202
TMEM180	3.65954640389998
CRYGC	3.6435860554138
SLK	6.15926390570776
POU3F1	3.17987067925419
C20orf32	3.88025808751183
USP52	6.26963479755613
HIGD1B	3.89970283202699
BAZ1B	6.42757999026358
USP6NL	5.36398485999889
SLCO2B1	4.64495480929845
ABCD4	4.46519072049049
DIMT1L	5.69803631033191
SLC25A46	7.27893233348728
LARP7	6.83154490538165
TEK	3.69696328260794
CD160	3.66846227941914
TERF2IP	7.37026888477946
PHF20	6.44713028068402
COL1A1	9.41603220490872
KIAA0090	5.49389733893116
GTPBP1	4.72353138144767
GRK5	4.08445644874014
AP1S2	6.23698378655361
RAB33B	4.16784442275573
CA11	4.8626501259672
ALDOC	5.55146020762828
NUDT1	4.89419846974067
ZNF212	6.18356981185634
ACBD3	7.22823491373237
ZNF83	6.37919682460448
PRDM2	4.94733283709396
GDPD5	5.31471032568561
PDCD4	6.08891793023181
CEP350	5.91210210604028
FOXP3	3.15287820247447
SMYD3	6.8299547561762
CST7	4.95359160362904
SELL	4.15962316010316
CIAO1	6.61149089615688
LGI2	3.59940450667464
WDR45	6.85876379007717
ANKRD6	7.10573973970954
LTBP4	3.60769919494917
PSCD3	3.11890623034991
PYY	3.16032154837345
KCNC1	3.24359196676591
SIRT6	4.20975646947711
CCL19	4.0262696391008
ARHGEF9	4.25737920981219
ABR	4.62389477076216
C10orf22	7.06884681832934
STK17A	4.85442689902781
FOXE1	3.5633295418169
GML	3.24246239240947
CNGA3	3.06724921155628
CD38	3.64539611204521
ZDHHC6	8.00006621180118
NEFH	4.11720283789021
PGBD5	4.43458229063758
CTDSP2	7.44534845659679
RMND5B	5.52570730184144
ZNF257	3.71553599607583
DUSP4	4.05680901968704
FLJ22167	5.16498470148595
EXOSC7	6.68272310842457
ROR2	3.95410718733401
FOXM1	5.71206555561986
ZBTB48	4.99809868335822
BUD31	8.75780667219723
MAOA	3.58845639369866
CCDC41	4.64991506969164
TNNT3	3.65418672452373
FBXO11	5.51363471950824
GYPC	6.42876064648812
PLIN	3.69086845233565
RFXAP	3.30081308281662
C6orf15	4.28710460079181
RNF4	9.29958269317403
F8A1	8.71067980950749
PPP1R3D	4.98119271596938
GRB2	7.03711893087556
TPM3	3.23821053847989
SYT13	3.95702815841516
EPB42	3.42716332813476
RP5-1077B9.4	6.26567856494327
EIF1	11.1811906335208
CETN3	6.68078937878611
FPGT	4.61810786666482
PRY	3.60188819045366
NTHL1	4.7134551113368
POLR2B	8.95444252414938
RPS28	12.1780690833869
GDF10	3.13925233994355
COQ9	7.56503756128728
P2RX3	2.70307504733973
GCC2	6.81707353039065
RARRES3	6.23548459577723
PLXNA1	6.02611628845148
WBP4	5.00216381006226
KIAA0100	6.17536634781380
PMF1	7.21785359536346
HS2ST1	5.41715305383777
CRELD2	6.78686165936925
C8G	3.16392494674542
CD82	5.6632714351591
PMM1	5.76146571094216
CBLL1	4.63617586789955
LIM2	3.38771274020848
VAX2	4.58966086054433
SETDB1	5.3482164794803
LRAP	3.77816237399828
GCLM	6.23372016140896
CPEB3	3.85975590247093
PPM1A	5.36952173536826
INTS1	4.04836996132816
MMP16	3.26723103619793
CAMTA1	4.08209347782985
SAMSN1	5.39392733008187
DRD3	2.88755057521025
GMPPA	5.18669490852434
C11orf73	5.85712467070674
AIPL1	3.98376019878707
PTP4A2	9.4868514666062
IL24	3.36200867612316
BDKRB1	3.56931616989964
HPCA	3.20004862656015
MLF1	6.61241229291407
SEC14L1	6.16951248985782
CHFR	5.95679549923345
EMILIN1	4.07640934486287
THADA	6.6431769047893
TAF12	6.5613984323319
NDUFS4	9.18096020656668
ID1	5.18423733179454
PIK3CB	3.41927717125914
COL18A1	7.09248456361825
PDZD3	3.15508657493789
TBC1D17	4.87276758171967
COX8A	10.4373829173465
CDCA4	7.55617332466115
C2orf44	4.34300403525264
C9orf16	9.2012786059619
ERBB2IP	7.6874383726198
EMX2	8.76609837514631
FUS	5.7291579910442
NIPSNAP3B	3.93961140518477
TF	3.25270137581265
CXorf56	5.31129501281637
CLCN4	3.62957351732714
PWP2	5.8939068637977
MMP15	4.00027170700107
MTMR14	6.6620633246707
NPR1	7.43704352128518
DNAL4	6.50075133004545
ELAC2	4.71810324945626
ASS1	12.1309304363359
IPP	5.90906657519056
TMEM59	9.90892241187628
POLR2J	9.24147828959006
SEC23IP	5.87336572443391
RGS4	5.17294292815232
UQCRC1	9.94823050795054
SNX6	7.11411849695717
DDX18	7.505657721786
POLG	4.82369201607189
ADAM23	3.95506630242207
ZNHIT2	4.5267676181093
TFR2	3.49053362314743
NCDN	4.43197969082559
RAG1	3.40247748072299
POMT1	5.6388123916393
CYP1A1	3.54324521419369
SNAPC1	4.91086904867572
GNA11	5.57665848589652
CCDC52	2.95428294265915
CAPN1	7.23735907041422
DDHD2	6.62263981393392
UPF3A	6.91630227310538
LAGE3	6.33948876861822
GNRHR	3.07514500732029
UNC13B	4.82383805399035
TTLL4	4.69054027194842
PPBP	3.04401533256985
HTR3A	4.31159422764146
SDC2	6.51214752089434
ANKRD49	6.92874976681378
BTF3	10.5678718463229
COX7A2	11.0523806520376
SARS	8.40646415099931
C13orf18	4.18425443586767
CACNB1	4.02778436742085
QKI	6.13279528214279
SETMAR	6.3714243808663
LAMB4	3.22464486325558
MAN2B1	6.72108552131975
EML3	4.94772334084152
ACADL	3.23327867885832
OFD1	7.44162219072621
CGA	3.53266506610817
EIF3EIP	11.3216835836319
PEX16	5.59776637787449
GNG12	7.79892807298119
HABP4	5.3746906166545
CNTN2	3.414645497566
ASNSD1	6.77884725578792
FUT4	3.70505068450951
DBH	3.58512874103877
CD53	8.16853930256315
HIST1H2BJ	3.59268263235162
TFAP2B	3.24785784973636
ACF	3.89076422097387
TMEM11	6.30171038606265
CDH8	3.44161522595507
C3orf32	5.20930149230644
AGPS	4.98629377830056
C4orf18	3.31009531305246
PCCB	7.53729009908794
IPO13	5.02075228278638
PECI	7.62402801789397
UNG	7.74798314030195
C6orf105	4.04849385851731
GSTP1	8.82384368922258
SUV420H1	7.75887097599015
ARHGAP15	4.52896696897324
LTBR	6.84047301133525
TDRKH	4.10016166922352
PSG4	3.21718369946621
SLC9A3R1	7.6209040763703
NBPF3	8.92935765914481
SLC9A3	3.75373060160348
OSBP	6.66287630315419
PRR5	5.12685174892964
CHMP7	5.43520263473766
ADRA1A	3.02075414757661
ASAH1	7.08753260382009
FKBP4	7.01965570783845
ZNF350	4.45153222568493
DOM3Z	5.84950389111147
GIPR	3.60467673848445
AHI1	4.25064134387589
BST1	4.46114554860996
NCR2	3.61145487456205
NADSYN1	6.06343639253709
UBE2W	6.06965380813276
RGS14	3.73156950019157
KRT15	4.19330847745505
SCN11A	3.81330571307839
GFI1	3.51472886032283
FHL1	5.2552007786322
SMC6	6.33815231274139
GATA1	3.51399366410291
OSGEP	5.33953226286036
ARMC6	5.11566474569755
HK3	3.34049355853856
PSMD5	7.7923979142011
RSU1	7.70260771564287
RPL4	12.2360197409681
MAD2L1	7.25681277997853
RBPMS	4.80835021079775
EIF4A3	10.6184220233844
E4F1	4.10328300539763
DLEC1	3.35200920044719
PRPF3	5.71680627654626
EMR1	3.23026910949148
CHMP2B	7.96344337844108
CAMSAP1	4.88691104108927
RPS21	10.8778602856039
XCR1	3.29032222539631
ARID5A	4.03674845599935
RBM6	5.68685355935865
UBE2N	7.95715457248168
KLF4	4.76997118095554
MGC4172	6.47824304387921
LMO4	6.37585357880358
KLKB1	3.06209308870283
HDAC3	6.9409583839512
HP	7.67217410402709
SCHIP1	6.15760629682419
BTK	4.24669537441548
KRCC1	8.59409197385165
PRND	4.30662385284759
C6orf27	3.55305280733311
PIGL	3.80848062516056
CLCA1	3.84003805171962
C1orf112	4.62213372626951
OLFML2A	6.10637475778117
HUS1	5.08807618308722
SFRS6	7.48391907845198
CXCR7	6.72839792917896
UIMC1	6.06128020911762
FXYD2	3.38365393672282
GOT2	8.02657342116452
ZNF667	4.05848081658448
TFEC	4.16922558869342
ATP7B	4.27175124426221
RAB38	4.53886656634292
POLD2	7.46506638430666
PPM1H	5.6519326304645
DCX	3.1673398895095
NFYC	5.70376081995715
ZNF228	3.76485883786964
KIN	6.26433678702657
PLSCR4	5.78864177397722
HIST1H4I	4.07100515639537
PPARGC1A	3.06932241173487
HIG2	6.98030146791478
KCNK10	3.94202770392765
EXOC1	8.50571029303723
OR6A2	3.83647110852423
ETFA	9.25221238270254
PDAP1	5.4940392419041
C19orf6	3.48662244637238
POLRMT	4.24087792922369
ZNF146	8.36998785081435
MIA2	3.30135845401637
LY6G6E	3.323753945114
EIF4E2	8.24524672942519
NENF	4.83403466268769
HOXB5	3.92269890157848
ZNF324	4.28529200464194
CUGBP1	4.42582697244241
ENTPD7	4.48914518539201
TTC13	5.82462939427553
GJB5	3.51005653581087
PRSS22	4.0578308025575
CYP3A5	4.90364771777953
MBOAT5	4.56329415964743
CUL4B	5.5171585059307
CENPJ	3.64148203248276
KIAA0664	6.32189218446294
PITX1	4.42182805049119
PDGFRB	5.93229487359125
RDX	5.51045609299919
CELSR3	4.20302651743901
JUND	6.40909151767042
ITSN1	4.94841999239056
CHRNB1	3.81584206722991
EHBP1L1	3.81938059594457
C19orf2	7.24350654936892
FETUB	3.00307898516068
CAMK2B	3.37947845027198
DCTN1	6.54766426586405
TNKS2	6.96571744927999
MRTO4	8.20272662875634
C1QBP	6.28395790021894
TTC3	8.06290386408325
NDUFB8	9.04652071667578
CADPS2	4.8853192508189
EDG2	5.42366183835572
MYF5	2.94816615244637
SEMA3G	3.42888597935269
IL23A	3.70678982137663
GJA9	3.64246039151567
R3HDM2	7.72000340456732
C5	4.50704779274576
SLC2A10	7.79634662999838
TRIM45	4.33544583107731
TSP50	3.62421994355544
PAQR3	4.96473798666339
ANKRD26	3.53016650241705
TCP1	8.56249422124573
TMED7	6.60225461377043
CMA1	2.84711490105682
PTCRA	3.98344543898132
HCRTR1	3.55272608012658
FST	4.44635400108027
PAWR	3.95679541062799
LDLR	4.79907930787016
ASTN2	5.03864173969916
SCRN1	7.472014992717
GPATCH8	6.4846071953319
KIF4A	6.64465847897981
TANC2	4.27703704927726
ZMYM5	4.16550171301405
PGM1	9.37262637514192
ZNF586	4.93435622689921
POLR3G	3.47103958929055
CPD	5.43557908763106
SNCAIP	4.24496260179502
DCT	3.41913942499241
HLA-DOA	3.67570264102542
TANK	7.01960633727303
RCAN1	4.82638681757155
UPK1B	7.23602455987829
DNAJB4	4.58134921038701
UGT1A8	3.28345649799152
LIMD2	3.45896975566265
HIST1H4L	3.42043071393038
PECR	5.5841812586868
HSPA2	5.9192953521643
SERP1	9.17501739097086
TACR2	3.43796752780472
NUP85	7.4646751163832
CD177	3.306431111939
GPR135	3.11081446418821
PIGG	7.53225758084049
LGR5	3.57900604237028
JAK2	3.30425201686388
DPYSL4	3.4586710672668
TM9SF4	6.72189782784162
PTHR1	3.37338612479706
SIRPG	3.17847535671373
ZNF264	5.06531357126769
BICD1	5.58033655542384
RAB5A	7.93153439508064
FLJ13224	3.34590898834960
