Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D04_298068
Composite Element REF	Signal
RABL4	5.84704243114096
SILV	3.28251383094470
RCVRN	3.10587239113813
TEX28	3.04678047292709
SHANK1	3.69907919677881
CD226	3.16822511753105
TCTN1	7.04814043238188
STAT3	6.43723990314118
PPP2R5C	7.42080859969205
SYNJ2	3.89381930572882
CAPG	4.17611545929472
MBD4	7.18214668660245
SLAMF8	3.52899879307729
ROBO1	7.00372085780186
ST3GAL6	4.26566769261266
ATN1	4.95170402763935
MPZL1	6.08375653229345
ARSB	3.53798367263886
KRT36	3.06856640542388
MAD1L1	5.11907473293275
DDX52	4.40225145353453
AMPD1	3.57254226210734
INPP1	4.55932083685673
DPEP3	3.1674789408665
DENND4A	3.19863987366179
ANKRD11	8.53233999085148
EIF5A2	3.46202516088839
CAP1	10.0983042568630
NT5DC3	3.97438482931978
SEZ6L2	5.93308845917691
SEPT9	7.67141127270561
GUCY2D	3.45496379038059
VPS11	5.53135992254984
CPM	6.47736264342345
NDUFB5	9.74561339698513
CIDEA	3.63066762299341
SLC26A4	3.09590369342586
FAM59A	4.59194161746342
N6AMT1	4.90889053646694
FBXO5	5.4248446792089
SIPA1L1	7.00432746603697
OXR1	5.49656405000909
DGKB	2.90459181072036
DPYS	3.07263524465053
GCN5L2	5.85997148882837
MIR16	8.18216881767934
TGM3	3.22475774875777
MTCH1	9.88661656296036
WDR4	3.57230539876824
HK1	7.02601038592205
PDC	3.15315197872561
VPS33B	6.07149165940783
HEXB	7.89875405739695
GALNT12	5.08408073608946
LOC339229	6.04860593888817
MRPL35	7.41139435229047
ORC4L	7.06981128488084
TCEB3	6.53262856716032
TNKS	4.91941302215738
C2orf24	5.12233416985866
CRLF1	3.19266305001747
GGTLA1	3.27527996525766
PYCR1	6.14929514613172
CDK5R2	3.34208036647005
WAS	4.79141500629009
CCBL2	7.00914946803092
MADD	4.94779832615214
CDY1B	3.66587520819120
SLC30A4	3.23068776992282
WDR42A	5.89811448822222
TUB	3.47081933767569
KLF12	4.33838697563850
ARHGEF18	7.26416938872639
ARRB1	3.33186657626115
KCNK1	5.77600142753254
HSPA1A	6.49492917545652
ITM2C	7.5693967218527
DAPK2	3.78136881919555
RUNDC3B	4.20996598736467
SCAMP5	4.71030365435691
EREG	2.86909225133586
IL17RB	5.62316001658572
CENPA	7.67019558789344
TMED5	6.05751684084557
MCAM	4.85142613651915
FLJ20323	6.81494627687808
CDH6	6.08300042279264
POLR3E	8.6330238092273
BRP44	7.84094240540252
OR7C1	3.51931614777917
AQR	7.26824243189029
THG1L	4.98769285916502
CAMP	3.57867811641371
GABRA2	3.60924965402865
C14orf166	10.854390942833
ADAMTSL2	3.29426988791327
MYL1	3.47598149751053
TNFSF18	3.37289401308836
PPIB	9.0796795987233
KLHL4	3.02062191102243
SFN	5.08798444114438
FRAP1	4.52350859558341
CLMN	4.75675440748907
GOLGA5	7.8610816984253
SDCCAG1	7.36127330172876
SSTR3	3.49235027746549
MAGEA5	3.51723493349657
OVOL2	6.5608685297223
C10orf95	3.57562199088243
RBL2	7.46811836755044
JMJD1B	7.71779040915451
PPP1R10	6.4249023289662
C1orf163	6.19109009751853
CSE1L	8.25659671245121
ASRGL1	10.5242664642317
RDH16	3.78528273380661
TOM1	3.56291106883002
PTX3	4.37213998377425
CENPN	5.81859748709332
TTC15	7.90901931612324
TMED2	8.44616403162013
ANG	4.27120753145472
RCAN3	3.83512432310688
CINP	6.81821069893752
U2AF1	9.73808689794062
NMT2	4.27790003715176
OSGEPL1	5.81038109755732
DFNB31	3.79643496076005
MARCH7	7.29918509592069
SLC6A20	3.06309204110701
PFKM	8.83888585102203
SGMS1	4.03022965654947
DKC1	7.87258283038486
MGC5590	3.16117156491935
CREBZF	4.25549010079957
DAZ1	3.37259927652231
RIOK3	5.79108963994453
PRPSAP1	8.14140525098944
GCHFR	5.55455746999136
LOC196993	3.70829141453305
UBD	3.92871046629596
ATG9A	5.24629655843876
S100A1	4.02435564189218
RPL6	12.2826492826955
TMEM40	3.2834980408913
DNAJB6	6.3864464208473
ELP3	5.92990851531304
ZNF787	4.57254341857121
KERA	3.36599530594208
PELI1	6.2296535049454
PPT1	10.9009266768496
SLC35C2	4.54021449440753
MT1X	7.29913701346609
UBE2B	6.66509634833719
KEAP1	7.73536585364129
MST1	5.57927795251958
MUC4	3.29841936013969
RFC4	9.24903617630955
BCL2L13	5.07677564556484
GNB2	6.72509587786537
NUP50	5.05857825214879
SULT4A1	4.25307446987253
S100A8	3.92952363336307
C7	8.11225256646314
CCDC130	6.4244300455379
RQCD1	3.61916412057878
AYTL2	7.73020102311098
MTUS1	5.81196582060603
ARFIP2	7.75773425311892
UROS	6.38783446082403
LEMD3	6.77953752339192
PLEKHF2	4.96843187254431
KHDRBS2	3.8831709103703
HOXA7	4.14893610239332
POLQ	4.70275945919324
GTF3C2	8.34893828273513
SOAT1	3.9654081522289
SPAG4	3.60767696090187
MRPS30	6.96177220327064
MR1	3.57111355274967
UBE1L2	4.94542499281698
F8	3.97401872512145
KPNA5	3.20156354098421
ACHE	3.32166665757136
TNFRSF12A	5.07444986774797
EGR3	3.45069476486883
TCEB3B	3.60371258662355
ZNF184	6.00977634704027
OASL	3.58194586906705
SERPIND1	3.22011303080498
IFRD1	5.47374748540744
SPINLW1	3.02324217240359
KCTD9	4.02966737275485
PRR14	6.24483619199939
ZNF267	5.98782606726302
PPP1R3A	3.37416418448443
ZBTB6	3.33790386856759
ACTN2	3.71427507872405
TXNIP	7.7057953064928
NUDT3	5.80063422936114
DFNA5	4.80759921501328
RPL36AL	10.4697214248177
KLK15	3.2824701386799
RAP2B	5.87332685738654
CHAD	3.69326956834441
HEBP2	9.48828208127139
GABPA	4.66358394506834
CAMK2G	4.90835697679482
TLR3	3.07543034703136
FGF14	3.30889794685514
HMGB2	9.79743157484063
POLB	8.77547585607516
KIF3B	5.51637008034163
C3orf27	3.49990037319868
MTMR9	6.14115606036525
SEC31A	9.0809744409365
TRIM58	2.94250367738277
TAS2R14	3.56037423701784
NSDHL	5.28896756977946
GLRA3	3.09706395533271
VPS8	6.34225483732744
H1F0	7.85279150792492
PRKCB1	4.06903307420331
POLR2D	5.65520739963477
UGT2A1	3.17480928661239
TOR1B	4.90401897725092
LSS	4.49618330584483
TOPORS	5.7632775200502
HNRNPC	9.52466294264966
TMEM100	3.99391214417405
DHRS9	3.80792048669456
ISG15	6.10045365413594
DNAH2	3.74634199344035
ZCCHC14	5.4011859032717
FXR1	8.90554419182571
ZMYM3	7.21704950539905
CREBL2	6.94395962129583
TGDS	7.45956819766653
CASP3	5.41222559615133
FAM120C	3.48159916934659
KCNQ1DN	3.88222136790074
SCLY	3.98573182048478
CACNA2D3	3.98293893076063
CA7	3.36558970325709
ENTPD5	3.70888096643163
SUCLG1	9.9653756510522
PDIA5	7.38800677126297
KCTD20	3.80118654415576
WDR47	5.33626655049438
KLRF1	3.79566594525568
MAGEH1	6.13464174147893
PRPF40A	8.26257304593905
SMR3A	3.01001564763692
TAS2R16	3.04401533256985
SPINK2	2.95679248664461
NPY5R	3.17935241356088
IRF4	3.39579808055396
PRKCE	3.91786736139821
ITGAM	3.9172744597464
RGS2	5.21341708923957
DDX19A	6.39069653427864
PDPN	8.39314676314843
TMEM34	6.76641537267724
MST1R	3.73131778789346
MGAM	3.76776135586374
COL3A1	9.4604520216293
PTMA	11.8551150306138
PRDM11	3.55765802913323
NAPA	5.8674470151035
DIRAS3	3.69522287434326
LIPF	3.24457985524449
PSG9	3.20881437831693
ASGR2	3.15005636445529
ARHGEF11	4.46992036246083
PIK3R4	6.14151190015601
IVNS1ABP	7.95623540400612
SIGIRR	5.86055052222703
BTBD3	7.51104743737879
UBE2NL	5.21608610794063
PPP1R2	5.17025715724752
FOSL2	4.39951928161908
IL1RAPL2	3.5817879945732
C4orf30	7.8781070573006
TUBA4A	4.80670399288254
SEPT4	3.52794941957856
SFRS2	9.41799077024343
EEF2	11.1137089463174
ZDHHC11	3.19075125239245
HNF1A	3.69670185115474
EPHA3	3.05293647545326
PRDX3	10.1541787181319
P4HA2	4.46612526595209
RFWD3	5.62358582219535
RBM12	7.36909768174939
H2AFJ	5.11362931121425
EDIL3	3.85501462721955
LOC200383	3.79590737151922
SERGEF	4.12473835470032
B3GALT4	4.19933131558379
SMC2	5.65562734580809
LOC90925	3.12434143282882
NPFF	3.53314279617449
DEDD	5.22027528550446
SCYL2	5.59457439455272
PTPN1	5.88029648798647
ZNF174	4.49221517755876
MYH14	3.79540208364838
CCR8	3.46221380240406
SKAP1	3.29743954292317
GADD45G	3.97065158865439
PILRB	4.78222759583215
IFITM3	9.37396446678444
DNMT3L	3.58151425854654
GPATCH1	5.90183352447722
VPS37C	6.62987173948648
DSC3	7.9004612000468
TBX4	3.59217938599877
B3GNT3	3.69910949396557
LHCGR	3.49347985321646
SAP130	6.7179002037513
UBE2S	7.21537717302376
CNR2	3.80876321463033
PCDH1	3.74044936467583
ATP6V1B2	6.87915683905542
PLCG2	4.81103948651171
CAPZA1	9.6356027751392
GLRX3	7.99679196915114
HRH3	3.58194885633635
KIAA0247	5.71371520261095
MGC15523	6.40631777904625
CRYGD	3.36502108029226
HTR2B	2.92980180956379
CCR1	3.59193568415816
NUS1	4.43899852622644
DNAJA2	7.13023872730807
PGRMC1	9.08121018535642
UVRAG	7.29100146615435
ITGA2B	3.47126204030985
CLDN5	3.95081474430109
PTPRN2	3.55494395580473
PSAP	8.82471300019417
MYOM2	3.65978090872860
CHM	3.66842657049578
CCNL1	7.74455753554679
FAM105A	3.25542959000539
LYN	4.47098623564746
DUSP6	6.30098507776733
TGFB3	3.90097051770700
PCDH11Y	2.81340455967466
NAP1L3	4.3619124589616
ELK1	4.74246435953629
HGD	3.64710517459195
C10orf57	5.83989556624786
B3GALNT1	5.00397094095189
AARSD1	5.43722085044512
MYO3A	3.24293856939909
SERPINE2	6.61109764925417
GDAP2	4.42354836077509
MAPK6	9.08898907773146
COX6B1	10.9533833468463
DNASE2	5.14407503206952
MSH5	4.90000331472576
LGMN	6.41130745125497
TCN1	3.45603625349799
SLC24A6	5.22959263410417
TATDN2	6.6141705180411
SDCBP	9.25512008082709
NUDT11	6.75482278427735
LILRB1	3.37000581627105
PYGL	4.66540846323484
P2RY5	4.22274302678688
SNPH	4.1005948124625
NUCB2	7.32093038819218
B3GNT4	3.98867445986206
SNX27	6.00247150826409
C2orf37	3.28690007139442
MIZF	5.48421295447099
FOXO4	4.49992129142849
NUBPL	4.55945388141489
NOD1	4.68554603171915
ID4	8.43437027434208
CDH22	4.16908517596587
PXMP3	7.56705853900189
SOX5	3.48785953336208
NUBP1	5.87648622062243
DSCAM	3.77011852353069
INA	4.55035236195334
DGKI	3.14038888186831
MCOLN1	4.6307487089085
FAM136A	8.32514676870804
RIN3	4.11197234926825
NFIX	3.96850016430914
SLC16A6	3.51696405402634
AKAP1	5.11126241308196
PSG2	3.27055312311700
HIBCH	6.0771661442779
PLA2G5	3.20656741966984
TIMM10	7.19112625237047
MED17	6.94411686260464
PSORS1C1	3.44800057478687
KIAA0495	5.10859352734532
LPA	3.18941950879696
PIGA	4.7408913243925
COL4A4	3.02458526630960
LY75	3.48472297620298
TPP1	6.14551131621901
UTS2	3.26794880019933
GJA3	3.531005035283
GALNACT-2	4.98153644921795
RREB1	3.52184385864051
TMPRSS5	3.68104544984117
MGC3196	8.14703424011237
FLJ31568	3.37869915153135
DNMBP	7.19621563772963
LPHN1	5.02452710275594
NQO1	4.21183587629798
ZSCAN2	3.30402343664686
SP1	3.4607469675385
TOX4	6.06837352842218
SEC24C	6.89236956787803
HSPA9	8.55470184351359
APOBEC1	3.18772282369303
SURF1	8.10952764910774
LSM5	7.77425169372798
ZBTB1	4.4301598982402
GTF2F1	5.93421042863722
DUSP21	3.44031032116072
RPS15A	12.7151837333203
TAF1	4.45155234794922
GINS4	4.91022522019243
MYO15A	3.45532408443515
AP1G2	4.61537291297654
RBM42	6.9541867237092
HCN2	3.69818429540636
UTP3	7.39304723080175
HNRPA3	8.0305329427624
CKLF	6.70170537845611
U1SNRNPBP	7.03874186375406
FLJ20674	4.00972151240606
RUSC1	6.39999900729323
MBNL1	6.28353223516975
NUP160	4.713155423859
GRIK5	3.93701616701416
USP21	6.95547963985272
FLJ22639	4.13500216722316
HAND1	3.2920686803788
ORMDL2	6.19052144329191
SERPINB1	5.36721516361799
FGA	3.35074471900916
PRSS7	3.04592893054235
IGFBP1	3.03591881724914
SLC1A1	3.85251417468357
DHX57	6.1684762567924
PSAT1	6.44704323500758
FLJ13195	4.65741909606830
GDPD3	3.56637474154517
PTPN21	3.65542383021897
TBR1	3.26889289313839
TBC1D1	4.56159957184178
IFNG	3.29474188969927
FOS	6.18936415618992
IQGAP1	7.47263618330713
ZNF226	5.44775811551026
EMD	5.08294261881557
RETN	3.87372805763044
APH1A	8.3005681779992
C14orf1	5.95743004059096
PUS7	7.03990868389831
PAFAH2	3.82592556652644
NPEPL1	4.35799865411455
RP11-114G1.1	3.58983113114664
TUBB6	7.53276552261325
FOXL2	5.6492332588801
LATS1	3.80254229825414
BAZ2A	4.8499759860422
KCNQ2	3.02663876225407
SPOCK2	7.31065146992457
MARCH6	7.48422647870463
MGC10334	5.55809111124285
HTATIP2	5.00413163680510
CENTA2	4.46391196327635
FGF2	3.71540549186466
FXYD7	3.34665466857361
CCDC33	3.29160310952672
PRODH	3.98841044181918
DDX6	4.29199128296425
SLC43A1	3.79616301938486
NTN1	3.60934446616732
ING4	6.55949344229847
DPH2	6.08723232561662
ZNF313	7.45093157265134
VPS28	8.1705976407431
FCGR2C	3.51664720232186
DIAPH1	5.01675456966516
CEP76	4.89584732624176
CORO1A	4.82274031858586
TRAF4	4.60422585538175
ZNF460	3.08478081964054
RRM2	9.72979539118813
EDG4	4.73473277068125
OS9	7.28117389864829
SLC4A1AP	7.12835955789865
COG5	6.7259211116698
COPS8	7.33058854830868
NGLY1	7.91914165742572
AKAP9	5.22566183865362
NCBP2	7.47321981656128
C17orf42	5.61238461907308
GPSM3	3.9499648856809
SLC20A1	8.0669509203622
SIL1	4.93811623776642
LDB2	4.15222092742258
ASB6	4.25255586462743
KLK5	3.42034512659728
SMAD5OS	3.28787805454486
UNC93A	3.82314601619082
SPTB	4.07575659027796
EFEMP2	5.71910290073019
EFNB2	10.2481505305483
C21orf62	3.54858217641352
PCM1	7.0593433054616
FMO5	3.63806618980338
TSG101	8.70738188298442
CEBPG	6.2779513858258
GTF3C4	5.46159647465992
ABHD3	4.5943711937844
TNFRSF1B	5.11185283065951
CLEC1A	3.2031080907202
IQSEC1	4.68880564324378
PIGN	4.84875559003353
PATZ1	5.03657592640789
RBM22	8.185098186844
AEBP1	6.07634116287202
BAG2	5.65579633800889
PAQR5	4.28499236568176
C9orf127	4.9794836358799
THNSL1	4.15589229044914
ANKRD2	3.63069772528282
JAM2	4.38402971697306
SNRPN	4.04502837701211
ALX4	3.5989680964006
FAM130A1	6.56007727679525
CACNA1S	3.54081552076063
TRIM38	6.57460034076666
CORIN	2.77601488575507
TMCC1	5.62437848613732
PCLKC	3.67811535157561
PLEKHG6	4.97204189140983
LRRC40	6.4371384128806
SMG5	5.82236242040743
NCAPD2	9.62315934662995
WNT2B	3.97816492041204
DCP2	8.11264964650796
ASNS	8.62639450685725
MRPL49	7.85616722949135
TMEM24	3.82099713645054
RPL18	11.6932358509473
SMU1	4.30778337035568
ISG20	3.91398047811591
CASZ1	4.23896649156976
POLR1D	10.4537726241319
GIN1	4.37690727112152
TMEM177	6.21938214172558
CDKN2AIP	5.73147669286687
KRR1	6.63568159166158
CXCL1	3.76100230523485
C1D	7.62918027670676
EPM2A	4.00024453860356
LDHC	3.65462772554017
PC	3.440685570512
PDZRN4	2.96256624623739
FAH	4.64668691446649
UBE4B	5.76298222973566
NIT1	6.75815945978626
CDC2L6	6.3828563150817
BTN3A3	4.85415986960506
PAX8	3.86501694917963
PRO2012	2.98087408416864
BEX1	9.40871974824236
COMMD3	8.44981035567
MRPL40	6.20518351969014
SLC2A4	3.18094640101841
SHFM1	8.49175892320019
PKMYT1	4.17827611012999
FEZF2	3.69199754699868
DUT	8.59079580881095
LRRC59	7.67019256171766
LY6H	3.00404297332365
MAP2	3.45669857242113
LYL1	4.12199379669345
EDEM1	4.63958790428532
NOS3	3.22847039046672
ZNF34	4.54946906832728
ADH1A	3.19555363835075
CYP11B1	3.0993002903595
CDC73	5.65661798239328
GPR172A	4.69172914492696
GSTM3	9.51268971419792
C19orf54	7.72180523047377
KCNA5	3.80141570012802
FLRT2	4.2431485547909
WRN	5.5586964138889
ANAPC5	7.83370545212545
SDF2	6.82867788766097
KRT8P12	4.38715500754089
DZIP3	4.69078193929781
C15orf24	7.8651278946965
NFATC2IP	6.18976771396013
RIT1	5.52099626710953
RHBDF2	5.15644389508049
SCML1	4.15739366087679
MED9	4.36024028026428
RAB13	9.40527353976631
FBXW11	6.10778936024841
ETAA1	5.91206289776495
C14orf131	4.50256148412418
SLC12A5	3.57452169567015
PHF14	3.36998266075187
NRIP3	3.84464801748603
TMEM121	3.47408553794422
NOS1AP	3.85348213311103
FAM3A	4.95958750072681
RPL13	12.3055573361930
PRDX2	11.1271416892435
SAP30BP	7.50609930920734
WDR76	3.76393851209568
PRMT3	6.2378162245157
TRIM10	3.59313850502594
FAM82B	6.44655025554675
GCNT4	3.50697614862883
MAP9	4.62087108496091
GPRASP1	4.85969733322755
CXorf36	3.41506656405407
CDKN1C	5.4713760440188
DSCR3	4.81699797362995
ZFAND3	6.3519317188049
C7orf43	4.37841962283159
HSPH1	9.10746357692669
SPSB3	6.38204914629041
AQP1	3.72334711954266
COL17A1	3.67756997243304
GFAP	3.46578895411367
CDC16	7.2667427983664
KIAA1614	3.07889545918045
PRSS16	3.39118851294914
KIF13B	4.83219950454855
PCDH9	4.38955362023924
MKRN3	4.44337130943186
ADAMTS13	4.00614062432665
ITFG1	9.2593861150476
TUBG2	3.7086408388833
TTYH1	5.27564300433303
SFRS7	9.9320536841296
C3orf18	4.7965689319632
FLJ13236	3.03155684148762
C18orf25	3.68149451038571
EXTL1	3.60597893810865
RANBP10	4.75670412539227
RARG	4.1721456131665
MYO7A	3.63468510924300
SFRS18	8.49598515233452
CD96	3.40875977958797
ACVR1B	4.80944196904831
DENND1C	3.47095757275936
RBMS3	3.70925139158876
SLC41A3	6.9001442250846
PSMD1	8.29629870898201
DGCR6L	2.93997630438098
ILVBL	6.14878067000486
CSNK1G3	6.39359195538003
RNF186	4.03836493922389
IFNGR1	5.97649699894557
MAGEL2	5.82077885926966
TSPAN6	9.37308511471578
SLC29A2	4.11303357751956
MSL2L1	7.29623204260921
MATN2	7.16838703925838
ST6GALNAC2	4.79755506427841
RBMX	9.50728641944668
MPP3	4.61196292106267
FGL1	4.08107280794681
PSORS1C2	3.64627853254626
RAD51L3	3.79896474642667
ARHGEF6	5.11093820944299
TGFBR2	5.22836528215978
ORAI2	3.87858878149389
CDC123	7.4265825116482
IL33	2.82179100910270
DEAF1	6.06417683180629
AMN	3.70965190342076
MSLN	7.47984562559068
DEFA6	3.16638714980804
WWTR1	4.6126588591505
COBL	4.43993307247812
PPP1R16B	3.69459211501203
CIB1	6.76707785964804
TSSK1B	3.36662904035818
GAS7	3.85328804123624
MDN1	6.81835534214888
HAAO	4.09129252172724
HLA-DRB1	7.1815101970867
CTNNAL1	7.16580116060938
TLE6	3.41210695020399
CIT	6.68204880602223
TNFAIP2	4.35732325794832
FOXN1	3.11617767820845
HERC4	4.05473778132076
DRAP1	6.39197761056133
PEMT	6.44636864220637
SLC38A1	9.23867952093024
ARHGAP6	3.2911687316084
PHF20L1	4.18274213677295
MCM3AP	5.54720261988412
MYO1F	3.84055109421906
RAB11A	8.35141538269208
PTBP2	5.14087594242513
SNX1	5.68373696937036
CTB-1048E9.5	4.86988767550359
C19orf60	6.21465603311051
C7orf25	4.98313252454649
ELF5	3.31553172890144
HOXB9	3.45504258102915
RBM8A	8.25963394479509
PARP3	4.03617864426570
ITGA9	3.68007971613692
ZFR	6.7803055689081
VANGL1	5.87299390977596
FLJ20699	5.260239763141
ACSL6	3.55631320926263
CHAF1B	4.83382404219485
NDUFA3	9.76183393471177
FABP4	3.57310835596773
KCNB1	3.27776640855513
CANX	8.84953386089618
SLC25A28	4.76544464487366
SHARPIN	4.88702980126561
ADIPOR2	8.54867259499281
TTC23	4.38216765080227
UGP2	9.68235095218778
ECHDC2	6.26731377442135
CIRBP	8.99150757381026
SEC14L4	3.58494530235356
SMA4	4.16168256455337
FRZB	5.82304073826997
PABPC1	11.8735753443439
APOBEC3G	4.22234048164094
CUEDC1	4.20308956532487
CLDN8	3.41390665722656
VPS52	8.53270061305578
LOC23117	7.75799309391474
FAT	7.87143575326164
M6PRBP1	6.2961276951481
PPM1F	4.37870259073319
TSR1	5.27567923218245
E2F6	7.604885843399
TMEM126B	7.9648662822247
ZFHX3	5.85458326951521
PCSK5	4.08711235873868
HEMK1	4.51516310747462
GIMAP5	4.51620041454274
DPY19L4	6.55785957393815
FAM77C	4.42716358394954
CTPS2	5.20060186543656
NDUFA9	10.2950306797595
SCRIB	6.88492647686475
AURKC	3.74146215159105
LOC51035	6.13568267364574
RSRC2	8.82760166092955
ORM2	3.34924869294540
FAM115A	5.66007523781349
EGLN3	3.94757639042854
FZD6	5.95928714708234
PITX3	3.43470050228094
GPX3	4.99190377135036
UNC119	5.65021996584236
NOV	3.41296736444209
GRM4	3.61464245342093
CABC1	6.78965433015654
KLK1	4.16084715616124
GPM6B	4.93864976312284
RRAGD	8.33245442515818
EIF2S2	7.38583962985596
RNF130	7.96125758543966
CKAP5	7.77549544789632
UCHL5	5.15780471849256
C10orf18	7.35960359856647
TMEM93	6.25841593703341
KCNMB2	3.69826972973399
AIM2	3.69579443109917
PNO1	7.2024855669021
ANK3	6.24203506565014
OR2F2	3.35085516939431
GNAT2	3.43012492390779
KRT5	3.56239499843282
ST13	8.87202063505454
SIX1	3.91830414269865
TIMP2	6.86938402054748
CDH12	4.76509616441168
ZMAT4	3.47429835896150
QRSL1	6.10698905629028
CCL15	3.80104283433026
GTF2IRD1	7.93480315974819
CCDC22	4.51506839785810
SNX24	4.93117871848903
RARS	9.7574821819695
MORC2	6.00833731542866
FAM48A	6.80719413388842
FOXD1	3.66840806643328
COX4I1	8.9282824278877
DSN1	4.56385947218828
AMT	4.53446924537644
GPRC5B	7.98278812713001
CTAGE1	3.07786649446792
DTWD1	5.00949702740705
STRN4	6.03962811067587
KITLG	2.95653222838618
HSD11B1	4.38510787769431
HDGF	9.82054292310908
KRT6B	3.36956300237746
SUMO4	6.76303999546518
ARID4B	5.0701366714446
SATL1	4.96798679824959
SETX	5.78400015004059
DDR2	5.37716511177105
KCTD12	8.00930822112318
WWP2	5.2319327718455
CTSH	6.96975485652456
FASTKD1	7.7609486188858
PAF1	6.15087465243004
IFT57	8.59683023199853
TMEM2	4.52802814012753
ZNF592	5.1915540160013
TNFSF9	3.94745591202482
PPFIA4	3.53220965481646
CFP	3.75416902182138
DCTD	7.0758750575593
CNIH3	4.18668266882549
MAP4K4	6.77177536842756
ROD1	3.78384982331317
MFNG	3.68882239385312
JMJD2B	5.54838956241947
DOCK3	3.50070793719143
STX16	6.25129660886003
ALDH3B1	4.43602104004813
THSD4	5.59715633207425
DLAT	6.28772294612482
KIF21B	4.10199474008426
FEZ2	6.6745117963113
CDC5L	7.11941183738895
KCNJ5	3.67715356950487
LMNA	6.06465182914895
TBCD	5.95565859773532
ZNF250	5.09351395834858
CASQ2	3.33231537400604
PEG10	7.31307871234204
TPSD1	3.3433737439143
PRAME	5.42495113729321
NP	5.14879525219823
ZNF12	7.71060183289927
XTP3TPA	9.49761505521439
SIGLEC7	3.82233149177921
FAM70A	3.91908126637321
PANK4	6.02614516961037
SNED1	3.93201167915163
HIP1	4.02487097762203
WNK1	8.56143106405377
AHNAK2	3.8813416907715
FLJ10490	4.05832573183481
TOE1	5.65008714337713
RECQL4	4.24501919960619
PPA1	11.5880324474109
DPAGT1	6.19538662659082
HAS1	3.50564379129468
ST7	4.95345590709945
MAGED2	8.37081270033986
ANKRD55	3.72153845843613
TRPS1	5.52616990526048
POPDC3	3.36627351627576
ACOX2	4.03595840656907
TFPI2	3.79097692722017
CYP4F11	2.71871399172468
PDHB	8.7427562735858
ERN1	3.51069113886472
LHX2	3.12067674121394
B3GALT1	3.43251118908706
ADAMTS5	4.09616886810025
NOTCH3	5.65247662588394
C1orf116	4.82771852511387
UGCGL1	5.04910853056306
NF2	3.86052892633159
POM121	4.36347589511148
CLPP	6.93322968750735
MTMR3	3.95831171632380
ATP1B3	9.16442208185099
TMEM16A	3.12314922201798
HIST1H3F	3.44980859285584
TRIM25	4.32690575650911
CRKL	5.10623544206890
HOXB2	3.96294250263083
ANP32B	10.3902088494722
NUP62	6.48700596722353
GATM	5.62968189814605
AP4E1	3.28440984642509
RASA3	3.14321939570027
EDG5	3.34313473883661
CDKN3	8.012796547223
CDH4	3.39616130194689
PGD	8.28557323885689
TMEM168	6.54901916665056
RND1	3.80386811232105
GAD1	2.9625793956882
MPG	6.5112095047731
ZNF133	5.31954575149635
LOC440350	3.93371577475165
FJX1	7.31228167383971
CLCF1	4.32379585519703
AMELY	3.41687018574147
PHTF2	4.47043111663302
IGSF2	3.30663859243437
TFF3	3.77446063572853
NDFIP1	7.8869199693672
IQCC	3.82226224037082
CUTA	10.7580590934297
HEYL	3.92871263462829
FTSJ2	5.97017261079329
APPL1	6.5467056234547
TNR	3.0809576934881
WAC	7.60952133446614
ADCY9	4.11733570793716
PYCRL	4.29447141202287
PCGF1	7.067067814519
PTPN13	4.7646462734974
AGPAT7	4.37528235814447
SSTR5	3.97678042125988
CDKAL1	3.33616533141823
PDYN	6.2292920558427
SFRP1	4.11056933124677
VAV3	4.68763304414688
MTMR11	4.87391425773773
SUOX	5.66403293739078
IDH3B	7.33182052731702
STXBP3	6.64569042211536
EIF3G	9.98603505482772
GOLT1B	5.52797983484531
ARHGAP22	3.65476067685118
NPFFR1	4.20294957138065
NPC1	6.74173246461098
ALDH9A1	8.73019345484778
ICAM5	3.49749920801629
ADD2	3.74462959264245
RASSF1	4.55896447375462
PITPNB	8.94567913689823
PAPOLB	3.33718115079455
URM1	5.76076633425715
TMEM106B	7.22383836541525
LRIG2	5.44119550477425
SLC27A5	4.37153485463114
CDKL1	4.39603766793884
PRODH2	3.84924921826479
SFRS11	7.99051102064605
IL7	2.70204678113881
SCN9A	3.25076146434504
BTG3	7.53204005763877
PAK2	6.42413796222137
ATP2B1	5.64422718431958
GATA4	4.08028340657825
PRKAG1	6.65560245381136
FAM64A	6.94505387633491
ATF7IP2	5.72000142077632
EEF1G	12.3092388838560
INCENP	4.31072759541691
SMAD5	6.34008140078417
GARS	9.45373796642969
CDK10	4.87080445776608
HLX	3.97689078621006
ELAVL3	3.76013831119587
MDM4	3.37385364802807
GNL2	8.98769086441904
CDX1	4.45122343949607
PFDN2	8.59443555138464
ZNF200	6.28137145843264
NDN	5.25928524692636
PRR3	5.52071698244358
HBA2	6.17126233000899
FBLN5	5.6498188310002
PUM1	9.1630691785236
CCDC88A	3.79089174077384
TNNT1	7.62429469838622
KLHL24	7.56617147893646
HNRPH2	7.29384066133568
RAB7A	7.21558069239342
SGPP1	3.67453862699034
PMS2	5.70810961725448
ARNT2	6.13798580756005
CBR1	5.23588319849035
ITPR3	5.34626171932248
BIRC3	3.0452564015175
NRSN2	4.46434345242122
SPOCK1	3.88787488305065
H2AFY	8.78493172648145
RXRB	4.9363820173518
ZNF638	8.5303463226269
APBA1	3.45801691515063
RAB2A	6.18191989929211
ACTN4	6.45571601529509
