Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_B03_443096
Composite Element REF	Signal
AACS	5.90393736167305
FSTL1	8.15240693817244
ELMO2	5.56674750881837
CREB3L1	3.97944368722372
RPS11	10.2504808785483
PNMA1	7.65385468287806
MMP2	7.1742574971853
SAMD4A	3.78236639256516
SMARCD3	4.60361106541835
A4GNT	3.90931090552015
C9orf39	3.47518731168451
PKNOX2	4.07652335491633
RALYL	3.53301859444322
ZHX3	4.12374363534543
ERCC5	5.9766422565599
RXFP3	3.10988994084995
APBB2	4.50785838198668
BBOX1	4.0927535929071
PRO0478	3.07792108044383
GCSH	8.49904988765072
XDH	3.95450589032315
EDN1	3.82320122813274
MTERF	5.84593188597163
PDCL3	6.73469918172934
CLK4	6.60912957977424
KCNG1	5.10329725429368
CXCR4	7.43174880408334
DECR1	8.00566463598604
SALL1	3.50189863999243
PTPRR	3.42639312004149
CADM4	3.55859307611920
IRAK1	8.30784881041275
CFHR5	3.29033249160895
HNRPD	7.70363093579927
TMSB10	11.5022771504849
CXCL3	3.53366492074100
LMAN1	3.57220707980935
SUHW1	3.37279081565239
CHD8	5.68719197883521
SUMO1	7.81196846558326
GP1BA	3.11574252256620
OR7A10	3.94017288134318
DDB1	7.39148537651627
CHRNA10	3.64370879999362
STYK1	3.61449114984491
MYO9B	4.79728778736094
CCNI	10.065500283823
MMP7	8.2506263100444
EP300	6.21342183590867
CRNKL1	6.3029520676204
C9orf45	3.28190866724278
XAB2	5.28825103540789
RTN1	3.71439446988318
HIC2	4.23145280128583
TBX10	3.52489891275485
CENPQ	4.30994881811536
UTY	3.17082621473914
OR2W1	2.93306026589689
ATP5G2	10.0835862880161
ZEB1	3.89788948289234
ZG16	3.69773562914635
ERG	3.72933611802052
PARN	6.90650539477476
SOD2	5.35313026457823
JOSD3	7.58600605789822
ADAM5P	3.39189647887914
CHD9	6.27744462777514
hCG_40738	3.76523469648703
STK16	5.14505708048942
PDE1C	3.56495560300703
SEMA4D	5.16401919916271
AGPAT1	6.48377359381904
TOB2	6.04898701352788
BANK1	3.72702269843335
MAP3K3	5.360793513532
MAX	4.86579697491594
GRM2	3.80134178600698
OSBPL8	6.53909359677174
PROSC	4.87903275337722
NR4A2	5.95963843789934
RICS	4.84687644410742
PIR	3.50162498682882
PPCS	7.92167552921782
IPO9	6.4144683394275
LONP1	6.61449418281186
EVC	4.4427313129594
CXCL13	4.02682193790327
SCYL3	5.17338069173988
KIAA1199	5.88592840690659
SORL1	7.27669480444495
NAT10	6.83100970088113
CHD1	6.63814531388627
SYN3	3.64793046518804
DMC1	3.73290170438173
SLC22A2	3.58059809476302
SERPINF1	6.63239121668611
C20orf27	5.50703702215136
OR7A17	3.24488945671934
RPS6KA5	4.50471208124469
LHB	3.50942431149377
TAOK3	4.49541907600005
STK25	5.52379427843396
SLC12A4	3.71253959468052
BRCA1	3.94309077540419
GBL	5.11902009844309
C14orf108	7.93333244764736
CDC25B	6.62371753523841
BMP3	3.21162559018667
MAP1LC3C	3.42591748393723
TMEM180	3.96264831803034
CRYGC	4.02416877030915
SLK	5.79545906123126
POU3F1	3.44574424294831
C20orf32	3.57828296334318
USP52	5.61190361692646
HIGD1B	3.7724571466891
BAZ1B	6.39156508919041
USP6NL	5.8950522187541
SLCO2B1	3.76321267080211
ABCD4	4.47947499866077
DIMT1L	5.5411152900052
SLC25A46	6.43775892879805
LARP7	7.0908029619458
TEK	3.70238123301227
CD160	3.63353285420353
TERF2IP	7.14607653966041
PHF20	7.097078908947
COL1A1	7.51472163781286
KIAA0090	5.60791124765342
GTPBP1	4.51178787538433
GRK5	3.93279415904675
AP1S2	4.77101476022232
RAB33B	4.3765330752277
CA11	4.52106290387315
ALDOC	5.66385817700842
NUDT1	5.76361600607113
ZNF212	5.55804228356114
ACBD3	7.6632090988167
ZNF83	6.65495598490494
PRDM2	5.09627408774613
GDPD5	4.51351171828321
PDCD4	6.11248214169162
CEP350	6.60210699058582
FOXP3	3.24289133664034
SMYD3	6.78331920957021
CST7	3.62938808387562
SELL	4.23997269676419
CIAO1	5.67263122086385
LGI2	3.98124559663723
WDR45	6.32141232992475
ANKRD6	6.92354275550434
LTBP4	4.1343500142135
PSCD3	3.4662247374732
PYY	3.26698650915553
KCNC1	3.04636051033801
SIRT6	3.88452530499007
CCL19	3.83931981239044
ARHGEF9	4.31955071277405
ABR	4.20545142680802
C10orf22	6.5647121420206
STK17A	4.21966765934383
FOXE1	3.49445510085818
GML	3.32325670244049
CNGA3	3.20592730167945
CD38	4.09686166433088
ZDHHC6	7.06554679384271
NEFH	4.32391498311199
PGBD5	3.43448672172266
CTDSP2	6.78129737315728
RMND5B	6.05606478836038
ZNF257	3.78595925731777
DUSP4	3.39624310890112
FLJ22167	5.55709916462325
EXOSC7	6.57222200158852
ROR2	3.7049520407326
FOXM1	5.77843993518177
ZBTB48	4.53980475906644
BUD31	5.93365986234336
MAOA	3.79747095803687
CCDC41	4.90003289874827
TNNT3	3.85345129338098
FBXO11	5.8324643516424
GYPC	6.05652543013415
PLIN	3.55690861970819
RFXAP	3.83876950334495
C6orf15	3.62268214743785
RNF4	7.82995049924453
F8A1	7.18996929975702
PPP1R3D	4.41726536130615
GRB2	6.98151554532784
TPM3	3.09301305864325
SYT13	3.88281187397737
EPB42	3.22371274202325
RP5-1077B9.4	5.50165741980856
EIF1	10.4000296365312
CETN3	7.08641534975703
FPGT	4.23807493230041
PRY	3.40741870797768
NTHL1	5.93741971050248
POLR2B	7.87038861468443
RPS28	12.6279107690294
GDF10	3.11431250422993
COQ9	7.70183733927282
P2RX3	2.91480144047784
GCC2	5.98518675891765
RARRES3	4.43403347852536
PLXNA1	6.16620385258559
WBP4	4.98432527209403
KIAA0100	6.3102281999479
PMF1	5.63032956780904
HS2ST1	5.18205527862643
CRELD2	6.70196474191013
C8G	3.38131929761476
CD82	5.20528704871712
PMM1	4.25337749267931
CBLL1	4.28287038954408
LIM2	3.58020622810709
VAX2	3.5573892589212
