Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_D12_586150
Composite Element REF	Signal
ST13	8.66641874048502
SIX1	5.9846729530198
TIMP2	7.08044542032953
CDH12	3.38807392864439
ZMAT4	3.24502950307138
QRSL1	6.12163389984307
CCL15	4.13066105015057
GTF2IRD1	7.37844819994979
CCDC22	4.80460214747194
SNX24	5.37318895501996
RARS	9.2003353014341
MORC2	5.40445543120993
FAM48A	5.3676013813613
FOXD1	7.32342026994082
COX4I1	8.98115020094615
DSN1	4.83990085085581
AMT	5.46923352650825
GPRC5B	4.68988315406464
CTAGE1	2.9700617306901
DTWD1	6.3806384855706
STRN4	5.38876831825929
KITLG	3.08865675649001
HSD11B1	4.70029408117349
HDGF	8.60349674648
KRT6B	3.41173621567885
SUMO4	7.09029805052807
ARID4B	5.2957581464024
SATL1	4.74936626983809
SETX	5.77101163595466
DDR2	4.6128779437861
KCTD12	8.77884535128282
WWP2	4.88709266487247
CTSH	8.65389009846518
FASTKD1	7.340187779731
PAF1	6.17040800073881
IFT57	9.40401136959195
TMEM2	4.65446089090912
ZNF592	4.30679015114797
TNFSF9	5.84648061800574
PPFIA4	3.29611480876356
CFP	4.38025534627024
DCTD	7.99814233779455
CNIH3	4.29643525338507
MAP4K4	5.81196307766156
ROD1	4.41083638759712
MFNG	3.8391336114605
JMJD2B	5.07679081095306
DOCK3	3.19661518278314
STX16	4.76092679872115
ALDH3B1	5.63977280409985
THSD4	3.93890151497726
DLAT	6.23877688455888
KIF21B	3.9989728980473
FEZ2	6.63599936011085
CDC5L	6.19060041133402
KCNJ5	3.66048180082533
LMNA	6.87178766941992
TBCD	4.87147946546632
ZNF250	5.40027555922277
CASQ2	3.43860443780021
PEG10	4.57011384160842
TPSD1	3.23760137721294
PRAME	7.50446563305332
NP	7.30190808341631
ZNF12	6.75555866437549
XTP3TPA	9.11661492343035
SIGLEC7	4.10991400540276
FAM70A	3.42828783533731
PANK4	5.04827599193527
SNED1	3.76928873112032
HIP1	3.99295648283738
WNK1	5.76696952128089
AHNAK2	6.41050802657203
FLJ10490	4.0373074844931
TOE1	6.08835703572897
RECQL4	4.05681745210892
PPA1	11.7854902839682
DPAGT1	7.2766343247064
HAS1	3.67204577017163
ST7	4.82629797394774
MAGED2	8.8121762280877
ANKRD55	3.55081711035617
TRPS1	4.93254043802261
POPDC3	4.45972689826378
ACOX2	4.01615877750974
TFPI2	7.4561759122694
CYP4F11	3.87982757719908
PDHB	8.44345718575151
ERN1	3.44787323516153
LHX2	4.1031582815252
B3GALT1	3.08487227905293
ADAMTS5	4.79892135106259
NOTCH3	4.8665828987904
C1orf116	6.08776274781909
UGCGL1	4.98400611417262
NF2	3.88924139880152
POM121	3.55410481862757
CLPP	8.13098367931335
MTMR3	3.94427006476933
ATP1B3	8.89582579015042
TMEM16A	3.91428384240278
HIST1H3F	2.95220161986808
TRIM25	4.07555569583539
CRKL	4.95245066269355
HOXB2	8.2950874496469
ANP32B	9.57332647868625
NUP62	5.47140494668326
GATM	4.40382523112523
AP4E1	3.4156134831699
RASA3	3.02058613725620
EDG5	3.40597423972955
CDKN3	7.43307421068225
CDH4	3.1691113323136
PGD	6.9042175742513
TMEM168	7.12811487039878
RND1	4.28382850454922
GAD1	2.98421156224964
MPG	7.73630251748529
ZNF133	4.96176204869626
LOC440350	3.1249222647752
FJX1	7.71272345807549
CLCF1	4.78128846717061
AMELY	3.19231674720156
PHTF2	4.72163899911668
IGSF2	3.67029209795583
TFF3	8.88131228115687
NDFIP1	8.81842877984711
IQCC	3.75184364011564
CUTA	10.1066233198332
HEYL	3.86539658354723
FTSJ2	6.47047220251094
APPL1	5.10824606727602
TNR	3.43000340065827
WAC	6.41864762397966
ADCY9	4.57201076885532
PYCRL	4.36838549721356
PCGF1	6.67803892706242
PTPN13	6.60568500304615
AGPAT7	4.54628076885793
SSTR5	3.60936419442609
CDKAL1	3.49561157419481
PDYN	3.39453530881566
SFRP1	3.95993429778727
VAV3	7.07848018261578
MTMR11	4.56991041001438
SUOX	5.75372223779209
IDH3B	7.55026991747189
STXBP3	7.88078103096619
EIF3G	9.17038568851112
GOLT1B	6.73149274813248
ARHGAP22	3.19132674470915
NPFFR1	4.18367626633096
NPC1	6.39473023698531
ALDH9A1	8.67202644894732
ICAM5	3.36678296244449
ADD2	3.59609794381784
RASSF1	4.94037292670221
PITPNB	8.21116481388616
PAPOLB	3.28587459109228
URM1	6.66543427096472
TMEM106B	8.35659677365841
LRIG2	4.08015732907375
SLC27A5	5.73647181627788
CDKL1	3.78045185985582
PRODH2	3.33054792922402
SFRS11	8.54387836461533
IL7	5.6956836844432
SCN9A	3.31678491199925
BTG3	9.00930001902323
PAK2	5.89806243924782
ATP2B1	6.97019666441764
GATA4	3.32795538006474
PRKAG1	6.87987140971429
FAM64A	4.97386199502275
ATF7IP2	4.42032764867974
EEF1G	12.3613771924168
INCENP	3.45346921540772
SMAD5	5.71557443286661
GARS	8.33172391540837
CDK10	4.12843413606103
HLX	5.17902918148127
ELAVL3	4.0122925678312
MDM4	2.91416922127716
GNL2	7.02009504841548
CDX1	4.66575303426446
PFDN2	8.17802211062977
ZNF200	5.22890967791446
NDN	6.08484146890559
PRR3	4.55877394154782
HBA2	9.51321977427676
FBLN5	5.06976081553673
PUM1	7.79033238719953
CCDC88A	4.05104128618132
TNNT1	8.33438350345899
KLHL24	5.60345961917313
HNRPH2	8.35117608834359
RAB7A	7.84981882908026
SGPP1	3.79777332183945
PMS2	6.31748962543261
ARNT2	7.44544065648136
CBR1	6.4590724741633
ITPR3	5.11859482886445
BIRC3	5.47779827971507
NRSN2	4.98039526355361
SPOCK1	5.08932989027078
H2AFY	8.53539297643842
RXRB	5.00718625367063
ZNF638	6.83054276927084
APBA1	3.57104733592915
RAB2A	6.88964915189193
ACTN4	7.11556966174763
FXC1	5.9096112249433
C6orf162	4.74989018821007
HPSE2	3.73256990719505
PLCE1	5.81702169536469
INSL3	3.11277609737509
PTPLA	6.89430969202336
EIF2B5	6.25504932243033
DLG1	5.32303867524227
PINK1	5.51994321343442
TFIP11	5.75637602731347
VPS33A	5.08386038928831
SKIP	4.96844127713629
GRAP2	2.94612043396335
GAPDHS	3.22322251472073
POLR2G	9.7813852292705
CNTNAP1	4.280200847531
PSTPIP1	3.76252863770919
CYP26A1	4.36258517556063
APOL2	4.66489557440457
TACC2	5.66378772413419
CNBP	10.3895356339908
WASF1	6.03355911085138
HSPB1	10.4014904823199
INPP5E	4.82628274583416
COX7A2L	10.3598648181243
HSD17B1	5.50905601037616
ARRB2	5.40880538028529
CUBN	3.76316838925013
SLC7A6	3.89550899684843
IGF1	4.85219715711333
ITPK1	5.15935184122013
NAALAD2	3.62772300689824
G3BP1	7.55250575833696
HSD17B10	8.76633519455561
NUP155	6.02298389794797
CYP39A1	5.34188172077257
GLULD1	2.95588753922982
RBM15	6.83106277589885
AMZ2	9.51464074323089
GDF15	4.64493721157346
CYCS	10.6762826278968
TECTA	3.42006352642967
CCDC46	4.5955948632863
GNAL	3.11855823556871
LPO	3.67341076943682
GZMM	3.56720062230376
PAIP1	7.97751052561423
DDX11	4.33285920898916
TAF9B	3.50562016971937
CACNA2D1	4.32476398266752
IMP4	7.7387244887914
SH3BP4	8.89743659711746
PADI1	4.70045210083881
DEC1	3.24246370080334
PON3	3.95231290341723
PROP1	3.32655991801196
UBB	10.9624583985680
RPA4	2.79369428843042
TCF25	7.33671248376328
NDUFS1	7.5092164890883
UPK1A	3.53279036817281
AES	7.90146345143512
PPP1R13B	4.64304541464085
TCL6	3.44691984822442
ARL2	8.0914287680503
CD2BP2	7.93769448299652
TOP3A	3.52148254887258
CHRM5	3.37345529380192
FGFR1	4.62442210739445
UGT2B17	2.95142417330096
CEACAM6	5.08275766300276
CERK	7.81760846448814
FXYD6	7.77263856425993
AP3S2	5.83563583915285
ZNF208	3.00621203472130
CARKL	4.79312718739578
HIST1H4E	4.01579291674425
GOT1	8.82774507502681
BBC3	5.15076636942079
CASP6	6.64791180612364
HOXA1	5.26621220982259
RCL1	5.74234182026453
RAB40B	5.13886329677789
PI4KB	5.66982818537685
LRRN2	4.54364016935949
B3GAT1	3.92163594472313
OAZ2	6.84807903548759
BET1L	4.88429956766186
NOC4L	5.65314804766223
FRY	3.67281171838348
C10orf12	3.17842383792362
AK3L1	7.0804221604376
FADS1	6.77553724289224
CSF3R	3.51149666810098
DKK2	7.94391831914483
POLR3K	7.51692330954605
LBX1	3.29067784381197
ATG2B	4.20801371985655
RHOT1	6.96805440775214
DARS	8.85232290559103
EPS8	6.88468738924982
OXT	3.87822420527166
C10orf56	5.75618399984456
ARL4A	7.28712179629085
CCDC64	4.01389493947389
DAD1	10.2146698162328
HERC2	5.51503879230601
HSD11B2	3.56649354979651
USE1	6.45972602289466
FAM96B	9.46509267270976
HNMT	5.32969890642498
PCGF3	4.90724066394835
BSN	3.72995861160996
CAND1	7.25826769387197
ACTR10	9.02526394955773
NASP	5.2770048297708
C20orf4	6.3919711883489
ACSBG2	3.14352926442179
COL9A2	3.98475655778511
RWDD2A	6.06697686117537
PALLD	8.65218074233154
GPC5	3.47736128455613
CENTD2	5.36248632140243
TBL3	5.48912913406372
TLR1	4.7116873463397
LMO6	3.8394289070874
CCDC106	4.42469221652669
KPNA2	9.30545073856793
PARP16	5.15121091308373
PDIA3	9.52060441423802
MACROD1	5.9584457178586
SFRS1	7.13394883206273
DCP1A	5.68883690377789
TMCO3	4.09325409903806
NTN2L	3.03049000494643
CLN5	8.27584672088406
BIRC5	5.65793181526197
PRR16	3.19494256964398
FAM63B	4.28242262714262
GLE1L	3.64980403290985
CES2	5.26425087073585
GNAS	9.6414925062118
KATNB1	5.87685320298278
CPLX3	3.07836420953375
WNT8B	3.46316300269817
TSPAN13	8.94705614772202
MRPL52	5.06595693743829
GHR	4.62977526586147
DUX4	4.18087448866365
BCLAF1	6.83290324168202
GOLGA3	4.9993119913613
CLEC4E	3.67970000576925
SCUBE3	3.82883455651754
UCRC	9.9662775731414
CDKL3	6.14163647012075
MGAT4B	6.56266516661125
BBS7	3.60062663825451
ZNF345	4.16342456900074
RTF1	5.88550479885375
SERPINB9	4.44603854970067
DHRS7	5.99319167761434
RIPK4	7.17587539010337
PLEC1	4.47428016083501
PIP3-E	3.44356240573105
KNTC1	3.70851518216020
EXOSC2	5.76136171889285
MS4A2	3.06263431495059
FGF17	3.47307907226799
WDR59	4.37892823736883
LAIR1	4.43047692613701
EVI2A	7.75872014231412
IL17RC	4.35565797955821
GTF3C3	6.30099889790013
HS3ST1	4.09612349579322
ITGB1BP2	3.00649062133903
RBPJ	8.6108115124988
LRRC8D	7.25372790969276
ALDH18A1	7.65398114751173
INE1	3.52458654892028
TPI1	9.73980810742501
FLJ20035	6.13825054802644
GATA6	5.43544009129556
CABP1	3.45423201116314
RASGRF1	3.61796936501478
C4orf15	5.46802797867479
ALDH2	7.95974914930094
DAPK3	3.74235240921982
C3	9.32912704620808
EMP2	6.71130042448786
GJB1	5.90427969338239
PIN1	6.8717731019446
SLC6A15	2.93909635474984
POLE3	8.32274540006587
RIN2	9.00753343083479
CTSL2	5.13486182961535
APOC4	4.00829200193464
CYorf15B	3.0405808672569
TRIM2	6.07821792681773
CP110	5.60673333460608
KIAA1622	3.27805124099769
DNM1	4.47438439461477
HYOU1	7.79097225551508
OTUD4	5.56188538409943
USP7	5.98863207808053
ZSCAN16	5.48534621419274
ASCC1	7.1638535625597
OTUD3	3.35672410270457
YME1L1	8.3279137276595
HNRNPR	8.04070911349694
SERPING1	8.00889822991744
TPCN1	6.37600161650341
STARD13	4.53863784263309
PCBP4	5.84075900650473
ADI1	7.29434015108104
ASIP	3.02833203945347
CDH10	3.54539721711974
WBSCR22	7.86577753367755
SCP2	8.61977399857683
KL	3.12965060022733
SLC35D2	6.36189412478292
MAFK	3.52536846689397
SON	7.41320876709634
SBNO2	3.99512820014826
RACGAP1	7.38036488164972
SC4MOL	10.2789638012508
SLC6A6	3.34220911877736
OBP2A	3.35948443242809
PSMD3	5.95710097852225
ERLIN2	6.51568937267887
PPP1R9A	4.71497357071508
RAB35	4.44260641792137
PDZRN3	4.79963913436355
AVEN	6.28984793111004
FLJ21075	3.7877285304681
BCAM	7.21626628508401
C14orf132	5.0922438785987
PCK2	7.08144068989074
FKRP	3.49223657431475
HLA-DRA	10.4368050579610
GUCY2C	3.15545814321003
RP11-125A7.3	5.00098495230846
BARX2	3.33280827583985
DAO	3.28135277915262
EDNRA	5.40047674936717
NIPBL	5.04002059681147
ZNF331	5.66466873458041
PPP2R5A	6.29740847558356
HMGN4	8.87169330716379
DDX39	7.62573592811843
EFHC1	6.84718851452662
EIF3M	9.56812161881897
SLC17A3	3.08069816448771
ZNF24	5.68702064253184
ASCIZ	6.79587022402661
FNDC8	3.29493059110962
ESRRA	5.57702480132854
PTMS	4.39034833602454
PHF7	3.8229196056911
PIP4K2B	4.53275149478776
IRF3	6.4851108112943
GPR19	3.78189314885424
HHLA2	3.15963286011734
GMFG	7.5953701784901
BDH2	7.9879962019071
APOBEC2	3.60114077912907
PRSS21	5.36184233281509
PENK	3.79570953772171
PHF16	5.39550275690557
ZMAT5	5.53296237330208
SMAD9	3.04000922190424
SLAMF1	3.25351094682174
RGL1	7.77605947777437
DLGAP4	4.44043782310701
MBD5	4.66545378910928
PHLDA1	7.83518987514715
BACE2	7.66834465305039
APPBP2	7.46916147051463
LIF	5.89423048635149
OXTR	3.30853568242378
ACTC1	4.0327767271761
USP19	3.44544507687574
SUV39H2	2.97881020491384
ERO1L	6.10337810210659
ZNF395	6.67417879575762
CNTFR	3.88981604489353
HIST1H2BL	2.81153668231054
WNT3	3.5217535396813
ZNF549	3.47124653312457
ZNF467	4.06096584319186
SLC25A21	3.39573481134148
IL5	2.98923795854663
CLSTN2	3.59667773104195
LSM12	7.47808093445508
KRT37	3.10949257864547
NACAD	3.82695728440554
NAG18	2.72516371170735
PTGES	6.05416973134991
GDAP1L1	3.20104837325816
MFAP5	6.64337455796686
OPRK1	3.54178611714718
C12orf4	5.08730048049224
NTAN1	6.70772836860769
CST3	9.17725725803346
WDR6	4.61639931058869
NUP88	6.93869103692936
CD300A	4.36573679579002
FCGBP	6.28888465642101
CNIH	10.3417321757065
VASH1	3.80915705868623
DHX16	5.75250070279553
SLC35A5	6.92557218660551
CLEC3B	4.61791254859882
ARL2BP	5.55313556179131
C10orf79	3.47608869951167
ZNF79	4.16190702116793
CRP	3.28651376862884
OCRL	4.94577342493184
GLA	7.71649849271732
NEBL	3.62017003490603
HSPA8	11.1963986136797
DIDO1	4.85128782190702
PLA2R1	2.92578721256601
NGDN	7.20996851507393
CBFA2T2	3.92515979032087
SAC3D1	6.76806001225461
PNOC	5.22148888557851
PIGP	8.74127697645737
AGGF1	5.14533436634278
PRRG1	5.82497514761804
DPF2	7.01394535751494
MYH13	2.9767365525611
TMED9	7.9400894312854
TRPV5	3.55375431153353
UGT2B4	3.14691153335423
PJA2	7.70538475722992
COLEC11	3.77747977556143
SCYE1	7.88619511098485
MED12	4.23818808414364
CARS	7.8979328623682
MYH1	3.19378160746079
CYP7A1	2.66129664947352
PHF1	6.20770980283984
LOC644096	6.6282205732018
FRYL	6.14988834183862
RHOBTB2	3.48691405423519
MMP27	2.95161635112195
ZNF432	6.66898255555611
SRD5A2	3.89583882275912
UTP14C	7.39085027104231
RABEP2	4.71218366007853
VWA1	5.04545272707732
FUBP1	5.30345510255246
IGLL1	3.86637367540497
KIAA0586	4.41935549170259
IL27RA	4.27797436447474
STON1	4.93010258760335
IL5RA	3.29079706674339
PERP	8.52847175745084
SMPD2	4.46527144606296
TNFSF12	4.81410852343822
FN1	8.98101306403383
MTR	6.11868242722622
CSRP3	3.3129138296256
MMP20	2.8995603112964
PHLPPL	4.43164845691216
CBX6	6.91429388044347
DHFR	6.63948302520131
PRG3	3.24791607202608
ALPP	3.42707519724582
ASH1L	4.26822743755642
CHRNA2	3.90505898766994
PPP1R12A	6.10678527745797
RBM38	6.1263875026124
ZNF7	5.83686699405885
RDH8	3.12577510543929
GPR132	4.08909805596162
DGKD	4.91884031365286
TPMT	6.33200471427526
ATP1A1	8.82726661717873
SERTAD2	6.212468035101
C5orf4	4.79975275311498
ZNF672	5.93810878765573
PLXNB3	3.37205467234662
FAIM3	4.19058217673101
UBQLN2	7.75048087690026
NR1I3	3.18098523826782
ACVR2A	6.44051474974548
YWHAZ	9.51407748527926
LILRP2	3.45985982315381
GNAO1	3.33757848621962
OPA1	5.2202351295347
RPS6KA6	3.69858386407908
RPL10	12.5975887444277
MMP23B	3.3810654999187
PFKL	5.96909522932489
TMEM140	5.9842362523048
AURKB	4.80342374752238
IFI16	8.33011075719539
CSTA	7.78096100890575
PRPF39	5.15648787238173
DISC1	3.72901366820486
USP4	7.43137160533708
OSBPL10	8.35622533307288
CAPN6	3.26065814345093
CLTCL1	3.77309170649163
NUAK1	7.51937290321972
ALG6	6.79613449525076
NPPA	3.92615453856767
LAMB3	6.79047716783108
PPL	8.312446351829
LRTM1	3.09975070463176
RRAD	4.1143522240412
TIPIN	6.05125292630657
CARD14	3.36944931556974
RBM9	5.65749847426029
LCN1	3.23450259058738
RALGPS1	3.79445394373615
NCOA3	4.68494953900656
CCDC6	6.54062671454877
RASSF4	4.37878248373017
MTHFD1	7.73873984522499
FCMD	4.83634734191278
IGHD	3.48911124458664
PLA2G6	4.00291233640142
TPT1	12.1897996800793
S100A3	5.01408842614534
SEC63	6.50654645131558
C10orf59	3.07176970437155
TOR1AIP1	6.13032766419423
PAFAH1B3	7.54783438922487
CEBPD	6.16855139112188
ZNF107	5.15153331514968
ALDH6A1	7.07610282681656
G6PC2	3.51203018162646
SNTG2	2.75292102509497
GRWD1	5.52003556472314
FLJ22222	5.43211048050313
BCKDK	5.96336611482713
CTSB	9.92192862641284
PFKFB1	3.30567714474893
ZFP36	6.35094295725862
SVEP1	3.67618005995978
PXN	4.56383306173491
TNF	3.36600838369658
SIRT2	5.74187809172811
C5orf21	7.60738562936536
VIL2	8.68267264310738
DIXDC1	4.57424496019154
GANAB	6.79653655425368
PDSS1	4.87757462530555
GRM6	3.27105660627104
NGFR	3.50312452273933
ATP8B4	3.12164085522233
MEIS1	9.3552278139934
BMP8A	3.54925212698815
NGFRAP1	10.2805868619505
EDAR	4.51717196516684
NEDD4L	4.69053302556505
CRYBB3	3.60931628247251
C6orf60	3.71995161628721
IL1A	3.10591889616102
GNRH1	2.93821425250757
PDGFD	6.01757898904421
CACNA1H	3.52973150682179
TXNDC3	3.23652198925207
ERCC1	7.57851585300923
CAV3	3.33919202134566
HARS	7.64206767280443
AQP8	3.49356133226908
CREBBP	4.80115871136502
ITGB1	5.28457321838256
SPACA1	3.28661077700548
ZNF254	4.47852882077746
PARK7	10.5596859797833
PAX1	3.21493433774095
PSMC4	8.1312798565868
KCNH4	3.64894745811864
TUBA1A	9.9085006468887
PRMT8	3.69905567894347
SELP	3.50230616916687
PSMD8	9.11746365117826
SOX10	4.07869744416784
HTR1E	3.52635631412448
RABGEF1	6.39006370615538
EPS8L3	3.64120340337494
MAP1LC3B	8.35030809423525
AGXT2L1	2.98539186521188
CYB5R4	7.035267954018
MEMO1	7.78306947083644
LRBA	6.26916778046632
TRAPPC2	6.69600390272347
FLJ14107	3.22992834515015
FNTB	4.47357818171411
MYST3	4.83376749843054
KRT8	9.11361786628726
AURKAIP1	8.53361846715562
LMAN2L	7.52170945622608
C1GALT1C1	7.30877187971106
DSE	7.2860452730013
FHIT	5.53678066583632
OSBPL3	5.5930994000374
PPOX	5.89461213255577
SLC39A9	4.38896245106326
EPB49	5.42811247246135
LOC137886	6.40293072963283
C7orf49	7.23543594965045
RHCE	3.25317000107462
CST8	3.50930554223812
ATG7	6.22706283069963
SPP1	11.9273593231215
GLI1	3.30891294089254
HYPK	8.1752909583501
SFTPD	4.4554495138951
MCFD2	7.62673704951598
ZNF157	3.19366672302056
EPS15	7.15900253157293
SFRS2B	7.09663602333635
BTNL3	3.765232571552
GPR23	3.48513133071596
TRPA1	3.1095820066395
ASPSCR1	4.21979717974551
GNS	7.3984094351299
FDFT1	9.92663631979255
ENO2	5.7886441633873
CBX1	8.0975981695085
PTGS2	3.46915774338259
BMP7	4.24439606598229
CCDC90B	8.94299058661475
LRP5	4.8302046354051
UBE2D3	9.58785544214415
ARFGEF2	4.38478994094097
ARR3	3.72933103491138
MAP1A	3.59670263722123
NEFL	3.03148044868665
CD2	5.9358374037465
FLJ23861	4.30471394200309
NAV2	4.86625971230289
ENTPD2	3.41650015795512
COX7B	10.7732328943224
ATP6V1A	7.41758562140194
TRGV3	3.28947831795397
ANKRD17	6.23537765978874
ADH1C	3.48288881010323
ATXN7	3.33787434086779
IL21R	3.76584462581762
CHN2	4.66898342090388
HAS2	3.45651372026847
C6orf48	9.47890191205855
TGIF2	5.98011813039178
KIAA0241	4.64497251679256
IGF2AS	3.70069348929545
CYP2C9	3.36971594625545
DNMT3A	4.77919523683593
CNOT7	8.89056181510539
FCAR	3.23853871100634
SFRS10	7.50274065109338
MARCH3	3.96987585791012
RUNX1T1	3.52083529546692
CTSK	9.61507628207392
LRRC61	5.54854643070478
HNF4G	3.29034796110646
LRCH4	4.8948785311584
PSIP1	5.91204370451442
AP2B1	6.35344233190207
C7orf28A	4.57216196651511
SMCHD1	5.37897108772475
EIF2C3	5.36157129801007
S100B	5.78474066755426
BMP2	4.23948097197068
POP7	8.01395574750038
UGT2A3	2.54563559377393
ESR1	4.2380533507865
ZFPL1	4.41561773803517
ARHGAP12	6.43187489755747
PGGT1B	4.1128610279618
LRRC19	2.81520404707031
ZNF767	3.72265371308464
DEPDC6	7.76462248458336
SLCO1B1	3.16276593696894
SST	4.39789145809165
NACA	11.9440052132064
KCNN3	3.45705780712995
GLOD4	6.90478426626577
SCCPDH	7.1333752299204
PRF1	4.69098020842046
LST1	6.54197122800799
CDK4	9.46723624343586
TCF15	3.44929186955101
PARC	4.68610882109366
PRMT1	8.83707726708044
ITIH3	3.37095912835393
PPM2C	5.47022157286793
TEX10	6.79564702175247
EDA2R	3.32795510603968
LOC283345	4.34022636223817
NARFL	5.10483850588658
DENND2A	4.09085496133812
C1orf103	4.45631392798806
DMXL1	6.46927762797029
KCNAB1	3.49347069111614
FLJ20254	6.2921321684428
RBM3	8.79103755861603
GPR1	4.62661508023471
DMTF1	5.93498748933997
HTR5A	3.08323745982401
MXRA5	8.9364664908935
GRM1	3.4557704382335
SCFD1	7.13662648966933
RAPSN	3.24105430917908
ACOT9	7.64475473250961
PDE4D	3.30431859222508
TRPC4	3.03187313867042
EPHB3	4.66534415877359
GEMIN4	4.78269073286471
RAMP3	3.7709904713827
CNTN5	3.36442123993551
DLEU2	4.02276553026122
TSPYL5	6.01628581205668
GRTP1	4.00795424332044
ITGB8	5.95405205966189
GAP43	3.25416217018298
FRS3	3.52818807274144
PDE3A	3.41597639095821
TNFRSF10C	3.01693067570830
JMJD5	4.07476947432988
OTOF	2.87136035834698
TEX14	3.47346323708648
XYLT2	5.59245852006074
HIPK3	3.30537057641859
XPOT	7.33754936017264
RRH	3.34350698933866
CDR2L	5.10127987577529
GAL3ST1	3.72993496964298
DHCR7	5.90408579197266
PDZD7	3.60045843109661
FGFR4	3.74962405899893
CRAT	5.20141038605625
C1orf217	3.06900438318387
SLC19A1	3.73385423988895
PPP1R14D	3.2956690370899
LIMS1	9.03283977057788
TMPRSS11D	3.48646446749962
TRIM14	5.02375722925619
PIK3CD	4.16079638858835
MFAP3L	3.48349328239907
DERL2	7.57754961062738
SLC7A11	4.72880488812574
FHL5	2.92575652240014
OR10H2	3.05053089828996
ACAN	3.31607598610146
BRWD2	7.38312615016712
PPM1E	2.90752390308467
DCUN1D2	4.73308412927302
TINAGL1	4.61978317612231
C3orf36	2.85566797976884
DOCK4	7.57487654625386
ENOPH1	8.43748146950674
FAM127A	8.12933899375496
SLC5A3	6.43891339904635
ARPC1A	8.60447212786688
CHST2	6.5945230275548
SPATA2	5.23513877823534
PGLYRP4	3.5255498419013
RUFY1	6.81484978449316
NTS	3.05764474718001
FRMD4A	3.48888368578547
RPS4Y1	5.27660720738066
BCL11B	3.48225404463623
TNFRSF8	4.0705992297309
FOXE3	3.3746904840093
PTGIR	4.13459818981152
ART4	3.20077755222871
EVX1	3.88177296292196
PRM1	3.51143839546009
GLCE	4.85952407565587
GPR18	3.33225841106925
ACAA2	7.90763831996069
PIGK	6.77282036164724
HIST1H2AG	4.07710419329007
C16orf67	3.69267094076966
UQCC	7.04534973448692
PLS3	8.77114657799589
DAG1	5.80702870779766
WWOX	5.04504854729926
GTSE1	4.65993341439322
GP2	3.34290396579197
CHIT1	7.21149726495843
PLOD2	8.46090253971094
RPS24	12.7228372299271
KLF9	4.17403419182913
TTC27	6.65300554159677
PYROXD1	7.29174824775983
MIA	3.88731164317715
TSPAN2	3.96985548683433
MRPL9	6.80034609279524
PCSK2	3.22272519395313
PI3	3.82966061134713
RPL24	12.4601585155930
HIST1H2BE	5.976359506395
CD86	5.41484108172141
CALM2	11.5920397416655
LFNG	3.4977036093122
GYG2	4.57109711459180
INTS12	7.00770005988793
RAB4B	6.07033226128128
CTSF	6.84203703269284
HUNK	3.13476565288031
GNA13	3.65497509920561
B4GALT4	5.49796765583801
TSPAN31	7.74209054108459
CHD1L	5.19851848129792
CNKSR2	3.47052768520818
C1orf156	5.92894489835779
IBSP	3.47519745666765
FUT8	7.40217987738229
TRMT11	5.38241017200641
AGA	6.43874554042601
GFRA2	3.65888165754753
WWP1	6.22743791274349
B9D2	5.49183303919133
CPZ	4.59924137915842
STAT1	5.90319498102186
PTTG1	9.0364473122111
TMEM62	6.0391151748069
COL8A1	2.74171055756505
RBPJL	3.31463205924164
CASP8AP2	5.50836954490392
SSBP2	7.18363386719698
MMP12	8.36287648171072
NME4	6.80640290516253
LOC55565	4.00566806215592
GABRA1	3.41711364111709
PEX11B	7.7138379955423
HABP2	3.49768485140135
REEP1	3.75336152779067
C9orf156	5.15334312727163
SMARCA1	5.18821182698352
WEE1	6.75456306818887
APOF	2.96852679458459
GCDH	5.35053822558398
SSR4	11.0475383275252
SPAST	5.49507707828149
RGS1	6.43448964869419
ACCN4	3.80885216289123
PLXND1	5.83339025814773
FLJ20489	6.14400079115966
MLCK	2.96612316900382
INTS5	5.99842188429966
BSG	7.92058692309484
PARP8	6.23260536999512
ZNF215	3.74503261490296
TEAD4	5.05624955893854
PDE7B	3.1802372857223
MS4A3	2.88658967930324
DTX4	6.8066429347764
EFEMP1	7.04709062057027
TNRC6B	4.60944524655541
TULP2	3.47620256972924
RERE	4.02897154222258
BNC1	4.69153236309365
FGFBP1	5.10642651844831
TIMM8A	5.45045804406839
PIGB	5.45670571538495
AJAP1	3.89112749703583
COMMD8	8.0598933185819
TRIP11	4.43184799684116
SLC25A42	2.69464280268190
SYP	3.54170046432745
PCDHB6	3.88107081955906
FLJ12716	5.47631890341677
FKBP8	4.22171927163602
KIAA1109	4.0614598631273
PTPRC	6.45429464922278
POT1	6.50639729827195
CCT7	8.64010313623933
MMP11	4.8493086904978
MYO1E	5.23157789902022
EEF1A2	7.89599853197632
MIPEP	5.94606678559037
ZFX	4.72535991250407
UCHL3	8.45236769234494
LRFN4	4.22218789489876
XCL1	3.16693307202145
CARHSP1	6.99574653841613
GREM2	3.34717473903109
CCDC102B	3.53452885111995
HDDC2	6.95235485473176
SHC2	4.26963665219582
SDS	3.87610237222382
CASQ1	3.20434472035859
LYPLA3	5.45926713130736
INPPL1	5.46239393140424
SLC25A40	4.28455429811776
IHH	4.63040267353964
CHGB	2.96549939823165
COL9A3	3.78093238279868
C2orf18	4.60788089183352
DDEF2	8.03210089699044
