Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D08_443136
Composite Element REF	Signal
AACS	5.89052452183366
FSTL1	9.55396507116047
ELMO2	5.62282589336399
CREB3L1	4.44940334026983
RPS11	10.1453405863901
PNMA1	6.96372532024996
MMP2	9.48505895852105
SAMD4A	4.03485604198167
SMARCD3	5.14537028674643
A4GNT	3.78940100896246
C9orf39	3.30057613736123
PKNOX2	4.48192910701037
RALYL	3.74312180235772
ZHX3	4.47207277187218
ERCC5	6.10387381626114
RXFP3	3.10178047824976
APBB2	3.86985351422459
BBOX1	4.71574701923907
PRO0478	2.94692411732828
GCSH	8.32457406222914
XDH	4.33114424476252
EDN1	4.36540935428729
MTERF	6.24863815174056
PDCL3	6.83471532679655
CLK4	5.87013101592126
KCNG1	3.55644208758435
CXCR4	5.13966063652563
DECR1	7.56918716150338
SALL1	3.11521736792293
PTPRR	4.38140445905325
CADM4	3.55758301222453
IRAK1	8.73623293405014
CFHR5	3.20864413232504
HNRPD	7.62472139620402
TMSB10	11.7104126538010
CXCL3	3.50942141185219
LMAN1	3.97217418542564
SUHW1	3.31237682649299
CHD8	5.19519976677838
SUMO1	7.74508730723614
GP1BA	3.21332675121636
OR7A10	4.05460713307216
DDB1	7.55328476569604
CHRNA10	3.58007025184353
STYK1	3.63582515507619
MYO9B	4.3377552714303
CCNI	10.0384094854147
MMP7	7.94315857779796
EP300	6.1883962735932
CRNKL1	5.36995471394066
C9orf45	3.38714369814201
XAB2	4.25273183314172
RTN1	3.79932826724969
HIC2	3.89515782686677
TBX10	3.55052850958788
CENPQ	4.30301019948915
UTY	3.24444339468149
OR2W1	2.99421314615023
ATP5G2	10.506833212827
ZEB1	4.00031383420066
ZG16	3.67345217825058
ERG	3.86097905811655
PARN	6.07489863605197
SOD2	5.72882875616535
JOSD3	7.49711298349126
ADAM5P	3.15884833405125
CHD9	6.10359132648647
hCG_40738	3.68400354382217
STK16	4.84724549068556
PDE1C	3.62787036940115
SEMA4D	4.63852849594857
AGPAT1	5.47156966841193
TOB2	5.71699263123249
BANK1	4.08300285830262
MAP3K3	5.4623092997894
MAX	4.80373925076724
GRM2	3.66602338575119
OSBPL8	7.73281819306214
PROSC	5.92639861651962
NR4A2	4.77791374695176
RICS	4.71295996933012
PIR	4.25290446063827
PPCS	9.03131132688511
IPO9	6.08771306442318
LONP1	7.21191695300947
EVC	4.4063399693665
CXCL13	4.28624371822911
SCYL3	4.66353932045099
KIAA1199	6.75235052883611
SORL1	7.6451229667319
NAT10	6.57728924700757
CHD1	5.51260086970428
SYN3	3.64518323028901
DMC1	3.66634722051751
SLC22A2	3.66365712211011
SERPINF1	8.89203765036281
C20orf27	5.16892363853902
OR7A17	3.18310240950816
RPS6KA5	3.53889781769859
LHB	3.36074650365001
TAOK3	5.17283628895776
STK25	6.04307018374368
SLC12A4	3.78970566555934
BRCA1	4.01044444469696
GBL	4.91856501980764
C14orf108	7.18191110601804
CDC25B	7.08280832928846
BMP3	3.21787267152585
MAP1LC3C	3.49941831856892
TMEM180	4.47332387921634
CRYGC	3.41073677453718
SLK	6.41314548191765
POU3F1	3.26374171171916
C20orf32	3.69715677927744
USP52	4.80041946544915
HIGD1B	3.95900628284984
BAZ1B	6.50609676616704
USP6NL	6.27931415268446
SLCO2B1	4.08816031519046
ABCD4	4.03497892291746
DIMT1L	5.89148901289391
SLC25A46	5.93318681608273
LARP7	5.82654276563649
TEK	3.57189241410675
CD160	3.80886227476357
TERF2IP	7.11006220870057
PHF20	6.28699930912722
COL1A1	9.01726311076097
KIAA0090	5.39222294388235
GTPBP1	4.03934530725483
GRK5	4.28774788293587
AP1S2	5.29664795681545
RAB33B	4.33484910950198
CA11	3.96971305688059
ALDOC	5.95520096053905
NUDT1	6.26244702285048
ZNF212	4.78447350199006
ACBD3	7.52427005167808
ZNF83	5.52267431238536
PRDM2	4.45416522771133
GDPD5	5.26896112032128
PDCD4	6.02016187074172
CEP350	5.95736396846972
FOXP3	3.180781482771
SMYD3	6.82534731513431
CST7	5.62074682918666
SELL	4.23713904801478
CIAO1	6.1921011877889
LGI2	3.94114990072396
WDR45	6.44371984196931
ANKRD6	6.3754520643871
LTBP4	3.68299372669732
PSCD3	3.58248967992617
PYY	3.25686344536108
KCNC1	3.14208726424662
SIRT6	4.11244077948368
CCL19	4.84560403953308
ARHGEF9	4.51492999270077
ABR	4.79504123943669
C10orf22	6.77973237802574
STK17A	5.27789946975289
FOXE1	3.2436345283089
GML	3.15519916745001
CNGA3	2.86570401322782
CD38	3.67951113323127
ZDHHC6	7.50966665260368
NEFH	3.38476030366368
PGBD5	4.30173005934903
CTDSP2	6.81167513744854
RMND5B	5.70807813989239
ZNF257	3.39149166978225
DUSP4	4.09313834018231
FLJ22167	4.84998237882887
EXOSC7	6.86903434239339
ROR2	3.88565802324374
FOXM1	5.33967918215116
ZBTB48	4.28417979525112
BUD31	7.02928840665354
MAOA	4.8487095603792
CCDC41	4.44434258994975
TNNT3	3.68958929942115
FBXO11	5.45600791891984
GYPC	7.40751401225249
PLIN	6.34033082870684
RFXAP	3.69545101444869
C6orf15	3.43675690315115
RNF4	8.5817697241387
F8A1	7.884959631193
PPP1R3D	4.64778250315293
GRB2	8.06391262086682
TPM3	2.94634277225807
SYT13	3.87026518376305
EPB42	3.69507044220422
RP5-1077B9.4	4.93494493999253
EIF1	10.7396843123669
CETN3	5.9720080488449
FPGT	4.73692975253655
PRY	3.31985924316061
NTHL1	4.73269503867736
POLR2B	7.37930842369862
RPS28	11.9784611953394
GDF10	2.79422050562235
COQ9	7.75011209548061
P2RX3	2.91773254137994
GCC2	7.15826173995139
RARRES3	5.99996912878388
PLXNA1	6.64991704262727
WBP4	4.58427085004198
KIAA0100	6.99827716741711
PMF1	5.80944216531577
HS2ST1	6.3495964242781
CRELD2	7.00785726205898
C8G	3.01535311470416
CD82	6.03658716074106
PMM1	4.62562747338302
CBLL1	4.46868059096763
LIM2	3.17319172229008
VAX2	4.20111225567047
SETDB1	4.72976303526468
LRAP	3.95136591906749
GCLM	5.45676874737471
CPEB3	3.36425423932329
PPM1A	5.1194338438183
INTS1	4.37841062621426
MMP16	3.23112257319178
CAMTA1	3.38380723946946
SAMSN1	4.58627184090948
DRD3	2.95433868280523
GMPPA	5.65439238151417
C11orf73	6.64300664808855
AIPL1	3.68911853811581
PTP4A2	8.58107251697138
IL24	3.37712075109964
BDKRB1	3.54736738431869
HPCA	3.56304646016118
MLF1	5.34917133292565
SEC14L1	7.2620988609074
CHFR	4.8705947170201
EMILIN1	4.72727370677117
THADA	6.34744930279846
TAF12	4.61914251040657
NDUFS4	9.04097844364882
ID1	9.31205796420655
PIK3CB	3.46084431144859
COL18A1	7.26631531168837
PDZD3	3.10209617082699
TBC1D17	4.74628160724114
COX8A	9.88164079450935
CDCA4	6.5360745343094
C2orf44	4.11399772577482
C9orf16	8.22165305047427
ERBB2IP	8.3316225137734
EMX2	9.00429934508477
FUS	6.37334855175956
NIPSNAP3B	3.46303025705073
TF	3.65790761700725
CXorf56	5.52989756388193
CLCN4	3.73282171160438
PWP2	5.52028740183136
MMP15	4.97159284292542
MTMR14	5.55920855637652
NPR1	7.08966399594383
DNAL4	5.21503361340851
ELAC2	4.27635915247935
ASS1	10.5543204459552
IPP	4.58829339617339
TMEM59	9.07892916462125
POLR2J	8.64138203210427
SEC23IP	5.50832819424002
RGS4	4.8991456673796
UQCRC1	9.2109110418537
SNX6	6.74126679113542
DDX18	6.64105364694053
POLG	4.79152788351515
ADAM23	4.02300928739449
ZNHIT2	4.70582019090221
TFR2	3.41049327574125
NCDN	4.145459850611
RAG1	3.24644357214075
POMT1	4.04660497607186
CYP1A1	3.55492768357333
SNAPC1	5.21886132905358
GNA11	5.52844290262238
CCDC52	2.79133421813545
CAPN1	7.33980638232915
DDHD2	6.54334694289219
UPF3A	4.91828767137121
LAGE3	6.48882424744576
GNRHR	3.12478882978235
UNC13B	5.13282837899945
TTLL4	4.09104630942275
PPBP	4.09415067370319
HTR3A	3.54911978380284
SDC2	7.0584854407939
ANKRD49	6.24623740076964
BTF3	10.0636187404075
COX7A2	10.9140746702462
SARS	7.91049643720069
C13orf18	4.69970312688168
CACNB1	3.75300868738164
