Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B11_433714
Composite Element REF	Signal
AACS	6.0744817172622
FSTL1	9.25529833048784
ELMO2	5.948880676226
CREB3L1	4.94052025420197
RPS11	9.64360664200493
PNMA1	8.14096890518782
MMP2	8.75063390322609
SAMD4A	4.02335961613494
SMARCD3	6.26213442660629
A4GNT	3.66948253190438
C9orf39	3.33157632036927
PKNOX2	5.46640075662491
RALYL	3.21394758117234
ZHX3	4.29026273617808
ERCC5	6.5387285314238
RXFP3	2.93611724163120
APBB2	4.67785112699026
BBOX1	3.99920298426373
PRO0478	3.23464101779819
GCSH	7.90134228251798
XDH	4.17792496794031
EDN1	5.43031089082653
MTERF	5.1920299798726
PDCL3	7.53204124702921
CLK4	6.24995483190815
KCNG1	3.94563690171818
CXCR4	7.9591120003718
DECR1	8.05793109066329
SALL1	3.24477000748217
PTPRR	3.19437828796587
CADM4	3.31852515719848
IRAK1	8.21914044892685
CFHR5	3.19934329865436
HNRPD	7.96615732596057
TMSB10	12.4636438538792
CXCL3	4.14047189035805
LMAN1	4.98040624665894
SUHW1	3.78436226825592
CHD8	7.06951663695824
SUMO1	8.62286341908038
GP1BA	3.23849745663471
OR7A10	3.97679545166261
DDB1	7.51008491538752
CHRNA10	3.6287518926909
STYK1	3.38225210242037
MYO9B	4.45029265625173
CCNI	10.0015731272331
MMP7	5.31840282492567
EP300	6.85029034401088
CRNKL1	6.87904079542508
C9orf45	3.1450740333134
XAB2	4.33746306740416
RTN1	4.25986909226978
HIC2	4.03233046924677
TBX10	3.66979002376479
CENPQ	3.9530580686507
UTY	3.16907003260043
OR2W1	2.88555655812273
ATP5G2	9.96772239621
ZEB1	4.35103168365043
ZG16	3.31337534302944
ERG	3.63581751790659
PARN	7.67643619710346
SOD2	6.29467416987656
JOSD3	7.87724743172094
ADAM5P	3.31030517997178
CHD9	6.15696351310061
hCG_40738	4.11043631446087
STK16	6.03382305910686
PDE1C	3.64816543898421
SEMA4D	5.16117771705961
AGPAT1	6.22581185246616
TOB2	6.25992108672014
BANK1	6.4937562769624
MAP3K3	5.45419309636971
MAX	5.11099235460747
GRM2	3.54864684567543
OSBPL8	7.59769853198018
PROSC	6.08682462423651
NR4A2	5.98828951131682
RICS	5.53329669640453
PIR	7.43149186567998
PPCS	8.8103793322985
IPO9	6.0039311500997
LONP1	7.12688403739905
EVC	4.99332040502843
CXCL13	6.01524097350804
SCYL3	5.56023941112287
KIAA1199	6.6630954963949
SORL1	8.27149480148838
NAT10	6.95886534359513
CHD1	6.69468084383035
SYN3	3.5120294580248
DMC1	4.01913952378715
SLC22A2	3.70022792580556
SERPINF1	9.10638801763518
C20orf27	5.82186495317375
OR7A17	3.23689637166872
RPS6KA5	4.37107907919483
LHB	3.17982270232217
TAOK3	5.45345502295741
STK25	6.45280805066829
SLC12A4	3.68221751835236
BRCA1	4.7002097193160
GBL	6.25809628220789
C14orf108	7.77824199780565
CDC25B	7.77493964019444
BMP3	3.1781859765872
MAP1LC3C	3.18894373887531
TMEM180	3.47100633655396
CRYGC	3.62116395519544
SLK	7.33102051690575
