Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E01_491226
Composite Element REF	Signal
AACS	5.58154299062793
FSTL1	9.20050428567718
ELMO2	4.84113912521367
CREB3L1	3.69228633486781
RPS11	10.4100422674626
PNMA1	5.86921644170127
MMP2	6.25885496950273
SAMD4A	3.77208366878469
SMARCD3	6.89210622696239
A4GNT	3.62834363067892
C9orf39	3.39445693765209
PKNOX2	3.91383315367418
RALYL	3.80046261828212
ZHX3	4.11286182316838
ERCC5	5.46945377191361
RXFP3	3.15161676869082
APBB2	4.70794927557043
BBOX1	5.80198162454709
PRO0478	3.45553906385724
GCSH	7.96369084111536
XDH	4.39401646223389
EDN1	4.68759492348609
MTERF	6.08012186270623
PDCL3	7.09163956935031
CLK4	7.59517335135336
KCNG1	3.90301224623601
CXCR4	8.13109659818156
DECR1	7.47937396935005
SALL1	3.61555196229443
PTPRR	3.3885649630615
CADM4	3.31409292870556
IRAK1	7.43915037252478
CFHR5	3.21518384747173
HNRPD	8.1105776145212
TMSB10	12.0369538214719
CXCL3	4.78455357698125
LMAN1	4.04329317719811
SUHW1	3.67693467318362
CHD8	5.16355079294886
SUMO1	7.75383014763549
GP1BA	3.65446777444837
OR7A10	3.85141832033358
DDB1	8.045463559204
CHRNA10	3.58190944686322
STYK1	3.51460860082083
MYO9B	4.17873003615211
CCNI	10.2995209295419
MMP7	10.3552889859823
EP300	6.4069960516631
CRNKL1	5.72392503351633
C9orf45	3.37142730567185
XAB2	4.4145096309598
RTN1	3.26981468650621
HIC2	3.76381717563782
TBX10	3.41966358801239
CENPQ	4.53753574329734
UTY	3.15038522294082
OR2W1	2.83050215096957
ATP5G2	10.5285450842735
ZEB1	3.180620491027
ZG16	3.58644216832646
ERG	3.58461620075837
PARN	6.48473600404212
SOD2	5.30351307480232
JOSD3	8.57019307485423
ADAM5P	3.30488366268261
CHD9	6.27237036565778
hCG_40738	3.65983816827724
STK16	4.20678589516649
PDE1C	3.80925098816075
SEMA4D	5.07843815973892
AGPAT1	6.41858817969995
TOB2	6.27006543795624
BANK1	5.42768701387094
MAP3K3	5.43237699469518
MAX	4.74316865568916
GRM2	4.21920013722157
OSBPL8	6.41547345241972
PROSC	5.50082851018802
NR4A2	4.14528771513291
RICS	4.41132684926134
PIR	3.80669671717299
PPCS	8.85052928656704
IPO9	7.16849308967069
LONP1	6.35225549705483
EVC	4.24223006099868
CXCL13	4.13280202706143
SCYL3	5.31510104127373
KIAA1199	4.59166443759134
SORL1	8.04149205445175
NAT10	7.33819380664018
CHD1	7.31015204809913
SYN3	3.6963851840404
DMC1	4.30462427018683
SLC22A2	3.48831812577019
SERPINF1	4.70618423447911
C20orf27	5.58773448940449
OR7A17	3.44441817118729
RPS6KA5	4.5758290033171
LHB	3.31001526984029
TAOK3	4.2904514618403
STK25	5.89001530729987
SLC12A4	3.65338425081127
BRCA1	4.09190310835238
GBL	5.07504313324947
C14orf108	6.05145856097036
CDC25B	6.98550105222181
BMP3	3.17497915442695
MAP1LC3C	3.98540324467343
TMEM180	4.31169205839657
CRYGC	3.83914284036379
SLK	6.35159034577607
POU3F1	3.49690898597612
C20orf32	4.00184677106781
USP52	7.87239410975613
HIGD1B	4.18747607001794
BAZ1B	6.7682138108222
USP6NL	5.42235393278774
SLCO2B1	3.84219657448636
ABCD4	4.24700973939960
DIMT1L	6.30645058188682
SLC25A46	7.44001611114899
LARP7	5.96064770186282
TEK	4.00201783651437
CD160	3.74726295414481
TERF2IP	7.24753541213478
PHF20	6.09759431191479
COL1A1	6.06287538020773
KIAA0090	5.66661930257146
GTPBP1	4.54927504486784
GRK5	3.50711338271966
AP1S2	4.1608674626902
RAB33B	4.81332176387736
CA11	4.32981700057888
ALDOC	5.90994763663662
NUDT1	4.41760789660087
ZNF212	4.92951081122593
ACBD3	7.72370635118344
ZNF83	6.95179952317897
PRDM2	5.43916369161309
GDPD5	5.26181616846845
PDCD4	5.96104177461651
CEP350	6.3660612272932
FOXP3	3.28484231110788
SMYD3	6.58925475832498
CST7	5.46744982839273
SELL	4.27661118272731
CIAO1	6.53586778758897
LGI2	3.69406334812889
WDR45	6.3169359608637
ANKRD6	5.69033938445754
LTBP4	3.57611697121299
PSCD3	3.06009013701611
PYY	3.30715841418364
KCNC1	3.37010655176183
SIRT6	4.09959341270414
CCL19	4.17494198326939
ARHGEF9	4.46909910190425
ABR	4.10701923738477
C10orf22	6.18527425913323
STK17A	4.13351884781329
FOXE1	3.71357509475065
GML	3.41531548245089
CNGA3	3.43446890524613
CD38	3.83371037346947
ZDHHC6	7.5178552169107
NEFH	3.21799348136387
PGBD5	3.64239957339141
CTDSP2	6.5028269491934
RMND5B	5.67720229227488
ZNF257	3.41126710256622
DUSP4	4.15100073999843
FLJ22167	5.64010479157245
EXOSC7	7.24980152219283
ROR2	3.86853820761195
FOXM1	4.50997272222776
ZBTB48	4.33009064628362
BUD31	6.41290213100353
MAOA	3.59233008175288
CCDC41	3.82023243737475
TNNT3	3.66403315447126
FBXO11	5.26424900915959
GYPC	7.11928517515449
PLIN	3.85019084448195
RFXAP	3.45047805546355
C6orf15	4.32832951272189
RNF4	7.09874630951558
F8A1	8.05949068927828
PPP1R3D	4.58145667773301
GRB2	6.68070579988584
TPM3	3.23432379957137
SYT13	4.13606193309729
EPB42	3.63860803656139
RP5-1077B9.4	4.91719313528206
EIF1	9.64157254504076
CETN3	7.60402242545704
FPGT	4.51017017152390
PRY	3.47651495575896
NTHL1	4.69400360388626
POLR2B	8.66480738123587
RPS28	12.0175985273875
GDF10	3.11703744673869
COQ9	6.18333097999704
P2RX3	2.9321111911075
GCC2	7.47519560088338
RARRES3	6.66971856262051
PLXNA1	6.29098881503706
WBP4	3.89997520473421
KIAA0100	5.76519452456653
PMF1	6.69761262442304
HS2ST1	5.94772877985959
CRELD2	7.09974701328303
C8G	3.09203639266367
CD82	5.57311841322527
PMM1	4.16508011179852
CBLL1	4.23438549447799
LIM2	3.56307498036053
VAX2	3.74585729472762
SETDB1	5.73544405270771
LRAP	6.0579973397726
GCLM	6.22740441936994
CPEB3	3.65275614945379
PPM1A	5.08503864247963
INTS1	4.18489818864269
MMP16	3.38004933380637
CAMTA1	3.82269238176168
SAMSN1	3.87792738697844
DRD3	2.79814644006386
GMPPA	4.53765659485095
C11orf73	4.75494834452055
AIPL1	4.14292441359029
PTP4A2	10.0140392053246
IL24	3.45061045090858
BDKRB1	3.50306190632535
HPCA	3.80332648135936
MLF1	5.10813772813039
SEC14L1	7.3286491815896
CHFR	4.4537817907038
EMILIN1	2.98199799960886
THADA	6.25813626091034
TAF12	4.56500594105562
NDUFS4	8.26833867752272
ID1	3.45091332901286
PIK3CB	4.69074613928185
COL18A1	6.58255721119886
PDZD3	3.32633388517485
TBC1D17	4.78289715688710
COX8A	9.12434727070639
CDCA4	5.44530690157185
C2orf44	4.35905433372217
C9orf16	7.47102345932748
ERBB2IP	9.21980249618402
EMX2	8.3857639440268
FUS	5.57646312576118
NIPSNAP3B	4.14320179814261
TF	3.3466208561514
CXorf56	5.21722112954299
CLCN4	3.69167952606466
PWP2	4.91594929254019
MMP15	4.28383613300015
MTMR14	6.11744526102649
NPR1	7.37748936671438
DNAL4	5.38791174676981
ELAC2	4.61057431717682
ASS1	9.29876627747905
IPP	5.73547535180674
TMEM59	9.35522189832287
POLR2J	8.41094220276846
SEC23IP	5.19369604648936
RGS4	3.8836645560774
UQCRC1	8.61689440470418
SNX6	6.84493711199905
DDX18	7.3267273624664
POLG	4.30699716296616
ADAM23	4.15417763627351
ZNHIT2	4.51292319121425
TFR2	3.28080460441717
NCDN	4.39874043063387
RAG1	3.51145576891606
POMT1	4.11956033469702
CYP1A1	3.82570386134508
SNAPC1	5.2032881033444
GNA11	5.13059365646936
CCDC52	3.09328392397931
CAPN1	7.45342914963563
DDHD2	6.64484767982345
UPF3A	5.51323941578079
LAGE3	5.18673192920363
GNRHR	3.32574312488979
UNC13B	4.91314690185786
TTLL4	4.90352838706983
PPBP	3.0848910891352
HTR3A	4.04583480201408
SDC2	6.15315105075827
ANKRD49	6.60577451210566
BTF3	10.8205137083534
COX7A2	10.5777405601818
SARS	7.99633616276367
C13orf18	4.17159738472235
CACNB1	4.024678255492
QKI	5.330138528946
SETMAR	5.26712771393015
LAMB4	3.36955381724205
MAN2B1	6.13210211285021
EML3	5.82748100762375
ACADL	3.50607508959392
OFD1	7.98262468797031
CGA	3.90775373612506
EIF3EIP	10.9242686698279
PEX16	5.12835452294708
GNG12	8.64432192616143
HABP4	4.57050845880578
CNTN2	3.42744584791228
ASNSD1	6.93403842174317
FUT4	3.76530319866809
DBH	3.51543396432063
CD53	4.99608552856857
HIST1H2BJ	3.37743641049431
TFAP2B	3.61387959593151
ACF	3.88372719365393
TMEM11	5.60771578561403
CDH8	3.45408174404897
C3orf32	3.89841327206622
AGPS	4.48051054199649
