Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D03_443146
Composite Element REF	Signal
AACS	7.49129236979634
FSTL1	8.14888506905438
ELMO2	5.58741117426378
CREB3L1	4.19530987279614
RPS11	10.3202190889468
PNMA1	8.82198831458273
MMP2	7.1746561599173
SAMD4A	4.20591045263316
SMARCD3	6.22292812153057
A4GNT	3.76033884940017
C9orf39	3.27488840586217
PKNOX2	3.64389251205335
RALYL	3.21765542495822
ZHX3	4.45715865743815
ERCC5	7.1628241630627
RXFP3	3.26897938981421
APBB2	3.49967426669564
BBOX1	4.31721675374423
PRO0478	2.94998082124148
GCSH	8.3591675017968
XDH	3.46991080116670
EDN1	3.4759047077897
MTERF	6.83312509831143
PDCL3	7.42609695387026
CLK4	6.02156086705169
KCNG1	3.95843863750771
CXCR4	6.91888024782196
DECR1	8.41969135973902
SALL1	3.09130737384702
PTPRR	3.39674482644031
CADM4	3.74110165542784
IRAK1	9.5408428288185
CFHR5	3.16439522650506
HNRPD	7.89274290698416
TMSB10	11.4805077069198
CXCL3	3.84197639642826
LMAN1	3.86562727993091
SUHW1	3.35247615819208
CHD8	5.89132444586368
SUMO1	7.96501112970914
GP1BA	3.42201354953225
OR7A10	3.93180109499147
DDB1	6.91345391115654
CHRNA10	3.75370275604343
STYK1	3.59812169278154
MYO9B	4.59194195976875
CCNI	9.79177248677181
MMP7	8.67965040093638
EP300	6.8863545887503
CRNKL1	6.53842281875055
C9orf45	3.34145516426855
XAB2	4.91621114257753
RTN1	3.35247508056402
HIC2	4.14315414350172
TBX10	3.69569387816274
CENPQ	3.75970606927681
UTY	3.19110109471521
OR2W1	2.78218739428447
ATP5G2	10.5851852583834
ZEB1	3.78385681560132
ZG16	3.31890725806677
ERG	3.60355628400796
PARN	6.35598817903
SOD2	4.22535028955139
JOSD3	7.61883523024116
ADAM5P	3.11747569977129
CHD9	6.11140188103568
hCG_40738	3.73530624595785
STK16	4.72700534649157
PDE1C	3.48475173561561
SEMA4D	4.85560962450125
AGPAT1	5.26028671851986
TOB2	6.42089287489022
BANK1	4.7800154464029
MAP3K3	4.99569470410439
MAX	5.47976077831134
GRM2	3.69055540398458
OSBPL8	7.32954973544991
PROSC	6.4037768727891
NR4A2	5.78588005830832
RICS	3.24367258569014
PIR	4.42794028423390
PPCS	8.67021860823708
IPO9	6.76714991228485
LONP1	6.82279000395787
EVC	4.71986860498442
CXCL13	3.84163431026355
SCYL3	5.33660080907674
KIAA1199	7.10008786148262
SORL1	7.14270539630645
NAT10	5.96997402138912
CHD1	6.22938125299838
SYN3	3.65137572828337
DMC1	3.8033093334531
SLC22A2	3.77800461763365
SERPINF1	6.53116154394942
C20orf27	5.98832626832673
OR7A17	3.08130544768968
RPS6KA5	5.3902804971187
LHB	3.46268486151946
TAOK3	5.73558649427549
STK25	6.09349880654728
SLC12A4	3.67110455827434
BRCA1	4.35494343102291
GBL	4.34938058693878
C14orf108	8.3234506447206
CDC25B	7.14973316704188
BMP3	3.33656267427703
MAP1LC3C	3.21588206754032
TMEM180	5.1197314517648
CRYGC	3.62657954569164
SLK	6.95251669360543
POU3F1	3.40182506751707
C20orf32	3.93170327468466
USP52	5.98787471637315
HIGD1B	4.0104678361712
BAZ1B	6.88073834690307
USP6NL	6.46653443716183
SLCO2B1	4.04498803559179
ABCD4	4.70846487430698
DIMT1L	5.84338476399093
SLC25A46	6.11638886071568
LARP7	6.96787012264468
TEK	3.31976926768812
CD160	3.60765867680926
TERF2IP	6.73095764900393
PHF20	6.60560599990635
COL1A1	8.39230995379859
KIAA0090	5.27551783366368
GTPBP1	4.20153467611325
GRK5	3.91138924469078
AP1S2	5.28479261885326
RAB33B	4.56015484693043
CA11	4.66212071107371
ALDOC	5.74488094313938
NUDT1	5.96433698948374
ZNF212	6.09711315696347
ACBD3	8.22184344655591
ZNF83	7.42607327331033
PRDM2	5.28362181468457
GDPD5	4.62301362385653
PDCD4	6.63031490177562
CEP350	6.86060005895895
FOXP3	3.35330205804876
SMYD3	7.3266826576587
CST7	3.61878281586583
SELL	3.34903617920253
CIAO1	6.22898569203544
LGI2	3.90455083596249
WDR45	6.69008293251145
ANKRD6	7.30449838605946
LTBP4	5.49170669726951
PSCD3	3.75675430570522
PYY	3.21983217927231
KCNC1	3.53268503908286
SIRT6	3.73343980699420
CCL19	3.884749144151
ARHGEF9	4.36299122253104
ABR	4.50464856394739
C10orf22	7.56293551704394
STK17A	5.06094012380798
FOXE1	3.37460160898273
GML	3.44705029978005
CNGA3	2.92334426204326
CD38	3.35484230356719
ZDHHC6	7.7916904271013
NEFH	3.32024553655088
PGBD5	6.09668974292497
CTDSP2	7.54061051649686
RMND5B	4.95749398418618
ZNF257	3.95007322621806
DUSP4	4.13467526596765
FLJ22167	4.96915531970666
EXOSC7	7.0295499359238
ROR2	3.53481520931906
FOXM1	5.98329190451589
ZBTB48	4.74670364259422
BUD31	7.4247420569408
MAOA	3.67958264785703
CCDC41	5.80688449738826
TNNT3	3.70021797577579
FBXO11	6.37541162838309
GYPC	5.83796221518095
PLIN	3.33657602157159
RFXAP	3.62198309459982
C6orf15	3.81703106680674
RNF4	8.3230654836416
F8A1	8.02142751829397
PPP1R3D	4.90963511962702
GRB2	6.48996601559926
TPM3	3.01998751563651
SYT13	3.68236134771941
EPB42	3.48690804103188
RP5-1077B9.4	5.7123881416477
EIF1	10.2638656164619
CETN3	7.01338452794378
FPGT	4.86291833100555
PRY	3.23764892933909
NTHL1	4.37065455203137
POLR2B	8.26915450829408
RPS28	12.7042181725334
GDF10	3.05679380813468
COQ9	6.97226570579649
P2RX3	2.87898674452061
GCC2	7.13372562619515
RARRES3	5.36988391292928
PLXNA1	6.85058307895434
WBP4	5.26551275299802
KIAA0100	6.25997609538313
PMF1	6.167548614645
HS2ST1	5.79290901987819
CRELD2	6.5918910694851
C8G	3.30630886247667
CD82	5.23095816350034
PMM1	4.69179345524778
CBLL1	5.8044060933279
LIM2	3.50520073150586
VAX2	4.18751699720051
SETDB1	5.10885972915179
LRAP	3.06311755753625
GCLM	6.57666309856704
CPEB3	3.15660760729235
PPM1A	6.66564180037872
INTS1	3.96974589955995
MMP16	3.32986639746757
CAMTA1	4.96319807864211
SAMSN1	4.60962221521215
DRD3	2.75081277114090
GMPPA	5.62993475506472
C11orf73	4.96216234969755
AIPL1	3.7187468054001
PTP4A2	9.42477421526583
IL24	3.39627773824308
BDKRB1	3.64280222540254
HPCA	4.59965137649771
MLF1	5.95853271483358
SEC14L1	5.09338484055908
CHFR	6.15327848601822
EMILIN1	3.35368771103637
THADA	6.73178720108895
TAF12	4.95294471035475
NDUFS4	7.37711558663433
ID1	4.60668138223697
PIK3CB	4.07911330943024
COL18A1	7.65218555749045
PDZD3	3.07207419949809
TBC1D17	4.44552312618009
COX8A	8.80457969761987
CDCA4	6.56565448212424
C2orf44	4.22087734339675
C9orf16	7.98358095327901
ERBB2IP	7.95715722998158
EMX2	9.46858563869307
FUS	6.11898747512358
NIPSNAP3B	3.48219347068191
TF	3.67101782402255
CXorf56	5.65343804723257
CLCN4	3.88029816973572
PWP2	5.04069490163306
MMP15	4.10476669632866
MTMR14	6.2675043829435
NPR1	6.91930972042129
DNAL4	5.36161413158905
ELAC2	4.29024121819716
ASS1	11.4322643280360
IPP	5.5055564501054
TMEM59	9.10014048999722
POLR2J	9.42472629781862
SEC23IP	5.61630294152806
RGS4	3.74989693796676
UQCRC1	8.49984479247498
SNX6	8.12256499008238
DDX18	7.1202269594155
POLG	4.70873923077067
ADAM23	3.94280298228646
ZNHIT2	4.0698538874984
TFR2	3.56917058546429
NCDN	4.32138370149484
RAG1	3.50808200025755
POMT1	5.26625310825437
CYP1A1	3.2731923168815
SNAPC1	6.18321359411021
GNA11	5.46215300535057
CCDC52	2.93467288236757
CAPN1	6.19256974757466
DDHD2	7.75894598039763
UPF3A	7.31047424420159
LAGE3	6.2807341036271
GNRHR	3.0496774133181
UNC13B	5.2488253093337
TTLL4	4.85702136867898
PPBP	2.77544501097654
HTR3A	4.30856053980845
SDC2	5.37869558004383
ANKRD49	6.18332613328494
BTF3	10.2440904245720
COX7A2	10.1252641553332
SARS	8.34179541534835
C13orf18	3.90779132001565
CACNB1	3.75262513830535
QKI	5.59075664026997
SETMAR	5.83644895652566
LAMB4	3.50970736095015
MAN2B1	5.83349835447175
EML3	4.61718337409493
ACADL	3.19912908625505
OFD1	8.37270169069078
CGA	3.48909286475587
EIF3EIP	10.7569195932162
PEX16	4.99238060357221
GNG12	7.81119122143286
HABP4	5.41782509395283
CNTN2	3.71122321674878
ASNSD1	7.4109585012371
FUT4	3.58886306371573
DBH	3.39461930122945
CD53	5.97055443667827
HIST1H2BJ	3.67825593630882
TFAP2B	3.28506830456983
ACF	3.55861502871658
TMEM11	5.94197811059744
CDH8	3.24417784027065
C3orf32	4.31084309327468
AGPS	4.33246999586732
C4orf18	3.29130772990778
PCCB	6.87055267114784
IPO13	4.55532425230767
PECI	6.30691291593827
UNG	7.62390191329913
C6orf105	3.36665224976576
GSTP1	8.75512841063297
SUV420H1	7.6266237687986
ARHGAP15	3.48583090523732
LTBR	6.32613017840379
TDRKH	3.35256263521981
PSG4	3.43027579252266
SLC9A3R1	6.31248651434093
NBPF3	9.91057027186787
SLC9A3	3.61591021872349
OSBP	5.52619020720236
PRR5	4.81997439509593
CHMP7	5.91179023826079
ADRA1A	3.12150395454715
ASAH1	7.28440532766378
FKBP4	6.70685399068168
ZNF350	5.30022309045286
DOM3Z	5.00757671518041
GIPR	3.77283918432043
AHI1	4.75121866793233
BST1	3.70039632494275
NCR2	3.64634610977208
NADSYN1	4.45189865843957
UBE2W	6.10437079996678
RGS14	4.04449501231897
KRT15	3.82504980237341
SCN11A	3.81964205748746
GFI1	3.81595861785462
FHL1	5.06001886973696
SMC6	6.30846277421632
GATA1	3.60130913348054
OSGEP	4.85747003315491
ARMC6	5.04333423361279
HK3	3.30133040181264
PSMD5	6.81292014662871
RSU1	7.30167048055849
RPL4	11.6795698699783
MAD2L1	7.54345161447125
RBPMS	5.70637249320717
EIF4A3	8.78643784998407
E4F1	4.83933326945108
DLEC1	3.4853377374064
PRPF3	5.45830810329589
EMR1	3.16358288462494
CHMP2B	7.83499590959592
CAMSAP1	4.82438233523627
RPS21	10.0630149952143
XCR1	3.25854101883160
ARID5A	4.4050265193558
RBM6	7.14393121602167
UBE2N	7.51167979536492
KLF4	4.18108733276876
MGC4172	4.60810318546651
LMO4	7.35948550483318
KLKB1	3.39648615012286
HDAC3	6.45435176171642
HP	2.91591848352867
SCHIP1	5.99037243338822
BTK	3.95484015850681
KRCC1	8.57627189169656
PRND	2.97896125039606
C6orf27	3.9252547949965
PIGL	3.79729906920916
CLCA1	3.89783631818139
C1orf112	4.08373024230583
OLFML2A	6.28414801734357
HUS1	4.7173524024151
SFRS6	7.2489413840562
CXCR7	9.23205724225211
UIMC1	5.89568824735767
FXYD2	3.73910453824896
GOT2	7.58843912255249
ZNF667	4.70048882496687
TFEC	3.11546568130677
ATP7B	4.54311987268536
RAB38	4.34866494763966
POLD2	6.99197917580202
PPM1H	5.19131589985593
DCX	3.13103943312755
NFYC	5.57401126448274
ZNF228	5.4464948526495
KIN	6.2249149201175
PLSCR4	5.51041492283311
HIST1H4I	4.18250271320563
PPARGC1A	3.49648566613298
HIG2	8.06228186565063
KCNK10	4.24393692605278
EXOC1	7.74073664359994
OR6A2	3.43939732647912
ETFA	7.73705780831647
PDAP1	5.17429956313088
C19orf6	3.40427467810854
POLRMT	3.94813762831306
ZNF146	8.45236103064194
MIA2	3.27440161546066
LY6G6E	3.22269822321554
EIF4E2	8.11707058991707
NENF	5.64357284461234
HOXB5	4.09776355413766
ZNF324	4.72437541467431
CUGBP1	4.16218585218482
ENTPD7	4.22643203812947
TTC13	6.01748095353599
GJB5	3.09725866177135
PRSS22	4.07582284177472
CYP3A5	3.43031803801286
MBOAT5	4.85396586889374
CUL4B	5.07886240428772
CENPJ	3.88154576764584
KIAA0664	6.34118896058984
PITX1	3.53573100769729
PDGFRB	5.61754548528713
RDX	5.61083527493318
CELSR3	6.60703010487985
JUND	6.62258273434067
ITSN1	4.85355104419952
CHRNB1	3.79017705006359
EHBP1L1	3.44569259734768
C19orf2	7.64858447754035
FETUB	3.13024878405069
CAMK2B	3.3003521413506
DCTN1	6.13751027796187
TNKS2	7.20748684994517
MRTO4	7.38209797449555
C1QBP	5.8307057145309
TTC3	7.85433757762207
NDUFB8	8.53634315403329
CADPS2	3.07020580254063
EDG2	4.61380576047755
MYF5	3.08359992128158
SEMA3G	3.17573288245653
IL23A	3.82792170671711
GJA9	3.68419867935218
R3HDM2	7.3995242361233
C5	4.71990222774798
SLC2A10	6.86345156665787
TRIM45	4.98788503567046
TSP50	4.31735064261001
PAQR3	4.57873799609755
ANKRD26	3.6393954729271
TCP1	8.02561237964364
TMED7	6.6554734015748
CMA1	3.05682704186214
PTCRA	4.44322774923519
HCRTR1	3.5154865414751
FST	6.44614396029585
PAWR	4.11933441641938
LDLR	5.47551006038624
ASTN2	3.7147065802469
SCRN1	7.28022973846603
GPATCH8	6.2353761988597
KIF4A	6.92889286585993
TANC2	3.79887409904504
ZMYM5	3.62440247241380
PGM1	9.8123524256416
ZNF586	5.90054817169715
POLR3G	3.82107043979963
CPD	5.07517602524016
SNCAIP	3.99442327496244
DCT	3.74593390169877
HLA-DOA	3.32918536497686
TANK	6.45073666833245
RCAN1	3.81896282181032
UPK1B	6.17583717629302
DNAJB4	4.67293275667049
UGT1A8	3.31965076156639
LIMD2	3.24716088268449
HIST1H4L	3.44757879804091
PECR	5.16920096392001
