Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E04_298054
Composite Element REF	Signal
AACS	6.88983906310284
FSTL1	7.86572864629907
ELMO2	5.55985877488243
CREB3L1	3.84236799269754
RPS11	9.56497001870157
PNMA1	7.63815636439048
MMP2	6.39375035829968
SAMD4A	3.57758718024952
SMARCD3	6.16515925768763
A4GNT	3.54621458013235
C9orf39	3.65889363963203
PKNOX2	3.72677289347113
RALYL	3.40167509962344
ZHX3	3.8021046265132
ERCC5	5.58719093513926
RXFP3	3.10381620244044
APBB2	4.24568645099201
BBOX1	3.77122185384434
PRO0478	2.97261393857434
GCSH	7.05077648481363
XDH	3.76671390347066
EDN1	3.58011569372967
MTERF	5.59039699366783
PDCL3	7.38073332986408
CLK4	5.89123181650123
KCNG1	3.80847345660495
CXCR4	6.99268019664975
DECR1	6.97036362414367
SALL1	3.06506567958983
PTPRR	5.85927562135075
CADM4	3.52981560984505
IRAK1	9.08368220504163
CFHR5	3.04314463000198
HNRPD	7.44070812545172
TMSB10	12.7278733110769
CXCL3	5.02671338592504
LMAN1	4.66004236823893
SUHW1	3.37455491423756
CHD8	5.73971232682084
SUMO1	7.4389234217323
GP1BA	3.56871867013532
OR7A10	3.54203217826903
DDB1	6.32091882291642
CHRNA10	4.11793347176037
STYK1	3.57936911498448
MYO9B	4.36509265446896
CCNI	10.7154651942930
MMP7	8.64618468835188
EP300	5.80448063839933
CRNKL1	5.82634520917561
C9orf45	3.28839242741574
XAB2	3.86612800200750
RTN1	5.85479658707474
HIC2	3.71113329341151
TBX10	3.47784730680908
CENPQ	4.15303690622393
UTY	3.13618838292548
OR2W1	3.05813577572139
ATP5G2	10.7100582966445
ZEB1	3.53321766860735
ZG16	3.99559542886747
ERG	3.50895558125786
PARN	6.91379572685333
SOD2	6.29922339300837
JOSD3	6.085176453402
ADAM5P	3.17122414654753
CHD9	5.09170590243858
hCG_40738	3.73771184023319
STK16	4.86456250284171
PDE1C	3.89913976542744
SEMA4D	6.22417909876643
AGPAT1	5.9557323737102
TOB2	5.81884524619275
BANK1	4.45761133209614
MAP3K3	5.08724220098808
MAX	5.47216575921584
GRM2	3.56690785040734
OSBPL8	7.07498566265119
PROSC	6.48196198580097
NR4A2	5.09285180512872
RICS	4.46700782057221
PIR	4.15375394906666
PPCS	8.99832624020559
IPO9	5.98962689812472
LONP1	5.76508533628941
EVC	3.93827779696847
CXCL13	3.95117041667613
