Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D12_443158
Composite Element REF	Signal
AACS	6.3353658190037
FSTL1	8.67972878008546
ELMO2	5.26735649921087
CREB3L1	4.75255286697784
RPS11	10.2284185712668
PNMA1	8.2227744179339
MMP2	9.5462403728972
SAMD4A	4.01771575189060
SMARCD3	4.95948447126049
A4GNT	3.8342292398202
C9orf39	2.91493781166827
PKNOX2	4.20129087204060
RALYL	3.13393801740596
ZHX3	4.38965628197785
ERCC5	6.42582505205215
RXFP3	2.9578335816839
APBB2	4.1090885692111
BBOX1	3.48098958994762
PRO0478	3.10320839652075
GCSH	7.66858249296474
XDH	3.99184245909184
EDN1	3.44793438480021
MTERF	5.39760974877126
PDCL3	7.17821835235267
CLK4	6.35157821496794
KCNG1	4.4497491595751
CXCR4	8.59534684295684
DECR1	8.46801529642628
SALL1	3.22072105979343
PTPRR	3.50953533921859
CADM4	3.35819267808808
IRAK1	7.4145347924078
CFHR5	3.10097795560981
HNRPD	8.28341410604431
TMSB10	11.7237438419376
CXCL3	4.69058001984515
LMAN1	3.59525839216748
SUHW1	3.31964083968203
CHD8	6.16826215605094
SUMO1	7.79874577927328
GP1BA	3.19073467722327
OR7A10	3.89005910978393
DDB1	7.2355044627927
CHRNA10	3.61690001195623
STYK1	4.02870619899897
MYO9B	4.33515997539021
CCNI	10.3232597265457
MMP7	9.35294848588991
EP300	6.74267168626144
CRNKL1	6.36479631963685
C9orf45	3.26307473520173
XAB2	4.24440129254067
RTN1	4.13818960263693
HIC2	4.30994451737635
TBX10	3.44915179469665
CENPQ	4.76413315578061
UTY	3.15085606365007
OR2W1	2.88767169956525
ATP5G2	9.79003741137225
ZEB1	3.84653245741762
ZG16	3.5366233428581
ERG	3.74981951840673
PARN	7.21013384737854
SOD2	6.56480911278074
JOSD3	8.18356814607668
ADAM5P	3.14404048017165
CHD9	6.35843510429231
hCG_40738	3.77341351006915
STK16	4.88414582619228
PDE1C	3.66894869841712
SEMA4D	5.31335402862563
AGPAT1	6.2606371842496
TOB2	7.19706742671447
BANK1	4.96566593373021
MAP3K3	5.5886332108904
MAX	4.88259836816024
GRM2	3.69572456507118
OSBPL8	7.70055528585355
PROSC	5.38004906949951
NR4A2	7.48360497070293
RICS	5.55249719805675
PIR	4.45965586658492
PPCS	8.35340881280684
IPO9	6.4669826868721
LONP1	7.14183959431465
EVC	4.58367687369442
CXCL13	6.57467759587222
SCYL3	5.69159327462458
KIAA1199	5.98789084566252
SORL1	7.29832286285902
