Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A03_433752
Composite Element REF	Signal
AACS	6.58252999234168
FSTL1	6.66490663884955
ELMO2	5.4968010042903
CREB3L1	3.93791955989841
RPS11	10.1954660797402
PNMA1	9.13876910475795
MMP2	6.64146880240056
SAMD4A	3.67019407480635
SMARCD3	6.33263224904689
A4GNT	3.81603022392092
C9orf39	3.29400198695607
PKNOX2	4.1584660811211
RALYL	3.69931308303182
ZHX3	4.14019476066606
ERCC5	7.53977991571126
RXFP3	2.91813669060827
APBB2	3.40055961486955
BBOX1	6.21818776140411
PRO0478	3.24317006021982
GCSH	8.2823423064617
XDH	3.99497952826064
EDN1	4.19829605199511
MTERF	6.69739278037871
PDCL3	7.10618063873833
CLK4	8.12656931214604
KCNG1	3.7106484932629
CXCR4	6.80134079914397
DECR1	7.01593189012924
SALL1	3.95519182405506
PTPRR	3.34658271478802
CADM4	3.33564863567074
IRAK1	7.7488860658707
CFHR5	3.10861761353220
HNRPD	7.70447402402354
TMSB10	12.3419081813072
CXCL3	4.7610630932259
LMAN1	3.75994048721647
SUHW1	3.35956231377461
CHD8	7.14194356163518
SUMO1	8.03080114890075
GP1BA	3.37760467215931
OR7A10	3.97791783262355
DDB1	7.75261880960492
CHRNA10	3.83833845439781
STYK1	3.50878359073006
MYO9B	5.4362359915484
CCNI	9.68419311359194
MMP7	7.79439206747348
EP300	6.81428634346341
CRNKL1	6.28267345907126
C9orf45	3.17475809382435
XAB2	4.21898870543509
RTN1	3.22574184796147
HIC2	4.23945839171894
TBX10	3.61035826204982
CENPQ	4.34634464661138
UTY	3.19990474370555
OR2W1	2.81289792374096
ATP5G2	10.1216726282329
ZEB1	3.30872800353932
ZG16	3.55886979453485
ERG	3.28219749168175
PARN	6.22494611689005
SOD2	6.48183908671201
JOSD3	8.75577063661687
ADAM5P	3.22626180033437
CHD9	6.75975045722596
hCG_40738	3.87621490463252
STK16	4.52149512914816
PDE1C	3.89570220559107
SEMA4D	5.63684894453208
AGPAT1	6.35995634770255
TOB2	6.75894354129125
BANK1	3.06992057445455
MAP3K3	6.07399965273716
MAX	5.44112710170117
GRM2	3.77653483944419
OSBPL8	8.08865530090014
PROSC	5.40726568930675
NR4A2	4.92950151059035
RICS	5.43685689564315
PIR	4.11376457701507
PPCS	8.92061209037839
IPO9	6.6314635117557
LONP1	6.33150306389105
EVC	4.51522303487152
CXCL13	4.19695115324397
SCYL3	5.34338431724592
KIAA1199	4.97836308392252
SORL1	8.17336803354297
NAT10	7.57339155077866
CHD1	7.50017508322707
SYN3	3.64543778305147
DMC1	4.01940934716769
SLC22A2	4.05584425677581
SERPINF1	4.6623813122656
C20orf27	5.74789742514266
OR7A17	3.08926619613183
RPS6KA5	5.29402555301484
LHB	3.40938769881358
TAOK3	5.29403593318051
STK25	6.15605976966273
SLC12A4	3.75640707919582
BRCA1	4.13570333747977
GBL	4.83957585950155
C14orf108	8.59579595723455
CDC25B	6.9294628626469
BMP3	3.22266314576424
MAP1LC3C	3.39097867852961
TMEM180	3.27585339729953
CRYGC	3.64382834207513
SLK	6.36400169768033
POU3F1	3.26504883612238
C20orf32	3.66660359233941
USP52	5.9009578076796
HIGD1B	3.75987619873857
BAZ1B	6.92334380862356
USP6NL	6.05232592037147
