Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C11_543686
Composite Element REF	Signal
AACS	6.28016685745493
FSTL1	8.48353264490252
ELMO2	5.61155775885811
CREB3L1	3.92820813849937
RPS11	9.7823362944075
PNMA1	9.88297023402883
MMP2	5.31759174926086
SAMD4A	4.08496892135142
SMARCD3	4.62349049016977
A4GNT	3.5966566912404
C9orf39	3.21946028434117
PKNOX2	3.95959103808857
RALYL	3.13749667569722
ZHX3	3.97685338715686
ERCC5	5.92884841994857
RXFP3	3.10933156239946
APBB2	4.354571295448
BBOX1	4.39113959802813
PRO0478	2.97483187219528
GCSH	8.82309119097462
XDH	3.363557972496
EDN1	5.45618142813725
MTERF	7.02157357435868
PDCL3	7.16498577527055
CLK4	6.72909356113643
KCNG1	4.08007695908195
CXCR4	8.14064007712883
DECR1	8.1521107333706
SALL1	3.06056004997668
PTPRR	3.27325493338435
CADM4	3.62711670339694
IRAK1	9.73892761336172
CFHR5	3.1082084127664
HNRPD	8.43125669186862
TMSB10	11.7674859756449
CXCL3	3.75459487267101
LMAN1	3.83716679711362
SUHW1	3.48159756812132
CHD8	5.95558490666737
SUMO1	8.1983910832651
GP1BA	3.28068469439361
OR7A10	3.80814140542639
DDB1	8.0919268293424
CHRNA10	3.53840351713196
STYK1	3.79710291082385
MYO9B	5.20330139799192
CCNI	10.1137157810616
MMP7	9.13687161492972
EP300	6.21293329208613
CRNKL1	7.18451248598982
C9orf45	3.20830789700299
XAB2	4.91522747785831
RTN1	4.01424425261783
HIC2	3.8236671405418
TBX10	3.42867644632923
CENPQ	4.30482045485307
UTY	3.10762097090151
OR2W1	2.96267311514826
ATP5G2	10.4621948270074
ZEB1	3.35124498222178
ZG16	3.52639583782907
ERG	3.50161429714765
PARN	7.08978682134505
SOD2	5.01316811073629
JOSD3	8.64004398442266
ADAM5P	3.14069499101195
CHD9	6.6777532935705
hCG_40738	4.04319320161085
STK16	5.37413008182467
PDE1C	3.48721002012304
SEMA4D	4.93346464712327
AGPAT1	6.89588559129338
TOB2	6.38938057535292
BANK1	4.43063094795979
MAP3K3	5.32413301530446
MAX	5.53152650618141
GRM2	3.79794624228266
OSBPL8	7.54097616983266
PROSC	6.16926504863402
NR4A2	7.12265740261165
RICS	4.80865933654061
PIR	5.68918701815637
PPCS	8.9328893830141
IPO9	6.44708410928362
LONP1	7.03065147817745
EVC	5.03647783187163
CXCL13	4.00316444739664
SCYL3	6.4224047523562
KIAA1199	5.23150714835551
SORL1	8.85161819167716
NAT10	7.83263393642726
CHD1	7.56521134393892
SYN3	3.65980649074696
DMC1	3.86340297852062
SLC22A2	3.49593124987117
SERPINF1	5.57971230381085
C20orf27	6.44820845463642
OR7A17	3.09953771441026
RPS6KA5	5.11734807469373
LHB	3.34835886971708
TAOK3	4.78321028522623
STK25	6.10138295990655
SLC12A4	3.49302986426803
BRCA1	4.12595793778414
GBL	4.8755635754973
C14orf108	8.49472486889455
CDC25B	6.19232683194407
BMP3	3.17804749739071
MAP1LC3C	3.36499236950337
TMEM180	3.31561975801047
CRYGC	4.33905497772469
SLK	5.79343066131108
POU3F1	3.14917092555692
C20orf32	3.77080592331526
USP52	5.79707143590564
HIGD1B	3.85254684410950
BAZ1B	7.36244284483105
USP6NL	5.22377327236196
SLCO2B1	4.30113876694549
ABCD4	4.76869580201682
DIMT1L	7.01323099435758
SLC25A46	8.28399391987422
LARP7	7.5447462234873
TEK	3.60346629763112
CD160	3.60593249560609
TERF2IP	8.87448519038707
PHF20	5.97410837758925
COL1A1	6.70867062023758
KIAA0090	6.81445534020286
GTPBP1	4.57693625768025
GRK5	3.88242214842796
AP1S2	5.48046604297594
RAB33B	5.64700259785345
CA11	4.18596820426534
ALDOC	5.05492139745236
NUDT1	4.13368141981276
ZNF212	6.26586638582601
ACBD3	8.23525391385456
ZNF83	6.29018847669049
