Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D01_472010
Composite Element REF	Signal
AACS	6.97979926114478
FSTL1	9.11881183496444
ELMO2	5.62838902355381
CREB3L1	4.23871785499941
RPS11	9.26582175733599
PNMA1	7.74861258617659
MMP2	9.5735775043988
SAMD4A	3.80571268357744
SMARCD3	6.38055314679654
A4GNT	3.61364436571944
C9orf39	3.30640510524167
PKNOX2	4.09981072784657
RALYL	3.45116217751586
ZHX3	4.53918070636754
ERCC5	5.621844852737
RXFP3	2.88752157078576
APBB2	3.95572439331797
BBOX1	5.73956895300131
PRO0478	3.25376901932574
GCSH	8.74372317668603
XDH	3.66797645407279
EDN1	3.63860825750143
MTERF	6.55454599442816
PDCL3	6.09285777182987
CLK4	5.75552494559289
KCNG1	3.78432162686201
CXCR4	9.49606161232908
DECR1	8.36512576967755
SALL1	3.30320297978530
PTPRR	3.73153003709224
CADM4	3.28710572837179
IRAK1	9.39895853042717
CFHR5	3.1274185034544
HNRPD	7.8104809292356
TMSB10	11.6725808328860
CXCL3	3.72455402900883
LMAN1	4.27270281833414
SUHW1	3.2800893854139
CHD8	5.23666299614007
SUMO1	8.1442902624219
GP1BA	3.36778332248082
OR7A10	3.85038077483031
DDB1	7.26906488225742
CHRNA10	3.53262856716032
STYK1	3.30841722207564
MYO9B	4.05957369951407
CCNI	10.6076928746457
MMP7	9.38859990856533
EP300	5.74646675623983
CRNKL1	6.76850611418373
C9orf45	3.32001561902974
XAB2	4.42808703540524
RTN1	4.02150478413316
HIC2	3.91371804027957
TBX10	3.40381106178066
CENPQ	3.93348238686677
UTY	3.11991299412321
OR2W1	2.72515871791364
ATP5G2	9.85664645691114
ZEB1	4.86421033126486
ZG16	3.55114250950599
ERG	3.85780031900503
PARN	7.64971611816213
SOD2	5.07759663016635
JOSD3	8.85204376723765
ADAM5P	3.14711888615986
CHD9	6.14196133041255
hCG_40738	3.93359197222299
STK16	4.87433433976164
PDE1C	3.40004227904827
SEMA4D	4.71803476916042
AGPAT1	6.45855855820188
TOB2	5.97811672851878
BANK1	5.17365807662833
MAP3K3	4.94592046982129
MAX	5.12907135465497
GRM2	3.76466277366271
OSBPL8	8.29473614134917
PROSC	5.60518186332238
NR4A2	5.39934729762424
RICS	4.53507385636222
PIR	7.42145184425854
PPCS	9.15886866873376
IPO9	5.86962518694524
LONP1	7.0748632034562
EVC	4.65702301213499
CXCL13	4.09060189076018
SCYL3	4.76609321767287
KIAA1199	7.26508604655642
SORL1	9.03135743768038
NAT10	7.02823321410927
CHD1	5.91779954331494
SYN3	3.42149524779925
DMC1	3.85279617413398
SLC22A2	3.37694130819755
SERPINF1	10.1665057595125
C20orf27	4.93784782998719
OR7A17	3.10903387415657
RPS6KA5	3.89041031678895
LHB	3.42404400622420
TAOK3	5.17131303608369
STK25	6.00562095160678
SLC12A4	3.59994858576745
BRCA1	3.48266962172039
GBL	5.46390560404895
C14orf108	7.28473233646271
CDC25B	4.90653227685653
BMP3	3.26708398194491
MAP1LC3C	3.59063889985648
TMEM180	3.69119229745083
CRYGC	3.77421659896094
SLK	5.83589957446738
POU3F1	3.32994876746487
C20orf32	3.99530282474861
USP52	4.64910539032728
HIGD1B	3.88674009111131
BAZ1B	7.96175180574882
USP6NL	4.42766834604751
SLCO2B1	4.36119283485632
ABCD4	4.20864413232504
DIMT1L	5.73298572824081
SLC25A46	6.34491148504184
LARP7	7.26750223980925
TEK	3.57419078497228
CD160	3.45298973470879
TERF2IP	8.58705412727887
PHF20	6.1099503405232
COL1A1	9.0629466711622
KIAA0090	4.85620931668932
GTPBP1	4.40197410870173
GRK5	3.68576501537975
AP1S2	6.41594532498338
RAB33B	4.45421644537173
CA11	3.80273692977988
ALDOC	6.70558345530478
NUDT1	4.23070521147118
ZNF212	5.40467136963972
ACBD3	7.66578794215642
ZNF83	7.16879222306673
PRDM2	4.58787432221501
GDPD5	4.67847753365953
PDCD4	5.63290048487779
CEP350	5.80114913755048
FOXP3	3.20647143498049
SMYD3	7.60780404022963
CST7	6.02625680420895
SELL	3.74247268607223
CIAO1	6.16348246140391
LGI2	3.8306935305368
WDR45	6.71691091437003
ANKRD6	5.60559141945487
LTBP4	4.18200358432169
PSCD3	3.44003005610591
PYY	3.22672601120148
KCNC1	2.96369234022531
SIRT6	3.87966840443698
CCL19	3.77723263643077
ARHGEF9	4.67494135047721
ABR	4.53902033068898
C10orf22	6.74770723604858
STK17A	4.82427753601723
FOXE1	3.38339778065309
GML	3.20713291407344
CNGA3	3.0095810852419
CD38	3.25058062936443
ZDHHC6	7.68849737597207
NEFH	3.47012312147926
PGBD5	4.16703019174032
CTDSP2	6.39088293143593
RMND5B	5.27933427546617
ZNF257	3.55418962105221
DUSP4	3.74287333097294
FLJ22167	5.80754733324353
EXOSC7	6.30660216035164
ROR2	4.01129090626472
FOXM1	4.41404671105251
ZBTB48	4.26669719629165
BUD31	8.58213635255354
MAOA	3.73647439689843
CCDC41	5.02147665713562
TNNT3	3.74382166970204
FBXO11	4.98665999237431
GYPC	5.02632030203263
PLIN	4.10322200572377
RFXAP	3.41832862911939
C6orf15	3.82097279852567
RNF4	8.30120129881875
F8A1	9.17425993582434
PPP1R3D	4.65315756214766
GRB2	6.9732700320953
TPM3	2.96581871380211
SYT13	3.49712224434271
EPB42	3.48902828842720
RP5-1077B9.4	4.55822695564345
EIF1	10.9265645695625
CETN3	7.24109738219573
FPGT	6.01632118246976
PRY	3.61649342968558
NTHL1	4.66666870742764
POLR2B	8.91412158147432
RPS28	11.5373654676057
GDF10	3.5624372737755
COQ9	7.80614493451482
P2RX3	2.86960692673175
GCC2	6.92138016275798
RARRES3	7.32526413791147
PLXNA1	5.94316770135968
WBP4	4.61424422247859
KIAA0100	6.09450379983712
PMF1	5.48353805716276
HS2ST1	5.70519510371282
CRELD2	6.90237585057877
C8G	3.10261523076481
CD82	6.29680980885566
PMM1	4.72460044846139
CBLL1	4.54221347826129
LIM2	3.34316605712765
VAX2	3.5061932774583
SETDB1	4.80513759105938
LRAP	2.99034897351551
GCLM	8.4431298418418
CPEB3	3.7010541738892
PPM1A	5.42959752562838
INTS1	3.74509243774264
MMP16	3.27876236734990
CAMTA1	3.54971112037153
SAMSN1	5.56186243265807
DRD3	2.73325670288839
GMPPA	5.4247853616096
C11orf73	5.54721568403684
AIPL1	3.62233216060425
PTP4A2	9.62236031461644
IL24	3.39770518102727
BDKRB1	3.46963051533958
HPCA	3.43111013521971
MLF1	5.4079402759478
SEC14L1	5.67234667293882
CHFR	5.3605557697814
EMILIN1	4.69175352781977
THADA	5.72389868925806
TAF12	6.04115379050896
NDUFS4	8.2740931635254
ID1	5.41389904100661
PIK3CB	3.49077977002188
COL18A1	7.82688621865255
PDZD3	3.17124934774548
TBC1D17	4.03145857335106
COX8A	9.65979712886946
CDCA4	6.12285279217914
C2orf44	4.43253068637895
C9orf16	7.4429192045774
ERBB2IP	7.49703414199335
EMX2	9.01634056780906
FUS	5.8226645718395
NIPSNAP3B	3.31386797785221
TF	3.37393022668822
CXorf56	5.28170948330752
CLCN4	3.85381257180382
PWP2	5.70287991276511
MMP15	3.9454116860783
MTMR14	5.50697409122833
NPR1	5.46090516367601
DNAL4	5.70319484076528
ELAC2	4.36773627324069
ASS1	11.2641718232292
IPP	6.12093297345025
TMEM59	10.0356876341875
POLR2J	8.94202251192604
SEC23IP	6.07302114322073
RGS4	4.59959474205161
UQCRC1	9.26080054311264
SNX6	7.01977989024465
DDX18	7.25562364778463
POLG	5.11603946465563
ADAM23	4.02144022677554
ZNHIT2	4.14126943340128
TFR2	3.3323512991142
NCDN	4.24874758325796
RAG1	3.39028010346004
POMT1	4.72456089834933
CYP1A1	3.18987717989966
SNAPC1	5.49303145285492
GNA11	5.32082932657664
CCDC52	2.81957657473548
CAPN1	6.92242824500275
DDHD2	6.43916660911125
UPF3A	5.72963142628978
LAGE3	6.85855674930594
GNRHR	3.10344133634713
UNC13B	4.62968501050058
TTLL4	3.87417352763392
PPBP	3.46122350269034
HTR3A	3.99833054475653
SDC2	6.22211874641396
ANKRD49	7.66194354493734
BTF3	10.1737649600329
COX7A2	9.90068340956857
SARS	9.03599296246035
C13orf18	4.11064467543423
CACNB1	3.78087522897672
QKI	6.22110369585879
SETMAR	5.39199045490043
LAMB4	3.46614157526979
MAN2B1	6.24073136610861
EML3	4.67230631157806
ACADL	3.38225091485376
OFD1	7.45567425621073
CGA	3.37068993406668
EIF3EIP	10.7330642633593
PEX16	4.96947865786942
GNG12	7.8559639015806
HABP4	5.17288938070085
CNTN2	3.37688382877727
ASNSD1	7.94462485212214
FUT4	3.92819467200846
DBH	3.24948009743861
CD53	7.91806970432966
HIST1H2BJ	3.28064165459921
TFAP2B	3.12995113765908
ACF	3.79051097440257
TMEM11	5.6734031129895
CDH8	3.26990169848857
C3orf32	3.35678668860144
AGPS	4.69618266742453
C4orf18	3.58836603243307
PCCB	6.8871797022678
IPO13	4.86307463485161
PECI	8.19747333519742
UNG	7.655714027743
C6orf105	3.67299230119194
GSTP1	8.47500196760644
SUV420H1	7.51803585749603
ARHGAP15	4.50561047870479
LTBR	7.07874141366444
TDRKH	3.18544819261463
PSG4	3.47978137396713
SLC9A3R1	7.17097165206536
NBPF3	8.87585647570147
SLC9A3	3.60308625551839
OSBP	6.75785142374291
PRR5	4.19547884590625
CHMP7	5.33297171981422
ADRA1A	3.00191324167797
ASAH1	7.46797650297407
FKBP4	6.39856391784664
ZNF350	5.43938908267885
DOM3Z	4.85994201936349
GIPR	3.72530623561618
AHI1	4.41204335816364
BST1	4.56829514638091
NCR2	3.41833905322069
NADSYN1	4.7577791086226
UBE2W	6.85589453550421
RGS14	4.10862973622909
KRT15	3.72587525462104
SCN11A	3.65627646040436
GFI1	3.46945004553664
FHL1	5.26390214126267
SMC6	5.76713859429683
GATA1	3.47324682401919
OSGEP	4.54964027147697
ARMC6	4.54804930893848
HK3	3.72933487317912
PSMD5	7.59009701020972
RSU1	7.36857093612861
RPL4	11.9231975279873
MAD2L1	6.90985546305793
RBPMS	4.38192007350929
EIF4A3	8.7521186524106
E4F1	4.80537074568723
DLEC1	3.31730716459842
PRPF3	5.02868596752601
EMR1	3.09488002892469
CHMP2B	7.74615754616817
CAMSAP1	4.14122639324278
RPS21	9.50112977708565
XCR1	3.43945947053433
ARID5A	4.20578281098817
RBM6	5.34084150515483
UBE2N	7.72087600806176
KLF4	3.99943139931271
MGC4172	4.60340902035986
LMO4	7.64591004362924
KLKB1	3.33263784836792
HDAC3	5.89937195214756
HP	5.19424330853382
SCHIP1	4.63813028506471
BTK	4.11318320978205
KRCC1	8.61008076736308
PRND	3.09426973455343
C6orf27	3.60728470499361
PIGL	3.73988050510268
CLCA1	3.68621442654878
C1orf112	3.70770793984913
OLFML2A	6.46405098643914
HUS1	4.42907274472396
SFRS6	7.19551023517541
CXCR7	7.03701886174649
UIMC1	5.79677337992236
FXYD2	3.43490191057358
GOT2	7.95582831230362
ZNF667	4.86122627252451
TFEC	4.01545946211012
ATP7B	4.46988360700972
RAB38	3.20158298331791
POLD2	6.09233228500078
PPM1H	4.34714986213479
DCX	3.32780685085514
NFYC	5.85873960681974
ZNF228	3.85027565323706
KIN	5.71892131145325
PLSCR4	6.53355478410655
HIST1H4I	4.1316684381389
PPARGC1A	3.15084258663483
HIG2	7.08348955305115
KCNK10	4.00725915240485
EXOC1	7.96024176507696
OR6A2	3.78635089933498
ETFA	9.12880476694948
PDAP1	5.27043934465739
C19orf6	3.456436639323
POLRMT	3.84017696871177
ZNF146	8.2597018929936
MIA2	3.16605701409758
LY6G6E	3.24189850959266
EIF4E2	7.4559788315174
NENF	4.98549974932291
HOXB5	5.49609856044359
ZNF324	4.72826993289682
CUGBP1	4.2013635688542
ENTPD7	4.22051649306519
TTC13	5.27103750790808
GJB5	3.29271831782389
PRSS22	3.75273047646796
CYP3A5	3.42047157816339
MBOAT5	4.47196378307651
CUL4B	5.88231224507667
CENPJ	3.88301024097331
KIAA0664	6.1600044909069
PITX1	3.66339696846924
PDGFRB	5.93214508129369
RDX	5.8415596450518
CELSR3	3.81180593742137
JUND	6.14671984140554
ITSN1	4.83341168502699
CHRNB1	3.58051379548413
EHBP1L1	3.66477917564065
C19orf2	7.53454891704128
FETUB	3.10320727575713
CAMK2B	3.35725532501594
DCTN1	5.99454101659488
TNKS2	6.98547047721752
MRTO4	6.1163833078524
C1QBP	6.59891836177287
TTC3	8.79428367845736
NDUFB8	8.83163845153989
CADPS2	5.26008926587914
EDG2	5.83643768776978
MYF5	3.09476101843145
SEMA3G	3.25757847230418
IL23A	3.50584413515628
GJA9	3.58306474307038
R3HDM2	6.26084848499735
C5	4.16098052790914
SLC2A10	8.75522449783927
TRIM45	4.40730537197841
TSP50	3.55299794765377
PAQR3	4.88212106047013
ANKRD26	3.34297691684324
TCP1	7.98112659062782
TMED7	7.19422662311676
CMA1	3.09125022463534
PTCRA	4.17874538234316
HCRTR1	3.53504537066281
FST	4.83311119707025
PAWR	3.86459575065228
LDLR	5.38459735362348
ASTN2	3.84843898710153
SCRN1	5.75401545223042
GPATCH8	6.12523214595586
KIF4A	4.42922436202809
TANC2	4.00440462437098
ZMYM5	3.65838256980255
PGM1	8.81080489330406
ZNF586	4.97004022089457
POLR3G	3.68416100301738
CPD	5.4408231755
SNCAIP	3.78597282245506
DCT	3.51568552324178
HLA-DOA	3.51117463104836
TANK	6.31184419559714
RCAN1	4.81845052761135
UPK1B	7.55177771848222
DNAJB4	5.033753506455
UGT1A8	3.05805945587472
LIMD2	3.55362460700963
HIST1H4L	3.45669355979383
PECR	4.54520288095724
HSPA2	4.55480663114124
SERP1	9.55714720602497
TACR2	3.18731929759588
NUP85	5.94073637900161
CD177	5.09536080222567
GPR135	3.25215577758023
PIGG	6.97104513203051
LGR5	6.707988546718
JAK2	3.992832735291
DPYSL4	3.58279779437792
TM9SF4	6.22298942156116
PTHR1	3.44917484751859
SIRPG	3.12839370070040
ZNF264	5.29281631381676
BICD1	5.11520657071928
RAB5A	7.6547605676111
FLJ13224	3.10399703809914
METTL5	9.27532472843732
HERC6	5.20478887767579
CASP1	5.96833386777408
USP9Y	2.74598722677401
LRP1B	2.74844839157562
XAF1	6.19136349610547
PLA2G4C	3.88499911737637
APOA2	3.10839843036327
SPAG6	3.00158291952746
KALRN	3.11971214077130
SECTM1	5.62487698400712
THOC7	8.27233263064145
IFNAR1	3.63777076224811
TCTA	6.22170865285703
NY-REN-7	3.45336107295107
TALDO1	9.5382620035137
B2M	11.6672967383680
LPPR4	6.73033372045317
SQLE	7.82687788055849
SEPHS1	6.72330659751591
EIF5A	5.94565306374073
FAM49A	4.0870464617554
YTHDC2	4.11803046019502
EHD2	4.98101166994491
NCF1	3.72754658723049
SPG7	5.56505406863288
ZNF614	3.47060972618123
HOXA5	4.75640697738746
NUP133	7.61310599039559
FGF12	3.51004035316404
SLMO2	8.51919314999737
INPP5B	4.43681522235918
PPID	6.29265415351772
SNTA1	4.06493349712028
IL20RA	5.28427470110138
