Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F09_298090
Composite Element REF	Signal
AACS	6.12469103270703
FSTL1	8.92317376618609
ELMO2	5.35243197478153
CREB3L1	3.812242341421
RPS11	9.95859059190886
PNMA1	8.54376758924708
MMP2	7.4697045349654
SAMD4A	3.94434773223095
SMARCD3	7.81722111822978
A4GNT	3.49591307867738
C9orf39	3.59761806738680
PKNOX2	4.5997439843489
RALYL	3.75799390748646
ZHX3	4.03054860211844
ERCC5	6.64730163151661
RXFP3	2.98986324247202
APBB2	3.45557982355381
BBOX1	6.56175862233993
PRO0478	2.99298767729649
GCSH	7.02516423778172
XDH	3.68168012128697
EDN1	5.22904673522524
MTERF	5.1917920928522
PDCL3	7.20342537588498
CLK4	5.87428283304417
KCNG1	4.00336967337504
CXCR4	7.88157610597889
DECR1	8.02472694561848
SALL1	3.84389795939231
PTPRR	4.01446170033821
CADM4	3.40986480202574
IRAK1	8.62087701228667
CFHR5	3.12056585130464
HNRPD	7.87095624213906
TMSB10	11.8673992212310
CXCL3	4.70032033078283
LMAN1	4.00286170294497
SUHW1	3.46144459952102
CHD8	5.42379889711403
SUMO1	7.19405344415006
GP1BA	3.09734724369965
OR7A10	3.51521798084983
DDB1	7.74220580182108
CHRNA10	3.82088128425382
STYK1	3.93391959809764
MYO9B	3.95748025692195
CCNI	10.9022312011397
MMP7	12.2516434868710
EP300	6.45051379839694
CRNKL1	6.60611430212919
C9orf45	3.15380712933522
XAB2	4.78527754466999
RTN1	6.64149427020078
HIC2	3.97073443033875
TBX10	3.35349900297838
CENPQ	4.10064710170044
UTY	3.03973987804503
OR2W1	2.82976279477003
ATP5G2	10.7159947618826
ZEB1	4.32411309564640
ZG16	3.26121632136090
ERG	4.19243053513176
PARN	6.94949813605256
SOD2	9.17162196862653
JOSD3	7.47685211336487
ADAM5P	3.3000631574683
CHD9	6.4554644392748
hCG_40738	3.56964090007555
STK16	5.3949659471468
PDE1C	3.65597524293351
SEMA4D	5.6225543612564
AGPAT1	6.15095984794041
TOB2	6.53963001839082
BANK1	5.24869200003247
MAP3K3	5.65757272380792
MAX	5.50386382193773
GRM2	3.5071283881248
OSBPL8	6.8524090179224
PROSC	6.65585997787333
NR4A2	6.8877488494552
RICS	6.73084780740182
PIR	5.42838931111356
PPCS	8.9141823630149
IPO9	5.69385189341954
LONP1	7.26686615976459
EVC	4.24302387510941
CXCL13	3.89467540667817
SCYL3	5.9689104620776
KIAA1199	4.34580100052252
SORL1	9.31221435681864
NAT10	6.95238791719636
CHD1	5.46767631580745
SYN3	3.58341520327914
DMC1	3.61058017432102
SLC22A2	3.56342055380544
SERPINF1	9.01296035375893
C20orf27	5.564858990885
OR7A17	3.15050639505638
RPS6KA5	5.21385712807376
LHB	3.54130036877562
TAOK3	4.82714293080316
STK25	5.86908820249351
SLC12A4	3.6612975194437
BRCA1	3.76588619562377
GBL	5.70528866782406
C14orf108	7.53968030139053
CDC25B	6.16191516859370
BMP3	3.3107662806032
MAP1LC3C	3.46134779575668
TMEM180	3.22839317477537
CRYGC	3.50072167232562
SLK	5.84714367767855
POU3F1	3.30803010971628
C20orf32	3.78433910180313
USP52	5.71551358286957
HIGD1B	4.2985870262953
BAZ1B	5.97673961117898
USP6NL	5.37630056128213
SLCO2B1	4.27777208305716
ABCD4	4.77515089445499
DIMT1L	6.32435554726708
SLC25A46	7.06607539070922
LARP7	7.13808942782622
TEK	3.79169529517808
CD160	3.58064995994811
TERF2IP	8.62518599073674
PHF20	5.72292017479763
COL1A1	5.46350890741698
KIAA0090	5.7324146421294
GTPBP1	4.74298195255429
GRK5	4.21286844708118
AP1S2	5.01835437316966
RAB33B	4.23693927713217
CA11	4.80760314537436
ALDOC	4.87329484292098
NUDT1	4.70963318449383
ZNF212	4.93105623145485
ACBD3	7.02257912983291
ZNF83	5.98686931500413
PRDM2	4.74789087084682
GDPD5	4.40890590400434
PDCD4	6.56404956664994
CEP350	6.2816261517553
FOXP3	3.21943724083408
SMYD3	6.1437451988963
CST7	4.4077628110194
SELL	5.21399962620461
CIAO1	5.87609412637328
LGI2	3.71481189439772
WDR45	7.668924576073
ANKRD6	7.62978171245691
LTBP4	4.4764831886825
PSCD3	3.40529756420553
PYY	3.15070021829023
KCNC1	3.05163380031086
SIRT6	4.27467332276387
CCL19	4.42302714683222
ARHGEF9	4.22613785811186
ABR	5.09673525825651
C10orf22	6.64763112272605
STK17A	4.84818364851817
FOXE1	3.30934117700538
GML	3.21303463439178
CNGA3	3.01559795721898
CD38	4.52937621870691
ZDHHC6	7.24305439211126
NEFH	3.5621130146669
PGBD5	5.0395708851084
CTDSP2	7.591154214379
RMND5B	5.44570699263981
ZNF257	3.28195916618591
DUSP4	6.15198133747568
FLJ22167	9.2095974891876
EXOSC7	6.23025870006876
ROR2	3.80654155884828
FOXM1	4.02621171230208
ZBTB48	4.59685217898229
BUD31	7.59116665821026
MAOA	9.10053434064317
CCDC41	5.90189059197055
TNNT3	3.90907646642733
FBXO11	5.36776426305851
GYPC	7.22913697463256
PLIN	3.98031341063510
RFXAP	3.64719533505995
C6orf15	3.50192948800341
RNF4	7.8730974829317
F8A1	8.21416464547339
PPP1R3D	5.08880877667887
GRB2	6.82117430417028
TPM3	3.17500992654588
SYT13	3.60862290294657
EPB42	3.44589146695809
RP5-1077B9.4	4.6088306473083
EIF1	11.5204852430098
CETN3	7.73227509633322
FPGT	5.34948223293554
PRY	3.39661758439135
NTHL1	4.51815631201827
POLR2B	9.01839207016382
RPS28	12.0570221298987
GDF10	2.92769749879713
COQ9	7.85089587437084
P2RX3	2.84363874905123
GCC2	8.52283041065495
RARRES3	8.89883624343454
PLXNA1	5.42817165342415
WBP4	4.60945471549181
KIAA0100	6.57123613845701
PMF1	6.15902840926222
HS2ST1	5.01249053201782
CRELD2	7.78908106023305
C8G	3.09020758068001
CD82	5.78423185225621
PMM1	6.65937022803125
CBLL1	4.03325982147184
LIM2	3.31324745188281
VAX2	3.05790763014954
SETDB1	4.93185653857974
LRAP	3.13166058904228
GCLM	8.38894944839671
CPEB3	3.6599423399927
PPM1A	6.10795964493596
INTS1	4.39318343122947
MMP16	3.27387781958176
CAMTA1	3.41573777163941
SAMSN1	5.08551881603159
DRD3	3.01434352999692
GMPPA	5.20000146570692
C11orf73	4.30803775018278
AIPL1	3.54358813633602
PTP4A2	9.75017395755249
IL24	3.32828280281341
BDKRB1	3.65400016543463
HPCA	3.40927218633517
MLF1	7.01861568478206
SEC14L1	6.84238890298252
CHFR	5.15653940898662
EMILIN1	3.68683240550532
THADA	7.32951702525684
TAF12	5.4104139550915
NDUFS4	8.46165642097175
ID1	6.5755033549838
PIK3CB	4.00417227955837
COL18A1	8.35592179578788
PDZD3	3.37248091334917
TBC1D17	4.48364162423099
COX8A	9.52768662882655
CDCA4	5.09675680918466
C2orf44	4.1717099175492
C9orf16	8.17380795511775
ERBB2IP	7.82366101876356
EMX2	8.84255627025962
FUS	5.44145831974518
NIPSNAP3B	3.35785305190730
TF	3.3030082478577
CXorf56	5.04235189719098
CLCN4	3.76944966301332
PWP2	5.27101470356145
MMP15	4.1806374862911
MTMR14	6.06541613467655
NPR1	7.48344309364955
DNAL4	6.48037297272008
