Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G05_297928
Composite Element REF	Signal
LOC440350	4.30852679476331
FJX1	6.12530404779956
CLCF1	4.82253854533334
AMELY	3.20522096404308
PHTF2	4.63993803480818
IGSF2	3.5947740364911
TFF3	3.48816658568920
NDFIP1	8.39149520973231
IQCC	4.28164652527882
CUTA	10.6452289761261
HEYL	3.89885662779891
FTSJ2	4.51559517881577
APPL1	6.25002612983871
TNR	3.17335583276613
WAC	7.04908459368029
ADCY9	4.76132864277716
PYCRL	5.18098812067825
PCGF1	6.91505437829315
PTPN13	4.48233800676532
AGPAT7	5.00873720942773
SSTR5	3.83281595713800
CDKAL1	3.004621331486
PDYN	3.34161898882617
SFRP1	5.07040695191064
VAV3	4.45032538289514
MTMR11	4.07149804244173
SUOX	5.58597982062674
IDH3B	7.95430344605245
STXBP3	6.61243850382682
EIF3G	7.66374202019871
GOLT1B	4.85077982374075
ARHGAP22	3.68339538232028
NPFFR1	4.67603894986328
NPC1	6.95248958841508
ALDH9A1	8.57843258372252
ICAM5	4.13837321235066
ADD2	3.40913283386225
RASSF1	4.93257323685939
PITPNB	7.5648224835373
PAPOLB	3.463401639672
URM1	5.752181960109
TMEM106B	8.0572666140111
LRIG2	4.11306856201031
SLC27A5	5.00136558367755
CDKL1	4.23166959140681
PRODH2	3.72959688861263
SFRS11	8.64570504260422
IL7	3.17860452553206
SCN9A	3.80003804493419
BTG3	9.61878886377556
PAK2	6.0886370250357
ATP2B1	5.57848890330968
GATA4	3.61882604666342
PRKAG1	6.43746026104075
FAM64A	5.07368363420034
ATF7IP2	5.28340152952705
EEF1G	12.1854356398568
INCENP	3.58407009343247
SMAD5	4.66456859259759
GARS	7.85999555669073
CDK10	3.92789277270781
HLX	5.2088136342785
ELAVL3	4.07622403891628
MDM4	3.49292256950472
GNL2	7.52059158641964
CDX1	4.72200699750938
PFDN2	8.9828910721122
ZNF200	4.06224315685871
NDN	3.88735961869808
PRR3	4.74206288125058
HBA2	6.90630335026735
FBLN5	6.01555610383361
PUM1	8.81193692146483
CCDC88A	3.54077568080536
TNNT1	3.65928518117659
KLHL24	7.52461906755934
HNRPH2	5.88822615752549
RAB7A	7.2003457793321
SGPP1	2.88169539945275
PMS2	5.70297024634462
ARNT2	4.76285604917734
CBR1	5.19373499314949
ITPR3	5.98539264700982
BIRC3	6.15374730139526
NRSN2	4.97913827895701
SPOCK1	3.72083499916745
H2AFY	7.97886596531279
RXRB	4.66550572777437
ZNF638	7.52952206183946
APBA1	3.76697578734095
RAB2A	6.49488560712939
ACTN4	6.69322691623683
FXC1	5.28970035046019
C6orf162	4.12476453886956
HPSE2	4.04582597194325
PLCE1	3.83006978532416
INSL3	3.35373414397123
PTPLA	3.48817516848148
EIF2B5	7.15247796257251
DLG1	6.06373968950272
PINK1	5.69720430080558
TFIP11	4.86743608015599
VPS33A	4.57180274495390
SKIP	4.57134910718547
GRAP2	3.22078702859171
GAPDHS	3.7212290745912
POLR2G	8.6706281576419
CNTNAP1	4.16002634856064
PSTPIP1	3.66556330268964
CYP26A1	3.64843493676779
APOL2	5.17867336019029
TACC2	6.10350921001739
CNBP	10.4086005544872
WASF1	3.93542622316363
HSPB1	11.5177916750510
INPP5E	5.25856646518024
COX7A2L	10.3163656478295
HSD17B1	3.72938300626444
ARRB2	5.0429913933847
CUBN	3.65407175364350
SLC7A6	3.85598917660953
IGF1	5.87195570166235
ITPK1	5.5726026282827
NAALAD2	3.23112506410363
G3BP1	6.90046000230738
HSD17B10	7.2849579236789
NUP155	5.53378431503749
CYP39A1	3.30250254694661
GLULD1	2.975088150476
RBM15	8.15614357914964
AMZ2	8.2943144864883
GDF15	4.8201924043948
CYCS	11.179784137429
TECTA	3.64748422791067
CCDC46	3.73484913743292
GNAL	3.31376794231315
LPO	3.46061437431711
GZMM	3.76991207833611
PAIP1	7.22612771290334
DDX11	5.11238875686925
TAF9B	3.78123002652325
CACNA2D1	4.20382845445803
IMP4	8.71673449061002
SH3BP4	7.51727326592401
PADI1	4.79285591223664
DEC1	3.41050957928229
PON3	3.77152664561001
PROP1	3.49034375169165
UBB	12.0029957490002
RPA4	3.28357674303718
TCF25	7.34269688945972
NDUFS1	7.42983462975518
UPK1A	3.44960358806215
AES	5.89935351135956
PPP1R13B	5.17748599602023
TCL6	3.6843569734279
ARL2	7.44469088794832
CD2BP2	6.23510531704919
TOP3A	4.15030092329234
CHRM5	3.33161663717983
FGFR1	5.08485363088446
UGT2B17	3.05866808521142
CEACAM6	4.16223134540678
CERK	5.6940644111713
FXYD6	5.68693229597574
AP3S2	5.57897702945566
ZNF208	3.27070980332618
CARKL	5.41815771459404
HIST1H4E	3.83800522166381
GOT1	7.36179682929349
BBC3	5.48412074040792
CASP6	5.68586722488997
HOXA1	3.40063674326157
RCL1	6.06882107508917
RAB40B	7.32807279501031
PI4KB	5.61283127300008
LRRN2	6.75218655491446
B3GAT1	3.43960683002244
OAZ2	5.69236317910743
BET1L	4.18530435868826
NOC4L	4.11276607714468
FRY	3.90659181934292
C10orf12	3.23718836629788
AK3L1	6.00943944838082
FADS1	3.93631883869355
CSF3R	3.90296248907185
DKK2	2.85915872590992
POLR3K	5.91937392113785
LBX1	3.61289346289371
ATG2B	4.75381138128599
RHOT1	6.89428285881316
DARS	9.43758839606577
EPS8	5.31518370567324
OXT	3.42503363370326
C10orf56	4.30422429943744
ARL4A	5.86463853719007
CCDC64	3.80356170246429
DAD1	9.5649365368672
HERC2	5.93032226398656
HSD11B2	3.6086725297264
USE1	7.47550288622852
FAM96B	7.22066837113683
HNMT	4.9059814152746
PCGF3	5.05317121004459
BSN	4.04724375531096
CAND1	5.92638775742174
ACTR10	7.7766758915106
NASP	5.59779092434672
C20orf4	5.73545582868603
ACSBG2	3.45616425366116
COL9A2	7.42557166614467
RWDD2A	4.17890172185808
PALLD	6.08180555301699
GPC5	3.72471649055883
CENTD2	5.3844772040533
TBL3	5.32658131248954
TLR1	4.07754936612677
LMO6	4.80823707071645
CCDC106	4.86318166437766
KPNA2	9.19767324739843
PARP16	5.20665460519594
PDIA3	9.8414891990085
MACROD1	4.9742291894853
SFRS1	7.08706589115428
DCP1A	6.34089201970134
TMCO3	3.22413860960393
NTN2L	3.39102130361618
CLN5	5.80914724334121
BIRC5	6.00068621953316
PRR16	2.90455487836703
FAM63B	3.68913720511579
GLE1L	3.89405632961765
CES2	4.60726810937065
GNAS	10.3320284874362
KATNB1	4.39148367208534
CPLX3	3.61469681549311
WNT8B	4.72646847613029
TSPAN13	7.9275013846451
MRPL52	4.06519637049774
GHR	2.67428139829564
DUX4	4.00978232576846
BCLAF1	6.19428509638915
GOLGA3	5.30983643975774
CLEC4E	3.15009929698498
SCUBE3	4.06892961990409
UCRC	10.2457290958389
CDKL3	4.61941378976729
MGAT4B	7.21685152046657
BBS7	2.92306692393848
ZNF345	4.70497936626171
RTF1	5.43203578141817
SERPINB9	3.76468990235865
DHRS7	4.18239677832827
RIPK4	5.69320021814128
PLEC1	4.86901362643485
PIP3-E	5.42223752869678
KNTC1	3.84857155811188
EXOSC2	5.09834024295701
MS4A2	3.30309077168333
FGF17	3.69741155274129
WDR59	4.16690151436478
LAIR1	3.85360710341665
EVI2A	4.54649391831634
IL17RC	4.22322958649092
GTF3C3	5.5451104766557
HS3ST1	3.73970089451749
ITGB1BP2	3.28373455828160
RBPJ	8.44239038851761
LRRC8D	7.62383740597959
ALDH18A1	7.0587915965398
INE1	4.03183764281344
TPI1	9.50012291788262
FLJ20035	5.58656918489725
GATA6	7.48578165744706
CABP1	3.58603916888293
RASGRF1	4.03473499738487
C4orf15	5.11064053399547
ALDH2	8.65266152229335
DAPK3	3.55078494209612
C3	8.47955320208489
EMP2	7.57450760608109
GJB1	4.70524742441466
PIN1	5.05878466169193
SLC6A15	3.42248187661469
POLE3	5.47790794002898
RIN2	7.99300806998549
CTSL2	5.8750044162221
APOC4	4.29792365915513
CYorf15B	3.27352130776793
TRIM2	5.26363785272527
CP110	5.58364967595356
KIAA1622	3.51555162861618
DNM1	4.60390587592407
HYOU1	8.24300382072813
OTUD4	5.61910600751522
USP7	6.46477007714033
ZSCAN16	5.43472951291553
ASCC1	4.9546233854988
OTUD3	4.59702410442185
YME1L1	7.8150337694596
HNRNPR	9.01768602193988
SERPING1	7.31213997201278
TPCN1	6.3396199269572
STARD13	4.67861614903194
PCBP4	5.42412822081976
ADI1	7.91621369431064
ASIP	3.17760476121570
CDH10	3.60144686333869
WBSCR22	7.34898041278777
SCP2	8.36926825016742
KL	3.24068449770052
SLC35D2	5.78277910395527
MAFK	3.52781665837713
SON	6.61868033354088
SBNO2	4.04375891536314
RACGAP1	7.656651039176
SC4MOL	7.40709190265916
SLC6A6	3.89644087486632
OBP2A	4.04787626257206
PSMD3	5.40648633906831
ERLIN2	7.3115816172456
PPP1R9A	5.89105739011712
RAB35	4.06807153227775
PDZRN3	5.44032223533874
AVEN	5.95194159888491
FLJ21075	4.7194408383298
BCAM	6.76585322307772
C14orf132	4.53522636397772
PCK2	6.00826481315505
FKRP	3.22404908771288
HLA-DRA	9.25749028226396
GUCY2C	3.3200292580596
RP11-125A7.3	5.60603035081432
BARX2	3.42776807545301
DAO	3.59408992307696
EDNRA	3.55084329056394
NIPBL	6.027652436279
ZNF331	6.0228520349028
PPP2R5A	6.90965443649583
HMGN4	8.22084399250952
DDX39	8.37589161679787
EFHC1	5.10149437226351
EIF3M	8.44837698047268
SLC17A3	2.99475955550271
ZNF24	4.82928490893177
ASCIZ	5.68692503144746
FNDC8	3.6228140546914
ESRRA	5.06447997316609
PTMS	4.52687887090977
PHF7	4.11756225644207
PIP4K2B	4.5915573855762
IRF3	6.13426320534707
GPR19	4.17855377116395
HHLA2	3.83210319324079
GMFG	4.56008754195484
BDH2	6.70441935330086
APOBEC2	3.90857495023335
PRSS21	8.46032140131656
PENK	3.16640906422168
PHF16	4.41853503804306
ZMAT5	5.15280162863236
SMAD9	3.21682281187562
SLAMF1	3.20630195573687
RGL1	6.68496868793299
DLGAP4	5.03741993451942
MBD5	4.82875264154913
PHLDA1	3.96993178908308
BACE2	9.454586338552
APPBP2	5.00394950205151
LIF	5.13966391492154
OXTR	6.06164377928639
ACTC1	3.69182241525081
USP19	4.26367638886577
SUV39H2	3.24692974153094
ERO1L	5.70469574639026
ZNF395	7.1368473701901
CNTFR	3.52940553150071
HIST1H2BL	3.33495110271164
WNT3	3.45527980523151
ZNF549	3.87307917271541
ZNF467	3.78206178223066
SLC25A21	3.13569347523227
IL5	3.51536706704753
CLSTN2	3.57162801872375
LSM12	5.28800877784688
KRT37	3.29485530977658
NACAD	4.18446148502135
NAG18	3.08600223245377
PTGES	4.98776137267868
GDAP1L1	3.14847487538204
MFAP5	3.90112781805294
OPRK1	3.26564723524215
C12orf4	4.62139952777299
NTAN1	4.71528639385131
CST3	9.58356945684545
WDR6	5.80168024020164
NUP88	7.49798592295234
CD300A	3.82641096734888
FCGBP	5.80057725832629
CNIH	8.83132570529468
VASH1	3.48444518484328
DHX16	6.57772050993757
SLC35A5	5.24566295227242
CLEC3B	3.70648484645309
ARL2BP	4.63171239366381
C10orf79	3.39232607102328
ZNF79	3.68097540224207
CRP	3.59316415641066
OCRL	4.00777584065723
GLA	5.84875043325733
NEBL	3.72110273594688
HSPA8	8.62241729129336
DIDO1	5.79513827288483
PLA2R1	2.93953940065734
NGDN	6.36404285562991
CBFA2T2	5.39261484020924
SAC3D1	6.42705805650562
PNOC	7.56532164728328
PIGP	7.51832971044001
AGGF1	4.49815957076899
PRRG1	4.28538288611883
DPF2	6.65846930427661
MYH13	3.06796735272914
TMED9	8.30268828400649
TRPV5	3.96289282899687
UGT2B4	3.26506858639534
PJA2	6.42836311213192
COLEC11	4.93104540735822
SCYE1	6.70629607535296
MED12	5.27233661778415
CARS	7.35451910540867
MYH1	3.38267573741739
CYP7A1	2.85007426008088
PHF1	6.53724862102274
LOC644096	5.53559540130039
FRYL	4.96727534367073
RHOBTB2	4.27214650425314
MMP27	3.10231423078911
ZNF432	5.56592613186267
SRD5A2	4.57327897304952
UTP14C	5.49365135699559
RABEP2	4.97022993501076
VWA1	6.9152366885809
FUBP1	5.17291104401177
IGLL1	3.73946481265198
KIAA0586	4.37138861799154
IL27RA	3.87295878899422
STON1	6.02257134146162
IL5RA	3.40898608478433
PERP	5.8409587277348
SMPD2	4.27671638345627
TNFSF12	4.07111828462128
FN1	6.25919644265743
MTR	6.43966401971087
CSRP3	3.16190640626600
MMP20	3.31369294570002
PHLPPL	3.88189447997296
CBX6	5.90968455564728
DHFR	4.91203812928426
PRG3	3.15308253418767
ALPP	6.08310790605339
ASH1L	4.68846760212446
CHRNA2	3.88752621896995
PPP1R12A	4.83649065978822
RBM38	6.61085633420427
ZNF7	5.59476652052384
RDH8	3.83691215142641
GPR132	3.83921993785338
DGKD	4.94023660848037
TPMT	5.43734875271948
ATP1A1	8.92441112661483
SERTAD2	7.4573526961495
C5orf4	5.08539838238109
ZNF672	6.53273853675997
PLXNB3	3.64539908073192
FAIM3	4.67951886471308
UBQLN2	6.62031436697651
NR1I3	3.19266305001747
ACVR2A	6.23560729944061
YWHAZ	9.4979035973294
LILRP2	3.87004990700911
GNAO1	3.32830307592131
OPA1	5.13748072805121
RPS6KA6	3.5096695517524
RPL10	12.4188234977965
MMP23B	3.61756633474323
PFKL	5.47207190396207
TMEM140	4.13879566034460
AURKB	5.48649564729535
IFI16	9.16236213042954
CSTA	5.03046474681066
PRPF39	4.72513614158882
DISC1	3.89632482726926
USP4	7.87656219119769
OSBPL10	5.96539590932417
CAPN6	3.11339944153017
CLTCL1	3.66542277682272
NUAK1	4.38051919482797
ALG6	6.12264855654027
NPPA	4.08469730110536
LAMB3	4.60566861505376
PPL	7.3416572616427
LRTM1	3.20378918202394
RRAD	3.75483032635369
TIPIN	5.713656266681
CARD14	3.51140943923521
RBM9	5.42687294912044
LCN1	3.63469463550234
RALGPS1	4.5692904386877
NCOA3	5.81576791151227
CCDC6	6.8494786931037
RASSF4	4.03812443302174
MTHFD1	8.21663027197428
FCMD	4.60148177548538
IGHD	3.39467058391267
PLA2G6	4.22684299582135
TPT1	11.9713102416481
S100A3	3.55145962088427
SEC63	5.94154745423564
C10orf59	3.18878440988456
TOR1AIP1	5.4370101108443
PAFAH1B3	8.26892557978553
CEBPD	7.747765309368
ZNF107	4.82301449050046
ALDH6A1	6.7235006554049
G6PC2	3.52634270148008
SNTG2	2.82232322458075
GRWD1	5.07112777978519
FLJ22222	5.9234695817875
BCKDK	5.21657639763942
CTSB	9.85912478369128
PFKFB1	3.72860593784152
ZFP36	10.6572723221385
SVEP1	3.13578332877404
PXN	4.20855036939756
TNF	3.43840291120053
SIRT2	5.69050755636999
C5orf21	7.15702737247246
VIL2	5.31072177175065
DIXDC1	3.42895356003844
GANAB	7.36031637916623
PDSS1	6.09283358234812
GRM6	2.92227107212229
NGFR	3.06401824524193
ATP8B4	2.73021947706578
MEIS1	9.41203935125422
BMP8A	3.57482204835534
NGFRAP1	9.52194746692836
EDAR	3.59674482889996
NEDD4L	4.30031694679604
CRYBB3	3.66363367111808
C6orf60	3.29422739176189
IL1A	3.40867323793776
GNRH1	3.33531402006511
PDGFD	4.28699973200067
CACNA1H	3.72966326659899
TXNDC3	3.16211530411495
ERCC1	7.0446839383403
CAV3	3.50779959933826
HARS	8.5483064176642
AQP8	3.55114626548905
CREBBP	4.99437268799624
ITGB1	5.3150169896701
SPACA1	3.66966201823845
ZNF254	4.2074665933322
PARK7	11.3099966803133
PAX1	3.15433836062910
PSMC4	8.33188543267464
KCNH4	3.74326369340932
TUBA1A	8.2338994659718
PRMT8	3.88130527877931
SELP	3.30838250149029
PSMD8	8.70845308643915
SOX10	4.41317919130734
HTR1E	3.72698040920377
RABGEF1	6.09999591742814
EPS8L3	4.02492997249573
MAP1LC3B	6.12693207500401
AGXT2L1	3.15180130928833
CYB5R4	4.46337806464506
MEMO1	8.33390669481611
LRBA	7.04688253101473
TRAPPC2	5.93155630636421
FLJ14107	3.76944098626566
FNTB	3.90371068879018
MYST3	5.37456075116336
KRT8	7.48194671634347
AURKAIP1	9.22860440713097
LMAN2L	6.77011317871743
C1GALT1C1	4.76475954383941
DSE	4.63801457999758
FHIT	4.75978783549232
OSBPL3	6.02249514865529
PPOX	6.01803000247507
SLC39A9	3.67976002318938
EPB49	5.10437495944274
LOC137886	6.24726709375532
C7orf49	6.04988858905203
RHCE	3.68556955694815
CST8	3.72381975773094
ATG7	4.63808475562031
SPP1	9.12090703596075
GLI1	3.54827125316463
HYPK	7.7661696677432
SFTPD	3.87941881460393
MCFD2	6.40467500731478
ZNF157	2.79327347415873
EPS15	6.90464435960339
SFRS2B	7.31691815062259
BTNL3	3.9757495038106
GPR23	3.58903285683631
TRPA1	3.20495793792594
ASPSCR1	5.4299296136909
GNS	5.63603289271911
FDFT1	9.08680583934726
ENO2	6.13761315070722
CBX1	5.31367357324755
PTGS2	3.41871246949147
BMP7	4.66115451105058
CCDC90B	7.09171800668768
LRP5	6.22898921382814
UBE2D3	8.81447949494851
ARFGEF2	4.79947550764006
ARR3	3.53826555632671
MAP1A	3.67025167907377
NEFL	3.31255644983967
CD2	3.54747282368247
FLJ23861	3.90125876579738
NAV2	6.73894904746758
ENTPD2	3.3571728882684
COX7B	10.2625198566493
ATP6V1A	6.20853429514096
TRGV3	2.92285239926954
ANKRD17	6.94054418005831
ADH1C	3.52971721120285
ATXN7	4.89689832191244
IL21R	3.71676703540565
CHN2	3.43874389092467
HAS2	3.03534616037787
C6orf48	10.5727136399425
TGIF2	5.4268797295612
KIAA0241	4.13720865281508
IGF2AS	3.51956967012141
CYP2C9	3.37489673256377
DNMT3A	5.5605336558796
CNOT7	9.25200616763643
FCAR	3.28452026925589
SFRS10	7.38623905363042
MARCH3	3.2710841131704
RUNX1T1	4.93070891785476
CTSK	4.50775424071937
LRRC61	4.6820152541409
HNF4G	3.82676909310150
LRCH4	4.6706546284712
PSIP1	6.96123877063528
AP2B1	5.14595825901701
C7orf28A	4.32727577496823
SMCHD1	5.32898082822604
EIF2C3	5.6566840952013
S100B	3.59959156410099
BMP2	3.56045680582572
POP7	7.44466498333567
UGT2A3	2.80425157483037
ESR1	4.59201007691289
ZFPL1	4.08042476296163
ARHGAP12	6.59628292773656
PGGT1B	3.72420458622296
LRRC19	3.12640735468097
ZNF767	4.89157958628664
DEPDC6	9.49045748169634
SLCO1B1	3.50048438861596
SST	6.75150146103111
NACA	12.0718893175905
KCNN3	4.2114186898269
GLOD4	6.79492933065607
SCCPDH	7.01999243450322
PRF1	3.61908831559755
LST1	3.8141947952966
CDK4	10.5078967224647
TCF15	4.14153949668268
PARC	4.68127519925666
PRMT1	7.94478827517951
ITIH3	3.56488491751679
PPM2C	5.18824428042878
TEX10	6.34630906827682
EDA2R	3.31503841776438
LOC283345	4.61547955944697
NARFL	5.35987848762493
DENND2A	3.82365538281776
C1orf103	3.72540994671935
DMXL1	5.65294440075779
KCNAB1	3.48538786028911
FLJ20254	6.60737671127684
RBM3	4.43856649508152
GPR1	4.77541386379083
DMTF1	6.87734592526461
HTR5A	3.64309321060379
MXRA5	7.21221642216785
GRM1	3.26864208055341
SCFD1	5.42553107417048
RAPSN	3.62241427493746
ACOT9	6.3027914609304
PDE4D	3.18383782589593
TRPC4	3.1661865331656
EPHB3	4.15195301122784
GEMIN4	5.14149802373694
RAMP3	3.5558694148826
CNTN5	3.32254022324455
DLEU2	3.64907062479038
TSPYL5	7.47931475474393
GRTP1	3.68052156587814
ITGB8	4.41956085369187
GAP43	4.09768239106676
FRS3	3.94107922700767
PDE3A	3.67875045354924
TNFRSF10C	3.30136040788089
JMJD5	3.76541328103182
OTOF	3.76943241035914
TEX14	3.0570613096537
XYLT2	5.10885988863486
HIPK3	3.09967960438429
XPOT	8.05325259567875
RRH	3.13084891894375
CDR2L	7.60173656323289
GAL3ST1	3.38968450611161
DHCR7	6.10546928479917
PDZD7	4.03236746648532
FGFR4	3.9098655319578
CRAT	4.6982879607221
C1orf217	4.7312643322212
SLC19A1	3.88635189061499
PPP1R14D	3.13393989822165
LIMS1	7.20731257419303
TMPRSS11D	3.56190495661376
TRIM14	5.07896628854328
PIK3CD	4.28323081719063
MFAP3L	3.44567188807897
DERL2	7.43762636451674
SLC7A11	3.76889969619463
FHL5	3.27107128618414
OR10H2	2.93977270739049
ACAN	3.66682991150709
BRWD2	5.7798055043355
PPM1E	3.03821822851034
DCUN1D2	4.53451579031114
TINAGL1	4.10833972062896
C3orf36	3.12243655053165
DOCK4	4.87213170102867
ENOPH1	7.96025882502899
FAM127A	7.90977097306562
SLC5A3	6.60581937756244
ARPC1A	7.88351596737747
CHST2	4.59168018657787
SPATA2	4.47643102488397
PGLYRP4	3.47629244790808
RUFY1	8.19385799152766
NTS	3.09614103348533
FRMD4A	3.25375661443709
RPS4Y1	5.91880692820302
BCL11B	3.34607447280549
TNFRSF8	3.92620639840596
FOXE3	2.9836260928921
PTGIR	3.72367958635457
ART4	3.75300287060794
EVX1	3.85847830695151
PRM1	3.23545873903118
GLCE	3.81367884797302
GPR18	3.81917952190928
ACAA2	5.9708297274945
PIGK	5.63629725288683
HIST1H2AG	3.55019486775781
C16orf67	4.26876756367161
UQCC	7.2592519100423
PLS3	5.74313731755484
DAG1	6.83304555051041
WWOX	4.02852073320974
GTSE1	4.93177179467371
GP2	3.51894208197822
CHIT1	3.66045525149156
PLOD2	6.28869220586385
RPS24	12.5129024606587
KLF9	3.98797773260311
TTC27	7.30872966974743
PYROXD1	5.14882379563949
MIA	4.12538509075727
TSPAN2	3.33535177894882
MRPL9	6.26785652809635
PCSK2	3.83681374698863
PI3	6.45499126722598
RPL24	12.1666015289669
HIST1H2BE	4.37520041470276
CD86	3.79047050585443
CALM2	10.9449700827975
LFNG	3.42675703703468
GYG2	4.37695733315764
INTS12	5.22551636918811
RAB4B	5.93749649043842
CTSF	6.45662889534013
HUNK	3.60679420684961
GNA13	3.57034666375291
B4GALT4	4.77674857060802
TSPAN31	7.50720958402127
CHD1L	6.03996505964969
CNKSR2	3.68808112665511
C1orf156	4.89717907378803
IBSP	3.68186056237258
FUT8	7.06228977199955
TRMT11	5.34859498497836
AGA	4.4671219121115
GFRA2	3.70064417779477
WWP1	7.53231894285473
B9D2	4.4609907523008
CPZ	3.84296861106887
STAT1	5.60116549500498
PTTG1	10.2083830692924
TMEM62	4.89699788425717
COL8A1	3.13753279177327
RBPJL	3.54149948512711
CASP8AP2	5.10960177250691
SSBP2	6.04852478957858
MMP12	3.16605640096191
NME4	7.961316413245
LOC55565	3.62227696820834
GABRA1	3.47559849750355
PEX11B	7.9283664733135
HABP2	3.80820102509425
REEP1	3.83604284048801
C9orf156	4.54020479647443
SMARCA1	4.02432993791561
WEE1	5.33303056603492
APOF	3.19612541709086
GCDH	6.60345237470916
SSR4	10.0537300429366
SPAST	5.06611678955889
RGS1	5.94336903115923
ACCN4	3.69891636498509
PLXND1	5.08203742473822
FLJ20489	5.07861340984644
MLCK	3.41545668908014
INTS5	5.74637059654728
BSG	6.83782982028646
PARP8	5.30903677457644
ZNF215	3.58672688062364
TEAD4	5.51921547037365
PDE7B	3.39404721874701
MS4A3	3.12454448242132
DTX4	6.84415808117443
EFEMP1	5.17709191750661
TNRC6B	5.36025434814542
TULP2	3.50759855909265
RERE	5.10726321797022
BNC1	3.28589716175948
FGFBP1	3.64731316113664
TIMM8A	4.90414341373867
PIGB	4.31368616537125
AJAP1	3.45403227926916
COMMD8	6.55649868749191
TRIP11	4.05740859083748
SLC25A42	2.95875474131796
SYP	4.22044342648918
PCDHB6	3.63244458124915
FLJ12716	4.90611421757545
FKBP8	4.37972340667245
KIAA1109	4.39009651559655
PTPRC	3.69956472263089
POT1	4.25368030760159
CCT7	8.62401473837184
MMP11	3.82874383008752
MYO1E	4.29278528715233
EEF1A2	3.48486738199553
MIPEP	5.15966195976856
ZFX	4.62045969142546
UCHL3	6.49883180230544
LRFN4	5.12230446546414
XCL1	3.47745047295071
CARHSP1	8.18655769706862
GREM2	3.61188662421041
CCDC102B	3.40703159120558
HDDC2	6.24764956270641
SHC2	3.81840498371153
SDS	4.30998905021421
CASQ1	3.37803060020292
LYPLA3	4.7562173977622
INPPL1	6.8433943491447
SLC25A40	3.84868902800580
IHH	4.51850813054987
CHGB	3.13764676255231
COL9A3	4.47244456133667
C2orf18	4.20659186195567
DDEF2	5.08291777538349
BUB3	6.519302588538
C6orf211	5.49954982610604
FOXD2	3.25585152790094
GGH	8.55948655714892
GGT1	3.46535079689155
ADARB1	3.75127046980365
VPS35	9.66033457643623
CNN2	4.49701671585678
DBP	4.54546756766358
WNT1	3.45009791737223
COL5A3	3.62505541531083
RHOD	5.71739392881716
ASNA1	6.15379321608221
WDTC1	5.1797132299943
COL4A2	6.66784038499305
HEBP1	9.08687028993
SLC1A6	3.8405445634633
LUM	3.93165170223066
C1S	6.74764639482563
TCF7L1	3.41987687658759
ZCCHC6	5.89968080031143
ME2	6.01651893471492
PAGE1	3.70234307728252
DTX2	4.20159689190355
KPNA4	4.63735487280521
H3F3A	10.9399438527125
GLO1	9.7180222227997
WDR61	5.34735548924913
CD302	4.16576221907192
SIRT7	5.68103997917102
D4S234E	4.52554745239198
RABIF	6.0311029684939
DYRK3	6.19795259816639
PKIG	6.74508782028761
PFAS	6.5754371085156
ALOXE3	3.44546490533536
RPLP0	12.3710305415304
RBM34	6.19965362551483
MKNK2	9.37789918212306
ZNF528	3.72780913530905
U2AF2	4.85058660781744
SEC16A	6.14331454337815
EFNA5	3.18104015478141
ZNF44	4.65295238530783
FCGRT	5.80397223744685
NOL4	3.31283975778768
CCS	4.86909912492592
IGF2BP2	8.78788622328172
MFSD7	3.81409727445972
OR1D5	3.6045343398037
SIX6	3.55877452532462
CCR6	3.23873898931679
TSSC4	4.83867526446437
COL11A2	3.48795138613632
CHRNA6	3.97152873184792
PLD2	4.55021448206619
PALM	4.18139084299238
ORC1L	3.84656966204662
SASH1	5.01617017196191
PUM2	7.47367045283262
ZNF365	3.56891403828301
CDC14B	4.36786715429296
PHC1	5.44283898986998
KIAA0913	4.35379766718887
LDLRAP1	6.05165902240298
NAT8B	3.40010262273242
PPP3CB	6.3921549309715
ANGPTL4	3.87971261566204
HHEX	3.56451259894472
LSM14B	4.57261095445349
PLCH1	3.56544588826391
INSM1	3.02136109347525
TLN2	4.74030575523459
ZNF493	4.06117174660117
HDAC4	4.09390929963787
GLRA1	3.67585282703481
RPS6	12.1827513795445
SFXN1	5.04397179323762
FAM102A	5.22615285524596
KLHL1	3.44027876078811
SAPS2	4.65736468459238
CTNNBIP1	6.68788779670933
SCGB1A1	3.19785303973779
SCAND2	3.6039205865785
HMGN2	11.6721202462130
NEUROD2	2.9568295233296
YAF2	4.12850399058978
BRPF1	5.23857078072761
RICH2	4.13754733175641
TBCE	6.87914393539017
LIAS	4.28430633499746
MAPK1	4.6497591992503
MRM1	4.19083427605583
HDHD1A	8.12214360870478
CTA-246H3.1	4.06655633264326
ATP9A	8.03362430434467
HSD17B3	3.52280563237945
HN1L	5.54235330581952
SAG	3.77619465146502
C20orf10	3.78900322682651
CTRC	3.72241075965412
HNRNPA2B1	9.65055580308422
RNF216	4.24444441092488
GADD45A	9.14685064207577
MSH4	3.41788830292533
HOXD12	3.31947463797443
TMEM70	6.26474453325108
PPP1R14B	6.99860368529348
SBF1	4.05138985337474
HIST1H2AM	3.59430535241889
GNG3	4.00953563994747
C1orf50	5.35833408714466
FTO	6.55176798064406
CALCB	3.22468798744311
PPP3R1	4.66990418127453
USP46	4.71526188169454
CCNJ	3.82687681405461
PSD	3.4144377571246
GNAZ	4.09284906366316
