Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E01_586136
Composite Element REF	Signal
AACS	6.70170558994143
FSTL1	9.29913687368917
ELMO2	5.90882037144668
CREB3L1	3.94759030142456
RPS11	9.94839646416144
PNMA1	7.52084116891032
MMP2	8.00908008282981
SAMD4A	3.90702478169767
SMARCD3	6.95879606332088
A4GNT	3.57515292974607
C9orf39	3.17895975612221
PKNOX2	4.73002497295601
RALYL	3.32730881016392
ZHX3	4.617470604111
ERCC5	7.0179525503091
RXFP3	2.99496157960224
APBB2	4.81697591109035
BBOX1	6.34297352700623
PRO0478	2.98106159491432
GCSH	7.42934582319968
XDH	3.55806950110910
EDN1	3.87249725629474
MTERF	6.94983009406602
PDCL3	7.66345267309141
CLK4	6.65920100054347
KCNG1	3.6949165065785
CXCR4	8.25908075899565
DECR1	7.85012701998261
SALL1	3.04598340566368
PTPRR	3.14564782334940
CADM4	3.23823517952462
IRAK1	8.77914943882744
CFHR5	3.08816160949219
HNRPD	7.92072174919373
TMSB10	11.5471168172385
CXCL3	4.10703185257577
LMAN1	3.91257297906647
SUHW1	3.6365555907601
CHD8	6.51493420522755
SUMO1	7.60997473520257
GP1BA	3.13629588786178
OR7A10	3.79578324562228
DDB1	7.73743406763038
CHRNA10	3.74238109153358
STYK1	3.45289361840911
MYO9B	4.23461631528859
CCNI	11.0119011633372
MMP7	7.76296641976444
EP300	7.05285855369242
CRNKL1	6.32265725461796
C9orf45	3.1187709706169
XAB2	4.61495388440445
RTN1	3.94305875152982
HIC2	4.86382991205911
TBX10	3.36343699361253
CENPQ	4.73150942470306
UTY	3.03614459600400
OR2W1	2.71131975203713
ATP5G2	10.1638515668220
ZEB1	3.964824428814
ZG16	3.23333207939058
ERG	3.91687908693028
PARN	7.3402896679194
SOD2	7.03477596229657
JOSD3	8.30629370226507
ADAM5P	3.12070806092854
CHD9	5.75527330320581
hCG_40738	3.82573588214148
STK16	4.6196272618416
PDE1C	3.51898901053517
SEMA4D	5.6310220348363
AGPAT1	6.86546879812471
TOB2	6.05317767465182
BANK1	4.47127035209255
MAP3K3	5.06943632758926
MAX	4.97755856308227
GRM2	3.71661947916465
OSBPL8	7.66408134552889
PROSC	6.30682143422113
NR4A2	5.40347563665743
RICS	6.66352998276519
PIR	6.18392700144894
PPCS	9.03037583465472
IPO9	6.7064869543103
LONP1	7.73542463246331
EVC	4.47573949092663
CXCL13	7.84880352807081
SCYL3	5.11281410999736
KIAA1199	5.76005808810842
SORL1	8.83043590200076
NAT10	7.34608177912233
CHD1	7.01835624106194
SYN3	3.45606596659501
DMC1	4.06898421715446
SLC22A2	3.83564036844528
SERPINF1	8.62290507594972
C20orf27	5.81531957416609
OR7A17	3.19732229538223
RPS6KA5	4.37092415189595
LHB	3.51000303577161
TAOK3	5.30061090669101
STK25	6.14342151862515
SLC12A4	3.58083957975435
BRCA1	5.29191964100353
GBL	5.93210046505825
C14orf108	8.15853295573056
CDC25B	7.30309411714426
BMP3	3.03630661158089
MAP1LC3C	3.46402704797937
TMEM180	4.02137990285421
CRYGC	3.46878821256052
SLK	6.64249278273112
POU3F1	3.10795358078427
C20orf32	3.73098168869195
USP52	7.05031965047308
HIGD1B	3.77486827710354
BAZ1B	7.07101154158211
USP6NL	5.68401135831395
SLCO2B1	4.19450048005702
ABCD4	4.78842461981448
DIMT1L	6.15159277048611
SLC25A46	7.56263861784224
LARP7	7.00816477455505
TEK	3.70588398160148
CD160	3.50947916194914
TERF2IP	7.86084212987873
PHF20	6.5894918270972
COL1A1	8.43434316557035
KIAA0090	6.60651670345156
GTPBP1	4.8229626740573
GRK5	4.01437418029466
AP1S2	6.75716067140007
RAB33B	4.77745047829057
CA11	5.49143024750645
ALDOC	6.7350334861453
NUDT1	5.92329220853001
ZNF212	5.82701341708917
ACBD3	7.57738249462534
ZNF83	6.53084803348657
PRDM2	5.41424508661341
GDPD5	7.22970498647154
PDCD4	5.83350250443703
CEP350	6.78096130917659
FOXP3	3.17382106683902
SMYD3	7.0723172913279
CST7	5.116910734458
SELL	4.42997403951432
CIAO1	6.60749185197836
LGI2	3.77840223491808
WDR45	7.21450277963247
ANKRD6	7.28954234223968
LTBP4	4.80462371081672
PSCD3	3.47146882820065
PYY	3.0727327101339
KCNC1	2.97833707105775
SIRT6	3.80569192361646
CCL19	4.55049516061954
ARHGEF9	4.55633320837755
ABR	4.71576576372465
C10orf22	8.02649524434471
STK17A	4.68626754701843
FOXE1	3.2325253012867
GML	3.08355447656218
CNGA3	2.75698777897476
CD38	6.26430242112426
ZDHHC6	7.15076125714648
NEFH	3.14574125643336
PGBD5	3.58729659459071
CTDSP2	7.62947190986254
RMND5B	6.62187234570675
ZNF257	4.46113118161303
DUSP4	4.50566995628047
FLJ22167	6.07739256881034
EXOSC7	6.15467211555002
ROR2	3.54012200658698
FOXM1	5.55168890227115
ZBTB48	5.6048771360111
BUD31	8.83345946003085
MAOA	3.88068613426406
CCDC41	5.26646787749072
TNNT3	4.08950075126616
FBXO11	5.74454973427779
GYPC	5.11736535626573
PLIN	3.38485079424183
RFXAP	3.69352300860051
C6orf15	4.01190269846417
RNF4	8.04173400489936
F8A1	8.37191207671972
PPP1R3D	4.70938161220305
GRB2	7.1469707134861
TPM3	3.32322549880265
SYT13	3.77179652148817
EPB42	3.63618383513987
RP5-1077B9.4	5.92700713831127
EIF1	10.9563945924257
CETN3	7.67831988278214
FPGT	5.17285185053314
PRY	3.40969547110507
NTHL1	5.2166654964132
POLR2B	9.13341646665195
RPS28	11.8684250747897
GDF10	3.01787186654773
COQ9	7.39432936279634
P2RX3	2.98378733153752
GCC2	7.29182060066996
RARRES3	8.05341568463786
PLXNA1	6.32595731373593
WBP4	6.18849180827024
KIAA0100	7.04415211426064
PMF1	6.51608629074384
HS2ST1	5.90307754416188
CRELD2	7.16759332659403
C8G	3.03946312086039
CD82	6.03045969513044
PMM1	4.77725290684483
CBLL1	4.91813031976452
LIM2	3.51265355020678
VAX2	4.19039273420403
SETDB1	5.93955590014415
LRAP	7.06437043513034
GCLM	7.0300516293385
CPEB3	4.22526275538850
PPM1A	6.88177548296473
INTS1	4.98231333648957
MMP16	3.13823023318266
CAMTA1	6.80684979429953
SAMSN1	6.15360089026102
DRD3	2.78770870557826
GMPPA	5.96410021662125
C11orf73	6.76664839980251
AIPL1	3.75231571401392
PTP4A2	10.2501490490311
IL24	3.12101663449158
BDKRB1	3.29819712700808
HPCA	3.60548381342685
MLF1	6.38827170277189
SEC14L1	6.22082362742934
CHFR	6.37604945713173
EMILIN1	3.62769996623385
THADA	6.13454116333837
TAF12	6.30111908559425
NDUFS4	8.36565510922957
ID1	8.41246143738607
PIK3CB	4.27828482404276
COL18A1	7.90062942648888
PDZD3	3.09647388741913
TBC1D17	4.95849501383848
COX8A	10.4562798326897
CDCA4	6.68022386610828
C2orf44	4.89761911629407
C9orf16	7.20587466639531
ERBB2IP	8.415428706764
EMX2	8.5373261247826
FUS	6.23500916661455
NIPSNAP3B	3.48425119084042
TF	3.30596333699555
CXorf56	5.13268155492896
CLCN4	3.59158340747909
PWP2	5.81848241723785
MMP15	4.41975024431681
MTMR14	5.90861361211234
NPR1	6.48264242083927
DNAL4	5.76928620853396
ELAC2	4.89536596873487
ASS1	11.3140609728805
IPP	6.5028572918838
TMEM59	9.66418597102256
POLR2J	8.97979786588246
SEC23IP	5.86992654120924
RGS4	4.23075841421946
UQCRC1	8.9143239941465
SNX6	8.83474888390107
DDX18	6.66243401362302
POLG	4.52852875000311
ADAM23	3.63301926238361
ZNHIT2	5.0028433371504
TFR2	3.32361089202143
NCDN	4.7100459961235
RAG1	3.62640297393253
POMT1	5.13532429690401
CYP1A1	3.22115961449712
SNAPC1	7.59390249274915
GNA11	5.80651363251093
CCDC52	2.86122769263044
CAPN1	6.98026189060212
DDHD2	7.43298669493198
UPF3A	7.01889562112165
LAGE3	6.93043425538213
GNRHR	3.05569683089338
UNC13B	6.23806530815166
TTLL4	5.73665110681294
PPBP	3.00109545744834
HTR3A	5.4295141404947
SDC2	5.24866145729639
ANKRD49	7.55321749106165
BTF3	10.7374338613182
COX7A2	10.6466872440259
SARS	8.46869289453539
C13orf18	4.06272504847341
CACNB1	3.97472318735816
QKI	6.5812510460508
SETMAR	4.84693677916121
LAMB4	3.24378166826973
MAN2B1	7.27871317408087
EML3	5.78949394499840
ACADL	3.12510725528867
OFD1	8.2392784654729
CGA	3.4851174463488
EIF3EIP	10.8829190347123
PEX16	6.3248738312334
GNG12	7.2781777521138
HABP4	5.04946703759721
CNTN2	3.54243112626754
ASNSD1	7.25015295335152
FUT4	4.0410672062578
DBH	3.40080844335368
CD53	7.6125425553279
HIST1H2BJ	3.23053107966703
TFAP2B	3.22296702377504
ACF	3.81140732792552
TMEM11	6.03333376735177
CDH8	3.16286180137148
C3orf32	3.69062477487925
AGPS	4.45381745188143
C4orf18	3.31982617472644
PCCB	7.55193891121756
IPO13	6.08608778174839
PECI	7.34593483386128
UNG	7.55353813084824
C6orf105	3.36653072970417
GSTP1	8.10258880166942
SUV420H1	7.72616316282113
ARHGAP15	4.76463898502074
LTBR	6.84109304391555
TDRKH	3.73327573852188
PSG4	3.07967276355821
SLC9A3R1	7.08607984272815
NBPF3	10.6941240465961
SLC9A3	3.45554420591321
OSBP	6.91253551953909
PRR5	5.90820788562064
CHMP7	6.32593645882031
ADRA1A	2.91471258702777
ASAH1	7.49024690885077
FKBP4	6.53891510035458
ZNF350	5.37294979241283
DOM3Z	5.83963352150034
GIPR	3.68119593876963
AHI1	5.41915717454925
BST1	4.41310789695681
NCR2	3.46790214594148
NADSYN1	6.70461913413745
UBE2W	6.30738232887029
RGS14	4.21883428598472
KRT15	4.30171457189073
SCN11A	3.7305029955177
GFI1	3.90096093914602
FHL1	3.74094030833159
SMC6	6.34331152235467
GATA1	3.50074221400795
OSGEP	6.6856640817282
ARMC6	5.56603359251087
HK3	3.51062450417273
PSMD5	6.25200414577418
RSU1	7.6433876604795
RPL4	11.5386261213420
MAD2L1	7.78454818553785
RBPMS	4.13649444578601
EIF4A3	8.49863522950858
E4F1	5.17064317508269
DLEC1	3.44289352117383
PRPF3	6.38855327057987
EMR1	3.33678302502501
CHMP2B	6.28963788089025
CAMSAP1	4.34374511963366
RPS21	9.73326239291385
XCR1	3.07573651841121
ARID5A	4.31601824018751
RBM6	6.37889556973016
UBE2N	7.73622839139465
KLF4	4.19412169598175
MGC4172	4.47903999184333
LMO4	6.9934248472214
KLKB1	3.22992233266424
HDAC3	6.90276555894874
HP	4.37767959590133
SCHIP1	5.92425126956172
BTK	4.30431566743064
KRCC1	9.17075593514678
PRND	2.92897786936861
C6orf27	3.18584755527783
PIGL	4.16168579328647
CLCA1	3.74790234084500
C1orf112	4.9395048766641
OLFML2A	6.24241747016711
HUS1	5.15432677052943
SFRS6	7.16237780539454
CXCR7	6.69208899032601
UIMC1	6.69997026142565
FXYD2	3.52987052432914
GOT2	7.72537842848662
ZNF667	5.78368619409488
TFEC	4.51059215143702
ATP7B	8.55921264157836
RAB38	4.4487035141521
POLD2	6.74505170101836
PPM1H	4.69113445808006
DCX	3.13810005512504
NFYC	6.08966044031595
ZNF228	4.20569482711132
KIN	5.18460767288565
PLSCR4	5.81235340500089
HIST1H4I	4.12962419018022
PPARGC1A	3.02753348545725
HIG2	7.60582197677789
KCNK10	4.06241577358761
EXOC1	8.50161927757714
OR6A2	3.84772348555976
ETFA	7.5210450464812
PDAP1	6.28487167390838
C19orf6	3.48498301910599
POLRMT	4.40045955027022
ZNF146	7.8768835465032
MIA2	3.169306801582
LY6G6E	3.14167934215131
EIF4E2	8.01437860750607
NENF	4.96812271738665
HOXB5	6.83322346507265
ZNF324	5.38636537223461
CUGBP1	4.8151062034368
ENTPD7	3.93499495558653
TTC13	6.25487320397962
GJB5	3.43813090718008
PRSS22	4.75340866187803
CYP3A5	3.17125438793225
MBOAT5	4.86718813625692
CUL4B	5.60300393949415
CENPJ	3.58929659682148
KIAA0664	6.49309609463763
PITX1	3.28275460955752
PDGFRB	6.01495556121863
RDX	6.45252794102424
CELSR3	4.7859049954931
JUND	6.47105509870037
ITSN1	5.71771333881308
CHRNB1	4.43100566146984
EHBP1L1	3.99507271962807
C19orf2	7.58330122408908
FETUB	2.99734326105164
CAMK2B	3.22653875728032
DCTN1	7.0928827672016
TNKS2	7.01807450161946
MRTO4	8.07923622237134
C1QBP	6.05989595840326
TTC3	8.59636369433334
NDUFB8	8.92867902511086
CADPS2	4.84156002894452
EDG2	4.37236559622772
MYF5	2.99084059881967
SEMA3G	4.54181624210256
IL23A	4.02654640589587
GJA9	3.62010122034733
R3HDM2	8.3412754380535
C5	4.18333113145653
SLC2A10	8.27078635516572
TRIM45	5.74542670222497
TSP50	4.83904574165347
PAQR3	4.85821648539089
ANKRD26	3.445894749655
TCP1	9.39373713690305
TMED7	7.14746052614861
CMA1	2.95251740455439
PTCRA	4.23123187621823
HCRTR1	3.34537330015707
FST	4.11451379296171
PAWR	3.90223893086587
LDLR	4.31748617517703
ASTN2	3.75571807936852
SCRN1	7.99157945269382
GPATCH8	7.34155791307985
KIF4A	6.78506716933835
TANC2	4.51969971351424
ZMYM5	3.80261200972646
PGM1	8.83720799831588
ZNF586	5.1409642259973
POLR3G	4.0992871257462
CPD	5.8026807318836
SNCAIP	5.75686025880699
DCT	3.37351025490769
HLA-DOA	3.41648018509307
TANK	6.12194986152909
RCAN1	4.49832126607124
UPK1B	4.04602555167038
DNAJB4	6.18888474695382
UGT1A8	3.42415782934972
LIMD2	3.43963726384173
HIST1H4L	3.37922869205104
PECR	4.57486615486426
HSPA2	5.70002414820966
SERP1	9.59933548907196
TACR2	3.37265878654789
NUP85	6.7029893688682
CD177	3.34308416717383
GPR135	3.26072231116731
PIGG	7.28546204994484
LGR5	4.44175413512899
JAK2	3.76476571828520
DPYSL4	3.30706097055967
TM9SF4	7.89398062688376
PTHR1	3.30531100860357
SIRPG	3.56820084555587
ZNF264	7.20037317119167
BICD1	5.7465650621356
RAB5A	6.8174241244514
FLJ13224	3.21857062644556
METTL5	8.76114336192432
HERC6	6.84135491970678
