Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D07_443138
Composite Element REF	Signal
AACS	6.44090362905811
FSTL1	8.19770518879183
ELMO2	4.99763536553586
CREB3L1	4.24338684028902
RPS11	10.3053623651136
PNMA1	7.60915923284331
MMP2	8.15795949003193
SAMD4A	4.31931434406137
SMARCD3	6.92678994195517
A4GNT	3.7368657719823
C9orf39	3.40497235623066
PKNOX2	4.10406024521774
RALYL	3.31361905223506
ZHX3	4.29011787037528
ERCC5	5.98024558861798
RXFP3	3.13260892168617
APBB2	3.93784944596939
BBOX1	4.88861441144983
PRO0478	3.07916052226217
GCSH	8.44039612639437
XDH	4.01659680391283
EDN1	5.38860634580266
MTERF	6.39525889611027
PDCL3	6.83697983668847
CLK4	5.77570390849063
KCNG1	3.5623486455314
CXCR4	7.40500963418722
DECR1	7.53462810940297
SALL1	3.17162822905694
PTPRR	3.47089428904176
CADM4	3.48103210131174
IRAK1	8.92878337468325
CFHR5	3.50229609161543
HNRPD	7.82540972193512
TMSB10	11.5099436157954
CXCL3	6.07906300164353
LMAN1	3.82369230757946
SUHW1	3.35539828244117
CHD8	5.13914661679488
SUMO1	7.8603116233225
GP1BA	3.21334633235181
OR7A10	4.12399916568949
DDB1	7.43353947093535
CHRNA10	3.49603222387919
STYK1	3.79173036471525
MYO9B	3.92086655510664
CCNI	10.0229133129389
MMP7	11.6295259383550
EP300	5.58975605457273
CRNKL1	6.12013454930835
C9orf45	3.29614352283246
XAB2	4.1737414799066
RTN1	4.29751678854354
HIC2	3.77957920145415
TBX10	3.49699941137301
CENPQ	4.20676562870909
UTY	3.24525282348048
OR2W1	2.95029691433794
ATP5G2	10.5083231160066
ZEB1	3.5653554688533
ZG16	3.28041652422564
ERG	3.5251260005228
PARN	6.57635574714831
SOD2	6.54147691604923
JOSD3	8.84603694183453
ADAM5P	3.27574159878032
CHD9	5.48736828542009
hCG_40738	3.56591126100197
STK16	5.12180366474828
PDE1C	3.48522176013892
SEMA4D	5.7228195149523
AGPAT1	5.62681779975933
TOB2	5.79653586114492
BANK1	4.90161775213264
MAP3K3	5.17162303748242
MAX	5.04089719850799
GRM2	3.69525835101152
OSBPL8	7.32427931333039
PROSC	5.83190050310696
NR4A2	4.69377023745435
RICS	4.62069672122005
PIR	4.22936452895175
PPCS	8.191529920013
IPO9	6.07391583450351
LONP1	6.37018239815004
EVC	4.29444617046153
CXCL13	4.49267984370691
SCYL3	5.12809126490813
KIAA1199	6.82210436974828
SORL1	8.48006795605466
NAT10	6.04299807070065
CHD1	5.61932915339452
SYN3	3.34123742662004
DMC1	3.70001927836692
SLC22A2	3.57999397528285
SERPINF1	6.96295070788002
C20orf27	5.84117330122582
OR7A17	3.10147128897101
RPS6KA5	4.77721738325815
LHB	3.18027902589298
TAOK3	4.64488210730864
STK25	6.00624234453969
SLC12A4	3.73406704685467
BRCA1	4.33660884449524
GBL	5.5714634558647
C14orf108	7.72606168927543
CDC25B	6.38152829726007
BMP3	3.38286290989364
MAP1LC3C	3.31432877123862
TMEM180	3.51602327225903
CRYGC	3.80617985127420
SLK	5.77621975662517
POU3F1	3.51973977987272
C20orf32	3.80349312079922
USP52	5.37720059932611
HIGD1B	4.00597467141300
BAZ1B	6.5629272512656
USP6NL	5.52992067217299
SLCO2B1	4.30358623357161
ABCD4	4.70531999515018
DIMT1L	6.41300430721986
SLC25A46	6.52025118796305
LARP7	6.32721600812764
TEK	3.39924154141013
CD160	3.74456810825193
TERF2IP	6.46266239796364
PHF20	6.34339814379341
COL1A1	8.04098362579681
KIAA0090	5.87462233068746
GTPBP1	3.92041700972938
GRK5	3.78105459029215
AP1S2	5.67465348682722
RAB33B	4.05567085193198
CA11	4.99455862522123
ALDOC	4.27739439625674
NUDT1	5.05022381480995
ZNF212	5.33871530358877
ACBD3	7.85790897411226
ZNF83	6.72307792361534
PRDM2	4.72166423748193
GDPD5	5.54377207233447
PDCD4	5.69313437490947
CEP350	6.08510219927002
FOXP3	3.46687567710959
SMYD3	6.88286904601268
CST7	4.22828967577927
SELL	4.32638175552150
CIAO1	6.43647238850576
LGI2	3.9328797437877
WDR45	6.47760474844349
ANKRD6	6.62986684927361
LTBP4	3.82757346093998
PSCD3	3.33478201912788
PYY	3.4934925578993
KCNC1	3.11086351763108
SIRT6	3.85887474335585
CCL19	3.92529219740884
ARHGEF9	4.10537400609962
ABR	4.60393857863654
C10orf22	6.78237369202374
STK17A	4.61694128066093
FOXE1	3.08269708847335
GML	3.08146620893232
CNGA3	2.90079118544310
CD38	3.68028826203671
ZDHHC6	6.60529627491649
NEFH	5.6083577091059
PGBD5	3.46127871761556
CTDSP2	6.92595151606684
RMND5B	5.48852432222346
ZNF257	3.24393721651006
DUSP4	4.32246320564547
FLJ22167	5.06214201494286
EXOSC7	7.4762818161184
ROR2	3.42145248633227
FOXM1	5.79740267995261
ZBTB48	4.48100265154353
BUD31	6.83297314275214
MAOA	3.57660105691374
CCDC41	4.02885404873426
TNNT3	3.63202360214672
FBXO11	5.45277550595157
GYPC	6.76994909339989
PLIN	3.32956684299611
RFXAP	3.47585017347698
