Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B03_464078
Composite Element REF	Signal
HSD11B1	4.10639297007951
HDGF	9.20955049072367
KRT6B	3.71373208594794
SUMO4	7.23562964791294
ARID4B	5.32096453275110
SATL1	4.32820663913277
SETX	5.1239661813022
DDR2	5.57330578907568
KCTD12	8.89902107573339
WWP2	5.2045893521416
CTSH	7.22728615803756
FASTKD1	6.34580303044343
PAF1	6.4057599242474
IFT57	8.75788610523605
TMEM2	4.21971861231458
ZNF592	4.86860941739508
TNFSF9	3.70782461154755
PPFIA4	3.39856378737836
CFP	3.62030474528769
DCTD	5.8396718654537
CNIH3	3.52137111878558
MAP4K4	4.72525193254628
ROD1	5.01241039474963
MFNG	3.61668434134148
JMJD2B	5.12508028883904
DOCK3	3.51155457646825
STX16	4.91483619583129
ALDH3B1	6.34132430842496
THSD4	4.50686359240856
DLAT	5.23386948592842
KIF21B	4.21552426085978
FEZ2	5.19705272426415
CDC5L	6.40035973934197
KCNJ5	3.80344069698319
LMNA	7.65746881698533
TBCD	6.1628021941266
ZNF250	5.17741756092998
CASQ2	3.46942868078955
PEG10	6.93567296355835
TPSD1	3.38779489617812
PRAME	4.23789847937143
NP	5.22170806292257
ZNF12	6.18419782515143
XTP3TPA	7.41142331813912
SIGLEC7	3.7999962622972
FAM70A	4.32839402743993
PANK4	4.7997151117198
SNED1	3.43296096148885
HIP1	4.55792593151542
WNK1	7.34532659734402
AHNAK2	5.62091156922933
FLJ10490	3.95479721466096
TOE1	5.31333617410993
RECQL4	5.20243609417515
PPA1	9.82307388754831
DPAGT1	6.01489343358936
HAS1	4.00516278553496
ST7	5.45203029497872
MAGED2	7.5777033402541
ANKRD55	3.64876822798983
TRPS1	6.05888884601399
POPDC3	3.23330428209989
ACOX2	3.50272110889399
TFPI2	6.31101015364711
CYP4F11	3.23336441135492
PDHB	7.715922726143
ERN1	3.78976247062992
LHX2	3.16427275979006
B3GALT1	3.20573121431446
ADAMTS5	6.22053494363554
NOTCH3	5.59096925671093
C1orf116	4.72633978878248
UGCGL1	4.7907313937132
NF2	3.8687921354138
POM121	3.88623112063261
CLPP	5.93829601612106
MTMR3	4.02099112584397
ATP1B3	8.72750223598267
TMEM16A	4.67509053863974
HIST1H3F	2.96000670613280
TRIM25	4.30840166735673
CRKL	4.55869186017699
HOXB2	3.50326624908083
ANP32B	10.4242608776772
NUP62	5.60381500601824
GATM	4.13080713753159
AP4E1	3.38329638671119
RASA3	3.19589541150180
EDG5	3.65725563738109
CDKN3	6.50730396396994
CDH4	3.42877866136193
PGD	4.07797631609021
TMEM168	6.39812860999068
RND1	4.05737503994953
GAD1	3.03587654270813
MPG	6.90550462129266
ZNF133	4.62411539186979
LOC440350	3.54993163438009
FJX1	6.47814118745712
CLCF1	4.09661977839619
AMELY	3.25409843106276
PHTF2	5.31403690179158
IGSF2	3.87297240544156
TFF3	3.72486280477825
NDFIP1	8.1287001630367
IQCC	4.30265370414324
CUTA	9.91199087605863
HEYL	3.79382375268517
FTSJ2	6.62752030321506
APPL1	5.57366405884758
TNR	3.28650446224981
WAC	6.65910331000326
ADCY9	5.32161353872603
PYCRL	5.37006716329245
PCGF1	5.24952190695998
PTPN13	7.6445088607447
AGPAT7	4.04090990381124
SSTR5	3.69019986575695
CDKAL1	3.03889086495031
PDYN	3.55674961818690
SFRP1	3.92182641244595
VAV3	4.80959200772614
MTMR11	4.93065415194943
SUOX	5.8961851142752
IDH3B	5.7837015788289
STXBP3	6.56264991277298
EIF3G	8.00591883569726
GOLT1B	5.08958302242737
ARHGAP22	4.16866752793637
NPFFR1	4.73781961356654
NPC1	6.16895392818432
ALDH9A1	7.75670086819196
ICAM5	3.46676729052673
ADD2	4.54858229399663
RASSF1	4.56225651762999
PITPNB	7.4962701189933
PAPOLB	3.19862533708989
URM1	5.78718788086895
TMEM106B	7.73565920739118
LRIG2	3.65749498520076
SLC27A5	4.71523223609381
CDKL1	4.13354957642267
PRODH2	3.72324451014621
SFRS11	8.98573095202458
IL7	3.50678782381408
SCN9A	3.57608628506291
BTG3	8.1471160905899
PAK2	4.6474453608609
ATP2B1	5.65417317329934
GATA4	3.30039725057579
PRKAG1	5.24796024408627
FAM64A	4.93822304837668
ATF7IP2	4.38100699599085
EEF1G	10.7307639698348
INCENP	3.70872218367292
SMAD5	5.53054255116084
GARS	7.59253003448223
CDK10	4.18332280116093
HLX	4.29187117530681
ELAVL3	4.2860548644432
MDM4	3.07280400621673
GNL2	8.25749977769855
CDX1	4.48800963419793
PFDN2	7.3488016216607
ZNF200	4.79102443859559
NDN	6.20569482711132
PRR3	4.86979883567305
HBA2	7.18299682164724
FBLN5	6.6401161581419
PUM1	8.4960466133195
CCDC88A	5.16975683082695
TNNT1	7.13995628665407
KLHL24	5.22683520693917
HNRPH2	7.46411980729851
RAB7A	7.08067832388378
SGPP1	3.06220362340347
PMS2	5.61439139537831
ARNT2	6.54896109701632
CBR1	5.75738797458491
ITPR3	5.84528741423242
BIRC3	5.28813455966971
NRSN2	5.25867140865532
SPOCK1	4.1488891021499
H2AFY	8.52281413125619
RXRB	4.51943277598953
ZNF638	8.36666438787045
APBA1	3.64422531362824
RAB2A	6.65794871019919
ACTN4	8.44330187108527
FXC1	4.6210854597275
C6orf162	4.046100511881
HPSE2	3.72552020310598
PLCE1	4.5287068670226
INSL3	3.23581119816203
PTPLA	4.59947227239105
EIF2B5	5.9404486534824
DLG1	4.77680408131978
PINK1	4.34142245142035
TFIP11	5.21829390946016
VPS33A	4.66185636686415
SKIP	4.73850061671588
GRAP2	3.08383134253817
GAPDHS	3.79807542446522
POLR2G	7.36132136548988
CNTNAP1	4.43980058103821
PSTPIP1	3.58249703042209
CYP26A1	3.81954626846768
APOL2	5.09825284660004
TACC2	4.74889005714408
CNBP	9.7064504879464
WASF1	5.13455855351824
HSPB1	11.6764919385741
INPP5E	5.07929319832822
COX7A2L	8.74577042755112
HSD17B1	4.29876739598126
ARRB2	4.51849468377342
CUBN	4.01069916937983
SLC7A6	3.7386238949559
IGF1	7.50183232668075
ITPK1	5.68980767026818
NAALAD2	3.49139954118891
G3BP1	7.3040861222117
HSD17B10	8.39570108405725
NUP155	4.81648000066734
CYP39A1	4.12623009439902
GLULD1	3.14803833473883
RBM15	7.6948324671562
AMZ2	8.09758804330302
GDF15	3.62858448586732
CYCS	10.1889530928715
TECTA	3.58434013326739
CCDC46	5.03563813807889
GNAL	3.15273897428382
LPO	3.65801814086392
GZMM	3.7933842214349
PAIP1	7.20051640867505
DDX11	5.21148746186754
TAF9B	3.59944173848402
CACNA2D1	4.17289883936957
IMP4	6.96111518748799
SH3BP4	7.33273767651722
PADI1	5.06091242549718
DEC1	3.33998004138685
PON3	3.78829337554703
PROP1	4.11683682703805
UBB	9.87419857947662
RPA4	3.39517781797573
TCF25	7.02415625496728
NDUFS1	7.52120515587368
UPK1A	3.65922637504188
AES	5.33318306351545
PPP1R13B	4.58378049583165
TCL6	3.5612850313592
ARL2	6.85630536210733
CD2BP2	6.69524348065797
TOP3A	4.09676340306104
CHRM5	3.31896516419968
FGFR1	5.56009909017208
UGT2B17	3.61315287716854
CEACAM6	5.43956675784788
CERK	6.85895600884777
FXYD6	6.62895142069834
AP3S2	6.25420269064818
ZNF208	3.18042412050899
CARKL	4.44787790027683
HIST1H4E	3.43335468390803
GOT1	5.63134393992432
BBC3	5.07072287015743
CASP6	5.7629295291578
HOXA1	3.23536904028601
RCL1	5.8978289340388
RAB40B	5.93982650066956
PI4KB	5.31352619571728
LRRN2	4.23456822457442
B3GAT1	3.57120037089907
OAZ2	5.93648787809065
BET1L	4.07800939129091
NOC4L	4.52813237860828
FRY	3.94692831037115
C10orf12	3.17124980594501
AK3L1	6.5440161436196
FADS1	6.97055952700746
CSF3R	3.30336716423626
DKK2	3.05035336583902
POLR3K	5.42564849325324
LBX1	3.30598698670766
ATG2B	4.42377505059502
RHOT1	6.19477353370811
DARS	8.04623443109557
EPS8	8.02224300643513
OXT	3.40007147371603
C10orf56	4.48332991653213
ARL4A	6.59854336653123
CCDC64	3.86639556132791
DAD1	8.364198657232
HERC2	4.94103246758891
HSD11B2	4.34538236980342
USE1	5.84924263130166
FAM96B	7.8651998394841
HNMT	4.55874720431682
PCGF3	4.73963095980688
BSN	4.21157034044599
CAND1	5.67653605674413
ACTR10	6.7799022657823
NASP	6.15363134871146
C20orf4	5.03128221237577
ACSBG2	3.29272828620178
COL9A2	4.05438770349868
RWDD2A	3.75691735422617
PALLD	7.20008276107312
GPC5	3.66292366387993
CENTD2	5.67036180165625
TBL3	6.4940271526078
TLR1	4.56336992764062
LMO6	4.07754855121596
CCDC106	4.23042861350558
KPNA2	9.14016432933125
PARP16	5.534647105425
PDIA3	8.9280271889711
MACROD1	6.78838996770814
SFRS1	6.94799116583408
DCP1A	5.91404318228228
TMCO3	3.00836689667767
NTN2L	3.14988183134343
CLN5	5.30566197789759
BIRC5	6.6414098168078
PRR16	2.81043287752193
FAM63B	3.71885610926626
GLE1L	3.80201368300659
CES2	6.29380586875017
GNAS	10.2296903195572
KATNB1	5.99294671822819
CPLX3	3.86325928418137
WNT8B	3.82450082008671
TSPAN13	8.55371201531427
MRPL52	4.67204684956201
GHR	5.70291815995353
DUX4	3.98749363113382
BCLAF1	7.81348304492044
GOLGA3	4.67778597712122
CLEC4E	4.03993294079726
SCUBE3	3.94766912786848
UCRC	8.48378417054216
CDKL3	4.62932915818445
MGAT4B	5.72848242334045
BBS7	3.21531243777372
ZNF345	6.06873908718678
RTF1	5.40591751607679
SERPINB9	4.04759041228604
DHRS7	4.42342948824575
RIPK4	5.93254917844485
PLEC1	5.55619391053724
PIP3-E	3.97637183143672
KNTC1	5.29169865230983
EXOSC2	4.52277845957843
MS4A2	3.15923834026245
FGF17	3.42150282402309
WDR59	4.07812637039986
LAIR1	4.00180554744538
EVI2A	4.37716100681097
IL17RC	4.16454162044
GTF3C3	4.58602965957756
HS3ST1	3.77802507779244
ITGB1BP2	3.7704964423868
RBPJ	9.2627631350276
LRRC8D	6.93978301792436
ALDH18A1	5.54995207456842
INE1	3.71604920511315
TPI1	9.38043517017844
FLJ20035	4.15245011028334
GATA6	9.23813894583796
CABP1	3.53622159942660
RASGRF1	3.30965009437482
C4orf15	5.09909269289557
ALDH2	8.46381619782575
DAPK3	3.59195793392707
C3	10.1398229862295
EMP2	9.25829487052875
GJB1	4.35876775352956
PIN1	6.63665161206076
SLC6A15	3.52314686482379
POLE3	6.41518264533453
RIN2	7.44822648040428
CTSL2	4.11414074317756
APOC4	4.0163742364635
CYorf15B	3.10912333058785
TRIM2	5.27697715164663
CP110	7.6418646601116
KIAA1622	3.19212226345368
DNM1	4.57371189846414
HYOU1	7.89883974845887
OTUD4	5.53430810756339
USP7	7.0703425806116
ZSCAN16	4.87005498821173
ASCC1	5.25907443564614
OTUD3	3.44374955692222
YME1L1	7.78749260657277
HNRNPR	8.16042834718974
SERPING1	8.15258890218786
TPCN1	5.55574937744967
STARD13	5.58082118232032
PCBP4	5.58106033066533
ADI1	5.94568601227563
ASIP	3.10656677413197
CDH10	3.70023522950715
WBSCR22	8.72041399059155
SCP2	8.74186791064912
KL	2.99887264332309
SLC35D2	5.27096096939433
MAFK	3.76443843623854
SON	7.63673534892287
SBNO2	3.71735271622111
RACGAP1	7.94294961455179
SC4MOL	8.35325561120497
SLC6A6	3.40911599668554
OBP2A	3.65092212167455
PSMD3	5.73634009527421
ERLIN2	5.11085698788589
PPP1R9A	7.08421506946643
RAB35	4.24888942657563
PDZRN3	4.58163446976378
AVEN	4.49265613114234
FLJ21075	4.77169266705684
BCAM	8.62973891986196
C14orf132	5.67732167223948
PCK2	6.09453585399798
FKRP	3.10686385389691
HLA-DRA	9.07954516786532
GUCY2C	3.10280726765062
RP11-125A7.3	4.55643191339857
BARX2	3.61058197651445
DAO	3.31847247422191
EDNRA	3.99841955999091
NIPBL	5.65804854978888
ZNF331	5.06783264644415
PPP2R5A	5.87184527999409
HMGN4	6.40472580389026
DDX39	9.14609612264202
EFHC1	7.28081394763683
EIF3M	8.44624494525902
SLC17A3	3.35918479803088
ZNF24	5.81780185470833
ASCIZ	5.50756238822894
FNDC8	3.48103296384819
ESRRA	4.92993604808752
PTMS	4.21091520241087
PHF7	3.95428445157682
PIP4K2B	4.87598186567417
IRF3	5.26715243763589
GPR19	8.18508593359115
HHLA2	3.69993034791286
GMFG	4.23799356247408
BDH2	5.33539049100215
APOBEC2	4.02959745097245
PRSS21	6.44769847159657
PENK	3.59703479223174
PHF16	5.85098445562777
ZMAT5	4.1404963863117
SMAD9	3.18690311860367
SLAMF1	3.35286122398335
RGL1	6.44739113395307
DLGAP4	4.36305634525407
MBD5	4.22612315488788
PHLDA1	3.92406112172597
BACE2	6.49545774848488
APPBP2	6.34440631126144
LIF	3.85678435372129
OXTR	4.52018079615473
ACTC1	3.48380544673866
USP19	3.76786418063269
SUV39H2	3.12982445430371
ERO1L	4.5386746634431
ZNF395	7.4042806559276
CNTFR	3.70616315134503
HIST1H2BL	3.16663585119182
WNT3	3.58636680063848
ZNF549	3.38408467206744
ZNF467	3.84484586053127
SLC25A21	3.07839988202225
IL5	3.21503805842787
CLSTN2	3.74156285631065
LSM12	6.21338890557014
KRT37	3.23786595717875
NACAD	4.81064860737263
NAG18	2.8362436972666
PTGES	4.4305822038093
GDAP1L1	3.23416048538919
MFAP5	3.85352458425373
OPRK1	3.41296658940865
C12orf4	5.00941501504317
NTAN1	5.69794842375895
CST3	7.2673826478726
WDR6	6.14405370959968
NUP88	5.96861819509142
CD300A	3.72882792597929
FCGBP	3.76717638794577
CNIH	7.92616992475258
VASH1	3.60636352853144
DHX16	5.89119889872896
SLC35A5	5.01477700090911
CLEC3B	3.47539588809076
ARL2BP	5.49868635318451
C10orf79	3.08738740971106
ZNF79	3.79497581994581
CRP	3.44356695834542
OCRL	4.64655069014029
GLA	5.906854180689
NEBL	3.64324506791342
HSPA8	7.29898800358864
DIDO1	5.49749141144594
PLA2R1	3.04086693937469
NGDN	5.92449104849955
CBFA2T2	4.10290031386209
SAC3D1	7.42841972689545
PNOC	7.92429023861661
PIGP	8.44467256522166
AGGF1	4.80667980592252
PRRG1	4.93413410367154
DPF2	6.57426875506062
MYH13	3.09899217480542
TMED9	8.66748450963423
TRPV5	3.61549089718706
UGT2B4	3.36845970228375
PJA2	6.58576577999524
COLEC11	3.7457454022701
SCYE1	5.59472484035837
MED12	5.50107084115397
CARS	5.89908941341644
MYH1	3.27963735862724
CYP7A1	3.21182503602603
PHF1	6.55096749332731
LOC644096	6.26596178889727
FRYL	5.37087999789402
RHOBTB2	3.61540052955581
MMP27	3.03199005012810
ZNF432	5.98226458653404
SRD5A2	5.06699245827521
UTP14C	5.22477143570847
RABEP2	5.06997415117636
VWA1	5.41571985103733
FUBP1	5.35097936540477
IGLL1	3.67255957661593
KIAA0586	4.77672186849218
IL27RA	4.12579512355832
STON1	8.21637745958872
IL5RA	3.4726423802293
PERP	8.38365775960328
SMPD2	4.69675320750062
TNFSF12	4.18450158979192
FN1	7.12981753826682
MTR	6.5252302098905
CSRP3	3.23630402913181
MMP20	3.29959778433827
PHLPPL	4.06554564343628
CBX6	6.87973916044009
DHFR	5.96027977402054
PRG3	3.3143936384651
ALPP	3.04480665196286
ASH1L	4.07170932129183
CHRNA2	3.70116651893116
PPP1R12A	5.11859831389183
RBM38	6.82351097849083
ZNF7	4.41466820526644
RDH8	3.62276870944301
GPR132	3.6957697978706
DGKD	4.90540610339473
TPMT	5.62742667811556
ATP1A1	8.47730038127938
SERTAD2	7.14983191657091
C5orf4	5.13247823539078
ZNF672	6.44071940278935
PLXNB3	3.47199688975882
FAIM3	4.2540306510808
UBQLN2	7.67329537923227
NR1I3	3.51621147769761
ACVR2A	4.82817271323739
YWHAZ	8.54598725409031
LILRP2	3.70331800423386
GNAO1	4.99588564525836
OPA1	4.88113067517635
RPS6KA6	3.62735486877948
RPL10	12.1361178040044
MMP23B	3.32288331419678
PFKL	5.86244108817414
TMEM140	4.81666006739877
AURKB	5.33134505777822
IFI16	7.76132062728529
CSTA	7.38940946137499
PRPF39	5.03149037661414
DISC1	3.75322460575551
USP4	8.00329863691697
OSBPL10	7.24947040440078
CAPN6	4.83629378668702
CLTCL1	3.65130783873589
NUAK1	5.94674442952995
ALG6	5.63099116192956
NPPA	3.74817503367667
LAMB3	4.73869429076401
PPL	8.02493910042687
LRTM1	3.12420210566008
RRAD	3.59282267060235
TIPIN	6.3253680463016
CARD14	3.41601596365857
RBM9	5.29026076722584
LCN1	3.40905007077191
RALGPS1	3.92670824739989
NCOA3	5.26601642469668
CCDC6	8.24613807422752
RASSF4	3.96398578304491
MTHFD1	8.50358132189172
FCMD	4.70872712945659
IGHD	3.6546579875154
PLA2G6	4.48933619474379
TPT1	11.4692902991270
S100A3	3.96871240186135
SEC63	7.04144125307107
C10orf59	3.32531574988349
TOR1AIP1	5.48713603434309
PAFAH1B3	9.1489739496612
CEBPD	7.29423524593037
ZNF107	5.2609106348298
ALDH6A1	6.54180490101672
G6PC2	3.49796887365283
SNTG2	2.81934502259827
GRWD1	4.46579692390528
FLJ22222	5.27739723424225
BCKDK	5.72873182871552
CTSB	7.27752635667736
PFKFB1	3.65695396985797
ZFP36	7.24826579081093
SVEP1	3.38185078120985
PXN	4.63362685985192
TNF	3.32115589254043
SIRT2	5.55241299971723
C5orf21	6.55833779426349
VIL2	6.80900677843835
DIXDC1	4.13529141384511
GANAB	7.32448424298882
PDSS1	4.68732132212867
GRM6	3.26422824526153
NGFR	3.79693988706993
ATP8B4	2.80575400583343
MEIS1	9.6233142097964
BMP8A	3.68899607660631
NGFRAP1	10.5662230522753
EDAR	3.61562626965567
NEDD4L	4.53376934674205
CRYBB3	4.25095528386828
C6orf60	4.30067206516549
IL1A	3.55517139663337
GNRH1	2.96626252078541
PDGFD	5.6539810382126
CACNA1H	3.8225547854779
TXNDC3	3.13301894565266
ERCC1	4.54592493929838
CAV3	3.95522872445087
HARS	6.91058161663671
AQP8	4.05747106282566
CREBBP	5.58093535760522
ITGB1	5.1194343187735
SPACA1	3.39467398525066
ZNF254	3.71117867598321
PARK7	10.1478453953813
PAX1	3.13610371910571
PSMC4	7.92826914284001
KCNH4	4.0488721364404
TUBA1A	9.44825597662952
PRMT8	3.65113744380049
SELP	3.82871061717159
PSMD8	8.21616132019916
SOX10	4.05350650261082
HTR1E	4.12685064638378
RABGEF1	6.77156170512815
EPS8L3	3.79384012090158
MAP1LC3B	4.80390249316051
AGXT2L1	3.36001182546949
CYB5R4	4.66350272940636
MEMO1	8.19868153436571
LRBA	6.91195806294695
TRAPPC2	5.8269061911005
FLJ14107	3.7069037225641
FNTB	3.93935089856257
MYST3	5.21887462873755
KRT8	7.54510988732356
AURKAIP1	8.31912315339763
LMAN2L	7.40553934466538
C1GALT1C1	4.66252300391624
DSE	5.59232175454071
FHIT	5.43493117159959
OSBPL3	5.35732070716478
PPOX	6.16693996559245
SLC39A9	3.98510465610428
EPB49	4.49285327582119
LOC137886	5.77565438299071
C7orf49	6.21519199581486
RHCE	3.58545554804859
CST8	3.38529802675683
ATG7	4.50323178950489
SPP1	8.89871162506235
GLI1	3.7062819507822
HYPK	7.27931301899827
SFTPD	4.18454638474589
MCFD2	6.25316278594787
ZNF157	3.12811534250466
EPS15	7.54370140309896
SFRS2B	6.08185901518477
BTNL3	4.09729178015247
GPR23	3.64012344152768
TRPA1	3.17013702136155
ASPSCR1	4.90769635005211
GNS	5.28890844698926
FDFT1	7.68467490046309
ENO2	5.94421867145746
CBX1	7.88120434740193
PTGS2	3.14016214449277
BMP7	5.09535661667933
CCDC90B	7.19620693115854
LRP5	5.51513518864054
UBE2D3	7.60888342449798
ARFGEF2	4.51994573218434
ARR3	3.58436158286301
MAP1A	4.22800497853845
NEFL	3.14900512637787
CD2	4.06757041714077
FLJ23861	3.74391419976729
NAV2	6.61564681013923
ENTPD2	3.98715556573411
COX7B	9.83937921475508
ATP6V1A	6.39237245617736
TRGV3	3.34201347585723
ANKRD17	6.24868910501414
ADH1C	3.66283328610178
ATXN7	4.27448564971561
IL21R	3.57729097600464
CHN2	3.57448577849519
HAS2	3.56527387732328
C6orf48	8.9757159230098
TGIF2	4.94644683373023
KIAA0241	4.03972666049923
IGF2AS	3.86086249001739
CYP2C9	3.49387621104695
DNMT3A	4.1053944691697
CNOT7	7.88482952402201
FCAR	3.31666698900509
SFRS10	7.20723600536866
MARCH3	3.81483482612927
RUNX1T1	3.55291448191816
CTSK	4.7070502741376
LRRC61	4.82946077152109
HNF4G	3.25030261100106
LRCH4	4.73169326852736
PSIP1	6.75051205592524
AP2B1	5.50221206880779
C7orf28A	4.63052887775475
SMCHD1	4.4327179998747
EIF2C3	6.65325620288527
S100B	7.00294820784257
BMP2	3.70432626054636
POP7	8.15311114759819
UGT2A3	2.73886433967248
ESR1	4.36886449900557
ZFPL1	4.22871742355703
ARHGAP12	5.24497624352182
PGGT1B	3.30167592228315
LRRC19	3.03043965662466
ZNF767	4.37607291303749
DEPDC6	6.79133233004329
SLCO1B1	3.16461864776194
SST	3.16960163782227
NACA	11.3649715371314
KCNN3	4.079837124031
GLOD4	5.53793356737829
SCCPDH	6.54049405069598
PRF1	3.66622692893949
LST1	3.75396323892468
CDK4	7.61059729506774
TCF15	3.61348317772553
PARC	4.99745387318689
PRMT1	7.05286618026333
ITIH3	3.36681817281477
PPM2C	5.2440334998741
TEX10	6.04048003463287
EDA2R	3.27110292587728
LOC283345	5.45536033466946
NARFL	5.948381224081
DENND2A	4.6493866642556
C1orf103	4.87835528369711
DMXL1	5.29723661352837
KCNAB1	3.82114714635486
FLJ20254	5.88980787705356
RBM3	6.6640600721974
GPR1	5.07132421743174
DMTF1	6.59543824779174
HTR5A	3.23600207149307
MXRA5	10.9093996344416
GRM1	3.43821925381980
SCFD1	6.73854411575914
RAPSN	3.189213773399
ACOT9	6.7934350273764
PDE4D	3.23011486641279
TRPC4	3.44859967664278
EPHB3	3.99902779854062
GEMIN4	4.49144431591967
RAMP3	3.66368752097687
CNTN5	3.12224157861096
DLEU2	4.9548251637968
TSPYL5	7.55253859181744
GRTP1	3.76352493368506
ITGB8	4.79059648160635
GAP43	3.26531129230985
FRS3	3.55420566735901
PDE3A	4.31498298055737
TNFRSF10C	3.14798711441632
JMJD5	3.78421896979104
OTOF	3.36182707591190
TEX14	3.22334921201706
XYLT2	5.00549931362084
HIPK3	3.47914092116263
XPOT	5.91674882060102
RRH	3.27928297598949
CDR2L	7.90887386571375
GAL3ST1	3.462017045379
DHCR7	5.77501642695799
PDZD7	3.78465091902113
FGFR4	3.87272390852679
CRAT	4.70376166469389
C1orf217	3.97579296530116
SLC19A1	4.20017527950764
PPP1R14D	3.49026404965006
LIMS1	7.2288116460693
TMPRSS11D	3.05959779304204
TRIM14	5.63399428779028
PIK3CD	4.09839630878805
MFAP3L	3.47731644121656
DERL2	6.73075733723582
SLC7A11	3.8494134053089
FHL5	2.93219708675995
OR10H2	3.05998521452023
ACAN	3.76959483945666
BRWD2	5.77574840967018
PPM1E	3.91561528046709
DCUN1D2	3.63764596378567
TINAGL1	4.19991043341455
C3orf36	2.92536283370249
DOCK4	4.95646186109389
ENOPH1	8.16909618922272
FAM127A	8.49300298022462
SLC5A3	6.03047316623839
ARPC1A	7.48400884609644
CHST2	7.31707401729028
SPATA2	4.55597247999153
PGLYRP4	3.59854790975826
RUFY1	6.92299354467087
NTS	3.26614928689429
FRMD4A	3.11632825402294
RPS4Y1	4.91149521803108
BCL11B	3.63056209340219
TNFRSF8	3.98184805546775
FOXE3	4.00433243858734
PTGIR	4.15296637337950
ART4	3.18818435419416
EVX1	3.70601745846779
PRM1	3.20403465452496
GLCE	3.960300545927
GPR18	3.7278012429463
ACAA2	5.73026291549952
PIGK	7.03944973343518
HIST1H2AG	4.30961318320032
C16orf67	4.49905925776673
UQCC	5.36059863352156
PLS3	8.06948549712133
DAG1	6.79614905451467
WWOX	5.05906978854001
GTSE1	6.73056912453217
GP2	3.6332127678145
CHIT1	3.40501327100946
PLOD2	9.26692261945824
RPS24	11.3700078124191
KLF9	4.95850881995102
TTC27	6.32898794779684
PYROXD1	7.36211719709854
MIA	4.98379376679449
TSPAN2	3.41152676285138
MRPL9	6.05707354277695
PCSK2	5.91014880538525
PI3	3.14788187422904
RPL24	11.8770079108075
HIST1H2BE	4.08448613170898
CD86	3.57125998300301
CALM2	10.7642995239203
LFNG	3.25331905752009
GYG2	4.69807818443945
INTS12	4.54597052713256
RAB4B	5.56742880851917
CTSF	6.09874727314521
HUNK	3.56690866309991
GNA13	3.26207548458746
B4GALT4	4.55020872699736
TSPAN31	5.82204503005047
CHD1L	4.79826403341698
CNKSR2	3.94994814870149
C1orf156	5.76066178423881
IBSP	3.37492272707379
FUT8	7.15790846658814
TRMT11	5.50329900918206
AGA	4.2283645481363
GFRA2	3.60491965470569
WWP1	5.96286980031989
B9D2	5.30372459801441
CPZ	3.96397626119807
STAT1	5.26257304593906
PTTG1	10.5501475339274
TMEM62	4.14392607946909
COL8A1	2.95446533274261
RBPJL	3.65979941491492
CASP8AP2	5.66862090292214
SSBP2	6.11902738316126
MMP12	2.88674418373047
NME4	7.94254824150902
LOC55565	4.07295623445353
GABRA1	3.74745473844515
PEX11B	5.79809382159924
HABP2	3.30072610029044
REEP1	7.33300981311738
C9orf156	4.46250102447316
SMARCA1	4.6476884274101
WEE1	5.75684906336179
APOF	3.14374177408838
GCDH	5.35962987009164
SSR4	9.5954873057819
SPAST	5.47683765477672
RGS1	3.84562739124745
ACCN4	4.01221753554542
PLXND1	4.57830830429874
FLJ20489	4.82620117084565
MLCK	3.17456564754162
INTS5	6.16320526318076
BSG	5.21568421852285
PARP8	4.02004280951762
ZNF215	3.38316307381911
TEAD4	5.91060897180114
PDE7B	3.36508210551304
MS4A3	3.00761383945414
DTX4	5.33198613268129
EFEMP1	8.02282731982018
TNRC6B	5.43952731863991
TULP2	3.35129890859807
RERE	4.42568959407647
BNC1	3.10161266834107
FGFBP1	5.22668529950451
TIMM8A	5.20747270013518
PIGB	4.34120973194501
AJAP1	3.45575175409206
COMMD8	6.96527743844042
TRIP11	4.35277341809569
SLC25A42	3.03032632437457
SYP	4.24914470940935
PCDHB6	4.29733374329675
FLJ12716	5.43526012646706
FKBP8	4.57387689830321
KIAA1109	4.10396535348883
PTPRC	4.09301918592136
POT1	5.28936151908047
CCT7	7.46863796264357
MMP11	3.82820080465009
MYO1E	4.81725547513693
EEF1A2	4.48623698190470
MIPEP	4.19998275065535
ZFX	4.72104618773416
UCHL3	5.43174204648795
LRFN4	5.10986619463948
XCL1	3.53822919879359
CARHSP1	7.93821272668808
GREM2	3.20860796734637
CCDC102B	3.35127989978046
HDDC2	5.648176522744
SHC2	3.83842473220015
SDS	3.63082690251553
CASQ1	3.52066219794972
LYPLA3	4.74697492245467
INPPL1	6.27444839655514
SLC25A40	3.74456092292678
IHH	4.55326472427763
CHGB	3.74089183893832
COL9A3	3.91371648833125
C2orf18	4.69311905715167
DDEF2	4.94873999167858
BUB3	6.84451173323795
C6orf211	5.71021199174797
FOXD2	3.44343808851417
GGH	7.25168090021559
GGT1	3.96321413333849
ADARB1	3.99722660947227
VPS35	9.9107572661898
CNN2	5.3594300068229
DBP	4.09959582036288
WNT1	3.36695407144983
COL5A3	4.00528633678781
RHOD	5.46033890137468
ASNA1	6.12935676122088
WDTC1	5.41918199783856
COL4A2	6.49839114984739
HEBP1	8.9365465564613
SLC1A6	3.92667495305385
LUM	7.76579192855099
C1S	8.71759202572893
TCF7L1	4.88472082850637
ZCCHC6	6.5055204702969
ME2	5.13604753464174
PAGE1	3.70531493219407
