Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A05_491172
Composite Element REF	Signal
AACS	6.91922878343554
FSTL1	8.7723983471984
ELMO2	6.008679600068
CREB3L1	4.42775580143667
RPS11	10.5314521408655
PNMA1	7.55470102391555
MMP2	9.0485374278859
SAMD4A	3.97702892711194
SMARCD3	7.5498046402845
A4GNT	3.58736619052211
C9orf39	3.41862099015719
PKNOX2	4.19539233414629
RALYL	3.43078316712591
ZHX3	4.11780572867686
ERCC5	6.37539598398567
RXFP3	2.98437064920888
APBB2	5.20053062687607
BBOX1	6.2562228003169
PRO0478	3.00099698282759
GCSH	8.89771890583714
XDH	3.95232170262879
EDN1	4.52317738150687
MTERF	6.71175003807553
PDCL3	8.24288436059414
CLK4	7.1414186605285
KCNG1	3.6747447432367
CXCR4	9.28281087498503
DECR1	7.47465224831252
SALL1	3.20841313711141
PTPRR	3.29219523235984
CADM4	3.29158737246141
IRAK1	9.19234670018574
CFHR5	3.2482424788625
HNRPD	8.08822227858289
TMSB10	12.354812448096
CXCL3	4.35855864951469
LMAN1	4.00710907282733
SUHW1	3.51190704351988
CHD8	5.89585472053374
SUMO1	8.39298737712396
GP1BA	3.09397568958854
OR7A10	3.47175098941138
DDB1	7.94820011325715
CHRNA10	3.70758388684587
STYK1	3.23651819384516
MYO9B	4.3582368195947
CCNI	10.5708780756276
MMP7	10.6922548296752
EP300	6.35144503894554
CRNKL1	7.48749807454319
C9orf45	3.44343062661102
XAB2	4.52529868281965
RTN1	3.72078971063705
HIC2	3.84868110147649
TBX10	3.37306293813242
CENPQ	5.0668013411319
UTY	3.073476240055
OR2W1	2.94564413446889
ATP5G2	9.96418625622904
ZEB1	3.83956682557959
ZG16	3.52543800862372
ERG	3.96473736983025
PARN	6.9883690058424
SOD2	6.48406995868058
JOSD3	8.33922614427064
ADAM5P	3.31500302667611
CHD9	5.90079358037109
hCG_40738	3.721564532937
STK16	5.72132942820601
PDE1C	3.66002288558793
SEMA4D	6.07485324298457
AGPAT1	6.75787918934502
TOB2	6.56898081681697
BANK1	4.96564277314859
MAP3K3	5.13899902869014
MAX	4.95084134714489
GRM2	3.67188676714824
OSBPL8	7.63363151563286
PROSC	6.42408656276818
NR4A2	5.33939715458101
RICS	4.43299917930833
PIR	6.27870651088663
PPCS	9.30486013410046
IPO9	6.37971878025045
LONP1	6.25409641213058
EVC	4.31789421418576
CXCL13	4.65794642121928
SCYL3	5.59274193359594
KIAA1199	7.17973828334046
SORL1	8.28922064424465
NAT10	7.04939424643674
CHD1	6.04301676702089
SYN3	3.51620366134699
DMC1	3.84825023386629
SLC22A2	3.74404831161355
SERPINF1	9.3185156413058
C20orf27	6.23983434328393
OR7A17	3.094654722005
RPS6KA5	4.17731824823657
LHB	3.15640500877109
TAOK3	4.93767239537743
STK25	6.16919851671460
SLC12A4	3.52557540940321
BRCA1	3.89124368526025
GBL	5.42244004267
C14orf108	8.2425843586925
CDC25B	7.53972892634223
BMP3	3.09577752525611
MAP1LC3C	3.54205178575131
TMEM180	3.69965420509063
CRYGC	3.88316587515296
SLK	6.59064803621693
POU3F1	3.20575089881231
C20orf32	3.60066157025545
USP52	4.97765201321028
HIGD1B	4.19610650156596
BAZ1B	6.6912406549239
USP6NL	4.95632767515762
SLCO2B1	4.42346975468707
ABCD4	4.33376246156126
DIMT1L	6.30777420017426
SLC25A46	7.52694869795266
LARP7	7.62705267373893
TEK	3.81894556628729
CD160	3.57945843019669
TERF2IP	8.21820047592839
PHF20	5.7576879721692
COL1A1	8.7814505675348
KIAA0090	6.1827921379454
GTPBP1	4.71393624333296
GRK5	3.74235744665671
AP1S2	6.05242327495761
RAB33B	4.78216019260185
CA11	4.64940212450728
ALDOC	4.68833046374654
NUDT1	4.42340242959173
ZNF212	5.33958255144329
ACBD3	7.55143392126234
ZNF83	6.88246627534662
PRDM2	5.17390156409757
GDPD5	4.93905437492340
PDCD4	6.61871460712861
CEP350	5.60801777008694
FOXP3	3.22884011708196
SMYD3	7.45206587375785
CST7	4.90161839655202
SELL	4.58731433729339
CIAO1	6.52181942276918
LGI2	3.62985506823818
WDR45	6.49770263488128
ANKRD6	6.24795068565677
LTBP4	3.53446354589349
PSCD3	3.21088102605004
PYY	3.13205848444854
KCNC1	3.13991726555656
SIRT6	4.12975749309855
CCL19	4.25845662575094
ARHGEF9	4.20290026398192
ABR	4.33526494567083
C10orf22	6.75285499422107
STK17A	4.9990450082965
FOXE1	3.32812896447552
GML	3.28701551918781
CNGA3	3.09789935144095
CD38	4.26542848060726
ZDHHC6	8.17502622636277
NEFH	3.32463393861619
PGBD5	3.54687609533454
CTDSP2	7.29823712870096
RMND5B	6.03343711717421
ZNF257	4.42568191176858
DUSP4	4.32589708062474
FLJ22167	6.70247667076503
EXOSC7	6.7659331245738
ROR2	3.86428014893244
FOXM1	5.46773041380049
ZBTB48	4.88553319220785
BUD31	8.10311456958053
MAOA	3.87697476052736
CCDC41	4.7441364119985
TNNT3	3.55183579217630
FBXO11	5.82167171765202
GYPC	7.2312381762743
PLIN	3.46577326345775
RFXAP	3.44391607577977
C6orf15	3.95246772615282
RNF4	8.8414746102971
F8A1	8.95218215325333
PPP1R3D	4.72836471144586
GRB2	7.21987470920007
TPM3	3.29880752167444
SYT13	3.64306600894806
EPB42	3.37954587361316
RP5-1077B9.4	5.22434295784426
EIF1	10.3958031785722
CETN3	7.46769235887214
FPGT	6.53394753065585
PRY	3.46125373374826
NTHL1	5.17592380295941
POLR2B	9.39504873741511
RPS28	11.6566833315393
GDF10	3.20936486157181
COQ9	7.8847897537765
P2RX3	2.74450159130276
GCC2	7.34868372082663
RARRES3	7.33022703928359
PLXNA1	6.04253459160582
WBP4	5.39982460375047
KIAA0100	6.46849378754919
PMF1	7.5830871300706
HS2ST1	5.83536367003672
CRELD2	6.86175190023639
C8G	3.09954798745616
CD82	5.67349261539822
PMM1	4.72683555660029
CBLL1	4.33555691373725
LIM2	3.30253977994019
VAX2	3.59847816964762
SETDB1	5.38403472495804
LRAP	2.95630471871751
GCLM	8.36488913948164
CPEB3	3.84707331256605
PPM1A	5.96691429359486
INTS1	3.75941766670779
MMP16	3.21953768419622
CAMTA1	4.01637661704569
SAMSN1	6.23264225572946
DRD3	2.79990479064538
GMPPA	5.43858844868255
C11orf73	6.26540801984442
AIPL1	3.7539642587339
PTP4A2	9.95651273149528
IL24	3.27648212034288
BDKRB1	3.47038642975767
HPCA	3.55883885608161
MLF1	6.3552854905099
SEC14L1	5.75000728178374
CHFR	5.65296879177881
EMILIN1	4.17402946622289
THADA	6.94124726175803
TAF12	6.05032413482827
NDUFS4	8.03552638807698
ID1	7.09966098613336
PIK3CB	3.39028495857608
COL18A1	7.77757488725761
PDZD3	3.22248199694771
TBC1D17	4.7044629422877
COX8A	10.3113795587281
CDCA4	6.97425851548481
C2orf44	4.51955059450508
C9orf16	7.5460664100205
ERBB2IP	7.68591052276047
EMX2	8.56767494453573
FUS	5.80887022676874
NIPSNAP3B	3.45689392600393
TF	3.14382054261355
CXorf56	5.41936719439224
CLCN4	3.67739232761899
PWP2	5.26837109114942
MMP15	4.89546526706848
MTMR14	5.5098639022276
NPR1	6.3048423133805
DNAL4	5.26384083636462
ELAC2	4.72239408181333
ASS1	10.5192607100770
IPP	5.87682969568101
TMEM59	10.5988362618212
POLR2J	8.3057742644761
SEC23IP	6.29156193987691
RGS4	4.88998690921614
UQCRC1	9.49173470625898
SNX6	8.22307989328967
DDX18	7.75198549295905
POLG	4.17343955852171
ADAM23	3.78505658988252
ZNHIT2	5.26623809323054
TFR2	3.41045393945516
NCDN	4.18373532019115
RAG1	3.32040834393469
POMT1	4.87897168845824
CYP1A1	3.48803992226059
SNAPC1	5.69152213992733
GNA11	5.45497545869393
CCDC52	3.01177903022142
CAPN1	7.31235411231049
DDHD2	7.20963913211683
UPF3A	6.41614679075585
LAGE3	6.74448075280045
GNRHR	3.22943523807153
UNC13B	5.0039946091279
TTLL4	4.84646512320739
PPBP	3.38289759810813
HTR3A	6.68523482099814
SDC2	5.84459362025758
ANKRD49	7.76414247209344
BTF3	9.64105883022853
COX7A2	10.6453389361466
SARS	9.02502513679198
C13orf18	4.14644826010097
CACNB1	4.14989469729368
QKI	6.36741248487564
SETMAR	5.54807130493556
LAMB4	3.29921291032994
MAN2B1	6.26379485598146
EML3	5.19109100140087
ACADL	3.35479953743062
OFD1	7.93940963996355
CGA	3.58227891149406
EIF3EIP	10.6613803816988
PEX16	5.03156054323865
GNG12	8.90858108856295
HABP4	4.445158228353
CNTN2	3.59948509870943
ASNSD1	7.85154937882276
FUT4	4.04601555668135
DBH	3.50676252638447
CD53	7.83098997851903
HIST1H2BJ	4.24166754192271
TFAP2B	3.37240093632513
ACF	3.79099630966478
TMEM11	6.49969032276408
CDH8	3.38946880720559
C3orf32	4.27326987555724
AGPS	5.23710446584623
C4orf18	3.51086543680135
PCCB	7.60935416123106
IPO13	5.19275589500687
PECI	7.36432705396706
UNG	7.41480070273205
C6orf105	3.81712038530867
GSTP1	8.92962385881809
SUV420H1	7.83784194416151
ARHGAP15	5.01076574549567
LTBR	6.47434502929791
TDRKH	3.36178478400341
PSG4	3.55399435716575
SLC9A3R1	6.96418396425684
NBPF3	9.46691499789824
SLC9A3	3.47561977107812
OSBP	6.54602647922355
PRR5	4.90244918193619
CHMP7	5.54412619222441
ADRA1A	3.08239498984855
ASAH1	7.12526320925343
FKBP4	6.29633036042503
ZNF350	5.18775272121049
DOM3Z	6.3784882863422
GIPR	3.80019410176654
AHI1	4.85084848259538
BST1	5.23548912431218
NCR2	3.4936354778725
NADSYN1	4.45621703004961
UBE2W	5.8353069938042
RGS14	4.16173222474427
KRT15	4.2572596391052
SCN11A	3.72074682087937
GFI1	3.55751652201507
FHL1	4.96239802859533
SMC6	6.56284051594695
GATA1	3.56986012694173
OSGEP	6.45747030923624
ARMC6	5.16870210705248
HK3	3.66771285593973
PSMD5	7.65393130624848
RSU1	8.15265604977707
RPL4	11.5515856480193
MAD2L1	9.37821533287055
RBPMS	5.19332366935444
EIF4A3	9.8534562430117
E4F1	5.14290322987164
DLEC1	3.38562243378151
PRPF3	6.06076502196973
EMR1	3.35436736694161
CHMP2B	8.20207897332826
