Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E04_491232
Composite Element REF	Signal
AACS	7.357947393078
FSTL1	9.63262618348635
ELMO2	5.31812805668825
CREB3L1	3.91704231316716
RPS11	10.4032515864401
PNMA1	8.27739212586432
MMP2	4.85666953560144
SAMD4A	3.73874932696814
SMARCD3	5.41624731977461
A4GNT	3.59007393197525
C9orf39	3.49807628087616
PKNOX2	3.91491108575491
RALYL	3.25863920763368
ZHX3	4.21519288472223
ERCC5	5.65827479822271
RXFP3	3.24493531795441
APBB2	4.97561902402574
BBOX1	5.82205339612288
PRO0478	2.94576181783606
GCSH	9.09286631868312
XDH	3.70184199151724
EDN1	4.38637800348674
MTERF	6.70989659424417
PDCL3	7.52836885515324
CLK4	4.9174955516894
KCNG1	3.68488545778979
CXCR4	8.09641388607662
DECR1	7.74079479235024
SALL1	3.19156260009991
PTPRR	3.49122495540087
CADM4	3.29539579026248
IRAK1	7.78902840868225
CFHR5	3.07951505754209
HNRPD	8.01669098942228
TMSB10	11.9406203458727
CXCL3	3.65902075252785
LMAN1	4.11706202668077
SUHW1	3.43580834509684
CHD8	5.46878560289401
SUMO1	7.50480104924554
GP1BA	3.61720714393247
OR7A10	3.72693198807224
DDB1	7.76867601669157
CHRNA10	3.86538317861351
STYK1	3.77338091034764
MYO9B	4.74607715709933
CCNI	10.7112234268435
MMP7	8.6538608041528
EP300	6.59073882565462
CRNKL1	6.88241627095639
C9orf45	3.31450842832814
XAB2	4.27540586704154
RTN1	4.22280787159696
HIC2	4.21519673664786
TBX10	3.57975338432583
CENPQ	4.37256354276047
UTY	3.1325268715296
OR2W1	2.92749767729743
ATP5G2	10.4286865403860
ZEB1	3.41446421020927
ZG16	3.43622849230136
ERG	3.73759126894376
PARN	7.05562633912086
SOD2	5.91047429521331
JOSD3	8.29425586291919
ADAM5P	3.36969731166341
CHD9	7.00584860979652
hCG_40738	3.87299015358345
STK16	5.1792319694699
PDE1C	3.90911126838804
SEMA4D	5.56536976433007
AGPAT1	7.01790532962376
TOB2	6.91624458814989
BANK1	4.54137824603934
MAP3K3	5.34612155730936
MAX	5.13131628564687
GRM2	3.83044596043424
OSBPL8	7.14454311317328
PROSC	6.38427535132937
NR4A2	6.42312283653445
RICS	4.66930788973089
PIR	3.36923922433515
PPCS	9.73147990393429
IPO9	6.30851013025235
LONP1	6.65543169186922
EVC	4.05883303981677
CXCL13	4.29272112582463
SCYL3	5.79172460264019
KIAA1199	3.37200111758023
SORL1	7.26904932557887
