Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D01
Composite Element REF	Signal
AACS	6.66849939412092
FSTL1	7.19473521614243
ELMO2	6.77125188247109
CREB3L1	3.83744074375696
RPS11	9.98390829217474
PNMA1	7.7477001687655
MMP2	6.7962550256823
SAMD4A	3.83445311093314
SMARCD3	7.46484073286068
A4GNT	3.47152898587845
C9orf39	3.97223835548932
PKNOX2	3.8758591935369
RALYL	3.29587190689701
ZHX3	4.33294659679864
ERCC5	6.17348027584891
RXFP3	2.84695704964312
APBB2	4.05593508744531
BBOX1	8.07803497109854
PRO0478	2.77557763017546
GCSH	8.22514505402468
XDH	3.74682704179808
EDN1	4.24991274567465
MTERF	6.55128863351162
PDCL3	7.87577681273331
CLK4	6.60509729239908
KCNG1	4.12930723189899
CXCR4	7.57522507628687
DECR1	7.10284330174915
SALL1	3.3439601756536
PTPRR	3.61408770841148
CADM4	3.30276971073322
IRAK1	10.2147565134986
CFHR5	3.14253043898403
HNRPD	8.16870027101405
TMSB10	12.4166141912583
CXCL3	3.90268295251059
LMAN1	4.48316259496307
SUHW1	3.25135584841153
CHD8	5.65120260362335
SUMO1	8.43648408025319
GP1BA	3.08244436943251
OR7A10	3.69594254013641
DDB1	7.30564180156382
CHRNA10	3.60914660499487
STYK1	5.28498008522588
MYO9B	4.3895914300158
CCNI	9.86741260744566
MMP7	7.92017755237981
EP300	6.47696901252482
CRNKL1	6.41038354552935
C9orf45	3.08330060901089
XAB2	4.52237691280833
RTN1	4.00081204548032
HIC2	3.78405028876115
TBX10	3.55553384658458
CENPQ	4.88627103725379
UTY	3.11796675284041
OR2W1	2.78208298503245
ATP5G2	10.6134111206428
ZEB1	3.64476474250806
ZG16	3.40896963448684
ERG	3.95983615613356
PARN	7.67271041382921
SOD2	6.66205484694038
JOSD3	7.29031800638364
ADAM5P	3.16127630152876
CHD9	6.24782482709495
hCG_40738	3.75050817136215
STK16	5.67899850798013
PDE1C	3.57219736321902
SEMA4D	5.85389374231063
AGPAT1	7.12560580724646
TOB2	6.30691750377436
BANK1	3.17737665040348
MAP3K3	5.56837946674489
MAX	5.40082446591619
GRM2	3.683306492178
OSBPL8	7.45722129383205
PROSC	6.06957891461572
NR4A2	5.32498284766553
RICS	4.85856775176186
PIR	8.10406872596218
PPCS	9.23800872852445
IPO9	6.23326960788658
LONP1	6.76746970979863
EVC	4.49156113961677
CXCL13	4.78764663896059
SCYL3	6.92551423728559
KIAA1199	3.5149346866584
SORL1	8.70123368904737
NAT10	7.69951177181608
CHD1	6.48580204451677
SYN3	3.27793422252208
DMC1	3.94447213445815
SLC22A2	3.82977566394934
SERPINF1	6.96170200279554
C20orf27	6.15233033931232
OR7A17	3.32909172524411
RPS6KA5	5.87723975418504
LHB	3.26930934270683
TAOK3	5.27713739352635
STK25	5.950460319151
SLC12A4	3.49698283787002
BRCA1	4.86618329160445
GBL	6.11787752611962
C14orf108	8.14110131998799
CDC25B	7.80592311958974
