Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A01_547336
Composite Element REF	Signal
AACS	6.6906265863633
FSTL1	6.45266944780337
ELMO2	4.71801030365595
CREB3L1	3.75349935495628
RPS11	10.0063986782922
PNMA1	6.89271780458019
MMP2	4.30318430227191
SAMD4A	3.96539000803083
SMARCD3	7.66076260628241
A4GNT	3.68832085823546
C9orf39	3.26926025414828
PKNOX2	3.96543712962539
RALYL	3.50145345647422
ZHX3	4.18695720600045
ERCC5	4.87779617607558
RXFP3	3.0073344430052
APBB2	3.13642341244194
BBOX1	3.61751790973724
PRO0478	3.05871366014113
GCSH	8.132060524655
XDH	3.94821375083808
EDN1	6.31157773710162
MTERF	7.78006492257531
PDCL3	6.73638045933625
CLK4	6.47717659022536
KCNG1	3.93636296518862
CXCR4	6.99795169510081
DECR1	7.70687653882385
SALL1	3.38306786162166
PTPRR	3.44674635713681
CADM4	3.36445223312235
IRAK1	7.74174758336417
CFHR5	3.94165965215313
HNRPD	6.37214423592525
TMSB10	11.6822052996976
CXCL3	5.5812250670174
LMAN1	3.93066858797469
SUHW1	3.27676351543756
CHD8	4.76795588848708
SUMO1	8.31460384909363
GP1BA	3.68603602578834
OR7A10	4.05575821880959
DDB1	7.24553442781242
CHRNA10	3.78367780235263
STYK1	4.14951828207323
MYO9B	4.1516672410316
CCNI	10.0292220057230
MMP7	11.3032383827665
EP300	6.03826512396798
CRNKL1	7.3096038858759
C9orf45	3.25222436768588
XAB2	4.49755341737952
RTN1	4.65945145888593
HIC2	3.98024890133555
TBX10	3.59814964156883
CENPQ	4.20443950330552
UTY	3.29134750147668
OR2W1	3.04006191373468
ATP5G2	10.2852410577074
ZEB1	3.34132933111932
ZG16	3.62187301626045
ERG	3.98728353154776
PARN	6.1388536123099
SOD2	5.27763163257189
JOSD3	7.44759052623591
ADAM5P	3.27877952080432
CHD9	5.63162170438127
hCG_40738	3.84794145063881
STK16	6.60823835033088
PDE1C	4.06664829781177
SEMA4D	4.42761553781422
AGPAT1	5.9022627639274
TOB2	7.04187501254911
BANK1	3.3091753113245
MAP3K3	4.88799458618224
MAX	5.29966317755926
GRM2	3.84363290310543
OSBPL8	7.83283063366958
PROSC	5.59693405079446
NR4A2	4.08488638663763
RICS	4.87617452140571
PIR	3.98062292797296
PPCS	9.43772782045806
IPO9	5.65512625709727
LONP1	6.4258277405978
EVC	3.66422471526051
CXCL13	4.90185285404229
SCYL3	5.7308192057633
KIAA1199	5.35906318367829
SORL1	9.14778687206895
NAT10	6.76818997968163
CHD1	5.20542055140827
SYN3	3.58299023203927
DMC1	3.97842409883545
SLC22A2	3.67980275321197
SERPINF1	5.37792326971647
C20orf27	5.88501411066763
OR7A17	3.40150259123092
RPS6KA5	4.12211247816433
LHB	3.52234386462622
TAOK3	5.13027471126691
STK25	5.557405386546
SLC12A4	3.54930900967122
BRCA1	3.36004398551699
GBL	4.8583180891817
C14orf108	7.87236395350058
CDC25B	5.56692735490264
