Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B04_458662
Composite Element REF	Signal
AACS	6.22367547999227
FSTL1	9.16423055393949
ELMO2	5.88066222229941
CREB3L1	4.13314331014875
RPS11	10.0597444908404
PNMA1	7.58654353051277
MMP2	8.52151909127437
SAMD4A	3.81540616455286
SMARCD3	6.07720152035924
A4GNT	3.84090563147134
C9orf39	3.52349926327987
PKNOX2	3.83589928541597
RALYL	3.27766525681171
ZHX3	4.56957484739626
ERCC5	6.52901988956832
RXFP3	3.22402832608607
APBB2	3.97567849348776
BBOX1	6.09151899994225
PRO0478	3.02169505056408
GCSH	7.84978791094135
XDH	3.90692168973671
EDN1	4.69793580751471
MTERF	5.82016776066984
PDCL3	8.02742802439913
CLK4	6.48663202029355
KCNG1	3.48791619090458
CXCR4	7.91741205430716
DECR1	8.6346813430301
SALL1	3.34833104123112
PTPRR	3.31351166472287
CADM4	3.45382887833990
IRAK1	7.98258970018505
CFHR5	3.45741544937293
HNRPD	8.37331522644456
TMSB10	12.2265606587193
CXCL3	3.53535820776291
LMAN1	3.82827897339216
SUHW1	3.58680589378643
CHD8	5.97418988295698
SUMO1	8.29446229706556
GP1BA	3.11759475348490
OR7A10	3.89049678317801
DDB1	7.34198226822232
CHRNA10	3.49880405247542
STYK1	3.66672775267898
MYO9B	4.24636789240184
CCNI	10.2281949787039
MMP7	10.2475025269822
EP300	6.45379899356503
CRNKL1	6.85179735656421
C9orf45	3.14107948563983
XAB2	3.69442675668924
RTN1	3.62681857939482
HIC2	3.98185972415406
TBX10	3.51416563677959
CENPQ	4.18695373117278
UTY	3.16262673789102
OR2W1	2.92362000551258
ATP5G2	10.7698117193661
ZEB1	3.95846156001786
ZG16	3.41043996446373
ERG	3.61417186632681
PARN	7.652005853623
SOD2	6.05698575955356
JOSD3	8.78980733610124
ADAM5P	3.11336716781953
CHD9	6.34210994388602
hCG_40738	3.63423331509170
STK16	5.18386174789257
PDE1C	3.51382022551653
SEMA4D	6.16317992107392
AGPAT1	6.11460767573326
TOB2	5.88405953743809
BANK1	4.28740929722431
MAP3K3	5.10389093992541
MAX	5.07028099113307
GRM2	3.58056876883318
OSBPL8	8.11640662973455
PROSC	6.49911632897735
NR4A2	4.88771501555356
RICS	4.80869782532511
PIR	3.80909963797050
PPCS	8.27453797314104
IPO9	6.66012867648358
LONP1	6.09406270091722
EVC	4.43207784793153
CXCL13	4.30838527916787
SCYL3	5.38002237425787
KIAA1199	5.33021486430423
SORL1	8.58157700867248
NAT10	6.94769757210014
CHD1	6.59014579318345
SYN3	3.52340079183411
DMC1	3.74651565375313
SLC22A2	3.51981559101537
SERPINF1	8.09052323119298
C20orf27	5.89091076661948
OR7A17	3.28959384103176
RPS6KA5	4.17450255980025
LHB	3.47118909305815
TAOK3	4.88471291120368
STK25	5.47629022265626
SLC12A4	3.66897509191004
BRCA1	3.73233596811771
GBL	5.50039539716232
C14orf108	8.40590907872966
CDC25B	7.45953130259171
BMP3	3.17607770851157
MAP1LC3C	3.48627946170115
TMEM180	3.50431444601464
CRYGC	4.18520407481694
SLK	6.58047319666615
POU3F1	3.13323300903204
C20orf32	3.93104811339000
USP52	5.97824968883974
HIGD1B	4.08604241533
BAZ1B	6.86567711456618
USP6NL	6.45686335284667
SLCO2B1	4.30964176862847
ABCD4	4.60907421823088
DIMT1L	6.15677531203832
SLC25A46	6.73236909454029
LARP7	7.313491874657
TEK	3.45475951687723
CD160	3.56587396699738
TERF2IP	6.79687267276391
PHF20	6.92284278346344
COL1A1	8.3209681123758
KIAA0090	4.78174080175793
GTPBP1	4.35853665092249
GRK5	3.64888965499559
AP1S2	4.34660178559576
RAB33B	4.56120320929424
CA11	4.01467162463766
ALDOC	5.85949260651183
NUDT1	5.50794945407611
ZNF212	5.68723715951981
ACBD3	7.00471373071277
ZNF83	7.3079707905362
PRDM2	4.77499230590186
GDPD5	5.30807942474229
PDCD4	6.10635398909021
CEP350	6.97621780455694
FOXP3	3.24828345551477
SMYD3	7.58126438024024
CST7	3.96695423876484
SELL	3.53725549461313
CIAO1	6.40442554548766
LGI2	3.77240217326555
WDR45	6.0360119175249
ANKRD6	6.80709191204297
LTBP4	4.13533870257942
PSCD3	3.30853929302021
PYY	3.20753108582446
KCNC1	3.15326843388845
SIRT6	3.84366510343081
CCL19	3.50598196139292
ARHGEF9	4.69357064997181
ABR	4.38204703476318
C10orf22	6.63004333100608
STK17A	4.31881667166853
FOXE1	3.25113029165493
GML	3.01930006629396
CNGA3	3.10216122375831
CD38	3.27147029457051
ZDHHC6	7.2966370353491
NEFH	5.24257796262395
PGBD5	3.77981572168914
CTDSP2	6.95261631191342
RMND5B	6.35954998172451
ZNF257	3.23360958402824
DUSP4	3.74328701522288
FLJ22167	5.34881958279771
EXOSC7	7.13983531781624
ROR2	3.73584314281816
FOXM1	5.23567711900937
ZBTB48	4.09528417260718
BUD31	8.13776041168851
MAOA	4.33518846807872
CCDC41	5.36288771548073
TNNT3	3.63099049560055
FBXO11	5.95773334896456
GYPC	5.31313062365455
PLIN	5.1241026907344
RFXAP	3.62435851586337
C6orf15	3.73867089458809
RNF4	7.8462864427679
F8A1	6.77750094547935
PPP1R3D	4.43763322158865
GRB2	7.27808655743665
TPM3	3.13032640717397
SYT13	3.77584534315398
EPB42	3.61323832636077
RP5-1077B9.4	4.68549256386291
EIF1	9.79571558111872
CETN3	7.1754755413242
FPGT	5.18217230405091
PRY	3.80296376956104
NTHL1	5.84651571980375
POLR2B	9.12545887688383
RPS28	12.1548133200816
GDF10	3.00325779794944
COQ9	7.42172559858238
P2RX3	3.1566339908399
GCC2	7.20287516138612
RARRES3	5.1980038740741
PLXNA1	6.0978361952319
WBP4	4.72795274800066
KIAA0100	7.32898137588658
PMF1	7.01288757208947
HS2ST1	6.08434403720768
CRELD2	6.70912294762721
C8G	2.88810089802720
CD82	5.24495868340283
PMM1	4.41714159077188
CBLL1	4.41946544180098
LIM2	3.25244441161191
VAX2	3.93859215727100
SETDB1	5.68752401851351
LRAP	3.42625694746854
GCLM	5.77379710515977
CPEB3	3.38251532223009
PPM1A	5.75620273535698
