Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F06_491258
Composite Element REF	Signal
AACS	7.01387722460874
FSTL1	6.68999690537647
ELMO2	5.47738030858212
CREB3L1	3.63407696003409
RPS11	10.8483100338694
PNMA1	7.6404656088615
MMP2	6.62879627170757
SAMD4A	4.14020958595561
SMARCD3	7.39689360963342
A4GNT	4.05476543285505
C9orf39	3.22592979354986
PKNOX2	4.0839934451376
RALYL	3.66513474276245
ZHX3	4.15518264207594
ERCC5	6.74113242045963
RXFP3	3.09706508087896
APBB2	4.359878621639
BBOX1	7.17034992709768
PRO0478	3.02242911163472
GCSH	8.36316211326872
XDH	4.28313386393979
EDN1	3.63526011675267
MTERF	6.440039310412
PDCL3	6.3784702939078
CLK4	7.20931577294722
KCNG1	3.65241600971409
CXCR4	8.67609244631449
DECR1	8.72783603132624
SALL1	2.91198228439678
PTPRR	3.63465220993341
CADM4	3.38929417643493
IRAK1	8.70254092651506
CFHR5	3.28069686989193
HNRPD	8.45716880471856
TMSB10	11.4962643885111
CXCL3	4.63593959709449
LMAN1	4.17627086642950
SUHW1	3.42822226847708
CHD8	5.94133619760427
SUMO1	8.08153788739247
GP1BA	3.54535644287244
OR7A10	3.97317988948964
DDB1	7.75541960752186
CHRNA10	3.59640111844872
STYK1	3.43869275544786
MYO9B	4.2735930155457
CCNI	10.5012726715346
MMP7	5.80202108101146
EP300	6.75177194244362
CRNKL1	6.72029488778667
C9orf45	3.33786535997288
XAB2	4.74358749385587
RTN1	4.30683380822729
HIC2	4.11103216593202
TBX10	3.48690583209376
CENPQ	4.10525154134846
UTY	3.19738379314393
OR2W1	2.82171054197195
ATP5G2	10.9125709690677
ZEB1	3.4797834705144
ZG16	3.69832018237022
ERG	3.76526687369208
PARN	7.13942535313863
SOD2	5.18516202309518
JOSD3	7.35382606331586
ADAM5P	3.48388095625577
CHD9	6.22416201984009
hCG_40738	3.94119916425788
STK16	5.36924175413275
PDE1C	3.85398775355551
SEMA4D	5.890894165044
AGPAT1	6.95236889748402
TOB2	5.69721862060201
BANK1	4.74188683300123
MAP3K3	6.11522927650971
MAX	5.65128769025543
GRM2	4.00394384212865
OSBPL8	7.2242939345726
PROSC	6.30309885653398
NR4A2	5.20376887342574
RICS	4.12486248868618
PIR	4.55682257400171
PPCS	8.58649061690398
IPO9	6.23387679819156
LONP1	7.25036073471402
EVC	4.5307556575015
CXCL13	4.27439407915463
SCYL3	5.64952678729113
KIAA1199	8.75296429562046
SORL1	7.3984146544106
NAT10	7.28795919454045
CHD1	8.15171415085712
SYN3	3.51333038981173
DMC1	3.93796103413977
SLC22A2	3.8442031067026
SERPINF1	4.98980227643766
C20orf27	6.24661274984344
OR7A17	3.31500689761867
RPS6KA5	5.35814249734899
LHB	3.48727480057602
TAOK3	4.77726725652023
STK25	6.04734927566182
SLC12A4	3.694571180591
BRCA1	3.37770805531366
GBL	5.19694350137082
C14orf108	9.19826292448167
CDC25B	5.97475521610792
BMP3	3.15573019527708
MAP1LC3C	3.50199263935435
TMEM180	3.40977988013392
CRYGC	3.64641851827829
SLK	5.85118419641383
POU3F1	3.40234098379498
C20orf32	3.82389829153978
USP52	7.15230263892526
HIGD1B	4.02471443511785
BAZ1B	7.05193909073862
USP6NL	5.72242462296254
SLCO2B1	4.19378852429479
ABCD4	4.979437406985
DIMT1L	6.395421692475
SLC25A46	7.06308924250343
LARP7	6.43730544249413
TEK	3.67327337855692
CD160	3.75499746495357
TERF2IP	7.25500234039643
PHF20	6.09799094713682
COL1A1	6.58590523084245
KIAA0090	5.84894971969892
GTPBP1	4.49590722482124
GRK5	3.8568008776613
AP1S2	5.463280143082
RAB33B	4.89415275693192
CA11	4.27904260939423
ALDOC	5.05509936193168
NUDT1	3.90974625674781
ZNF212	6.69097893003946
ACBD3	7.33427137551252
ZNF83	8.01663182667959
PRDM2	5.27239343337034
GDPD5	4.21026051003074
PDCD4	5.39561780827717
CEP350	7.09724692546355
FOXP3	3.32219388678723
SMYD3	6.45438364331195
CST7	3.92370069652672
SELL	3.96895043987897
CIAO1	6.60638939770871
LGI2	3.82580545214958
WDR45	7.43313115039393
ANKRD6	7.113057112634
LTBP4	5.04035812309445
PSCD3	3.17468541522842
PYY	3.15540548702645
KCNC1	3.27002764260343
SIRT6	4.43477748097455
CCL19	4.02245755872187
ARHGEF9	4.00096776567855
ABR	4.2121375892654
C10orf22	8.08642749847531
STK17A	4.24209701333766
FOXE1	3.30723861605172
GML	3.31027008868655
CNGA3	3.21064043127826
CD38	3.77249097544707
ZDHHC6	6.75827812102983
NEFH	3.34459472248905
PGBD5	4.1660246708355
CTDSP2	7.06224216853553
RMND5B	5.49036199316798
ZNF257	3.76391663582565
DUSP4	4.17973494291944
FLJ22167	6.20773407686001
EXOSC7	6.43088995338403
ROR2	3.56811326669862
FOXM1	4.86615517531652
ZBTB48	5.60018583261021
BUD31	7.7302796062921
MAOA	3.76418095187858
CCDC41	5.95625960248706
TNNT3	3.63146206851505
FBXO11	6.00125131889413
GYPC	4.5294406822364
PLIN	3.76029772864795
RFXAP	3.37115593823826
C6orf15	3.82413834233733
RNF4	8.89182726667122
F8A1	7.94335311183377
PPP1R3D	4.41839078653490
GRB2	6.70940096547526
TPM3	3.12297961538277
SYT13	3.85097444402528
EPB42	3.52238230102712
RP5-1077B9.4	5.46571859388700
EIF1	10.4421466047204
CETN3	8.08064221978973
FPGT	4.79743177274883
PRY	3.56021806642197
NTHL1	4.61932982513131
POLR2B	8.72476540236864
RPS28	12.3259947695050
GDF10	2.95027163655924
COQ9	7.76258733396181
P2RX3	3.08225220187114
GCC2	6.80843201576342
RARRES3	6.84012624538536
PLXNA1	6.25627751819542
WBP4	5.1737860003409
KIAA0100	5.83202117382843
PMF1	6.55465500859325
HS2ST1	5.32494687589958
