Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C10_543724
Composite Element REF	Signal
AACS	7.16725519637795
FSTL1	8.50004715925682
ELMO2	6.00683146147072
CREB3L1	3.86639593866849
RPS11	9.89872380142517
PNMA1	8.62952682769595
MMP2	7.36972712689514
SAMD4A	4.01735113543696
SMARCD3	7.92334326451972
A4GNT	3.60045559533921
C9orf39	3.26814903607312
PKNOX2	3.96268820500074
RALYL	3.08133194445605
ZHX3	4.43528314795525
ERCC5	6.00478435470284
RXFP3	2.99735066991760
APBB2	3.75188827062777
BBOX1	6.18503177599255
PRO0478	3.10621515069941
GCSH	8.70940149137577
XDH	3.47976275156056
EDN1	4.17184396826645
MTERF	6.65705060630731
PDCL3	6.92159209182445
CLK4	6.76458027094899
KCNG1	3.72119840379852
CXCR4	6.69002845991512
DECR1	7.86418538881617
SALL1	3.30999182480036
PTPRR	4.43984064671874
CADM4	3.21480452820415
IRAK1	8.78766178226606
CFHR5	3.27128434189255
HNRPD	7.79995240404316
TMSB10	12.1078840007986
CXCL3	3.72963713063138
LMAN1	4.3393238863497
SUHW1	3.26078618894504
CHD8	6.32645239224356
SUMO1	7.9195040415888
GP1BA	3.16159538602823
OR7A10	3.76018227967915
DDB1	7.62485768980027
CHRNA10	3.68031702462276
STYK1	3.34454515010135
MYO9B	4.28557930602558
CCNI	10.2833149040199
MMP7	6.59091901719987
EP300	6.33909100731893
CRNKL1	7.42541441390585
C9orf45	3.03708825715664
XAB2	4.21438775472251
RTN1	3.87061860831205
HIC2	3.66916859338735
TBX10	3.52184469711894
CENPQ	4.7838990682786
UTY	3.18275092498333
OR2W1	2.94704374808428
ATP5G2	10.8932945864340
ZEB1	3.39366893351659
ZG16	3.38305968521201
ERG	4.37245739897002
PARN	7.77519028764094
SOD2	6.85392723689794
JOSD3	8.37246789413575
ADAM5P	3.16818287409145
CHD9	6.75175131082939
hCG_40738	3.71190575802010
STK16	4.91096390148815
PDE1C	3.53020604096823
SEMA4D	5.11574760172606
AGPAT1	7.14468780166737
TOB2	6.15740584318782
BANK1	3.26997700954133
MAP3K3	5.37390633776773
MAX	5.45209227440493
GRM2	3.61173300547561
OSBPL8	7.65064772010806
PROSC	6.85971846771093
NR4A2	4.08863168779267
RICS	5.25513506790363
PIR	7.55918136030943
PPCS	9.39306923328011
IPO9	6.16794255273164
LONP1	6.46397193814032
EVC	4.33455263375242
CXCL13	3.96390669691037
