Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A10_547364
Composite Element REF	Signal
AACS	6.32188392906659
FSTL1	7.96497518351496
ELMO2	5.73015167317331
CREB3L1	3.79464887627731
RPS11	9.92255482387544
PNMA1	7.36979394272144
MMP2	6.79183089928667
SAMD4A	3.96454992845813
SMARCD3	4.93599993746494
A4GNT	3.85798127978848
C9orf39	3.47295429889995
PKNOX2	3.81628301473387
RALYL	3.31842130645281
ZHX3	4.12813611501014
ERCC5	5.33412799727934
RXFP3	2.92474338049468
APBB2	4.02852140767399
BBOX1	4.37799248622192
PRO0478	2.98715929642354
GCSH	8.50925044351565
XDH	3.48140121979896
EDN1	3.48361874663478
MTERF	6.94020846491594
PDCL3	8.24923775195334
CLK4	6.35905929506789
KCNG1	4.61708537544041
CXCR4	7.0815842083125
DECR1	7.55948574026459
SALL1	4.85357540976356
PTPRR	3.64455627820314
CADM4	3.29565600649332
IRAK1	9.7652429938224
CFHR5	3.24266547001091
HNRPD	8.90781038659068
TMSB10	11.9781071248694
CXCL3	5.35239061896091
LMAN1	4.0805138965755
SUHW1	3.54583375930819
CHD8	5.92815110840504
SUMO1	8.94303620915843
GP1BA	3.16441210706657
OR7A10	3.59514602793942
DDB1	7.4349907095941
CHRNA10	3.83150537837409
STYK1	4.03861427971407
MYO9B	4.91676503621162
CCNI	10.7187154547707
MMP7	5.49055516726594
EP300	5.90857714904099
CRNKL1	7.39925875503362
C9orf45	3.48479081800103
XAB2	4.3684886105868
RTN1	3.61462201095472
HIC2	4.49955262400851
TBX10	3.54958140432616
CENPQ	4.61446093215928
UTY	3.11286643535794
OR2W1	2.83200127206662
ATP5G2	10.6923743541753
ZEB1	3.45486404126974
ZG16	3.40687697484452
ERG	3.64152855730832
PARN	7.06567711251897
SOD2	6.4134572314409
JOSD3	8.391160842782
ADAM5P	3.25895155596598
CHD9	6.70083326659941
hCG_40738	3.99539996347461
STK16	5.89291055390706
PDE1C	3.53696890922035
SEMA4D	5.69002035813997
AGPAT1	6.78714522609316
TOB2	4.97298180125662
BANK1	3.39821200197179
MAP3K3	4.88254612951019
MAX	5.10713787969487
GRM2	3.83728211901166
OSBPL8	7.09899506519974
PROSC	8.13883205632517
NR4A2	4.08571638324679
RICS	5.1317047004109
PIR	3.918873425434
PPCS	8.5858018757967
IPO9	6.45438565157785
LONP1	7.38670440405421
EVC	4.66436210240662
CXCL13	4.63837735670155
SCYL3	5.40401448902644
KIAA1199	6.4728277798293
SORL1	7.2943871315297
NAT10	6.74560057531545
CHD1	7.43748032654347
SYN3	3.64076666223702
DMC1	3.70778565183113
SLC22A2	3.55968574642012
SERPINF1	7.76245898983486
C20orf27	6.4784414271992
OR7A17	3.32361982466624
RPS6KA5	4.27114411344723
LHB	3.42149704555088
TAOK3	4.72072459283907
STK25	6.13131816988357
SLC12A4	3.56141591370326
BRCA1	4.35896529477929
GBL	8.09697889365354
C14orf108	7.40098403050708
CDC25B	7.47572242403475
BMP3	3.21957948429947
MAP1LC3C	3.34175348207576
TMEM180	3.78775283800145
CRYGC	3.7325366818763
SLK	5.65580026782455
POU3F1	3.25875047061504
C20orf32	3.69162798878717
USP52	6.00464121753363
HIGD1B	3.79103338407701
BAZ1B	6.78841964111477
USP6NL	5.77437004428434
SLCO2B1	4.20515681575312
ABCD4	4.66180723176352
DIMT1L	6.43800396288145
SLC25A46	7.7399709198599
LARP7	7.55874136642755
TEK	3.52720243410093
CD160	3.58775909272276
TERF2IP	7.91273824619834
PHF20	6.31782591674604
COL1A1	7.48464370049486
KIAA0090	6.1304195808328
GTPBP1	4.17242781386249
GRK5	4.19199384766184
AP1S2	6.4163104690374
RAB33B	5.02922369106357
CA11	5.05516656885217
ALDOC	5.75096269647354
NUDT1	6.26037373270472
ZNF212	5.36615076341362
ACBD3	7.53333305962087
ZNF83	5.6459739012689
PRDM2	5.09956548356908
GDPD5	4.31011445617825
PDCD4	6.61819761670208
CEP350	5.94298423512661
FOXP3	3.17608699407806
SMYD3	7.31337063727906
CST7	4.16793122449487
SELL	4.44213040163744
CIAO1	7.46153952335643
LGI2	4.26924997958744
WDR45	6.9356372679416
ANKRD6	6.1579297394215
LTBP4	3.68845116755111
PSCD3	3.12480144827693
PYY	3.1191121048992
KCNC1	3.05818434079451
SIRT6	4.41082642660062
CCL19	3.87040498354096
ARHGEF9	4.97454106502144
ABR	4.89588817923125
C10orf22	7.70444510579126
STK17A	5.78060184023856
FOXE1	3.34766272617315
GML	3.43198479006048
CNGA3	2.96631753594448
CD38	3.44004260645189
ZDHHC6	7.65731801339488
NEFH	6.02766525876072
PGBD5	3.92339830865149
CTDSP2	7.86559981351542
RMND5B	6.3612343407919
ZNF257	3.95811821526355
DUSP4	4.43601201418104
FLJ22167	6.39351759164709
EXOSC7	7.43761049154006
ROR2	4.04937712834734
FOXM1	5.6131378106019
ZBTB48	5.03996405594637
BUD31	9.15663291082111
MAOA	3.85181593888267
CCDC41	5.16200801525253
TNNT3	3.63650768834407
FBXO11	6.9880215209443
GYPC	4.93998231054897
PLIN	3.32023217506148
RFXAP	3.61603724819612
C6orf15	3.79586814373874
RNF4	9.40443412145391
F8A1	8.35256276991518
PPP1R3D	4.98491810461895
GRB2	7.12738732908124
TPM3	3.18733530789208
SYT13	3.61345248926757
EPB42	3.40260980145078
RP5-1077B9.4	5.70709262487498
EIF1	10.7724711414203
CETN3	8.01358200161817
FPGT	4.92351510044664
PRY	3.49935517609317
NTHL1	7.70315660091132
POLR2B	8.83638760334535
RPS28	11.7457877603807
GDF10	3.05174414370861
COQ9	7.31603537079546
P2RX3	2.84832847011172
GCC2	6.63650359499226
RARRES3	4.73629714914982
PLXNA1	5.82651386608602
WBP4	4.91031425892783
KIAA0100	6.51283195043511
PMF1	7.13748244790387
HS2ST1	6.31345699919487
CRELD2	5.86832220194146
C8G	3.21877340028034
CD82	5.11612229916691
PMM1	4.17355865728086
CBLL1	4.54190933014637
LIM2	3.32014304938407
VAX2	4.83462159419728
SETDB1	6.25688762593915
LRAP	5.68466259560389
GCLM	5.95172607931222
CPEB3	3.55487113906891
PPM1A	5.29250236619523
INTS1	5.20410945262306
MMP16	3.17885508006372
CAMTA1	3.86774910738639
SAMSN1	5.0998726743213
DRD3	2.83219361206543
GMPPA	5.59789956020008
C11orf73	6.84512065072419
AIPL1	3.95788546620426
PTP4A2	9.65971265150657
IL24	3.29486764665149
BDKRB1	3.15622352546719
HPCA	3.36777345959442
MLF1	5.92022181181766
SEC14L1	7.68496194839569
CHFR	5.23172158689612
EMILIN1	3.76415381361047
THADA	7.37688766963942
TAF12	6.24467014439369
NDUFS4	7.19063929095761
ID1	4.41428780413092
PIK3CB	3.87768554534315
COL18A1	7.31507007546316
PDZD3	3.21100777170449
TBC1D17	5.89329838272465
COX8A	9.2765353652999
CDCA4	6.37829194499599
C2orf44	5.88853777232617
C9orf16	7.95569575221347
ERBB2IP	8.53501486660272
EMX2	9.32277482652023
FUS	6.62316883764103
NIPSNAP3B	3.48054197399547
TF	3.28008258693752
CXorf56	5.38070149563625
CLCN4	3.79033238719953
PWP2	6.53696582734761
MMP15	4.12323907071258
MTMR14	6.37961871372119
NPR1	4.80913045894649
DNAL4	5.15863495665326
ELAC2	5.09238826216593
ASS1	8.84492935632747
IPP	5.33246248370406
TMEM59	9.07717722996354
POLR2J	8.9186696485745
SEC23IP	6.26615858249964
RGS4	4.97624525436511
UQCRC1	9.1167215175575
SNX6	7.14904049019615
DDX18	7.78497823961089
POLG	4.9277000302947
ADAM23	4.16162705996412
ZNHIT2	4.65624186724658
TFR2	3.27908569691854
NCDN	4.33194992521139
RAG1	3.29563204670212
POMT1	4.41760004237923
CYP1A1	3.75520177577968
SNAPC1	5.61300231686934
GNA11	5.73074241377675
CCDC52	3.23205870654593
CAPN1	5.77655200737228
DDHD2	8.58093949672075
UPF3A	6.67429174436506
LAGE3	6.3941888211272
GNRHR	3.15610823467424
UNC13B	5.78487143684604
TTLL4	5.87894138882541
PPBP	3.47663225302803
HTR3A	3.22607125130907
SDC2	6.23931707501987
ANKRD49	6.64339878100612
BTF3	11.4077667001853
COX7A2	10.8188786869994
SARS	8.63359825972513
C13orf18	3.73356579394991
CACNB1	3.86944737534380
QKI	5.84925876453478
SETMAR	6.53637695032379
LAMB4	3.25336638296706
MAN2B1	7.26974435987259
EML3	4.82123640506725
ACADL	3.30718329530953
OFD1	7.48538515762907
CGA	3.83551816893415
EIF3EIP	10.7949330974347
PEX16	5.90006690580036
GNG12	6.92047607279392
HABP4	4.78235679322095
CNTN2	3.24799340844912
ASNSD1	7.60200546963797
FUT4	3.61279371035526
DBH	3.60660661271773
CD53	7.47870988638671
HIST1H2BJ	3.36529881098418
TFAP2B	3.21763693752481
ACF	3.74126370466002
TMEM11	6.29587078614772
CDH8	3.29031350608985
C3orf32	3.4169607456349
AGPS	4.70837993635605
C4orf18	3.24779846637376
PCCB	7.20693222246162
IPO13	5.03927451405483
PECI	7.08319963392306
UNG	8.50993914712104
C6orf105	3.53654805412774
GSTP1	8.55969706449262
SUV420H1	6.91147638295874
ARHGAP15	3.81528087068733
LTBR	6.66656512863535
TDRKH	3.23215227183902
PSG4	3.3961907059389
SLC9A3R1	6.79442607991426
NBPF3	9.11806183741028
SLC9A3	3.55603892442155
OSBP	6.04210270078317
PRR5	4.0768796801851
CHMP7	5.12348363925079
ADRA1A	3.02200555621337
ASAH1	6.38115186481223
FKBP4	7.53347315638628
ZNF350	4.34164599705392
DOM3Z	5.97446036723662
GIPR	3.43362135038264
AHI1	4.98552719681097
BST1	4.06783100560796
NCR2	3.68281985546593
NADSYN1	4.21756786637764
UBE2W	5.72475010459783
RGS14	4.03599581412314
KRT15	3.6275138465067
SCN11A	3.93502823838426
GFI1	3.48760356560618
FHL1	6.00001651024001
SMC6	6.93065036246887
GATA1	3.48958462833839
OSGEP	5.87928128804737
ARMC6	5.1975843176343
HK3	3.71426753127748
PSMD5	7.02055426225273
