Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H02_491216
Composite Element REF	Signal
AACS	7.15622645777685
FSTL1	10.2053231478701
ELMO2	6.22205637724056
CREB3L1	4.09684059742093
RPS11	10.3244265579590
PNMA1	8.21428458024871
MMP2	8.79431273504923
SAMD4A	4.16499574608943
SMARCD3	6.12391378350013
A4GNT	3.71708794428551
C9orf39	3.10330974197450
PKNOX2	4.16711750199497
RALYL	3.47870013632953
ZHX3	4.42832745519251
ERCC5	5.77048948586363
RXFP3	2.99228628716335
APBB2	4.03374393010264
BBOX1	5.76632700461014
PRO0478	3.05472387256426
GCSH	8.89320930614971
XDH	3.51206865259214
EDN1	4.51404629377251
MTERF	6.91290824420696
PDCL3	7.80008644411207
CLK4	6.60787716784137
KCNG1	3.97814745976712
CXCR4	7.6828567097752
DECR1	7.32093465630623
SALL1	3.05524966273569
PTPRR	3.43011177640299
CADM4	3.92304941846949
IRAK1	8.91018028694577
CFHR5	3.05181582091289
HNRPD	7.87467054244288
TMSB10	12.4378782770219
CXCL3	4.48662416477316
LMAN1	4.4564137022466
SUHW1	3.36223534320696
CHD8	5.46514474974321
SUMO1	8.31616577778771
GP1BA	3.29257355798258
OR7A10	3.75369939006020
DDB1	7.29849179878445
CHRNA10	3.69417560108180
STYK1	3.55605366344026
MYO9B	4.18779167765209
CCNI	10.4444938748455
MMP7	5.27481448799072
EP300	5.87115408329552
CRNKL1	8.00624594057758
C9orf45	3.09172607613066
XAB2	4.75473309169844
RTN1	5.19607737717764
HIC2	3.68633231500517
TBX10	3.4560393878198
CENPQ	4.69931964994275
UTY	3.09275214144483
OR2W1	3.03877066069052
ATP5G2	10.6381585744812
ZEB1	3.71113728545425
ZG16	3.37235284169426
ERG	3.46024577362454
PARN	7.86902530273897
SOD2	4.69990123258499
JOSD3	7.16806011620744
ADAM5P	3.29938705268306
CHD9	5.97118392150006
hCG_40738	3.77058808388649
STK16	6.26816888676041
PDE1C	3.64110448647152
SEMA4D	5.92894426602967
AGPAT1	7.082237093784
TOB2	5.78394641378009
BANK1	4.50463910884341
MAP3K3	5.67545940342135
MAX	5.07836942200719
GRM2	3.68215974678334
OSBPL8	7.39537017496973
PROSC	5.91841479602312
NR4A2	4.45238139273178
RICS	4.36547637037834
PIR	4.01024261345048
PPCS	9.65171742699625
IPO9	6.5418894844682
LONP1	6.65761240922372
EVC	4.92642875008813
CXCL13	4.8897993378987
SCYL3	5.81666748832197
KIAA1199	6.3072154038378
SORL1	7.62774972025139
NAT10	6.1279126375097
CHD1	6.65357690270715
SYN3	3.54512438482435
DMC1	3.80151990372436
SLC22A2	3.98881840995047
SERPINF1	8.11049366451922
C20orf27	6.31198842015067
OR7A17	3.37759447905273
RPS6KA5	4.37631526840252
LHB	3.17850240714127
TAOK3	4.39841843837729
STK25	6.20281972493971
SLC12A4	3.55423494848076
BRCA1	4.00768705872387
GBL	6.41992688363106
C14orf108	8.12961475790337
CDC25B	8.37492405331174
BMP3	3.08430250923125
MAP1LC3C	5.15261009888423
TMEM180	3.69212571506014
CRYGC	3.63425082225725
SLK	6.39781601029364
POU3F1	3.24949962798866
C20orf32	3.81448399335850
USP52	6.87731952366256
HIGD1B	3.75702431300303
BAZ1B	6.76007535168114
USP6NL	5.99747368599153
SLCO2B1	4.37037146450579
ABCD4	4.78090816026443
DIMT1L	6.06118427460318
SLC25A46	7.49937062739754
LARP7	7.03621705242399
TEK	4.13433074121593
CD160	3.59994279877167
TERF2IP	8.25470225339962
PHF20	6.49993625020916
COL1A1	8.81658693020578
KIAA0090	7.08341813381434
GTPBP1	4.44862878718389
GRK5	4.02685451878519
AP1S2	5.09787813897681
RAB33B	4.95049467096749
CA11	6.22715128421414
ALDOC	4.71249184093598
NUDT1	5.96400068284579
ZNF212	5.75416351562457
ACBD3	7.33182462668915
ZNF83	7.07150409811445
PRDM2	5.43229364260635
GDPD5	6.72712836413652
PDCD4	6.51602519652832
CEP350	6.10204826051176
FOXP3	3.29214972548948
SMYD3	7.10167694168213
CST7	4.16514637376900
SELL	3.94014500543759
CIAO1	6.49089603564194
LGI2	3.83204928701443
WDR45	6.62448681168935
ANKRD6	6.97944674010766
LTBP4	4.14701373793723
PSCD3	3.14452724322957
PYY	3.10136548582111
KCNC1	3.17877075638017
SIRT6	4.29278402360886
CCL19	3.94698442460179
ARHGEF9	4.03180281901502
ABR	4.38058260641755
C10orf22	7.51217465348775
STK17A	6.42430201805058
FOXE1	3.48013897620343
GML	3.30887767689018
CNGA3	2.90053665562511
CD38	3.48784457147516
ZDHHC6	7.8127396124727
NEFH	5.36165870393195
PGBD5	3.43732487510209
CTDSP2	7.5387693750355
RMND5B	6.57129864274012
ZNF257	3.44815664505667
DUSP4	3.57458174811318
FLJ22167	6.26570789121595
EXOSC7	6.69735343186568
ROR2	4.21777625298886
FOXM1	5.77693567232199
ZBTB48	5.1732341243689
BUD31	8.72939286090067
MAOA	4.01075362545717
CCDC41	5.66122922518863
TNNT3	4.0092337170034
FBXO11	6.47543472995074
GYPC	6.46705398083135
PLIN	3.68849321407333
RFXAP	3.20658217451387
C6orf15	3.67339092729236
RNF4	8.7320485644772
F8A1	7.80773628003133
PPP1R3D	4.92134492902968
GRB2	7.08103460007
TPM3	2.97996816511932
SYT13	3.96407438610638
EPB42	3.50030214476311
RP5-1077B9.4	6.37450105421701
EIF1	10.4811782322730
CETN3	8.20648514746996
FPGT	7.33975080157968
PRY	3.41460562920459
NTHL1	5.50512099779823
POLR2B	9.62332068532735
RPS28	12.0156661790372
GDF10	3.39752553859678
COQ9	7.90283859455452
P2RX3	3.06944894792902
GCC2	7.91080172409141
RARRES3	6.75917076699942
PLXNA1	6.94048969663241
WBP4	5.10617073237478
KIAA0100	6.43074744235996
PMF1	7.50347129080461
HS2ST1	6.93131066453469
CRELD2	6.87547574071067
C8G	3.07648698358896
CD82	4.98780846299185
PMM1	4.73640502821241
CBLL1	5.20598023324387
LIM2	3.34893207114895
VAX2	3.84037638631991
SETDB1	5.89837442812952
LRAP	6.00044656982186
GCLM	7.76085514506856
CPEB3	3.51885026082107
PPM1A	5.51534829675174
INTS1	4.13786983155818
MMP16	3.3538306389428
CAMTA1	5.44243860878117
SAMSN1	5.94824886924391
DRD3	2.83004356838588
GMPPA	5.46716458525425
C11orf73	6.38500950127191
AIPL1	3.6909059539126
PTP4A2	10.0406905544467
IL24	3.33193571523906
BDKRB1	3.54990402791892
HPCA	3.66012497610993
MLF1	7.9201007540346
SEC14L1	6.24471180323751
CHFR	6.32119416145264
EMILIN1	3.76819937081368
THADA	7.22042143198714
TAF12	5.71891483316268
NDUFS4	9.27385335311091
ID1	7.46429982315163
PIK3CB	4.02017984779354
COL18A1	6.57009102069977
PDZD3	2.94037866236079
TBC1D17	4.62872697755688
COX8A	9.60550732467282
CDCA4	5.92904959000625
C2orf44	5.39310839162287
C9orf16	8.34371029028022
ERBB2IP	8.51493047413302
EMX2	8.74316228536944
FUS	5.9291680025507
NIPSNAP3B	4.00522499088632
TF	3.95736609416148
CXorf56	5.63297412586531
CLCN4	4.07268937478397
PWP2	5.31337326696499
MMP15	4.47965878231726
MTMR14	5.91584273431539
NPR1	7.31794898777584
DNAL4	5.56892632762029
ELAC2	4.44941442389313
ASS1	9.22214233688786
IPP	6.08246564761373
TMEM59	10.5814159905030
POLR2J	8.7363614646242
SEC23IP	5.8793730985289
RGS4	5.31362527935848
UQCRC1	8.68111377783628
SNX6	8.05825437734084
DDX18	7.31079928004979
POLG	4.24418364843506
ADAM23	3.70445745415844
ZNHIT2	4.47088150787559
TFR2	3.24144832114834
NCDN	4.39992041099693
RAG1	3.35494934783538
POMT1	5.0930328915808
CYP1A1	3.49059237907651
SNAPC1	5.70476106409254
GNA11	6.13516801739804
CCDC52	3.04454387199371
