Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C04
Composite Element REF	Signal
AACS	7.143033909765
FSTL1	9.99074029662624
ELMO2	6.14046720955525
CREB3L1	4.66791497019091
RPS11	10.1158828277815
PNMA1	8.48264832876655
MMP2	10.3236872987041
SAMD4A	4.16809241387028
SMARCD3	7.49949204212443
A4GNT	3.45554621256422
C9orf39	3.6724917055151
PKNOX2	4.16319389768487
RALYL	3.28716281095704
ZHX3	4.67765480839464
ERCC5	6.00922602713896
RXFP3	2.75065117772357
APBB2	5.23112711543957
BBOX1	5.08753988742059
PRO0478	2.85665642923002
GCSH	7.8611928522946
XDH	3.58515522307225
EDN1	4.83157612032157
MTERF	6.54817375246063
PDCL3	7.0245698802488
CLK4	6.3893038932888
KCNG1	3.9216934145163
CXCR4	8.16606866362573
DECR1	7.47404690737747
SALL1	4.1509039292728
PTPRR	3.23258326737705
CADM4	3.49227802198504
IRAK1	8.44153063295954
CFHR5	3.24489743900112
HNRPD	7.8971719633129
TMSB10	12.2201709071863
CXCL3	4.28466075667636
LMAN1	4.62121538865605
SUHW1	3.15849166025486
CHD8	6.01589412879597
SUMO1	7.65784417641263
GP1BA	3.12842737069053
OR7A10	3.63699935922873
DDB1	7.45704628093154
CHRNA10	3.73836103983986
STYK1	3.30640288004793
MYO9B	4.73183711645564
CCNI	10.4525369898305
MMP7	8.07582643167041
EP300	6.31532621461152
CRNKL1	6.64469005084533
C9orf45	3.19882209289984
XAB2	4.52596400354414
RTN1	5.22989549614113
HIC2	4.15253242771748
TBX10	3.42914555367413
CENPQ	4.94003618565411
UTY	3.1267211701391
OR2W1	3.09762067193288
ATP5G2	10.6062554152028
ZEB1	5.35230224554686
ZG16	3.39386018284161
ERG	3.71723974164685
PARN	7.07532261670088
SOD2	7.47381089177187
JOSD3	8.08980330501093
ADAM5P	3.16721277136708
CHD9	6.36453358707009
hCG_40738	3.70331082174738
STK16	5.56898104868149
PDE1C	3.32997914192484
SEMA4D	6.4432087754532
AGPAT1	7.58654982962264
TOB2	5.59891075381333
BANK1	4.82356491315731
MAP3K3	5.47045085289564
MAX	5.48187886381555
GRM2	3.45016136460003
OSBPL8	8.37335744723141
PROSC	6.31433112255364
NR4A2	4.13352245375543
RICS	5.22487945504256
PIR	3.90616322376782
PPCS	8.3863535303353
IPO9	6.61088797884111
LONP1	7.15208024279938
EVC	4.98252337772614
CXCL13	6.29983293458612
SCYL3	5.67794949126758
KIAA1199	7.49784367691026
SORL1	7.16999180560087
NAT10	7.05314750623692
CHD1	6.29874670355002
SYN3	3.43170048020509
DMC1	3.77103562209421
SLC22A2	3.66354898380639
SERPINF1	10.1412279526912
C20orf27	5.99249540019355
OR7A17	3.28478443076069
RPS6KA5	5.22587905947736
LHB	3.37102708399059
TAOK3	4.89756132566904
STK25	6.94335212804947
SLC12A4	3.64690605483888
BRCA1	4.2350369310759
