Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A11_491184
Composite Element REF	Signal
AACS	6.93746838316992
FSTL1	8.09769107010821
ELMO2	5.73841887207462
CREB3L1	3.69798139510322
RPS11	10.4157536292527
PNMA1	6.91403880129371
MMP2	6.43325954310737
SAMD4A	3.78771747239731
SMARCD3	7.35366469589732
A4GNT	3.9522611736338
C9orf39	3.28911818117777
PKNOX2	3.974992959215
RALYL	3.7855981383918
ZHX3	4.25053726029183
ERCC5	5.21053475900349
RXFP3	3.27166961492483
APBB2	4.20139258672393
BBOX1	3.47822588311910
PRO0478	3.10021910828735
GCSH	10.2298311157799
XDH	3.61236999447118
EDN1	3.40923333476846
MTERF	7.52435650643853
PDCL3	7.40030422792637
CLK4	5.88834453076505
KCNG1	5.60662265121901
CXCR4	6.03804637712706
DECR1	7.09580536688519
SALL1	5.03598541391398
PTPRR	3.61568171706618
CADM4	3.28740112396942
IRAK1	8.76964800326954
CFHR5	3.54258533769765
HNRPD	7.69423778290724
TMSB10	12.3989274871342
CXCL3	3.82425373902648
LMAN1	3.72138054118939
SUHW1	3.84271517926827
CHD8	5.17072140522324
SUMO1	8.59732583406423
GP1BA	3.32240158860576
OR7A10	3.62150919509595
DDB1	7.80900157577189
CHRNA10	3.67890247117709
STYK1	4.07490451418646
MYO9B	4.28180059073592
CCNI	10.3164134357349
MMP7	6.21929291511374
EP300	5.96577283745143
CRNKL1	6.2823280236188
C9orf45	3.25985113794974
XAB2	4.69942355144242
RTN1	4.92064216334364
HIC2	3.76800891074325
TBX10	3.54626852063947
CENPQ	5.25624511970217
UTY	3.19357769632528
OR2W1	2.91317493902859
ATP5G2	10.9544167863933
ZEB1	3.35425341807942
ZG16	3.55436448103362
ERG	3.81043729050115
PARN	6.68676413413552
SOD2	6.81653292933813
JOSD3	7.53081565494858
ADAM5P	3.43062061229583
CHD9	5.38252099511084
hCG_40738	3.74462004682376
STK16	4.45188256451434
PDE1C	3.77965694385257
SEMA4D	5.45835979994846
AGPAT1	5.3543278154638
TOB2	5.30899554413782
BANK1	3.97486914868364
MAP3K3	4.80687948367916
MAX	5.05617545504931
GRM2	3.83130676051373
OSBPL8	8.24014481909881
PROSC	4.88763526107435
NR4A2	4.33685683091537
RICS	4.32049676461166
PIR	6.16911928619666
PPCS	9.05797701929694
IPO9	5.82109068761141
LONP1	7.15641611925216
EVC	3.88986115281320
CXCL13	5.745862114831
SCYL3	5.26793294581515
KIAA1199	4.09218289438296
SORL1	8.10291440639665
NAT10	6.52230494822378
CHD1	6.32472072749956
SYN3	3.81689927531155
DMC1	3.87303090774962
SLC22A2	3.75612534797179
SERPINF1	6.36523258775054
C20orf27	5.98420260765339
OR7A17	3.28565309768613
RPS6KA5	5.44664212627701
LHB	3.36813607625755
TAOK3	4.96639613796374
STK25	6.72383131657538
SLC12A4	3.45765265945209
BRCA1	4.28168401746951
GBL	6.15515453306093
C14orf108	8.3395556404737
CDC25B	6.25463233944278
BMP3	3.17225779798741
MAP1LC3C	3.61239575617048
TMEM180	3.35587140161114
CRYGC	3.76667640096287
SLK	5.03439967936194
POU3F1	3.32834690869427
C20orf32	3.86333018778221
USP52	5.59058088261738
HIGD1B	4.21911045610399
BAZ1B	5.88779207018083
USP6NL	4.81699231159445
SLCO2B1	4.32766639173286
ABCD4	4.27753997771094
DIMT1L	7.44943407192517
SLC25A46	8.94423207858489
LARP7	6.42685516630367
TEK	3.76851338314992
CD160	3.72117138375045
TERF2IP	7.05521225452784
PHF20	6.21926307319425
COL1A1	6.28939402670455
KIAA0090	5.49579514328624
GTPBP1	4.42295774858702
GRK5	3.65473587913845
AP1S2	5.58714605901152
RAB33B	4.91399617723136
CA11	4.38816013784324
ALDOC	5.20474664682454
NUDT1	5.48111243820835
ZNF212	6.15110637245064
ACBD3	6.64877437088415
ZNF83	7.54927598508077
PRDM2	4.78599835648513
GDPD5	4.1586662334371
PDCD4	5.37031758112313
CEP350	5.53920165449397
FOXP3	3.16053036807006
SMYD3	7.43554729642078
CST7	4.20840182454015
SELL	4.29060023113767
CIAO1	6.7961916419942
LGI2	3.78398896347474
WDR45	10.1113431341918
ANKRD6	6.91630637384379
LTBP4	3.91629534738738
PSCD3	3.35333840670957
PYY	3.02775956798633
KCNC1	3.22824372278101
SIRT6	4.32057622841573
CCL19	4.07550346849059
ARHGEF9	4.20695844655927
ABR	4.93959885172756
C10orf22	6.07177886797849
STK17A	4.99735782029866
FOXE1	3.61620017068742
GML	3.37157260786521
CNGA3	3.17623068440674
CD38	3.58720993838488
ZDHHC6	6.84954913188462
NEFH	5.45961722288233
PGBD5	3.62775094460156
CTDSP2	7.03317662782629
RMND5B	5.78851722049738
ZNF257	4.12053104814928
DUSP4	3.56741673853493
FLJ22167	6.39080383692072
EXOSC7	6.81704248816942
ROR2	3.73721597917699
FOXM1	5.74781385564008
ZBTB48	4.43062648194124
BUD31	9.11224111060915
MAOA	5.82072949406161
CCDC41	4.82351399111095
TNNT3	4.14773626378928
FBXO11	5.29985081729101
GYPC	5.15298818324573
PLIN	3.59713495817604
RFXAP	3.45149587913375
C6orf15	3.83854764751510
RNF4	8.0024842131406
F8A1	6.72354919183727
PPP1R3D	4.69828191908296
GRB2	6.66603422477051
TPM3	3.30374159655734
SYT13	3.82451664970280
EPB42	3.46535553039802
RP5-1077B9.4	5.67074030419272
EIF1	10.3283978626189
CETN3	7.25336825863876
FPGT	6.76635703418289
PRY	3.59358910498467
NTHL1	5.39704786292392
POLR2B	8.71400701534374
RPS28	12.4787345697812
GDF10	3.11480542909578
COQ9	7.40771380663057
P2RX3	2.80708896322841
GCC2	7.50083094099158
RARRES3	7.53663792589022
PLXNA1	5.73571322342709
WBP4	4.73755877795063
KIAA0100	6.14777181396268
PMF1	7.96874816718624
HS2ST1	5.56298522713462
CRELD2	6.41318939437729
C8G	3.03461814026162
CD82	5.2837200066584
PMM1	6.16536185751502
CBLL1	5.49035293367165
LIM2	3.63333229573721
VAX2	3.47138336277399
SETDB1	6.03779693845866
LRAP	6.99199586455739
GCLM	7.83224200699263
CPEB3	3.64886036865842
PPM1A	5.63908253776173
INTS1	3.91950267770363
MMP16	3.37512642293638
CAMTA1	3.76348836128702
SAMSN1	6.01044820101765
DRD3	2.82982501086611
GMPPA	4.92835327940936
C11orf73	6.80453627388831
AIPL1	3.92927484549856
PTP4A2	9.73718059085565
IL24	3.42197747857641
BDKRB1	3.52036186524069
HPCA	3.42578830809277
MLF1	7.24855549359714
SEC14L1	5.77696287232133
CHFR	6.22306088585657
EMILIN1	3.25018924856496
THADA	6.14237073100839
TAF12	4.69699426079326
NDUFS4	9.4340714133514
ID1	8.06094605909111
PIK3CB	3.62275843396698
COL18A1	6.02120688121158
PDZD3	3.1562619536842
TBC1D17	4.64862847007728
COX8A	10.0422886000369
CDCA4	6.26244429868037
C2orf44	4.61710297980821
C9orf16	8.05505648691565
ERBB2IP	7.99867090798412
EMX2	8.30649244138488
FUS	5.21824113208539
NIPSNAP3B	3.98927824334828
TF	3.30197225598483
CXorf56	5.11026138270107
CLCN4	3.80193111869802
PWP2	4.59360084400814
MMP15	3.40312634762427
MTMR14	6.00938921435633
NPR1	5.76245686080757
DNAL4	5.19715593830018
ELAC2	4.48008694442296
ASS1	11.8819956430435
IPP	5.69314947976138
TMEM59	9.43321152455114
POLR2J	9.33033551518169
SEC23IP	5.7634531050229
RGS4	4.13379710599007
UQCRC1	9.38427587839676
SNX6	7.75839290912356
DDX18	6.90476662940371
POLG	4.28330529434457
ADAM23	3.91694485329398
ZNHIT2	4.24115413184216
TFR2	3.99989474277805
NCDN	4.48412799479449
RAG1	3.52101148836813
POMT1	4.87764557767107
CYP1A1	3.64772783678181
SNAPC1	5.21335671617944
GNA11	5.08177418978987
CCDC52	3.1174590536623
CAPN1	6.09403611467911
DDHD2	5.28173919288375
UPF3A	5.62398036727633
LAGE3	6.58655383813278
GNRHR	3.28087524331969
UNC13B	5.35823212375394
TTLL4	4.40558037320309
PPBP	3.03967713545323
HTR3A	4.78887113930091
SDC2	5.74318694451529
ANKRD49	8.3279207154825
BTF3	10.8608431715672
COX7A2	11.4774148970776
SARS	8.85766574614008
