Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E02_586138
Composite Element REF	Signal
AACS	7.2907768220344
FSTL1	8.19330215998444
ELMO2	6.7299215930953
CREB3L1	3.79975136998398
RPS11	10.0428209444322
PNMA1	9.5677601133681
MMP2	7.91445612199559
SAMD4A	4.00488977000392
SMARCD3	6.04313611728356
A4GNT	3.55821422442427
C9orf39	3.43908212612409
PKNOX2	6.31353131612805
RALYL	3.05467171353308
ZHX3	4.57656080913565
ERCC5	6.77924574323831
RXFP3	2.96753490254838
APBB2	4.38249078346571
BBOX1	2.90179863855907
PRO0478	3.31183754512589
GCSH	9.22141454061257
XDH	3.38910205816948
EDN1	3.47816773255088
MTERF	6.74873346813796
PDCL3	9.03069659989544
CLK4	6.59144678725236
KCNG1	5.11774486447014
CXCR4	9.93508409778659
DECR1	8.00291233640142
SALL1	5.18720737160039
PTPRR	3.05927662295364
CADM4	3.42879258759957
IRAK1	9.14107854987467
CFHR5	3.12883087742001
HNRPD	8.68961414503644
TMSB10	12.2603834963452
CXCL3	3.35618811657535
LMAN1	4.8218150413415
SUHW1	3.58548695246980
CHD8	6.98679633324056
SUMO1	8.27575410018854
GP1BA	3.35510398319307
OR7A10	3.83850609984789
DDB1	7.83402424334045
CHRNA10	3.82296296571229
STYK1	3.50532819934350
MYO9B	4.26480966461703
CCNI	9.69696253997204
MMP7	9.10904726905553
EP300	7.58731296367258
CRNKL1	8.13244889602385
C9orf45	3.42299135776589
XAB2	3.90234355415627
RTN1	7.0416217235497
HIC2	4.19199173992161
TBX10	3.50634208836505
CENPQ	4.98733011696133
UTY	3.15934953124895
OR2W1	2.90171496414578
ATP5G2	10.0502679963399
ZEB1	4.20416752671547
ZG16	3.29939949061826
ERG	4.20964047061962
PARN	7.53263070718926
SOD2	5.30607420905893
JOSD3	9.27937721257608
ADAM5P	3.01798295417702
CHD9	5.87142513052585
hCG_40738	5.10703233163149
STK16	4.9890443158983
PDE1C	3.48357877146957
SEMA4D	6.3216498689249
AGPAT1	6.61306461183379
TOB2	6.55629777115976
BANK1	3.19254280913393
MAP3K3	4.80882064873735
MAX	5.32350891852582
GRM2	3.66242325618273
OSBPL8	7.64782794711364
PROSC	6.18122946419613
NR4A2	5.22850679491046
RICS	6.22657829722035
PIR	5.24052030070773
PPCS	8.86535476351823
IPO9	6.40480738646283
LONP1	7.07409163478487
EVC	4.67981692469879
CXCL13	4.06839189877144
SCYL3	5.56065003102045
KIAA1199	6.19563923940219
SORL1	9.73019936431696
NAT10	7.09209657633777
CHD1	6.89242701095234
SYN3	3.55356062921022
DMC1	3.87233952741097
SLC22A2	3.75625741315147
SERPINF1	4.51564859218271
C20orf27	7.201893576459
OR7A17	3.00486611650906
RPS6KA5	5.16821256707308
LHB	3.48992131742716
TAOK3	4.13809474148542
STK25	7.24058857282639
SLC12A4	3.58649279304304
BRCA1	4.71654475343936
GBL	5.85436668616365
C14orf108	8.8737923481862
CDC25B	7.3992429758866
BMP3	3.05419093373427
MAP1LC3C	3.31197955373527
TMEM180	3.70354877539181
CRYGC	3.61564725910828
SLK	7.05962337134715
POU3F1	3.11117850291991
C20orf32	3.52866824110259
USP52	7.00798229312237
HIGD1B	4.01811899939134
BAZ1B	7.28830131283897
USP6NL	6.94822631869067
SLCO2B1	3.72539403165819
ABCD4	4.89948194655175
DIMT1L	6.01225897431298
SLC25A46	7.25018895936368
LARP7	7.50914773194626
TEK	3.61649993590399
CD160	3.48279823432597
TERF2IP	7.87119639370945
PHF20	6.51367037706033
COL1A1	6.88941177413878
KIAA0090	6.3776422668908
GTPBP1	4.259266854258
GRK5	4.20592819631357
AP1S2	5.97123313503952
RAB33B	4.76583137582232
CA11	4.02299963945744
ALDOC	4.08495659819697
NUDT1	6.19388415364438
ZNF212	5.89113037171772
ACBD3	7.58043167657998
ZNF83	7.34388727430593
PRDM2	4.92955794556392
GDPD5	5.0052239627205
PDCD4	6.31196666962828
CEP350	7.02833203945347
FOXP3	3.25371795665811
SMYD3	7.73315520975512
CST7	3.67781027428108
SELL	3.67944058154575
CIAO1	6.7092390841861
LGI2	6.3217022983945
WDR45	6.85068646152801
ANKRD6	7.11885681608624
LTBP4	8.09033019826861
PSCD3	3.55668893578046
PYY	2.99700861632138
KCNC1	3.41975114428079
SIRT6	4.03355759859622
CCL19	3.95464654618308
ARHGEF9	5.38347873246858
ABR	6.33795829592363
C10orf22	7.67959370761027
STK17A	5.27622722726309
FOXE1	4.54582138948575
GML	3.17476296940624
CNGA3	3.07709115063786
CD38	3.11376171606009
ZDHHC6	8.46847738050467
NEFH	8.0417595677354
PGBD5	7.05635061859868
CTDSP2	7.38483222240267
RMND5B	5.76555694207083
ZNF257	6.32061795548914
DUSP4	6.21425611702637
FLJ22167	6.26271841043647
EXOSC7	6.43811250094917
ROR2	4.13602969287789
FOXM1	6.62622727193741
ZBTB48	4.65750087298382
BUD31	7.55091795437656
MAOA	5.90808682361574
CCDC41	5.29869706846802
TNNT3	3.38302526465679
FBXO11	6.93135647756404
GYPC	5.08201289067087
PLIN	3.47823082148825
RFXAP	3.3749166263635
C6orf15	3.64367830747203
RNF4	9.60046058626852
F8A1	8.4872486679024
PPP1R3D	5.73856297868064
GRB2	8.3444525020562
TPM3	3.20720129481585
SYT13	4.15139178920489
EPB42	3.49640776565112
RP5-1077B9.4	5.65150251988306
EIF1	9.87706063129417
CETN3	7.37195699652727
FPGT	5.66546029509879
PRY	3.33165654287942
NTHL1	5.23159269323406
POLR2B	9.0790338581426
RPS28	11.7965561591921
GDF10	3.81070420161076
COQ9	7.66407635283640
P2RX3	2.90349528897662
GCC2	7.75176612068137
RARRES3	2.92297631043268
PLXNA1	6.85713530431911
WBP4	4.61885225330382
KIAA0100	8.04293279861178
PMF1	6.70341147892185
HS2ST1	6.4082587247381
CRELD2	6.80896496024897
C8G	3.07109520128977
CD82	5.26718016198114
PMM1	4.44937235605296
CBLL1	5.53157802422461
LIM2	3.21582757291364
VAX2	5.20496554740948
SETDB1	5.45040845488674
LRAP	4.70857801188982
GCLM	6.96442574725534
CPEB3	3.7020792360922
PPM1A	6.55995712233743
INTS1	4.4376742363568
MMP16	3.16216817706636
CAMTA1	6.19506651674407
SAMSN1	3.79034153585629
DRD3	2.69830110384968
GMPPA	5.05521010269877
C11orf73	6.66647205306334
AIPL1	3.65725334730129
PTP4A2	8.79918002348836
IL24	3.33741583558023
BDKRB1	3.25206407834506
HPCA	3.62227216391204
MLF1	7.39264339953762
SEC14L1	6.83633395329271
CHFR	6.03213638637103
EMILIN1	3.58020760851106
THADA	7.04573133684743
TAF12	4.9270946046591
NDUFS4	7.41243766116798
ID1	5.10667555075760
PIK3CB	3.88244201970214
COL18A1	8.18953262059942
PDZD3	3.0063974797408
TBC1D17	5.10247843494182
COX8A	9.14116588534131
CDCA4	7.01587269624821
C2orf44	5.44619382250486
C9orf16	7.3279348280414
ERBB2IP	8.62863587793531
EMX2	10.1854736002722
FUS	7.25474621817336
NIPSNAP3B	3.99332092337064
TF	3.40592115061112
CXorf56	5.62996365017663
CLCN4	4.39049541871147
PWP2	6.54895228057193
MMP15	4.72015312071145
MTMR14	5.93642048038624
NPR1	5.08822632309822
DNAL4	5.50459013526184
ELAC2	5.30782213456952
ASS1	9.34215335917813
IPP	6.04716136418249
TMEM59	9.29664347622387
POLR2J	8.37493373481187
SEC23IP	6.46543537483761
RGS4	3.57234599676016
UQCRC1	8.75294296667929
SNX6	7.49845494323104
DDX18	7.70591097318035
POLG	4.40126625379656
ADAM23	4.1723667691751
ZNHIT2	4.67552875023757
TFR2	3.40091004683400
NCDN	4.3443908688477
RAG1	3.37754311529003
POMT1	4.89987345120166
CYP1A1	3.32683898130687
SNAPC1	6.59016087330057
GNA11	5.96900851554647
CCDC52	2.7622433338271
CAPN1	6.42156574366685
DDHD2	8.21472731859092
UPF3A	7.76034362136218
LAGE3	6.56302760159725
GNRHR	3.11432728012746
UNC13B	4.56426510858462
TTLL4	6.11111704000824
PPBP	2.83205469704922
HTR3A	3.0864867827528
SDC2	6.05990800252692
ANKRD49	7.79643149496887
BTF3	9.91558811123722
COX7A2	10.5733005877303
SARS	7.67694392451113
C13orf18	3.93350570934484
CACNB1	4.02404395028484
QKI	6.88616831252411
SETMAR	6.15022157794676
LAMB4	3.21274676208896
MAN2B1	6.54020337725925
EML3	4.79152609503643
ACADL	3.21113970611398
OFD1	8.60969164411909
CGA	3.4664205481001
EIF3EIP	10.3227070347684
PEX16	4.89165624939256
GNG12	7.30682379780354
HABP4	5.27141415506166
CNTN2	3.37517415999422
ASNSD1	8.75638203412317
FUT4	5.56854009094099
DBH	3.56436071374688
CD53	4.39613333492731
HIST1H2BJ	3.31635611768219
TFAP2B	3.20080703079532
ACF	3.65951395779752
TMEM11	5.06830283319954
CDH8	3.43428372812374
C3orf32	3.31197816835295
AGPS	6.60327249658736
C4orf18	3.48902608273305
PCCB	7.82364148720217
IPO13	5.98813293676979
PECI	7.46554685071167
UNG	8.1124889822502
C6orf105	3.53773632763697
GSTP1	8.76199955404387
SUV420H1	8.09527113228786
ARHGAP15	3.2029812467599
LTBR	6.64386532546421
TDRKH	3.49959021269382
PSG4	3.02461603793894
SLC9A3R1	8.0253442209803
NBPF3	9.69023322783485
SLC9A3	3.32472814276332
OSBP	6.77748629713324
PRR5	5.19119178073029
CHMP7	6.51307697370838
ADRA1A	3.07740300076181
ASAH1	7.06614849501744
FKBP4	8.64157320650019
ZNF350	7.04975118711116
DOM3Z	5.50553149450865
GIPR	3.44829870727080
AHI1	4.94966537122995
BST1	3.44978567607575
NCR2	3.44194278706501
NADSYN1	5.22462631798676
UBE2W	5.85105176993195
RGS14	3.83672650613051
KRT15	3.55778421700238
SCN11A	3.81638536873939
GFI1	3.47907343008944
FHL1	5.23633468860709
SMC6	7.67862012462522
GATA1	3.45646734685984
OSGEP	5.83025744986394
ARMC6	5.1583696159703
HK3	3.18544229434442
PSMD5	7.30903247111772
RSU1	7.68668090066186
RPL4	11.3974140341516
MAD2L1	8.53440488740638
RBPMS	4.16601378739469
EIF4A3	9.53198796137543
E4F1	5.25376036476352
DLEC1	3.32523764487891
PRPF3	6.32451995161334
EMR1	2.95252540270604
CHMP2B	7.4485419579023
CAMSAP1	5.54103089755049
RPS21	10.0097963329775
XCR1	3.36405835637148
ARID5A	4.02011675753094
RBM6	6.51360147045618
UBE2N	7.86998855477964
KLF4	6.27318975523943
MGC4172	4.73580338335659
LMO4	5.2528337378239
KLKB1	3.30251900209598
HDAC3	6.5584758342519
HP	3.52064265724397
SCHIP1	6.12769778319097
BTK	3.54883754432942
KRCC1	7.24229461740967
PRND	5.29426385718253
C6orf27	3.35187875939267
PIGL	3.67345250175225
CLCA1	3.82795358144392
C1orf112	6.52841941293506
OLFML2A	5.65849164082821
HUS1	4.89440841543519
SFRS6	8.73122724359482
CXCR7	8.66475997382381
UIMC1	5.83002586442744
FXYD2	3.33138237393145
GOT2	8.80791665543548
ZNF667	5.15063855712811
TFEC	3.21149221488962
ATP7B	7.03800081465285
RAB38	6.98144682165441
POLD2	8.05807597566442
PPM1H	6.88122572938404
DCX	3.50130122442593
NFYC	5.53380676718948
ZNF228	6.24787798158986
KIN	6.94161156839979
PLSCR4	4.50038105103169
HIST1H4I	4.11382942380632
PPARGC1A	3.52823625179882
HIG2	8.08218721972795
KCNK10	3.84362926135672
EXOC1	7.82625452005204
OR6A2	3.66959520003163
ETFA	7.77360124598045
PDAP1	5.12105427247041
C19orf6	3.38800046277690
POLRMT	4.53892149251736
ZNF146	8.79745918277177
MIA2	3.19648491503574
LY6G6E	3.09160486834454
EIF4E2	8.04238813731927
NENF	5.19620573024806
HOXB5	3.64691220566730
ZNF324	5.72144156146138
CUGBP1	4.90238459165142
ENTPD7	4.93074329209746
TTC13	7.1440261611246
GJB5	3.30352951842987
PRSS22	4.08986891459861
CYP3A5	3.13084844773156
MBOAT5	4.6440132495406
CUL4B	5.90748438681504
CENPJ	6.95063981171217
KIAA0664	7.45493242347905
PITX1	5.22172841552197
PDGFRB	5.32387651150437
RDX	7.35410515000592
CELSR3	5.03753421900795
JUND	6.70786609722406
ITSN1	5.71839375795413
CHRNB1	4.40218143908168
EHBP1L1	3.81967362846665
C19orf2	10.2341543442983
FETUB	2.96767640447627
CAMK2B	3.33245811297290
DCTN1	7.13100001304826
TNKS2	7.87315156713668
MRTO4	7.51529102177565
C1QBP	7.57599756842404
TTC3	9.41515053044817
NDUFB8	8.9282766439364
CADPS2	6.46281689023921
EDG2	5.10775712039711
MYF5	2.97373327097847
SEMA3G	4.68311241418476
IL23A	3.55950324482759
GJA9	3.56586281346294
R3HDM2	7.06106228679804
C5	3.94921749715751
SLC2A10	6.64812691951326
TRIM45	5.06672202993582
TSP50	5.17083431195048
PAQR3	5.61050098822447
ANKRD26	4.24261473963085
TCP1	9.0061002082444
TMED7	6.55850958313649
CMA1	2.96730586691039
PTCRA	4.14320039655800
HCRTR1	3.27861308115615
FST	4.34286613284628
PAWR	4.08509441695632
LDLR	4.40719047079004
ASTN2	6.06076502196973
SCRN1	7.84046955369287
GPATCH8	6.85085887649832
KIF4A	7.36323685488883
TANC2	4.38156275354881
ZMYM5	3.37347799538203
PGM1	8.3841608413746
ZNF586	4.35063115802661
POLR3G	3.84750242903093
CPD	7.57770103558305
SNCAIP	5.59213523520754
DCT	3.48877167004849
HLA-DOA	3.42086114380045
TANK	5.6415412356144
RCAN1	4.22615050276465
UPK1B	3.09315833262596
DNAJB4	4.92670408564865
UGT1A8	3.00837647198094
LIMD2	3.70058237731113
HIST1H4L	3.48732583767216
PECR	5.0112190642263
HSPA2	7.44708713696171
SERP1	8.93259486205816
TACR2	3.4296631577038
NUP85	8.8275643515472
CD177	3.46074971675061
GPR135	3.05482967509228
PIGG	7.51723841830479
LGR5	3.22913580082285
JAK2	3.59203688931194
DPYSL4	3.57046039703028
TM9SF4	6.67443765915007
PTHR1	3.26484945771883
SIRPG	2.74682991142142
ZNF264	6.31879336922472
BICD1	6.39781535761381
RAB5A	7.2519959138772
FLJ13224	2.85522693032999
METTL5	9.7368027174020
HERC6	6.61323506589236
CASP1	3.95756421259775
USP9Y	2.69595443066857
LRP1B	2.89223030525431
XAF1	7.63873440873854
PLA2G4C	3.45219648938453
APOA2	2.92353196556129
SPAG6	3.34140249757611
KALRN	5.5553050584567
SECTM1	4.38142597967535
THOC7	8.57211095209054
IFNAR1	4.46674240152803
TCTA	5.37345914380264
NY-REN-7	3.13103063830281
TALDO1	8.9047939113335
B2M	10.5843892259892
LPPR4	3.00167242145413
SQLE	7.22029300101816
SEPHS1	8.49687571482831
EIF5A	6.96666421521524
FAM49A	4.3076918048689
YTHDC2	4.27569315480023
EHD2	4.36961544971149
NCF1	3.54568437188267
SPG7	6.6586168280752
ZNF614	4.84681954899555
HOXA5	3.33143677450620
NUP133	9.02632503048216
FGF12	4.18971569211047
SLMO2	8.95922929794482
INPP5B	4.68660054748995
PPID	8.01204068265216
SNTA1	5.77544481002911
IL20RA	3.46612987241929
UBE2J1	6.50233008789271
CACNG2	3.08486157665528
GCM1	3.01129210075769
ELF1	6.21154464562535
TLR5	3.92044926754892
TCFL5	8.32623964864798
C1orf107	6.51589301731486
C19orf22	6.68972311946215
SAFB2	6.39642839887451
MAP3K7IP1	3.8568753280091
NCK2	9.37698024456826
OXA1L	8.24278712843871
KIAA0652	6.19966994877676
KLRG1	3.62867325283494
FRAG1	6.91096710277612
ZSCAN12	3.15134533346129
PSMD12	7.24866927398236
E2F4	5.48952007401825
CLEC4M	3.58071895730414
KIAA0999	5.59894175315838
CLDN10	3.53459569686289
MGC13053	4.27382476095352
TAC1	3.43527322713798
GYPA	3.24851322175311
HPCAL4	3.71170393838747
TRAIP	4.5440694586758
MEX3D	5.18575063568806
KIAA0232	8.20269031513323
ERCC8	5.36059608852255
NFAT5	6.11862445132882
GPX4	9.12051475365617
CSPG4LYP1	3.01700240386201
KIAA0368	6.60032729984365
FBXO3	6.4469616091453
DVL1	6.53579554379801
CMKLR1	3.49077744461391
GPR157	3.29827013625568
TYMS	8.38711805440915
OR52A1	3.17255813562648
PEF1	6.94294469424763
ZNF750	4.31171353593205
ALG9	6.46751612410628
MCM5	6.07168673835251
SDK2	3.75085712695215
BAIAP3	3.67363483732185
RABGGTB	6.96229820077361
KCNK7	3.21278801741923
PTP4A3	6.77038170587841
ANKRD40	4.65948118431566
CALCOCO2	6.82142619531468
TMSL8	10.3369714812860
SNCA	4.86017946359517
ZNF551	5.55526093503837
HBQ1	3.56017852540396
ARHGAP26	3.88412225105154
GEMIN6	6.9622000432537
HRAS	6.23124975072424
KLRC4	2.69196933572200
BSDC1	6.10478988688846
DSC1	3.436419520291
RNF43	4.42794833803897
NDUFAF1	5.6807004352211
MAP2K4	6.53538134741837
FOLR2	4.69111571038308
LYZL6	3.44011346948816
EPB41L3	3.41933362928080
TEKT2	4.47758115734295
CDKN2B	3.25590683597732
WSB1	6.71433032063778
ZNF480	5.17069940342497
MAP3K6	4.66354941811298
PROS1	5.50953340627362
PSMB8	6.98011743291497
HN1	8.76941031455334
MAS1	3.29852787690700
APOL1	3.82123455570611
CSHL1	3.25695858208162
ZBTB7C	2.96831672724237
AHCTF1	7.64622974311804
SAE2	9.8313382705734
ITGA2	4.59714405349058
AP2S1	9.2039655262876
P15RS	8.06052525296572
MME	3.48254481345569
VAT1	7.99002205382245
MAST4	4.46569032429864
TUFM	9.43105604963193
KRT33B	3.20479977094569
THEG	3.61126653451738
KCTD2	6.74456379706113
WDR26	10.0920877022273
MFI2	3.26882209331977
KRT34	2.96942762778396
NR4A3	3.27850518284649
SGSM3	4.56745689405316
ARSA	3.61731130053652
TOMM22	6.16868267552729
SOCS3	3.47756485332029
UNKL	4.55026792089468
POP4	10.4734699259257
BHLHB3	6.07036420182627
MALL	3.60249204808002
SOX15	3.23898237603739
CCNA2	6.56835209506243
PARK2	3.45994534878083
GPR124	5.00917510211326
TMEM132A	5.62077188251735
CGRRF1	6.96270947171785
RUVBL2	8.51352954868953
MCAT	5.90705614807463
WNT10B	3.68660781365231
ISCA1	7.00119650295137
RPAP1	4.48951517414166
C12orf48	5.39268663047284
RAI16	5.76265920574071
RPL27	9.60387611467986
EPN1	3.89707167417764
MAGI1	3.39893544367211
GBX2	3.21188309735434
SLC35A1	7.62154396046826
GAL	6.60076171153113
SLC14A2	3.53651698897113
RDH11	7.8983133459997
ZNF518	5.88291633014413
PCYT1B	3.27815591130086
