Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F08_491262
Composite Element REF	Signal
AACS	6.69486572227902
FSTL1	8.42552672038934
ELMO2	5.62985028911147
CREB3L1	4.10027189244971
RPS11	10.4570254834275
PNMA1	7.68721868153849
MMP2	8.14071090316703
SAMD4A	4.1400883262198
SMARCD3	7.9155507299169
A4GNT	3.69834233433586
C9orf39	3.57754603800500
PKNOX2	4.00653462180417
RALYL	3.66246519888044
ZHX3	4.07124466340754
ERCC5	4.77645060319921
RXFP3	3.11473030189468
APBB2	4.08868829390989
BBOX1	4.23791947985967
PRO0478	3.01619381091148
GCSH	8.60483416371678
XDH	3.54347120267178
EDN1	4.68606852223753
MTERF	7.80271169029376
PDCL3	7.39849098423341
CLK4	5.35854510164088
KCNG1	4.55290639298768
CXCR4	7.7310879973372
DECR1	8.63419032191029
SALL1	3.20895752417082
PTPRR	4.93889281295552
CADM4	3.33458659381614
IRAK1	8.9539685208011
CFHR5	3.2883662343246
HNRPD	7.78833629513039
TMSB10	12.1782031525533
CXCL3	4.10158590029459
LMAN1	3.89369814103185
SUHW1	3.86637009061009
CHD8	5.21565444996762
SUMO1	8.39569062582447
GP1BA	3.40664190547687
OR7A10	3.41501858106321
DDB1	7.04170008749615
CHRNA10	3.5687442955957
STYK1	3.31120103630023
MYO9B	4.00777447219104
CCNI	10.7028833994293
MMP7	9.08086923771998
EP300	5.45118167596427
CRNKL1	7.1748129431706
C9orf45	3.40713937183653
XAB2	4.65343279888953
RTN1	4.14085972012114
HIC2	3.58796299803016
TBX10	3.43686998182238
CENPQ	6.05667293673015
UTY	3.12913315822142
OR2W1	2.97240814693068
ATP5G2	11.1117742071610
ZEB1	3.60920218925021
ZG16	3.50110134231816
ERG	3.85977334010347
PARN	6.56458702383196
SOD2	5.16976554560407
JOSD3	8.45150342520586
ADAM5P	3.31242114581944
CHD9	6.23720266536646
hCG_40738	3.66909007104263
STK16	5.8888490411992
PDE1C	3.76498899278204
SEMA4D	4.97047044365364
AGPAT1	7.11100350188908
TOB2	5.36746701011253
BANK1	4.22191039629407
MAP3K3	5.20820264921707
MAX	5.77857989881897
GRM2	4.01402523924957
OSBPL8	7.8336818101407
PROSC	6.39620677986784
NR4A2	5.49464357759279
RICS	3.8919644366115
PIR	4.49582709777771
PPCS	10.1756870516855
IPO9	5.79505303445349
LONP1	7.28904935231202
EVC	4.20935682900208
CXCL13	4.79752735923452
SCYL3	5.98953040930998
KIAA1199	6.49715672830622
SORL1	7.58373080862597
NAT10	6.47095149267958
CHD1	7.10989743118425
SYN3	3.40968278343145
DMC1	3.93955518277908
SLC22A2	3.81385848197175
SERPINF1	8.21421697917872
C20orf27	6.31579193128992
OR7A17	3.17924366498636
RPS6KA5	4.28703793105856
LHB	3.18674235526432
TAOK3	4.99085738728896
STK25	6.24438459652391
SLC12A4	3.68546689858803
BRCA1	3.97379378146655
GBL	6.05301522189319
C14orf108	8.8396080544017
CDC25B	6.74174614348974
BMP3	2.97279420125626
MAP1LC3C	3.54823985136533
TMEM180	3.72157204230584
CRYGC	3.79200195090505
SLK	6.12154505773114
POU3F1	3.26009587200442
C20orf32	3.86292078963633
USP52	5.3483698118388
HIGD1B	4.40150128920236
BAZ1B	6.21444956692877
USP6NL	5.32380313780860
SLCO2B1	4.38489636667799
ABCD4	4.55904046947141
DIMT1L	6.58743532526143
SLC25A46	8.55746393532074
LARP7	6.06617757143168
TEK	3.85523966942452
CD160	3.75005411655231
TERF2IP	7.01527960279497
PHF20	5.80741978262791
COL1A1	8.04300474798569
KIAA0090	5.11135634846007
GTPBP1	4.36687605466206
GRK5	3.58853496908468
AP1S2	5.92630649257807
RAB33B	4.56018727351015
CA11	5.27838352172256
ALDOC	5.99336489538988
NUDT1	6.06590074677151
ZNF212	5.65558040001685
ACBD3	7.11375138478652
ZNF83	6.42482315604226
PRDM2	4.43616036176282
GDPD5	4.86673012934055
PDCD4	5.7876006103063
CEP350	5.18122370033381
FOXP3	3.26464618647392
SMYD3	7.42170736702905
CST7	4.99189045409965
SELL	3.91645444825439
CIAO1	6.74940985171734
LGI2	4.21857195668749
WDR45	7.41697285420829
ANKRD6	6.49033212109975
LTBP4	3.61136098905369
PSCD3	3.21132807802961
PYY	3.14968665785797
KCNC1	3.39646184784307
SIRT6	4.39477759139641
CCL19	4.19916998380600
ARHGEF9	4.4321090783375
ABR	4.39984950121141
C10orf22	7.32533400580388
STK17A	4.91812604218222
FOXE1	3.33274955710922
GML	3.46244136288171
CNGA3	3.03872093538724
CD38	3.91078635608283
