Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D07_547296
Composite Element REF	Signal
AACS	7.53657947431181
FSTL1	8.73833258676656
ELMO2	5.96881073240375
CREB3L1	6.21134100169948
RPS11	9.66592864925605
PNMA1	7.77078818287992
MMP2	6.07690006226474
SAMD4A	4.1147088589526
SMARCD3	5.75164355181171
A4GNT	3.56854519351046
C9orf39	3.24827563673811
PKNOX2	4.7569666112036
RALYL	3.21175717110256
ZHX3	4.22390640071643
ERCC5	4.93750807442487
RXFP3	3.11895690988788
APBB2	3.6973290373699
BBOX1	5.73863090377012
PRO0478	3.08868425068946
GCSH	9.0568232390366
XDH	3.74669329052001
EDN1	4.58951948639303
MTERF	6.22620269754217
PDCL3	7.81720881981984
CLK4	6.00133637399246
KCNG1	4.24903125594889
CXCR4	6.20224356784041
DECR1	8.47036209965468
SALL1	3.31426486932795
PTPRR	3.32385576389016
CADM4	3.15028077742652
IRAK1	7.86987167720917
CFHR5	3.15367525722406
HNRPD	6.85924850776127
TMSB10	11.9835385085780
CXCL3	3.69355267830002
LMAN1	3.6177696571898
SUHW1	3.40457327887198
CHD8	5.57062519013799
SUMO1	8.11698654113982
GP1BA	3.47941911885413
OR7A10	3.66517281080242
DDB1	7.46435778746468
CHRNA10	3.68427049714002
STYK1	3.60028770856754
MYO9B	3.91982906411799
CCNI	9.50127182101423
MMP7	6.94536980030767
EP300	5.64342487537064
CRNKL1	5.98959285927061
C9orf45	3.26228055227213
XAB2	4.13311523889793
RTN1	3.46567724786996
HIC2	3.73499153441679
TBX10	4.72267215961472
CENPQ	4.82185269428721
UTY	3.15911605108314
OR2W1	2.92730207859178
ATP5G2	10.3747821389363
ZEB1	3.26124057258948
ZG16	3.73746346681595
ERG	4.29721827850121
PARN	6.68270135819646
SOD2	5.08593596066852
JOSD3	7.56978771160341
ADAM5P	3.27008711635328
CHD9	5.50697336508627
hCG_40738	3.58323384242739
STK16	5.85159770065786
PDE1C	3.62378104341726
SEMA4D	4.47373968325989
AGPAT1	6.80530559609797
TOB2	6.45561932800694
BANK1	3.04354900971378
MAP3K3	5.20048243409041
MAX	5.6079858367507
GRM2	3.69465661662275
OSBPL8	7.32150770804635
PROSC	6.17699836318443
NR4A2	3.53218432354525
RICS	4.91910082098173
PIR	6.77717362984192
PPCS	10.1913749430705
IPO9	5.54100950316066
LONP1	6.77390121054121
EVC	4.54328888052301
CXCL13	5.77458057769016
SCYL3	5.49050448911185
KIAA1199	4.06147238862765
SORL1	8.44169386259953
NAT10	6.61144980895315
CHD1	5.74267692814743
SYN3	3.58924675628852
DMC1	3.88734353405973
SLC22A2	3.51826246698861
SERPINF1	7.0358537273618
C20orf27	5.96698837605124
OR7A17	3.16738858963746
RPS6KA5	3.90586705049088
LHB	3.41204245337862
TAOK3	4.89077145585505
STK25	6.16753268950657
SLC12A4	3.49035428035714
BRCA1	3.60850164851959
GBL	6.23177123717766
C14orf108	8.10234434963333
CDC25B	7.4520081678043
BMP3	3.39043401580912
MAP1LC3C	3.44173020369077
TMEM180	3.61791635884267
CRYGC	4.99617235449346
SLK	6.30652651217276
POU3F1	3.29380334344921
C20orf32	3.85279979281633
USP52	5.54343603812197
HIGD1B	3.93608856816022
BAZ1B	5.77840554375726
USP6NL	4.92362725882205
SLCO2B1	4.02162931575629
ABCD4	4.76547590686328
DIMT1L	6.23468077479529
SLC25A46	8.19947989862443
LARP7	6.19752297839682
TEK	3.34567026760041
