Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A11_543594
Composite Element REF	Signal
AACS	6.9745401022762
FSTL1	8.5195011646905
ELMO2	6.41452150205661
CREB3L1	3.48568168294703
RPS11	9.69409715249401
PNMA1	8.08071963106333
MMP2	6.683143798323
SAMD4A	3.46280066807975
SMARCD3	5.46416755607439
A4GNT	3.41490571155351
C9orf39	3.48575574334623
PKNOX2	4.83224693333131
RALYL	3.16531799652863
ZHX3	4.17520992932186
ERCC5	6.38638024025945
RXFP3	3.03501988090365
APBB2	3.78838020920616
BBOX1	3.32698637624885
PRO0478	3.10901808715171
GCSH	8.12024610528992
XDH	4.26804992136095
EDN1	3.4245838172907
MTERF	6.85902835688668
PDCL3	8.13438511234446
CLK4	7.26878897608288
KCNG1	4.53891344312257
CXCR4	7.40183652275696
DECR1	7.30105906279417
SALL1	6.34942675373734
PTPRR	3.18073156359578
CADM4	3.16024413737301
IRAK1	8.0665280850218
CFHR5	3.13263951280652
HNRPD	8.5540860770877
TMSB10	11.4063268628443
CXCL3	3.45604502958189
LMAN1	3.77840955446124
SUHW1	3.31012916014586
CHD8	6.5178436858926
SUMO1	8.59433417262513
GP1BA	3.09798002023649
OR7A10	3.69456990538802
DDB1	7.73810009588599
CHRNA10	4.01637032549852
STYK1	3.21343637248563
MYO9B	5.51917346937912
CCNI	10.6201579506358
MMP7	3.94295936565045
EP300	6.87450151282994
CRNKL1	5.81435685897731
C9orf45	3.71747038866263
XAB2	4.00061745754789
RTN1	3.80042558789761
HIC2	4.07453055181844
TBX10	3.26932389771419
CENPQ	4.41286479806512
UTY	3.17726836118011
OR2W1	2.8869942765368
ATP5G2	11.346076231737
ZEB1	3.33071272346849
ZG16	3.39006357491612
ERG	3.41860143264114
PARN	7.31888009653224
SOD2	3.91900777505603
JOSD3	8.38994453598831
ADAM5P	3.16536799181242
CHD9	7.14030056308071
hCG_40738	4.19611776083685
STK16	5.7065928701695
PDE1C	3.80175058529029
SEMA4D	6.37289029439005
AGPAT1	7.33383846896203
TOB2	6.18975203220875
BANK1	4.02805055491246
MAP3K3	5.91350668606719
MAX	5.18831944886103
GRM2	3.40508483661042
OSBPL8	7.02865595698523
PROSC	6.39548288346663
NR4A2	6.15269519197587
RICS	5.51884545955404
PIR	4.3358180265272
PPCS	9.10552283633948
IPO9	6.97096774803326
LONP1	8.06330422529736
EVC	4.97924820197579
CXCL13	3.86832955024532
SCYL3	5.94999221639474
KIAA1199	8.01106188662692
SORL1	9.19338879716957
NAT10	6.5872644282314
CHD1	7.20440278498152
SYN3	3.69914402774517
DMC1	3.77807843331213
SLC22A2	3.57211904973869
SERPINF1	4.18082472442936
C20orf27	4.73457587773376
OR7A17	2.99030265862469
RPS6KA5	5.49968630876372
LHB	3.3507987989478
TAOK3	4.96308974887806
STK25	7.9626684381444
SLC12A4	3.62469172666069
BRCA1	4.34172647586015
GBL	6.35442817186064
C14orf108	7.06144601902672
CDC25B	6.23431049534759
BMP3	3.08766159903633
MAP1LC3C	3.31983154839857
TMEM180	3.29390673687969
CRYGC	3.43344536113396
SLK	5.77855172671416
POU3F1	3.02768010570242
C20orf32	3.60428230832386
USP52	9.31886561936328
HIGD1B	3.55654499485562
BAZ1B	7.32303468830956
USP6NL	6.10521684644179
SLCO2B1	4.20788715758978
ABCD4	5.17667582047506
DIMT1L	5.98430553868883
SLC25A46	5.5873839323689
LARP7	7.56380432382008
TEK	3.45010509309151
CD160	3.45225632474035
TERF2IP	8.17590675207595
PHF20	6.89951854802696
COL1A1	6.75228447184535
KIAA0090	6.40609832305691
GTPBP1	4.1716292979082
GRK5	3.50334341613166
AP1S2	4.42797518373116
RAB33B	4.85763290769655
CA11	5.81095469228268
ALDOC	5.27912212188104
NUDT1	5.66979110484418
ZNF212	6.35610655937708
ACBD3	7.66013150617468
ZNF83	9.24345526744769
PRDM2	5.6893400731619
GDPD5	5.07013978405332
PDCD4	6.67161103401091
CEP350	6.36365541661764
FOXP3	3.12219844106881
SMYD3	6.72640153519448
CST7	3.52126603112995
SELL	3.56399791555358
CIAO1	7.00113945091817
LGI2	3.61992855408593
WDR45	6.74133520631126
ANKRD6	8.93742689476334
LTBP4	4.7715668430894
PSCD3	3.14511991381035
PYY	2.97313652442213
KCNC1	3.03561984925657
SIRT6	3.91241143932877
CCL19	3.81212588197668
