Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C11_452016
Composite Element REF	Signal
AACS	6.65354366607789
FSTL1	8.79171417123887
ELMO2	4.86347595463912
CREB3L1	4.52868314320043
RPS11	9.93031287833378
PNMA1	7.40812666191472
MMP2	8.60434565969657
SAMD4A	3.65614943287878
SMARCD3	8.53849670722301
A4GNT	3.80805545840619
C9orf39	3.37719040336422
PKNOX2	3.98674261422104
RALYL	3.18012055861631
ZHX3	4.93561424964479
ERCC5	6.40188338415483
RXFP3	3.00205750843424
APBB2	4.13553316512013
BBOX1	6.62152137983948
PRO0478	3.01598121650823
GCSH	8.24523192946947
XDH	3.88747945755454
EDN1	3.65421885353097
MTERF	5.91727555254114
PDCL3	6.68927821316358
CLK4	4.77804644029565
KCNG1	3.54047572273406
CXCR4	6.32697431099623
DECR1	6.96609939951034
SALL1	3.06415478865896
PTPRR	3.35605200619007
CADM4	3.68598642453357
IRAK1	9.20775686130488
CFHR5	3.48393125274759
HNRPD	7.90275028907265
TMSB10	11.8577163310660
CXCL3	3.36045101615733
LMAN1	3.75957289723456
SUHW1	3.13756953230820
CHD8	5.62896265306
SUMO1	7.79115493773246
GP1BA	3.47483243982374
OR7A10	3.9305515617842
DDB1	7.27185865174589
CHRNA10	3.60104531291652
STYK1	3.66070549220392
MYO9B	4.13483833426215
CCNI	10.1086592449997
MMP7	10.4143289717803
EP300	5.99462042634615
CRNKL1	4.89416626734602
C9orf45	3.37262664081215
XAB2	3.99690693236131
RTN1	4.06910029092888
HIC2	4.03347727876618
TBX10	3.51963937195844
CENPQ	3.93781380416393
UTY	3.04443881330899
OR2W1	3.02597694140288
ATP5G2	9.33933788780209
ZEB1	3.82879350278851
ZG16	3.46938396285290
ERG	4.10300472346356
PARN	5.83485099684009
SOD2	5.6613871235627
JOSD3	7.32505561223614
ADAM5P	3.13385055676799
CHD9	5.93448086373111
hCG_40738	3.41469323493122
STK16	5.44573755059088
PDE1C	3.69788290290265
SEMA4D	5.33324340274074
AGPAT1	5.59700318337331
TOB2	5.68850495273127
BANK1	4.47991419038595
MAP3K3	5.0440203370066
MAX	4.82960051714773
GRM2	3.77347890852381
OSBPL8	6.35238199740272
PROSC	5.48841191080726
NR4A2	4.86357539283783
RICS	4.50848742406321
PIR	5.26733563709714
PPCS	8.54576484037538
IPO9	6.40813236458274
LONP1	6.54035037688232
EVC	4.09484959280458
CXCL13	4.55311950357784
SCYL3	5.02355268368165
KIAA1199	5.20221740738834
SORL1	8.08763796965885
NAT10	6.63988428447678
CHD1	5.44335575249718
SYN3	3.56639239500296
DMC1	3.77522425335097
SLC22A2	3.71427916690779
SERPINF1	8.36005229341274
C20orf27	5.67877011468142
OR7A17	3.05229540241961
RPS6KA5	4.12954684368956
LHB	3.28941527588111
TAOK3	4.73155966041218
STK25	5.32937645878939
SLC12A4	3.66016306773763
BRCA1	4.20739479922234
GBL	5.21393823955755
C14orf108	7.34993907902592
CDC25B	7.2617371308922
BMP3	3.20207538522785
MAP1LC3C	3.38519110391378
TMEM180	3.79676248996258
CRYGC	3.63473030303097
SLK	5.6898131077923
POU3F1	3.24622391596146
C20orf32	4.13952965070845
USP52	4.7034321798415
HIGD1B	4.16472957829204
BAZ1B	6.5595426876644
USP6NL	5.44170614523104
SLCO2B1	4.16367731292828
ABCD4	4.46711195901037
DIMT1L	6.18724845745495
SLC25A46	6.76926209238568
LARP7	7.10681849728768
TEK	3.5941071267076
CD160	3.66040171610316
TERF2IP	7.25302973254269
PHF20	6.1506817821888
COL1A1	8.4755167397424
KIAA0090	5.43876799883345
GTPBP1	4.51956091216536
GRK5	3.84454037027974
AP1S2	5.50113317949892
RAB33B	4.28483892305398
CA11	4.60627529872183
ALDOC	6.49764502048317
NUDT1	6.58289792027854
ZNF212	5.04925347320283
ACBD3	7.37148978873783
ZNF83	6.73741828466257
PRDM2	4.80737025300102
GDPD5	7.06193196632506
PDCD4	5.26032764168624
CEP350	5.96753050512504
FOXP3	3.44703188083649
SMYD3	7.06069774555587
CST7	4.88917045730584
SELL	4.51092916375364
CIAO1	6.07471591209499
LGI2	4.3339166555209
WDR45	6.74905287121731
ANKRD6	7.13018498540143
LTBP4	3.96152352809362
PSCD3	3.26908928735089
PYY	3.31734857225822
KCNC1	3.12255440570548
SIRT6	3.84984821978318
CCL19	3.76138779370104
ARHGEF9	4.46446822484983
ABR	4.92633092680965
C10orf22	6.26510937414679
STK17A	5.30810776275514
FOXE1	3.34702141481235
GML	3.23677582091867
CNGA3	3.09303224661151
CD38	3.60476461373876
ZDHHC6	6.52620656797116
NEFH	3.39046209352892
PGBD5	3.39392628297540
CTDSP2	6.44353850426989
RMND5B	4.36153408530599
ZNF257	3.45803807396500
DUSP4	4.21539880017164
FLJ22167	4.83689664980284
EXOSC7	6.56983695442894
ROR2	3.70951182106443
FOXM1	4.91812495003151
ZBTB48	4.66910824188263
BUD31	7.45506303076482
MAOA	4.32633690283673
CCDC41	3.65144700887009
TNNT3	4.07453773803502
FBXO11	5.40713755610437
GYPC	6.74191737562206
PLIN	5.11821063218511
RFXAP	3.50085415495928
C6orf15	3.77812175814709
RNF4	8.94354082348946
F8A1	7.85423245855416
PPP1R3D	4.49155575737159
GRB2	6.78034442106504
TPM3	3.17766117506014
SYT13	3.39855843816839
EPB42	3.6157103378713
RP5-1077B9.4	4.76118912627548
EIF1	9.637784910551
CETN3	6.34499205270641
FPGT	5.03492268772253
PRY	3.53875599740016
NTHL1	4.79768428149111
POLR2B	8.86602156828558
RPS28	11.6494295358938
GDF10	3.10063779884578
COQ9	7.00578146378739
P2RX3	2.83440749072845
GCC2	7.0515699134335
RARRES3	7.459970980474
PLXNA1	6.43660327983584
WBP4	4.21359848989273
KIAA0100	6.47267770217744
PMF1	7.01656909112107
HS2ST1	6.13226782597849
CRELD2	7.33291887905103
C8G	3.17343132341695
CD82	5.81521431000399
PMM1	5.18386023385391
CBLL1	4.65404530467323
LIM2	3.45986144868814
VAX2	3.71375767274044
SETDB1	4.81593605094986
LRAP	5.82039703819728
GCLM	7.59476185149415
CPEB3	3.28371039968109
PPM1A	5.52707222982692
INTS1	4.19152766099347
MMP16	3.24283857945390
CAMTA1	4.09374895208445
SAMSN1	5.41604251671868
DRD3	2.72113987710939
GMPPA	5.53698419995315
C11orf73	6.09255263212392
AIPL1	3.52692554200871
PTP4A2	9.74800761478314
IL24	3.71795802554658
BDKRB1	3.5451262706674
HPCA	3.94489128741942
MLF1	6.40903206690443
SEC14L1	8.07704272876005
CHFR	5.45221735661817
EMILIN1	3.969634723194
THADA	7.29974295886383
TAF12	5.36833886729931
NDUFS4	7.57757150715186
ID1	6.4680167884613
PIK3CB	3.81273559817018
COL18A1	6.84196056533837
PDZD3	3.36065837273506
TBC1D17	4.18161619708198
COX8A	9.03640958096904
CDCA4	5.58768196277677
C2orf44	4.14710568480961
C9orf16	7.83385530434867
ERBB2IP	7.61445385506336
EMX2	7.26094967446398
FUS	6.07177723162437
NIPSNAP3B	3.30574114988822
TF	3.45135652124064
CXorf56	5.20913041114036
CLCN4	4.0697724498603
PWP2	6.59423198929589
MMP15	4.01631897184435
MTMR14	5.9381561804749
NPR1	6.45742471808077
DNAL4	5.69408620336814
ELAC2	4.47159955942035
ASS1	11.0030012410186
IPP	4.7765789134217
TMEM59	9.63776899370049
POLR2J	8.49607002633936
SEC23IP	5.56189784995771
RGS4	4.11619243501555
UQCRC1	8.74415807688669
SNX6	6.86789998845473
DDX18	6.8874170756527
POLG	4.572805333757
ADAM23	4.4105221302955
ZNHIT2	4.05548484876039
TFR2	3.54452845283191
NCDN	4.23449645095258
RAG1	3.27793564098467
POMT1	5.29208019833238
CYP1A1	3.4747883840878
SNAPC1	5.39632451920399
GNA11	5.56751503633432
CCDC52	2.66112014342292
CAPN1	5.95876084678478
DDHD2	6.61422366201572
UPF3A	6.12968879961867
LAGE3	6.64842067308172
GNRHR	3.08540486627917
UNC13B	6.27609372768142
TTLL4	4.354493547742
PPBP	3.11122977308657
HTR3A	5.22806944044091
SDC2	5.07853018498689
ANKRD49	6.19708437935386
BTF3	9.72196216282888
COX7A2	10.2105650792665
SARS	8.5389413790649
C13orf18	3.90463416232996
CACNB1	3.90198115897101
QKI	5.87305738795023
SETMAR	6.03147506401943
LAMB4	3.59643512918875
MAN2B1	6.4600528738076
EML3	5.59858084772633
ACADL	3.23402142714039
OFD1	7.29258324653413
CGA	3.36607443788992
